sub_area,count,log_price.mean,log_price.sd,log_price_per_log_fullsq.mean,log_price_per_log_fullsq.sd,kremlin_km.mean,kremlin_km.sd,invest_prop,weird_prop,Number,Okrug,Area.Total,Population,Density,Area.Residential,Density_Real_Inv,sqrt_kremlin_km.mean,cluster
Brateevo,182,15.7702829390987,0.306795288587114,0.102630200985489,-0.903937159718908,15.2872808521429,0.379983873491767,0.618340750692214,0.0879120879120879,14,S,7.63,107965,14150.07,1585.4,15.5,0.0989412017909018,4
Butyrskoe,101,15.9008719813561,0.334585379390625,0.404104267605791,-0.0340743258604384,7.48713418794059,0.790902504007454,0.618340750692214,0.178217821782178,15,NE,5.04,70712,14030.16,1236.2,18.3,-0.77268788480535,2
Caricyno,220,15.6172616076927,0.268279286891186,1.44967711237994,-0.098469262726342,13.750091248,0.579840846528766,0.618340750692214,0.0590909090909091,113,S,8.43,128404,15231.79,1836.9,14.9,-0.0509187865064185,5
Cheremushki,158,15.9744041692946,0.401051125881133,0.849760882379336,-0.353953888344533,9.66438444217722,0.826187839624117,0.618340750692214,0.164556962025316,114,SW,5.52,107542,19482.25,1656.7,16.3,-0.496043536643944,2
Chertanovo Central'noe,196,15.8026018366496,0.365219242149216,0.477354888043342,-0.202567364710731,15.0422235542347,0.633666470102511,0.0649341230639618,0.102409638554217,116,S,6.52,116536,17873.62,2907,26,0.0755731158459126,6
Chertanovo Juzhnoe,273,15.7987483989526,0.294952963363173,0.392933445049201,-0.285746336696205,16.8033163060073,0.547894177267867,-0.229270084102511,0.105263157894737,117,S,9.38,147907,15768.34,2192.8,15.4,0.239522106202394,6
Chertanovo Severnoe,200,15.8218908677825,0.308645061278465,0.615930092412819,-0.671120480439226,13.0373940353,0.516909789594723,0.0940802054523829,0.12280701754386,115,S,5.4,114315,21169.44,1899.5,17.2,-0.123239406177778,4
Danilovskoe,199,16.0411834563164,0.492794203771939,0.285242213277586,0.697915180496523,4.41236977536181,0.85081691797116,0.0551081427409139,0.160714285714286,26,S,12.6,93239,7399.92,2847.4,31.7,-1.24480626210306,1
Dmitrovskoe,174,15.621853408419,0.243102649109323,0.759952659055673,-1.05073991142068,15.6232336299425,0.613242264848611,0.618340750692214,0.14367816091954,27,N,7.29,92405,12675.58,1364.5,15.5,0.130674568179009,4
Donskoe,135,16.1378574618257,0.593415517008554,-0.0490758149404274,0.464911622065525,5.10803826680741,0.84998663472852,0.163044236307687,0.203389830508475,28,S,5.73,51643,9012.74,1094,23,-1.1263250175045,1
Dorogomilovo,56,16.3178182107111,0.406633709522006,0.445235980293899,-0.512202362483858,4.44816682680357,1.17670522273328,0.618340750692214,0.196428571428571,29,W,7.95,71964,9052.08,1906.2,28,-1.23849083475449,2
Filevskij Park,148,15.9585648200207,0.397597661738038,0.357726802095478,-0.119788575518938,7.25774406433108,0.675063640024879,-0.261127079160252,0.160714285714286,107,W,9.62,91974,9560.71,1605.9,19.9,-0.804060583147706,6
Fili Davydkovo,137,15.9430278823806,0.465324929243423,0.7036590212945,0.313947598181939,9.64312747305109,0.772828457846026,0.565558415405043,0.118518518518519,108,W,6.96,114526,16454.89,2388.6,21.3,-0.498584058089681,2
Gagarinskoe,79,16.2535443773275,0.53905918406882,-0.0576219205561878,1.32430626066797,6.65704405873418,1.064336901127,0.389505942643401,0.22972972972973,23,SW,5.5,78973,14358.73,2095.3,26.7,-0.888647888960277,1
Gol'janovo,295,15.66015933586,0.278099140225726,0.760693891420223,0.554900123461606,13.6308369173153,1.2919274275373,0.618340750692214,0.108474576271186,25,E,14.99,162030,10809.21,3024.1,19.1,-0.0628871761500634,2
Golovinskoe,224,15.7452874861755,0.275708913011436,0.871881564641543,-0.347315635837853,12.7908982646875,0.565628058482851,0.569917670774742,0.126696832579186,24,N,8.93,103157,11551.74,1806.4,17.6,-0.148710710453773,2
Hamovniki,90,16.6128080992715,0.591105845230913,-0.0469777711707954,1.83982175225694,3.16190122087778,0.96644294743532,0.377301419547464,0.261904761904762,109,Central,10.08,107676,10682.14,2559.6,24.8,-1.48423814056082,1
Horoshevo-Mnevniki,262,15.9021437751212,0.460414748900666,0.519145748056992,1.90634072429011,9.28311121832061,0.970077861213519,0.383741401677286,0.106122448979592,111,NW,17.18,170724,9937.37,2918,17.8,-0.54204450745142,3
Horoshevskoe,136,16.0620008541213,0.512663871697994,0.443369177409479,0.906556457776808,6.08988780311029,0.764249365479996,-0.47165328352853,0.178947368421053,112,N,9.88,67448,6826.72,2182,38.2,-0.972091301748696,1
Hovrino,178,15.9298116477143,0.41982161629863,-0.219651753219367,0.658286911231198,14.3337180498876,0.746009416966812,0.171470080592397,0.0961538461538462,110,N,5.73,85325,14890.92,2450.2,30.2,0.00691948193489067,7
Ivanovskoe,197,15.6803016660244,0.283622475417574,0.481896309948229,-0.935543637756965,13.1789401345685,0.337497879627149,0.618340750692214,0.0812182741116751,34,E,10.19,127294,12492.05,2075,16.2,-0.108721696088439,4
Izmajlovo,300,15.942985461881,0.531146711432688,-0.457550111353464,0.663602992314674,10.6739104166467,1.04928985808541,-0.357868540444023,0.0958904109589041,35,E,15.24,105957,6952.56,2055.9,19.7,-0.378451282051787,7
Jakimanka,81,16.2630932048234,0.524867111859512,-0.565217723395976,1.56808007940515,2.3020880027037,0.464969122110927,0.305882358467538,0.202702702702703,123,Central,4.8,27398,5707.92,788.7,29.8,-1.678010010248,1
Jaroslavskoe,121,15.704019962321,0.300570209796146,0.29641058403252,-0.713674852298204,13.5246824819835,1.45831098510105,0.618340750692214,0.0991735537190083,124,NE,7.99,96971,12136.55,1404.5,15.3,-0.0735849775388896,4
Jasenevo,237,15.9334181987124,0.338184428461383,-0.126167419624633,-0.415859066948314,16.6505627021941,0.837900880565239,0.511551173602768,0.130434782608696,125,SW,25.37,177809,7008.63,2969.3,16.4,0.22565282449374,8
Juzhnoe Butovo,451,15.7658137974508,0.333449444296761,-0.165076172615488,-0.118429203717724,23.772597421929,1.55432181193074,0.514121971150693,0.0867579908675799,119,SW,25.54,204226,7996.32,4195,23.4,0.816232768247541,8
Juzhnoe Medvedkovo,143,15.8301042222486,0.335857979776264,0.322663379686236,-0.185145819014771,13.2307443606993,0.3452263503358,0.618340750692214,0.0979020979020979,120,NE,3.88,84923,21887.37,1355.3,16.3,-0.103427885400727,2
Juzhnoe Tushino,175,15.7933509733642,0.384719056614352,0.500322228017317,1.19261341067096,15.2549754538286,0.828797403721498,0.391075095612879,0.0975609756097561,121,NW,7.94,108049,13608.19,1714.9,16.9,0.095871407912575,3
Juzhnoportovoe,126,15.9521483198808,0.390550721474725,0.247760832181193,1.03284930932823,5.35504198719048,0.93054239644279,0.560950433752988,0.153225806451613,122,SE,4.53,73954,16325.39,1449,20.6,-1.08622093451932,1
Kapotnja,49,15.5150551183365,0.2131102943959,0.0953957166215766,-1.1529315916108,16.8592827789796,0.428223376971578,-0.193322303162556,0.0789473684210526,36,SE,8.06,32287,4005.83,408.5,13.8,0.244587799356508,4
Kon'kovo,220,15.9788940640612,0.403074090364972,0.602110040157262,0.487130312364377,12.9333027665,0.767696327637407,0.618340750692214,0.140909090909091,37,SW,7.18,156148,21747.63,3098.8,20.4,-0.133965904938467,2
Koptevo,207,15.7794480221973,0.393264569317374,0.837865157667569,-0.0214265116859966,10.2094172192705,0.642699294707291,0.583407514294424,0.126829268292683,38,N,5.38,101036,18779.93,2449.8,25,-0.43183280775447,2
Kosino-Uhtomskoe,237,15.7299235292328,0.320231732529634,-0.17338669283073,-0.6816603216373,17.2702055392405,0.563225746382273,0.618340750692214,0.0970464135021097,39,E,15.05,80543,5351.69,1336,18.3,0.281527025392649,8
Kotlovka,147,15.831604038164,0.308100685884895,1.08347961641258,-0.880470603306419,7.77855087737415,0.738049162435823,0.593744900575403,0.136986301369863,40,SW,3.94,65831,16708.38,1104.1,17,-0.733517244566341,5
Krasnosel'skoe,37,16.1873477518218,0.421636443934953,0.326844922652617,0.977849295117548,3.37380735991892,0.954706850511253,0.422903455169444,0.285714285714286,41,Central,4.96,48324,9742.74,871.2,18.3,-1.44070310500446,1
Krjukovo,518,15.6376474091617,0.267914148380894,-0.9399571553905,-1.10146623957007,37.1944006516988,1.11964191652044,-0.99401693737064,0.0871080139372822,43,Zelenograd,10.49,94263,8985.99,1799,21,1.72453055711522,9
Krylatskoe,103,16.2583873101711,0.509027128181892,-0.586726695723845,0.0782333874137753,12.8840056725243,0.731622325128411,0.37262104418543,0.197916666666667,42,W,12.04,82046,6814.45,1850.5,22.4,-0.13906098072797,7
Kuncevo,184,15.983847497872,0.470943723900011,-0.00434421187016221,0.584944239024885,12.4754936767391,1.20475309669016,0.5790408597447,0.153846153846154,45,W,16.56,150189,9069.38,2587.4,17.6,-0.181663293675215,7
Kurkino,62,16.3722198935945,0.424301896494463,-2.80730998382304,-0.10111750562323,21.022498805,0.842906578075441,0.618340750692214,0.17741935483871,46,NW,7.9,31846,4031.14,900,42.2,0.600347729706063,10
Kuz'minki,220,15.6284638032413,0.335406072592836,1.01069729398981,-0.824341289622299,10.4941432273318,0.715985812030334,0.618340750692214,0.140909090909091,44,SE,8.15,145167,17811.9,2312.7,16.1,-0.398970390807943,5
Lefortovo,119,15.8252618928276,0.370016457178173,0.74358295534053,0.209397402487036,5.31101657839496,0.812215195857175,0.557574532756563,0.145299145299145,48,SE,9.06,93257,10293.27,1384.2,15.2,-1.09330017969827,2
Levoberezhnoe,135,15.9927557646692,0.406068494345801,-0.329948377753925,0.3660123699969,15.0929088904444,0.652883418339599,-0.667202348746452,0.0804597701149425,47,N,8,53154,6644.25,933,17.7,0.0804218742625917,6
Lianozovo,126,15.8172433477945,0.289372137626981,0.146481816733638,-1.00549520367352,16.2603740848413,0.685243636755724,0.618340750692214,0.103174603174603,49,NE,5.79,84896,14662.52,1563.7,18.1,0.189934036143103,4
Ljublino,297,15.7011055263493,0.296634017974466,0.677204289656926,-0.276025888653849,12.0889469313131,1.09138860855838,0.618340750692214,0.127946127946128,52,SE,17.41,171548,9853.42,2739.7,15.9,-0.22262203848704,2
Lomonosovskoe,147,16.3223799050128,0.486165914283925,-0.300216523025453,0.341349248286765,9.31400913714966,0.471131542033742,0.396978099640913,0.253623188405797,50,SW,3.34,87573,26219.46,2881.5,33.9,-0.538281880686577,7
Losinoostrovskoe,177,15.8206887430432,0.327557942827701,0.304861151943209,-0.252626287855622,14.3109032898305,0.78038585728086,0.0259559538110488,0.128378378378378,51,NE,5.54,82941,14971.3,1486,18.7,0.0046808689895624,6
Mar'ina Roshha,116,15.8657662177913,0.499020851200524,0.363480180152609,0.0143937230091203,4.50313114571552,0.582194514029322,-0.0985434669365681,0.204301075268817,54,NE,4.68,67295,14379.27,1118.9,16.9,-1.22884311890035,6
Mar'ino,508,15.8446485112853,0.316125380990093,-0.0674128486882232,-0.594724488117347,13.3202619367126,0.558177154064982,0.604106144522249,0.124505928853755,55,SE,11.91,252437,21195.38,4523,18.6,-0.0943045623863576,8
Marfino,85,15.7403813512773,0.422665313108312,0.433708570608035,-0.00620075478305807,8.55113097061176,0.779647456136961,0.618340750692214,0.105882352941176,53,NE,2.97,33009,11114.14,711.1,26.2,-0.633087841463912,2
Matushkino,111,15.6121590781697,0.276529659976714,-0.0344012301237088,-0.929091353462598,37.5876896253153,0.496725977800632,0.618340750692214,0.0990990990990991,56,Zelenograd,4.38,39871,9102.97,781,20.3,1.74841411842396,11
Meshhanskoe,94,16.1213181492116,0.599744700200115,0.768292476644962,1.55573178777244,3.07334584176596,0.862604738037489,0.349094689307121,0.160919540229885,58,Central,4.6,60014,13046.52,1417.4,24.4,-1.50286260005661,1
Metrogorodok,58,15.6084497954658,0.28698180416213,1.11176874651319,-0.851065015796235,11.5731316393103,0.453341577441474,0.618340750692214,0.172413793103448,57,E,27.57,37785,1370.51,575.7,15.9,-0.278312162212114,5
Mitino,679,15.9570467322544,0.33506385859544,-0.621915906136414,0.276901211513962,18.5129585589691,0.743781784262195,-1.59680715261153,0.11787072243346,59,NW,12.67,188342,14865.19,3658.1,21,0.390644820019727,12
Molzhaninovskoe,3,15.9701483184523,0.326207346367389,-1.8362858323955,-2.13420337695327,27.26987395,0,0.618340750692214,0.333333333333333,61,N,21.78,5823,267.36,69.9,19.9,1.0734523591928,13
Moskvorech'e-Saburovo,99,15.8875459284113,0.29608175580494,0.393094087739307,-0.479188104059989,12.6059857172727,0.820761392850405,0.618340750692214,0.0909090909090909,62,S,9.3,80231,8626.99,1314.7,17.9,-0.167979909172781,4
Mozhajskoe,197,15.774292238116,0.396158461948944,0.593141791310575,0.426891164590709,12.987574367868,1.0615200131145,0.581634253563572,0.107692307692308,60,W,10.73,136836,12752.66,2655.9,20,-0.128367908200348,2
Nagatino-Sadovniki,158,15.8402551947965,0.328528982472026,0.81350564973913,0.49431344402139,8.44539726336076,0.721133403410874,0.481039865862926,0.138157894736842,63,S,8.17,81400,9963.28,960.4,12.8,-0.64655636731542,2
Nagatinskij Zaton,327,15.92887625947,0.290703518609885,0.50746323871928,-0.671079188777801,8.49543634933333,0.448916146780181,-1.16181210776213,0.108433734939759,64,S,9.8,119053,12148.27,1848.8,16.2,-0.640171864734869,6
Nagornoe,305,16.0341094278083,0.38908540956196,0.272149132792566,0.0437734916345142,9.34082665502623,1.13798577412127,-1.31392536291078,0.112676056338028,65,S,5.42,80707,14890.59,1551.4,20.3,-0.535021205119326,6
Nekrasovka,1611,15.5121976600344,0.226037304504733,-1.1131840299346,-1.16575313649405,20.2274952983737,0.42326382849822,-2.7301758421194,0.00840336134453782,66,SE,5.58,43619,7817.03,385.5,20.1,0.535340466968421,14
Nizhegorodskoe,77,15.6607581559559,0.302377695684457,0.793580924437598,-0.126916347249187,6.88580542863636,1.19083411959404,0.571385036832847,0.105263157894737,67,SE,7.57,45106,5958.52,722.3,16.8,-0.856002054998684,5
Novo-Peredelkino,149,15.7156482706083,0.325013282374403,-0.574077352799098,-1.07897770184325,20.244705077047,0.548690460277993,0.254355183527323,0.111940298507463,70,W,8.48,120737,14237.85,1895,16.4,0.536761098664764,8
Novogireevo,201,15.6807137935602,0.275207099395784,1.17643699918389,-0.81103339450553,11.4163666157562,0.887819371135862,0.618340750692214,0.0845771144278607,68,E,4.45,97306,21866.52,1704,17.9,-0.295482212353851,5
Novokosino,139,15.8363388908356,0.297374716655552,-0.349048204035216,-0.586158612203589,14.976804805036,0.552518014608463,0.618340750692214,0.0935251798561151,69,E,3.6,106847,29679.72,1682.4,16.2,0.0693028090309724,8
Obruchevskoe,185,16.3318263869732,0.567018313808175,-1.46090338212008,1.99399916036244,11.2722897923838,0.80195312517018,-0.593370481548961,0.16260162601626,71,SW,6.11,84122,13767.92,1742,21.7,-0.311366821679965,15
Ochakovo-Matveevskoe,255,15.8326432699571,0.381645209910594,0.12202492607858,0.134967432381053,11.4676085565373,1.4532959977618,-0.147313595296992,0.0497512437810945,76,W,17.54,126347,7203.36,2255.1,19.7,-0.28985692487307,6
Orehovo-Borisovo Juzhnoe,208,15.766319007103,0.275439406541673,0.425946259533358,-0.618963944980814,17.3922834407212,0.448031610450316,0.583575462546337,0.0825242718446602,73,S,6.94,147867,21306.48,2149.7,14.8,0.292416137518863,4
Orehovo-Borisovo Severnoe,206,15.7299619498865,0.339346676854472,0.0540538360677029,-0.370431260366114,15.5593281108738,0.521839725013271,0.00404148442525411,0.116959064327485,72,S,7.67,131982,17207.56,1939.6,15.1,0.124664667250807,6
Ostankinskoe,79,15.9305990390894,0.442420850056583,0.832825428579664,-0.262204327940036,6.75345861621519,0.774468012043413,0.526806827472689,0.103896103896104,74,NE,12.46,63023,5058.03,1131.4,18.6,-0.874821540331476,5
Otradnoe,353,15.8203012627696,0.328057704040861,0.354549265029238,-0.138361209564082,12.1573423895751,0.786360244925452,0.608098286195978,0.110795454545455,75,NE,10.18,183805,18055.5,3191.6,17.8,-0.21532763692753,2
Pechatniki,192,15.6295840988469,0.260158165848554,0.951115478658082,-0.848437124160981,9.92349923576563,0.752003833693314,0.599509552946531,0.0785340314136126,78,SE,17.89,86343,4826.33,1369.3,16.5,-0.465297257602465,5
Perovo,247,15.6814040623604,0.294210558159947,0.983680460175446,0.796288421714306,9.88626988312551,0.846264314776254,0.618340750692214,0.0931174089068826,77,E,9.73,140923,14483.35,2248,16.5,-0.469689947880658,2
Pokrovskoe Streshnevo,164,15.9149228404933,0.429583444397587,0.22334654238766,0.371879397354633,13.0505882584146,0.751986811335878,-0.660343505990301,0.0943396226415094,79,NW,12.9,56964,4415.81,1006.7,18.1,-0.121882817445133,6
Poselenie Desjonovskoe,362,15.2884923593042,0.210226580160655,-0.540087106112577,-1.10113014913675,29.4387998725414,0.741019744537586,-2.79749286470162,0.05,129,Novomoskovsky,52.96,14574,275.19,,,1.22473323940077,14
Poselenie Filimonkovskoe,496,14.9744147059789,0.335430582281515,-0.431136438125154,0.181658350181987,27.8432895908669,0.945914244382119,-2.96809123287282,0.25,144,Novomoskovsky,35.77,6698,187.25,,,1.11401557283589,12
Poselenie Kievskij,2,15.8993033882318,0.900675632416449,-2.54408047019683,-2.52154748811581,59.902533805,0.53797063629014,-1.18945423289341,0,130,Troitsky,56.5,12163,215.27,,,2.94322646703239,16
Poselenie Klenovskoe,1,15.6596329826606,,0.757900708563192,,49.96291522,,0.618340750692214,0,131,Troitsky,58.3,3287,56.38,,,2.44472152111136,11
Poselenie Kokoshkino,20,15.3562389819302,0.438885655072241,-1.07520104364695,-0.356019673595929,31.94505398,0.502194675951044,-1.18945423289341,0.1,132,Novomoskovsky,8.28,15116,1825.6,,,1.3927579645706,9
Poselenie Krasnopahorskoe,27,15.1195012797275,0.266553859751142,-2.0077265321728,1.31659973922976,38.9413841196296,0.879261352294206,-2.05987403980501,0.142857142857143,133,Troitsky,87.78,4747,54.08,,,1.82968014676575,17
Poselenie Marushkinskoe,6,15.3605798715763,0.242163760060761,0.259314362251129,-0.512584294733636,33.52027318,2.82301363114912,0.618340750692214,0,134,Novomoskovsky,50.63,6808,134.47,,,1.4950051534038,11
Poselenie Mihajlovo-Jarcevskoe,1,15.0625428517507,,-1.15902935279349,,49.15399815,,0.618340750692214,0,135,Troitsky,63.47,5233,82.45,,,2.40205194337671,18
Poselenie Moskovskij,925,15.4894328557598,0.309784802631103,-1.43595803006677,-0.942577203303638,21.8056251160973,2.97088760775981,-2.59464838770213,0.029126213592233,136,Novomoskovsky,40.6,43759,1077.81,,,0.663192632223154,14
Poselenie Mosrentgen,19,15.519089586389,0.211122343450875,-0.0123509585082779,0.160190142184324,16.8527764957895,0.346276622475262,-0.142836084501733,0.0666666666666667,137,Novomoskovsky,6.41,19469,3037.29,,,0.243999328530812,6
Poselenie Novofedorovskoe,148,14.8022327004351,0.251980577871867,-1.44868571373414,-1.05344896018571,51.3433413208784,0.165778002032825,-2.97281955453869,0,138,Troitsky,156.75,6648,42.41,,,2.51674759171466,19
Poselenie Pervomajskoe,142,15.3522092553659,0.35360910182492,-3.13070335668646,1.67074235354146,36.4644535730282,0.836789225506914,-2.43708739057926,0.0454545454545455,139,Troitsky,118.94,8154,68.56,,,1.67986540264946,20
Poselenie Rjazanovskoe,34,15.4919997663517,0.426670361099951,-2.06282898395941,-0.0253701350152849,31.5400240514706,1.11322331003219,-0.445068063181683,0.0833333333333333,141,Novomoskovsky,41.41,20115,485.75,,,1.36606246148356,10
Poselenie Rogovskoe,31,15.664443598397,0.26226580377997,-5.97925640197786,-1.89070948939794,70.6699183983871,0.383344761184383,-2.88061728205416,0,140,Troitsky,175.95,2896,16.46,,,3.4384932044783,21
Poselenie Shhapovskoe,2,15.4438549564908,0.821197878517866,-2.49949722185089,-1.17745882782122,38.83667627,0.0601019975069193,0.618340750692214,0,145,Troitsky,86.06,7992,92.87,,,1.82344516197739,13
Poselenie Shherbinka,443,15.2201026977953,0.258201337132929,-0.701809030655327,-0.569438446813384,27.4300684925959,0.85136656241124,-2.53203786630125,0.087719298245614,146,Novomoskovsky,7.62,42642,5596.06,,,1.08482704373863,14
Poselenie Sosenskoe,1776,15.4399040753525,0.299658667778016,-1.22161985512818,-0.241186148443212,21.2005918113232,0.906168277123081,-2.79366870030948,0.04,142,Novomoskovsky,67.07,15235,227.15,,,0.614740932180972,12
Poselenie Vnukovskoe,1372,15.6029865774029,0.286658962351541,-1.00957108443887,-1.20240388272359,22.7440404115015,1.02021030478827,-2.85494465508891,0.037037037037037,126,Novomoskovsky,25.6,6914,270.08,,,0.737030910110953,14
Poselenie Voronovskoe,7,15.0642826680881,0.340073553761191,-1.18440623700139,0.559497397956833,55.46083102,1.35544001530872,-0.931197806666893,0,127,Troitsky,206.26,8749,42.42,,,2.72601603979311,22
Poselenie Voskresenskoe,713,15.4627023155195,0.23040321100389,-1.27978748047091,-1.5624801882843,25.8781342497335,0.492813777335783,-2.93639777243127,0,128,Novomoskovsky,24.77,8793,354.99,,,0.973190358274338,14
Preobrazhenskoe,152,15.7424945198345,0.269216394128979,1.2203214711106,-0.349728733135534,8.32122265666447,0.685464642339424,0.618340750692214,0.105263157894737,80,E,5.61,88266,15733.69,1453.2,17.7,-0.662482034096845,5
Presnenskoe,190,16.248842978907,0.68398045553562,0.294882945920814,1.24035193317176,3.9956217218,1.04854056292346,-0.123806663621884,0.165562913907285,81,Central,11.7,126107,10778.38,1416.4,11.5,-1.32030601920443,1
Prospekt Vernadskogo,100,16.1991518903997,0.550206959726171,-0.106521219930884,0.717181223228622,10.9076921127,0.332551296684811,0.220625854303377,0.123595505617978,82,W,4.65,63452,13645.59,1831,29.6,-0.352023565261926,7
Ramenki,241,16.2172528914278,0.507993149294006,-0.451079164206977,0.753155357647168,8.64898543676349,1.86430014828122,-0.31181102509458,0.195530726256983,83,W,18.54,136421,7358.2,3511.2,27,-0.620696984902355,7
Rjazanskij,180,15.7366786285495,0.367182109453966,0.439030908955983,0.206712708296803,10.0449608416611,0.980825624511459,0.598254139763485,0.134078212290503,85,SE,6.49,108262,16681.36,2025.9,19.9,-0.451023005794217,2
Rostokino,64,15.8623167461744,0.375498264772045,0.527508107227768,-0.182585718990403,9.14251241854688,0.323576875871557,0.222885598032859,0.087719298245614,84,NE,3.54,38995,11015.54,732.8,19.7,-0.559245689406305,2
Savelki,105,15.6259509105009,0.340839028605655,-0.195253173420516,-0.194550197392291,36.0628347871429,0.674437945721504,0.583906560528679,0.0865384615384615,86,Zelenograd,8.13,33724,4148.09,695,21.4,1.65509976143555,11
Savelovskoe,85,15.9030806488634,0.373007201575938,0.894955404100822,0.999655958680153,5.65939031515294,0.514296975908605,0.575804398137258,0.130952380952381,87,N,2.7,59327,21972.96,1120,19.2,-1.03805766783433,1
Severnoe,37,15.7252207815316,0.328187471332585,-0.502983416945837,-0.213812382505341,19.0043234845946,1.16563936581052,0.129747511885289,0.1875,93,NE,10.29,32776,3185.23,620,22.2,0.432773940701075,8
Severnoe Butovo,182,15.8879893843915,0.30095547913359,-0.0235984664161566,-0.684173350651773,20.0540225148901,0.531675429385127,0.538877234930208,0.134831460674157,89,SW,9.13,94787,10381.93,1751,20,0.520986760715428,8
Severnoe Izmajlovo,163,15.6508985203062,0.292616423073265,1.15438765223085,-0.903445458499814,12.6603576038037,1.13784401832117,0.618340750692214,0.128834355828221,90,E,4.2,87193,20760.24,1624.3,19.1,-0.162299389472949,5
Severnoe Medvedkovo,167,15.8215364004932,0.319089320597222,0.514400633883265,-0.413201395991856,14.796317115988,0.518804311419062,0.618340750692214,0.119760479041916,91,NE,5.66,126637,22374.03,1764,14.5,0.051931921640117,4
Severnoe Tushino,282,15.8732074017909,0.333141899186287,0.346123051164541,-0.617710748644977,16.0043218043617,0.675994837827702,-0.407358530774807,0.103960396039604,92,NW,9.4,164549,17505.21,2665.5,17.4,0.166261058239209,4
Shhukino,155,15.975151502013,0.476358863330823,0.505894656658847,1.3736826209484,10.3285244580194,1.07418805760843,0.595014363807238,0.149350649350649,118,NW,7.69,109147,14193.37,2062,20.1,-0.418030676986049,3
Silino,100,15.6891808430902,0.352557411063363,-0.757875742598313,-0.814242923934077,37.9820824892,0.369211620497072,0.618340750692214,0.11,94,Zelenograd,10.4,39621,3809.71,765,19.8,1.77223956689153,18
Sokol,72,16.0866006415697,0.398573718681448,-0.308878886081554,0.449064507606746,8.94294137243056,0.633987938106683,0.618340750692214,0.152777777777778,95,N,3.72,59112,15890.32,1163.5,20.2,-0.583890418749383,7
Sokol'niki,60,16.1571387210095,0.483343943548009,0.314901390064466,0.454793051417313,5.77586602886667,0.686512758467001,0.618340750692214,0.15,97,E,10.28,60723,5906.91,1247.2,21.7,-1.0199691628501,2
