title,clue,date,year,answer,day
 ,Pilgrimage destinations, December 20,2016,MECCAS, Tuesday
 ,"Pamphlets, postcards and such", December 20,2016,EPHEMERA, Tuesday
 ,"Mark Twain, notably", December 20,2016,WIT, Tuesday
 ,Org. concerned with climate change, December 20,2016,EPA, Tuesday
 ,"Johnny of ""Sleepy Hollow""", December 20,2016,DEPP, Tuesday
 ,Bottom-feeding fish known formally as the morwong, December 20,2016,SEACARP, Tuesday
 ,Like the D-Day assault on Normandy, December 20,2016,AMPHIBIOUS, Tuesday
 ,"Texter's ""As I see it ...""", December 20,2016,IMO, Tuesday
 ,Trip around the track, December 20,2016,LAP, Tuesday
 ,"Cool, quaintly", December 20,2016,NEATO, Tuesday
 ,"""___ Andronicus""", December 20,2016,TITUS, Tuesday
 ,Bridge support, December 20,2016,TRUSS, Tuesday
 ,"Starting place, on a map", December 20,2016,POINTA, Tuesday
 ,Find, December 20,2016,LOCATE, Tuesday
 ,Hgar the Horrible's dog, December 20,2016,SNERT, Tuesday
 ,Jewish organization on campus, December 20,2016,HILLEL, Tuesday
 ,Sycophantic, December 20,2016,OBSEQUIOUS, Tuesday
 ,Fortunes, December 20,2016,FATES, Tuesday
 ,"Remove, as spilled ink", December 20,2016,BLOTUP, Tuesday
 ,Certain jabs, December 20,2016,LEFTS, Tuesday
 ,Muchacho's sweetie, December 20,2016,CHICA, Tuesday
 ,Back out of, December 20,2016,RENEGEON, Tuesday
 ,"""___ Squad"" (2016 hit movie)", December 20,2016,SUICIDE, Tuesday
 ,Two-toned horse, December 20,2016,PINTO, Tuesday
 ,Bad car to road-trip in, December 20,2016,LEMON, Tuesday
 ,"Mr. ___, host of ""Fantasy Island""", December 20,2016,ROARKE, Tuesday
 ,1961 space chimp, December 20,2016,ENOS, Tuesday
 ,Color of unbleached silk, December 20,2016,ECRU, Tuesday
 ,Similar (to), December 20,2016,AKIN, Tuesday
 ,Enforcer of the Fed. Meat Inspection Act, December 20,2016,USDA, Tuesday
 ,North Pole worker, December 20,2016,ELF, Tuesday
 ,Reed of the Velvet Underground, December 20,2016,LOU, Tuesday
 ,"Spa specialty, briefly", December 20,2016,TLC, Tuesday
 ,Weed out?, December 20,2016,HOE, Tuesday
 ,Monastery leader, December 19,2016,ABBOT, Monday
