title,clue,date,year,answer,unique,day
 ,One of a dozen?, December 8, 2016,ZEE,False, Thursday
 ,Carrier name until 1997, December 8, 2016,USAIR,False, Thursday
 ,What Stephen King's editor provided for a 1986 novel?, December 8, 2016,ITSUPPORT,True, Thursday
 ,MASH supply, December 8, 2016,SERUM,False, Thursday
 ,Dope, December 8, 2016,POOP,False, Thursday
 ,Getting the job done, December 8, 2016,ONIT,False, Thursday
 ,"""There is no greater evil than making light of the ___"": Lao-tzu", December 8, 2016,ENEMY,False, Thursday
 ,Last monarch of the House of Stuart, December 8, 2016,ANNE,False, Thursday
 ,Course list, December 8, 2016,MENU,False, Thursday
 ,Villain in some fairy tales, December 8, 2016,WOLF,False, Thursday
 ,Spirited horse, December 8, 2016,ARAB,False, Thursday
 ,Band that used a pay-what-you-want model to sell their 2007 album, December 8, 2016,RADIOHEAD,False, Thursday
 ,Mahmoud Abbas's grp., December 8, 2016,PLO,False, Thursday
 ,Annual mystery-writing award, December 8, 2016,EDGAR,False, Thursday
 ,Engine type, December 8, 2016,DIESEL,False, Thursday
 ,"Old-timey ""not""", December 8, 2016,NARY,False, Thursday
 ,"Lou Gehrig's Disease, for short", December 8, 2016,ALS,False, Thursday
 ,"""When the ___ Over"" (1967 Doors song)", December 8, 2016,MUSICS,False, Thursday
 ,Prefix with squad, December 8, 2016,INTRA,False, Thursday
 ,Flight part, December 8, 2016,STAIR,False, Thursday
 ,Like many mosaics, December 8, 2016,TILED,False, Thursday
 ,Oracles, December 8, 2016,SEERS,False, Thursday
 ,Perfectly precise, December 8, 2016,DEADON,False, Thursday
 ,"""Poor Richard's Almanack"" collection", December 8, 2016,ADAGES,False, Thursday
 ,Funny Youngman, December 8, 2016,HENNY,False, Thursday
 ,Apple offering, December 8, 2016,IMAC,False, Thursday
 ,Datebook abbr., December 8, 2016,APPT,False, Thursday
 ,___ latte, December 8, 2016,CHAI,False, Thursday
 ,"Schwarzenegger, informally", December 8, 2016,ARNIE,False, Thursday
 ,Assorted, December 8, 2016,MOTLEY,False, Thursday
 ,"""Casino"" actor Joe", December 8, 2016,PESCI,False, Thursday
 ,"Hot, as a basketball shooter", December 8, 2016,INTHEZONE,False, Thursday
 ,Subj. group with a noted gender imbalance, December 8, 2016,STEM,False, Thursday
 ,Concerning, December 8, 2016,ASTO,False, Thursday
 ,They may be bookmarked, December 8, 2016,URLS,False, Thursday
 ,Goof, December 8, 2016,MESSUP,False, Thursday
 ,Out of service?, December 8, 2016,EXARMY,False, Thursday
 ,Admiral killed at the Battle of Trafalgar, December 8, 2016,NELSON,False, Thursday
 ,Button with two vertical lines, December 8, 2016,PAUSE,False, Thursday
 ,"Either twin actress on ""Full House""", December 8, 2016,OLSEN,False, Thursday
 ,Play loudly, December 8, 2016,BLARE,False, Thursday
 ,Intense dislike, December 8, 2016,ODIUM,False, Thursday
 ,Jeweler's eyepiece, December 8, 2016,LOUPE,False, Thursday
 ,Loads, December 8, 2016,ATON,False, Thursday
 ,"""Dancing With the Stars"" co-host Andrews", December 8, 2016,ERIN,False, Thursday
 ,Rebuke to a traitor, December 8, 2016,ETTU,False, Thursday
 ,"Hoppy quaff, for short", December 8, 2016,IPA,False, Thursday
 ,"Small dog, informally", December 8, 2016,POM,False, Thursday
 ,Little rascals, December 9, 2016,SCAMPS,False, Friday
 ,Man ___, December 9, 2016,FRIDAY,False, Friday
 ,Joined the fray, December 9, 2016,HADATIT,False, Friday
 ,Like some roars, December 9, 2016,LEONINE,False, Friday
 ,"Say, say, say?", December 9, 2016,ITERATE,False, Friday
 ,Web feed?, December 9, 2016,INSECTS,False, Friday
 ,"Player of Molly on ""Mike &amp; Molly""", December 9, 2016,MELISSAMCCARTHY,True, Friday
 ,Some hosp. tests, December 9, 2016,MRIS,False, Friday
 ,Excessively tan, December 9, 2016,BAKE,False, Friday
 ,Like tritium and triplets, December 9, 2016,RARE,False, Friday
 ,Thirsts, December 9, 2016,YENS,False, Friday
 ,Suddenly changes direction, December 9, 2016,ZAGS,False, Friday
 ,Received high marks, December 9, 2016,GOTAS,True, Friday
 ,Change affiliations, December 9, 2016,REALIGN,False, Friday
 ,Flask material, December 9, 2016,PYREX,False, Friday
 ,Gist of a Dear John letter, December 9, 2016,ITSOVER,False, Friday
 ,Mont Cervin and others, December 9, 2016,ALPES,False, Friday
 ,Tennis star nicknamed Le Crocodile, December 9, 2016,LACOSTE,False, Friday
 ,Unearthly, December 9, 2016,ALIEN,False, Friday
 ,See 53-Across, December 9, 2016,PICK,False, Friday
 ,Annoyance, December 9, 2016,PEST,False, Friday
 ,Take off, December 9, 2016,SOAR,False, Friday
 ,Sender of a billet-doux, December 9, 2016,BEAU,False, Friday
 ,"""Ish""", December 9, 2016,ORSO,False, Friday
 ,Where Roger Ebert's reviews appeared for 47 years, December 9, 2016,CHICAGOSUNTIMES,True, Friday
 ,Gets one's feet wet, December 9, 2016,EASESIN,False, Friday
 ,"Team ""spawned"" in 1993", December 9, 2016,MARLINS,False, Friday
 ,Certain trysts, December 9, 2016,NOONERS,False, Friday
 ,"""The great antidote to the poison of enthusiasm and superstition,"" per Adam Smith", December 9, 2016,SCIENCE,False, Friday
 ,"With 39-Across, teeth-cleaning aid", December 9, 2016,DENTAL,False, Friday
 ,"Registered, as a complaint", December 9, 2016,LODGED,False, Friday
 ,Shake on the dance floor, December 9, 2016,SHIMMY,False, Friday
 ,One serving a function, December 9, 2016,CATERER,False, Friday
 ,Virginia Woolf's given name at birth, December 9, 2016,ADELINE,False, Friday
 ,"___ Mayer, Yahoo C.E.O. beginning in 2012", December 9, 2016,MARISSA,True, Friday
 ,Ed promoters, December 9, 2016,PTAS,False, Friday
 ,Goes unused, December 9, 2016,SITS,False, Friday
 ,Cross swords, December 9, 2016,FENCE,False, Friday
 ,Gift on el 14 de febrero, December 9, 2016,ROSA,False, Friday
 ,Mistakenly, December 9, 2016,INERROR,False, Friday
 ,State for the record, December 9, 2016,DICTATE,False, Friday
 ,"One of the ""Big Four"" thrash metal bands", December 9, 2016,ANTHRAX,False, Friday
 ,"""All right already!""", December 9, 2016,YESYES,False, Friday
 ,Things steeped in tradition?, December 9, 2016,TEABAGS,False, Friday
 ,Affection from a pooch, December 9, 2016,LICKS,False, Friday
 ,Pair on Mississippi's state quarter, December 9, 2016,MAGNOLIAS,True, Friday
 ,Dreaded dermal development, December 9, 2016,ZITS,False, Friday
 ,Street cart offering, December 9, 2016,GYRO,False, Friday
 ,Home security measure, December 9, 2016,LIEN,False, Friday
 ,Hit with the bill?, December 9, 2016,PECK,False, Friday
 ,Suckers, December 9, 2016,VACUUMS,False, Friday
 ,"Song sung to Lilo in ""Lilo &amp; Stitch""", December 9, 2016,ALOHAOE,False, Friday
 ,Intermediary, December 9, 2016,LIAISON,False, Friday
 ,Kind of yield, December 9, 2016,PERCENT,False, Friday
 ,Like a rained-on parade, December 9, 2016,SPOILED,False, Friday
 ,Giving a name, December 9, 2016,TERMING,False, Friday
 ,Pith, December 9, 2016,ESSENCE,False, Friday
 ,Move up the ranks, December 9, 2016,ASCEND,False, Friday
 ,Drones, December 9, 2016,PEONS,False, Friday
 ,Got rid of, December 9, 2016,TOSSED,False, Friday
 ,Female hip-hop fan, December 9, 2016,BGIRL,False, Friday
 ,Between ports, December 9, 2016,ASEA,False, Friday
 ,It reacts with H2SO4, December 9, 2016,NACL,False, Friday
 ,"The Magi, e.g.", December 9, 2016,TRIO,False, Friday
 ,Kickoff, December 15, 2016,DEBUT,False, Thursday
 ,"""For shame!""", December 15, 2016,TSK,False, Thursday
 ,Only tennis player to have won each Grand Slam event at least four times, December 15, 2016,GRAF,False, Thursday
 ,Mrs. Alexander Hamilton, December 15, 2016,ELIZA,False, Thursday
 ,Reuters competitor, December 15, 2016,UPI,False, Thursday
 ,Words to live by, December 15, 2016,CREDO,False, Thursday
 ,"Bombing, as a joke", December 15, 2016,FALLINGFLAT,True, Thursday
 ,"Parties hard, in modern lingo", December 15, 2016,RAGES,False, Thursday
 ,"Doc's image, e.g.?", December 15, 2016,CEL,False, Thursday
 ,Drunks, December 15, 2016,SOTS,False, Thursday
 ,Windows that are usually closed, December 15, 2016,POPUPS,False, Thursday
 ,"Singer with the 2008 album ""And Winter Came ...""", December 15, 2016,ENYA,False, Thursday
 ,Trendy type, December 15, 2016,FASHIONPLATE,False, Thursday
 ,Spoil, December 15, 2016,MAR,False, Thursday
 ,Say with a raised hand, December 15, 2016,SWEAR,False, Thursday
 ,Tidy oneself, December 15, 2016,PREEN,False, Thursday
 ,Slipper part, December 15, 2016,SOLE,False, Thursday
 ,It's not allowed in many classrooms, December 15, 2016,GUM,False, Thursday
 ,Discriminatory part of post-Reconstruction legislation, December 15, 2016,GRANDFATHERCLAUSE,True, Thursday
 ,Biblical beast, December 15, 2016,ASS,False, Thursday
 ,Slim ___ (snack sticks), December 15, 2016,JIMS,False, Thursday
 ,To date, December 15, 2016,ASYET,False, Thursday
 ,"""That hurts!""", December 15, 2016,YOWIE,False, Thursday
 ,Chippendales dancers have nice ones, December 15, 2016,ABS,False, Thursday
 ,Short-stemmed vessel, December 15, 2016,PARFAITGLASS,True, Thursday
 ,Actor Epps, December 15, 2016,OMAR,False, Thursday
 ,Bygone record label, December 15, 2016,ARISTA,False, Thursday
 ,Is worth doing, December 15, 2016,PAYS,False, Thursday
 ,Had something, December 15, 2016,ATE,False, Thursday
 ,Title character who never appears, December 15, 2016,GODOT,False, Thursday
 ,Christmastime refrain, December 15, 2016,FALALALALALALALALA,False, Thursday
 ,___ paper (abrasive), December 15, 2016,EMERY,False, Thursday
 ,Ill. neighbor, December 15, 2016,IND,False, Thursday
 ,"Plot feature of Shakespeare's ""Troilus and Cressida""", December 15, 2016,TRYST,False, Thursday
 ,Bolt, December 15, 2016,DART,False, Thursday
 ,Lines on some maps: Abbr., December 15, 2016,RDS,False, Thursday
 ,Glide, December 15, 2016,SKATE,False, Thursday
 ,"Cover with graffiti, say", December 15, 2016,DEFACE,False, Thursday
 ,1990s sitcom about a bookstore owner, December 15, 2016,ELLEN,False, Thursday
 ,Kid's father, December 15, 2016,BILLY,False, Thursday
 ,Mideastern heat?, December 15, 2016,UZI,False, Thursday
 ,Whups, December 15, 2016,TANS,False, Thursday
 ,School whose mascot is Jumbo the elephant, December 15, 2016,TUFTS,False, Thursday
 ,Juicy front-page story, December 15, 2016,SPLASH,False, Thursday
 ,___ bag, December 15, 2016,KIT,False, Thursday
 ,Fragrant Italian brandy, December 15, 2016,GRAPPA,False, Thursday
 ,Joe Six-Pack, December 15, 2016,REGULARGUY,True, Thursday
 ,Crack, December 15, 2016,ADEPT,False, Thursday
 ,"Bob who directed the 1966 musical ""Sweet Charity""", December 15, 2016,FOSSE,False, Thursday
 ,Witch, December 15, 2016,CRONE,False, Thursday
 ,Be successful, December 15, 2016,GOFAR,False, Thursday
 ,Word with trip or strip, December 15, 2016,POWER,False, Thursday
 ,"""You said it!""", December 15, 2016,AMEN,False, Thursday
 ,British ___, December 15, 2016,ISLES,False, Thursday
 ,"""So what?""", December 15, 2016,AND,False, Thursday
 ,Sports org. with pitching, December 15, 2016,PGA,False, Thursday
 ,Lines on some maps: Abbr., December 15, 2016,RRS,False, Thursday
 ,"1969 film whose working title was ""The Loners""", December 15, 2016,EASYRIDER,False, Thursday
 ,"Larsson who wrote ""The Girl With the Dragon Tattoo""", December 15, 2016,STIEG,False, Thursday
 ,Volt per ampere, December 15, 2016,OHM,False, Thursday
 ,"""I will speak daggers to her, but ___ none"": Hamlet", December 15, 2016,USE,False, Thursday
 ,Came together, December 15, 2016,MET,False, Thursday
 ,Dish in a tortilla, December 15, 2016,FAJITA,False, Thursday
 ,Part of a truck, December 15, 2016,CAB,False, Thursday
 ,Rope, December 15, 2016,LASSO,False, Thursday
 ,To some degree, December 15, 2016,OFASORT,False, Thursday
 ,Like bon mots, December 15, 2016,WITTY,False, Thursday
 ,Safe spaces, December 15, 2016,ASYLA,False, Thursday
 ,Summoned, December 15, 2016,PAGED,False, Thursday
 ,Factor in a wine rating, December 15, 2016,AROMA,False, Thursday
 ,Home to the Sami people, December 15, 2016,LAPLAND,False, Thursday
 ,Green sides, December 15, 2016,SALADS,False, Thursday
 ,British protectorate until 1957, December 15, 2016,MALAYA,False, Thursday
 ,"""Finally!""", December 15, 2016,ATLAST,False, Thursday
 ,Tell, December 15, 2016,RELATE,False, Thursday
 ,Window coverings, December 15, 2016,SLATS,False, Thursday
 ,Middling, December 15, 2016,FAIR,False, Thursday
 ,Escapade, December 15, 2016,LARK,False, Thursday
 ,"One of two in ""Hamilton""", December 7, 2016,ACT,False, Wednesday
 ,Back end of a horse, December 7, 2016,RUMP,False, Wednesday
 ,Form an impression of, December 7, 2016,JUDGE,False, Wednesday
 ,Question asked with an open mouth, December 7, 2016,WHA,False, Wednesday
 ,Border with many posts, December 7, 2016,FENCE,False, Wednesday
 ,Some are restricted, December 7, 2016,AREAS,False, Wednesday
 ,*Expense independent of production, December 7, 2016,FIXEDCOST,False, Wednesday
 ,Hoops, December 7, 2016,BBALL,False, Wednesday
 ,"Pop open, as a bottle", December 7, 2016,UNCORK,False, Wednesday
 ,Does something naughty, December 7, 2016,ISBAD,False, Wednesday
 ,Bird on Canada's $1 coin, December 7, 2016,LOON,False, Wednesday
 ,*How Clayton Kershaw pitches, December 7, 2016,LEFTHANDED,False, Wednesday
 ,"""Frankenstein"" author", December 7, 2016,SHELLEY,False, Wednesday
 ,"___ Duncan, Obama education secretary", December 7, 2016,ARNE,False, Wednesday
 ,Org. that investigated Al Capone, December 7, 2016,IRS,False, Wednesday
 ,Munch Museum's city, December 7, 2016,OSLO,False, Wednesday
 ,Disposed (to), December 7, 2016,PRONE,False, Wednesday
 ,*One of a dozen for a sweetheart, December 7, 2016,CUTROSE,True, Wednesday
 ,*Decathlon event, December 7, 2016,SHOTPUT,False, Wednesday
 ,Surrounding, December 7, 2016,ABOUT,False, Wednesday
 ,Phobia, December 7, 2016,FEAR,False, Wednesday
 ,Girl in the fam, December 7, 2016,SIS,False, Wednesday
 ,Things that may be locked or sealed, December 7, 2016,LIPS,False, Wednesday
 ,High-end British sports car, December 7, 2016,MCLAREN,False, Wednesday
 ,*Something to make up, December 7, 2016,LOSTGROUND,True, Wednesday
 ,Fried ___ (Southern dish), December 7, 2016,OKRA,False, Wednesday
 ,Designated dwarf planet since 2006, December 7, 2016,PLUTO,False, Wednesday
 ,A.P. Latin reading, December 7, 2016,AENEID,False, Wednesday
 ,Trickery, December 7, 2016,WILES,False, Wednesday
 ,Like either word in the answers to the five starred clues, December 7, 2016,PASTTENSE,False, Wednesday
 ,Disjointed, December 7, 2016,APART,False, Wednesday
 ,Essayist's starting point, December 7, 2016,TOPIC,False, Wednesday
 ,"""Sure do""", December 7, 2016,YEP,False, Wednesday
 ,Final authority, December 7, 2016,SAYSO,False, Wednesday
 ,Adirondack chair part, December 7, 2016,SLAT,False, Wednesday
 ,Certain female soldier, December 7, 2016,ANT,False, Wednesday
 ,Like an epic fail, December 7, 2016,AWFUL,False, Wednesday
 ,Slacks material, December 7, 2016,CHINO,False, Wednesday
 ,Mexican tourist city known for its silver, December 7, 2016,TAXCO,False, Wednesday
 ,Impulsive, December 7, 2016,RECKLESS,False, Wednesday
 ,"""___ momento""", December 7, 2016,UNO,False, Wednesday
 ,Hosts, December 7, 2016,MCS,False, Wednesday
 ,"Diminutive, fashionwise", December 7, 2016,PETITE,False, Wednesday
 ,"Obese ""Star Wars"" character", December 7, 2016,JABBA,False, Wednesday
 ,Some street scenes, December 7, 2016,URBANART,True, Wednesday
 ,Spy communication spots, December 7, 2016,DEADDROPS,True, Wednesday
 ,Square dance party?, December 7, 2016,GAL,False, Wednesday
 ,Subj. for many green card seekers, December 7, 2016,ESL,False, Wednesday
 ,Only four-term prez, December 7, 2016,FDR,False, Wednesday
 ,"Many, many years", December 7, 2016,EONS,False, Wednesday
 ,Unlikely to ask someone out, December 7, 2016,SHY,False, Wednesday
 ,Vogue competitor, December 7, 2016,ELLE,False, Wednesday
 ,"___ Rida (""My House"" rapper)", December 7, 2016,FLO,False, Wednesday
 ,Jaded feeling, December 7, 2016,ENNUI,False, Wednesday
 ,"Specifics, slangily", December 7, 2016,DEETS,False, Wednesday
 ,"""I don't give a ___""", December 7, 2016,HOOT,False, Wednesday
 ,Bluff-busting words, December 7, 2016,ICALL,False, Wednesday
 ,Florida senator Marco, December 7, 2016,RUBIO,False, Wednesday
 ,Blows the whistle, December 7, 2016,STOPSPLAY,True, Wednesday
 ,Dermatologist's concern, December 7, 2016,PORE,False, Wednesday
 ,Cattle thieves, December 7, 2016,RUSTLERS,False, Wednesday
 ,"Actor Penn of ""Milk""", December 7, 2016,SEAN,False, Wednesday
 ,Working diligently, December 7, 2016,HARDATIT,True, Wednesday
 ,Bug that thrives in the winter, December 7, 2016,FLU,False, Wednesday
 ,"""I pity the fool"" speaker", December 7, 2016,MRT,False, Wednesday
 ,Takes over, December 7, 2016,COOPTS,False, Wednesday
 ,Zip, December 7, 2016,NONE,False, Wednesday
 ,Zip, December 7, 2016,GUSTO,False, Wednesday
 ,Mombasa is its second-largest city, December 7, 2016,KENYA,False, Wednesday
 ,Up, December 7, 2016,RISEN,False, Wednesday
 ,Skilled, December 7, 2016,ADEPT,False, Wednesday
 ,Besides others: Abbr., December 7, 2016,ETC,False, Wednesday
 ,Used to be, December 7, 2016,WAS,False, Wednesday
 ,Sam Adams Rebel ___, December 7, 2016,IPA,False, Wednesday
 ,I.S.P. whose logo contains a period, December 7, 2016,AOL,False, Wednesday
 ,Eponymous Belgian tourist locale, December 7, 2016,SPA,False, Wednesday
 ,Parts of a crab that grab, December 6, 2016,CLAWS,False, Tuesday
 ,"Archie Bunker, notably", December 6, 2016,BIGOT,False, Tuesday
 ,Fig. on an auto sticker, December 6, 2016,MPG,False, Tuesday
 ,Indian prince, December 6, 2016,RAJAH,False, Tuesday
 ,Hi in HI, December 6, 2016,ALOHA,False, Tuesday
 ,Wrath, December 6, 2016,IRE,False, Tuesday
 ,Broadcasting sign, December 6, 2016,ONAIR,False, Tuesday
 ,Away from the office, December 6, 2016,NOTIN,False, Tuesday
 ,Hither's opposite, December 6, 2016,YON,False, Tuesday
 ,"End of a heated exchange, perhaps", December 6, 2016,PARTINGSHOT,False, Tuesday
 ,H.I.V. drug, December 6, 2016,AZT,False, Tuesday
 ,Endures, December 6, 2016,LASTS,False, Tuesday
 ,Kingly, December 6, 2016,REGAL,False, Tuesday
 ,"Make messy, as a blanket", December 6, 2016,RUMPLE,False, Tuesday
 ,Pedicurist's stone, December 6, 2016,PUMICE,False, Tuesday
 ,Pedicurist's stick, December 6, 2016,EMERY,False, Tuesday
 ,Poise, December 6, 2016,APLOMB,False, Tuesday
 ,Goose liver spread, December 6, 2016,PATE,False, Tuesday
 ,Game show hire, December 6, 2016,EMCEE,False, Tuesday
 ,Spring, December 6, 2016,LEAP,False, Tuesday
 ,Rapid tempo, December 6, 2016,PRESTO,False, Tuesday
 ,Dessert that jiggles, December 6, 2016,JELLO,False, Tuesday
 ,"Heart, essentially", December 6, 2016,PUMPER,False, Tuesday
 ,Beat the stuffing out of, December 6, 2016,PUMMEL,False, Tuesday
 ,Boxer Patterson, December 6, 2016,FLOYD,False, Tuesday
 ,It'll take you to another level, December 6, 2016,STAIR,False, Tuesday
 ,Addams Family member, December 6, 2016,ITT,False, Tuesday
 ,"Following the shaded squares, the end to a seasonal song", December 6, 2016,MEANDMYDRUM,True, Tuesday
 ,Teen blemish, December 6, 2016,ZIT,False, Tuesday
 ,Filmdom's Flynn, December 6, 2016,ERROL,False, Tuesday
 ,"Witherspoon of ""Four Christmases""", December 6, 2016,REESE,False, Tuesday
 ,Fashion look with long 6-Down and eye liner, December 6, 2016,EMO,False, Tuesday
 ,Playing marble, December 6, 2016,AGATE,False, Tuesday
 ,Drive ahead, December 6, 2016,IMPEL,False, Tuesday
 ,"Dorm monitors, for short", December 6, 2016,RAS,False, Tuesday
 ,Cartridge filler, December 6, 2016,TONER,False, Tuesday
 ,"Criminal evidence, with ""the""", December 6, 2016,GOODS,False, Tuesday
 ,Alfalfa or buckwheat, December 6, 2016,CROP,False, Tuesday
 ,Pop singer ___ Del Rey, December 6, 2016,LANA,False, Tuesday
 ,Not completely shut, December 6, 2016,AJAR,False, Tuesday
 ,"""Hold on a sec!""", December 6, 2016,WAIT,False, Tuesday
 ,In a piercing voice, December 6, 2016,SHRILLY,False, Tuesday
 ,Hair over the forehead, December 6, 2016,BANGS,False, Tuesday
 ,Admission of defeat, December 6, 2016,ILOST,False, Tuesday
 ,Invaders of ancient Rome, December 6, 2016,GOTHS,False, Tuesday
 ,Home of Wright State University, December 6, 2016,OHIO,False, Tuesday
 ,Display of bad temper, December 6, 2016,TANTRUM,False, Tuesday
 ,"Mr. ___ of ""The Karate Kid""", December 6, 2016,MIYAGI,True, Tuesday
 ,Mood-enhancing drug, December 6, 2016,PROZAC,False, Tuesday
 ,Softhearted, December 6, 2016,GENTLE,False, Tuesday
