title,clue,date,year,answer,unique,day
 ,Mexican mama bear, April 29, 2014,OSA,False, Tuesday
 ,Drum kit part, April 29, 2014,HIHAT,False, Tuesday
 ,Some work clothes, April 29, 2014,COVERALLS,False, Tuesday
 ,Before: Fr., April 29, 2014,AVANT,False, Tuesday
 ,Rink jump, April 29, 2014,AXEL,False, Tuesday
 ,Sticks in the rec room, April 29, 2014,CUES,False, Tuesday
 ,Brink, April 29, 2014,VERGE,False, Tuesday
 ,Writes indelibly, April 29, 2014,PENS,False, Tuesday
 ,Word said just before opening the eyes, April 29, 2014,AMEN,False, Tuesday
 ,"Nitroglycerin, e.g.", April 29, 2014,ESTER,False, Tuesday
 ,In ___ (actually), April 29, 2014,ESSE,False, Tuesday
 ,Writes indelibly, April 29, 2014,INKS,False, Tuesday
 ,"Feeling ""been there, done that,"" say", April 29, 2014,JADED,False, Tuesday
 ,One of the five basic tastes, April 29, 2014,UMAMI,False, Tuesday
 ,Multiplication aid, April 29, 2014,TIMESTABLECHART,True, Tuesday
 ,"Reader of tea leaves, e.g.", April 29, 2014,SEER,False, Tuesday
 ,"Makes smoothies, e.g.", April 29, 2014,PUREES,False, Tuesday
 ,Phila. school, April 29, 2014,UPENN,False, Tuesday
 ,Mail holders, April 29, 2014,POSTOFFICEBOXES,True, Tuesday
 ,Sources of formic acid, April 29, 2014,ANTS,False, Tuesday
 ,Ardent beachgoer, April 29, 2014,SUNWORSHIPER,True, Tuesday
 ,Elite group, April 29, 2014,ATEAM,False, Tuesday
 ,"Place to express an opinion ... or a literal description of 3-, 7-, 9- and 21-Down?", April 29, 2014,NEWSPAPERCOLUMN,False, Tuesday
 ,Part of Q.E.D., April 29, 2014,ERAT,False, Tuesday
 ,Memorization, April 29, 2014,ROTE,False, Tuesday
 ,Basketball showman, April 29, 2014,GLOBETROTTER,False, Tuesday
 ,See 27-Down, April 29, 2014,PRO,False, Tuesday
 ,"With 25-Down, football star", April 29, 2014,ALL,False, Tuesday
 ,Prado works, April 29, 2014,ARTE,False, Tuesday
 ,Tackle item, April 29, 2014,LURE,False, Tuesday
 ,On the edge of one's seat, April 29, 2014,AGOG,False, Tuesday
 ,Cookie that's kosher, April 29, 2014,OREO,False, Tuesday
 ,Laments, April 29, 2014,RUES,False, Tuesday
 ,Share a border, April 29, 2014,ABUT,False, Tuesday
 ,Wrath, April 29, 2014,IRE,False, Tuesday
 ,Beam, April 29, 2014,RAY,False, Tuesday
 ,Ominous end of a threat, April 29, 2014,ORELSE,False, Tuesday
 ,Hope in Hollywood, April 29, 2014,LANGE,False, Tuesday
 ,Places to put one's dough, April 29, 2014,OVENS,False, Tuesday
 ,Aerodynamic, April 29, 2014,SLEEK,False, Tuesday
 ,Federations: Abbr., April 29, 2014,ASSNS,False, Tuesday
 ,Eat, April 29, 2014,HAVE,False, Tuesday
 ,Composer Charles, April 29, 2014,IVES,False, Tuesday
 ,___ Verde Islands, April 29, 2014,CAPE,False, Tuesday
 ,Palm fruit, April 29, 2014,ACAI,False, Tuesday
 ,Small apartment, April 21, 2014,STUDIO,False, Monday
 ,"""And ___ makes three""", April 21, 2014,BABY,False, Monday
 ,"The ""L"" of U.N.L.V.", April 21, 2014,LAS,False, Monday
 ,St. Francis' birthplace, April 21, 2014,ASSISI,False, Monday
 ,Poker payment, April 21, 2014,ANTE,False, Monday
 ,Even so, April 21, 2014,YET,False, Monday
 ,Strike zone arbiter, April 21, 2014,HOMEPLATEUMPIRE,True, Monday
 ,Exam for an aspiring D.A., April 21, 2014,LSAT,False, Monday
 ,Luau dish, April 21, 2014,POI,False, Monday
 ,Cubs legend Banks, April 21, 2014,ERNIE,False, Monday
 ,"George Bailey in ""It's a Wonderful Life""", April 21, 2014,BANKMANAGER,True, Monday
 ,N.B.A. Hall-of-Famer Dennis, April 21, 2014,RODMAN,False, Monday
 ,Going ___ (bickering), April 21, 2014,ATIT,False, Monday
 ,Creme-filled cookies, April 21, 2014,OREOS,False, Monday
 ,"""___ Dark Thirty""", April 21, 2014,ZERO,False, Monday
 ,Disaster aid org., April 21, 2014,FEMA,False, Monday
 ,One getting hit in Vegas, April 21, 2014,BLACKJACKPLAYER,True, Monday
 ,"Match up, as iPod and laptop files", April 21, 2014,SYNC,False, Monday
 ,Big heads, April 21, 2014,EGOS,False, Monday
 ,Warning, April 21, 2014,ALERT,False, Monday
 ,"""The Thin Man"" terrier", April 21, 2014,ASTA,False, Monday
 ,Spanish diacritical marks, April 21, 2014,TILDES,False, Monday
 ,Decennial official, April 21, 2014,CENSUSTAKER,True, Monday
 ,"Bubbling, as water", April 21, 2014,ABOIL,False, Monday
 ,"Fort ___, N.J.", April 21, 2014,DIX,False, Monday
 ,Critic's high praise, April 21, 2014,RAVE,False, Monday
 ,"They disprove claims ... or 17-, 23-, 38- and 47-Across, in a way?", April 21, 2014,COUNTEREXAMPLES,True, Monday
 ,Lean-___ (simple shelters), April 21, 2014,TOS,False, Monday
 ,Asia's shrinking ___ Sea, April 21, 2014,ARAL,False, Monday
 ,War, April 21, 2014,COMBAT,False, Monday
 ,"""I Like ___"" ('50s campaign slogan)", April 21, 2014,IKE,False, Monday
 ,Back of the neck, April 21, 2014,NAPE,False, Monday
 ,At a reduced price, April 21, 2014,ONSALE,False, Monday
 ,Comedian Mort, April 21, 2014,SAHL,False, Monday
 ,General ___ chicken, April 21, 2014,TSOS,False, Monday
 ,West Point inits., April 21, 2014,USMA,False, Monday
 ,Cut down on calories, April 21, 2014,DIET,False, Monday
 ,"AOL or Comcast, for short", April 21, 2014,ISP,False, Monday
 ,Crankcase reservoir, April 21, 2014,OILPAN,False, Monday
 ,Tie-dye alternative, April 21, 2014,BATIK,False, Monday
 ,Hydrocarbon suffix, April 21, 2014,ANE,False, Monday
 ,Air-conditioner output: Abbr., April 21, 2014,BTU,False, Monday
 ,Saudi neighbor, April 21, 2014,YEMENI,False, Monday
 ,More than misleading, April 21, 2014,LYING,False, Monday
 ,Eagle's nest, April 21, 2014,AERIE,False, Monday
 ,Navigate, April 21, 2014,STEER,False, Monday
 ,___ Center (Chicago skyscraper), April 21, 2014,AON,False, Monday
 ,Buster Keaton specialty, April 21, 2014,PRATFALL,False, Monday
 ,Soak up the sun, April 21, 2014,BASK,False, Monday
 ,"A, B, C, D and F", April 21, 2014,MARKS,False, Monday
 ,Resting upon, April 21, 2014,ATOP,False, Monday
 ,Burgles, April 21, 2014,ROBS,False, Monday
 ,Air France destination, April 21, 2014,ORLY,False, Monday
 ,University official, April 21, 2014,DEAN,False, Monday
 ,Comfortable footwear, April 21, 2014,MOCCASIN,False, Monday
 ,Restaurant guide name since 1979, April 21, 2014,ZAGAT,True, Monday
 ,"""Foucault's Pendulum"" author Umberto", April 21, 2014,ECO,False, Monday
 ,Visually assessed, April 21, 2014,EYED,False, Monday
 ,Trifling, April 21, 2014,MERE,False, Monday
 ,___ and Leisure, April 21, 2014,ARTS,False, Monday
 ,"""West Side Story"" gang", April 21, 2014,JETS,False, Monday
 ,Den, April 21, 2014,LAIR,False, Monday
 ,Ottoman bigwig, April 21, 2014,SULTAN,False, Monday
 ,Longtime sponsor of the Metropolitan Opera, April 21, 2014,TEXACO,False, Monday
 ,Southwestern flora, April 21, 2014,CACTI,False, Monday
 ,Paperless reading, April 21, 2014,EBOOK,False, Monday
 ,"""It's ___!"" (defeated cry)", April 21, 2014,NOUSE,False, Monday
 ,"Singer of ""Skyfall,"" 2012 Oscar winner for Best Original Song", April 21, 2014,ADELE,False, Monday
 ,Second-oldest General Mills cereal, April 21, 2014,KIX,False, Monday
 ,"Turntable rates, for short", April 21, 2014,RPMS,False, Monday
 ,"Jessica of ""Sin City""", April 21, 2014,ALBA,False, Monday
 ,Calves' meat, April 21, 2014,VEAL,False, Monday
 ,Villa d'___, April 21, 2014,ESTE,False, Monday
 ,Bush ___ (early 2000s), April 21, 2014,ERA,False, Monday
 ,Genre of Macklemore and Master P, April 21, 2014,RAP,False, Monday
 ,Tues. preceder, April 21, 2014,MON,False, Monday
ON WHEELS,Healing cover, April 20, 2014,SCAB,False, Sunday
ON WHEELS,Instants, April 20, 2014,SECS,False, Sunday
ON WHEELS,Ancient symbols of royalty, April 20, 2014,ASPS,False, Sunday
ON WHEELS,Checks, April 20, 2014,STEMS,False, Sunday
ON WHEELS,"""___ and Louis,"" 1956 jazz album", April 20, 2014,ELLA,False, Sunday
ON WHEELS,"The Sun, The Moon or The Star", April 20, 2014,TAROT,False, Sunday
ON WHEELS,"Best-selling novelist whom Time called ""Bard of the Litigious Age""", April 20, 2014,SCOTTTUROW,False, Sunday
ON WHEELS,Attribute of Elks or Lions Club members, April 20, 2014,CIVICPRIDE,False, Sunday
ON WHEELS,Recital piece for a wind player, April 20, 2014,HORNSONATA,True, Sunday
ON WHEELS,"Toast words after ""Here's""", April 20, 2014,TOYOU,False, Sunday
ON WHEELS,Relative of turquoise, April 20, 2014,TEALBLUE,True, Sunday
ON WHEELS,Proceeds, April 20, 2014,GOESON,False, Sunday
ON WHEELS,Within earshot, April 20, 2014,NEAR,False, Sunday
ON WHEELS,Anthem preposition, April 20, 2014,OER,False, Sunday
ON WHEELS,Mobile home seeker?, April 20, 2014,CALDER,False, Sunday
ON WHEELS,1966 Wilson Pickett R&amp;B hit, April 20, 2014,MUSTANGSALLY,False, Sunday
ON WHEELS,Abbr. on sale garment tags, April 20, 2014,IRR,False, Sunday
ON WHEELS,Short open jackets, April 20, 2014,BOLEROS,False, Sunday
ON WHEELS,Commandment word, April 20, 2014,NOT,False, Sunday
ON WHEELS,Pipe valves, April 20, 2014,STOPCOCKS,True, Sunday
ON WHEELS,"""I've got half ___ to ...""", April 20, 2014,AMIND,False, Sunday
ON WHEELS,'50s political inits., April 20, 2014,DDE,False, Sunday
ON WHEELS,"Year, to Casals", April 20, 2014,ANO,False, Sunday
ON WHEELS,Greeting that includes a Spanish greeting in reverse?, April 20, 2014,ALOHA,False, Sunday
ON WHEELS,Andean tuber, April 20, 2014,OCA,False, Sunday
ON WHEELS,"Opera based on a play by Pierre Beaumarchais, with ""The""", April 20, 2014,BARBEROFSEVILLE,False, Sunday
ON WHEELS,Complete shutout?, April 20, 2014,EMBARGO,False, Sunday
ON WHEELS,Post letters, April 20, 2014,VFW,False, Sunday
ON WHEELS,Hammer, April 20, 2014,POUNDON,True, Sunday
ON WHEELS,Stockholm-bound carrier, April 20, 2014,SAS,False, Sunday
ON WHEELS,Yale Bowl fan, April 20, 2014,ELI,False, Sunday
ON WHEELS,Roisterous, April 20, 2014,NOISY,False, Sunday
ON WHEELS,Bond yield: Abbr., April 20, 2014,INT,False, Sunday
ON WHEELS,"These, to Thierry", April 20, 2014,CES,False, Sunday
ON WHEELS,"Ruler known as ""Big Daddy""", April 20, 2014,IDIAMIN,False, Sunday
ON WHEELS,TV's Cousin ___, April 20, 2014,ITT,False, Sunday
ON WHEELS,Urban renewal target, April 20, 2014,EYESORE,False, Sunday
ON WHEELS,Qualcomm Stadium athlete, April 20, 2014,SANDIEGOCHARGER,False, Sunday
ON WHEELS,Paris's ___ du Carrousel, April 20, 2014,ARC,False, Sunday
ON WHEELS,Writer Chekhov, April 20, 2014,ANTON,False, Sunday
ON WHEELS,"Pet Shop Boys, e.g.", April 20, 2014,DUO,False, Sunday
ON WHEELS,Stella D'___ (cookie brand), April 20, 2014,ORO,False, Sunday
ON WHEELS,Jermaine of the N.B.A., April 20, 2014,ONEAL,False, Sunday
ON WHEELS,They're steeped in strainers, April 20, 2014,LOOSETEAS,True, Sunday
ON WHEELS,Mrs. abroad, April 20, 2014,MME,False, Sunday
ON WHEELS,Vocabulary, April 20, 2014,WORDAGE,False, Sunday
ON WHEELS,"Reversal, of sorts", April 20, 2014,UEY,False, Sunday
ON WHEELS,Walker's strip, April 20, 2014,BEETLEBAILEY,False, Sunday
ON WHEELS,Govt. promissory notes, April 20, 2014,TBILLS,False, Sunday
ON WHEELS,Former Chevrolet division, April 20, 2014,GEO,False, Sunday
ON WHEELS,Suffix with narc-, April 20, 2014,OTIC,False, Sunday
ON WHEELS,Dirty rats, April 20, 2014,LOUSES,False, Sunday
ON WHEELS,Like equinoxes, April 20, 2014,BIANNUAL,False, Sunday
ON WHEELS,Fine hosiery material, April 20, 2014,LISLE,False, Sunday
ON WHEELS,Visa alternative, April 20, 2014,OPTIMACARD,True, Sunday
ON WHEELS,"""The African Queen"" novelist", April 20, 2014,CSFORESTER,False, Sunday
ON WHEELS,Makeup removal item, April 20, 2014,COTTONBALL,True, Sunday
ON WHEELS,Classic theater name, April 20, 2014,ODEON,False, Sunday
ON WHEELS,Stain, April 20, 2014,BLOT,False, Sunday
ON WHEELS,Designer Anne, April 20, 2014,KLEIN,False, Sunday
ON WHEELS,Leonard ___ a.k.a. Roy Rogers, April 20, 2014,SLYE,False, Sunday
ON WHEELS,Covenant keepers, April 20, 2014,ARKS,False, Sunday
ON WHEELS,All alternative, April 20, 2014,NONE,False, Sunday
ON WHEELS,Breakaway group, April 20, 2014,SECT,False, Sunday
ON WHEELS,Renault model with a mythological name, April 20, 2014,CLIO,False, Sunday
ON WHEELS,"Woody's ""Annie Hall"" role", April 20, 2014,ALVY,False, Sunday
ON WHEELS,"""Joanie Loves Chachi"" co-star", April 20, 2014,BAIO,False, Sunday
ON WHEELS,"___ 500, annual race in Ridgeway, Va.", April 20, 2014,STP,False, Sunday
ON WHEELS,Wildlife IDs, April 20, 2014,EARTAGS,False, Sunday
ON WHEELS,Ones who are the talk of the town?, April 20, 2014,CRIERS,False, Sunday
ON WHEELS,Baking ___, April 20, 2014,SODA,False, Sunday
ON WHEELS,Actress Judd, April 20, 2014,ASHLEY,False, Sunday
ON WHEELS,Use elbow grease on, April 20, 2014,SCOUR,False, Sunday
ON WHEELS,Opening for a dermatologist, April 20, 2014,PORE,False, Sunday
ON WHEELS,Common newsstand locale: Abbr., April 20, 2014,STN,False, Sunday
ON WHEELS,Seat at the counter, April 20, 2014,STOOL,False, Sunday
ON WHEELS,"Ready to be played, say", April 20, 2014,TUNED,False, Sunday
ON WHEELS,De-file?, April 20, 2014,ERASE,False, Sunday
ON WHEELS,___ Trend, April 20, 2014,MOTOR,False, Sunday
ON WHEELS,Graceful trumpeter, April 20, 2014,SWAN,False, Sunday
ON WHEELS,___ Aviv, April 20, 2014,TEL,False, Sunday
ON WHEELS,John Irving character, April 20, 2014,TSGARP,False, Sunday
ON WHEELS,QE2's operator, April 20, 2014,CUNARD,False, Sunday
ON WHEELS,Leave in a hurry, April 20, 2014,BOLT,False, Sunday
ON WHEELS,Music producer Brian, April 20, 2014,ENO,False, Sunday
ON WHEELS,___-Magnon man, April 20, 2014,CRO,False, Sunday
ON WHEELS,"New corp. hire, often", April 20, 2014,MBA,False, Sunday
ON WHEELS,"Man, in Milano", April 20, 2014,UOMO,False, Sunday
ON WHEELS,"Cuts, as a cake", April 20, 2014,SLICESINTO,False, Sunday
ON WHEELS,"Coffee break time, perhaps", April 20, 2014,TENAM,False, Sunday
ON WHEELS,"Shakespeare's ""Titus ___""", April 20, 2014,ANDRONICUS,False, Sunday
ON WHEELS,Financial writer Marshall, April 20, 2014,LOEB,False, Sunday
ON WHEELS,"""What business is ___ yours?""", April 20, 2014,ITOF,True, Sunday
ON WHEELS,Bird whose feathers were once prized by milliners, April 20, 2014,SNOWYEGRET,True, Sunday
ON WHEELS,Neil of Fox News, April 20, 2014,CAVUTO,True, Sunday
ON WHEELS,"Ken of ""Brothers &amp; Sisters""", April 20, 2014,OLIN,False, Sunday
ON WHEELS,Quaker production, April 20, 2014,COLDCEREAL,False, Sunday
ON WHEELS,One of the Kardashians, April 20, 2014,KHLOE,True, Sunday
ON WHEELS,Composer Camille Saint-___, April 20, 2014,SAENS,False, Sunday
ON WHEELS,The U.N.'s ___ Hammarskjld, April 20, 2014,DAG,False, Sunday
ON WHEELS,Pounds' sounds, April 20, 2014,ARFS,False, Sunday
ON WHEELS,Give rise to, April 20, 2014,BRING,False, Sunday
ON WHEELS,"""You Must Love Me"" musical", April 20, 2014,EVITA,False, Sunday
ON WHEELS,Nosy one, April 20, 2014,SPIER,False, Sunday
ON WHEELS,Millennia on end, April 20, 2014,EONS,False, Sunday
ON WHEELS,Candy heart message, April 20, 2014,BEMINE,False, Sunday
ON WHEELS,"""That's ___!"" (""Not true!"")", April 20, 2014,ALIE,False, Sunday
ON WHEELS,Rug fiber, April 20, 2014,SISAL,False, Sunday
ON WHEELS,Hersey's Italian town, April 20, 2014,ADANO,False, Sunday
ON WHEELS,Roman emperor, April 20, 2014,OTHO,False, Sunday
ON WHEELS,Flaps, April 20, 2014,ADOS,False, Sunday
ON WHEELS,Naval petty officer: Abbr., April 20, 2014,YEO,False, Sunday
ON WHEELS,"""Amazing"" debunker", April 20, 2014,RANDI,False, Sunday
ON WHEELS,Anita of jazz, April 20, 2014,ODAY,False, Sunday
ON WHEELS,"""La Dolce Vita"" setting", April 20, 2014,ROME,False, Sunday
ON WHEELS,Slugger's practice area, April 20, 2014,CAGE,False, Sunday
ON WHEELS,Futurist, April 20, 2014,ORACLE,False, Sunday
ON WHEELS,ESPN broadcaster Bob, April 20, 2014,LEY,False, Sunday
ON WHEELS,Certain Sooner, April 20, 2014,TULSAN,False, Sunday
ON WHEELS,Some M.I.T. grads: Abbr., April 20, 2014,EES,False, Sunday
ON WHEELS,"""Are you putting ___?""", April 20, 2014,MEON,False, Sunday
ON WHEELS,Slick hairstyle, April 20, 2014,WETLOOK,True, Sunday
ON WHEELS,Fancy tie, April 20, 2014,OBI,False, Sunday
ON WHEELS,English church official, April 20, 2014,BEADLE,False, Sunday
ON WHEELS,Kick-around shoe, April 20, 2014,LOAFER,False, Sunday
ON WHEELS,"Chaim ___, 1971 Best Actor nominee", April 20, 2014,TOPOL,False, Sunday
ON WHEELS,City that sounds like a humdinger?, April 20, 2014,BUTTE,False, Sunday
ON WHEELS,Query from Judas, April 20, 2014,ISITI,False, Sunday
ON WHEELS,Life Saver flavor, April 20, 2014,LEMON,False, Sunday
ON WHEELS,"Like bachelorette parties, typically", April 20, 2014,GIRLY,False, Sunday
ON WHEELS,Product of Yale, April 20, 2014,LOCK,False, Sunday
ON WHEELS,Jezebel's idol, April 20, 2014,BAAL,False, Sunday
ON WHEELS,Many a PX patron, April 20, 2014,NCO,False, Sunday
ON WHEELS,Prime letters?, April 20, 2014,USDA,False, Sunday
ON WHEELS,Amazon fig., April 20, 2014,ISBN,False, Sunday
ON WHEELS,D-Day invasion town, April 20, 2014,STLO,False, Sunday
ON WHEELS,Former C.I.A. chief Panetta, April 20, 2014,LEON,False, Sunday
ON WHEELS,Artist's alias with an accent, April 20, 2014,ERTE,False, Sunday
ON WHEELS,"""The Price Is Right"" broadcaster", April 20, 2014,CBS,False, Sunday
ON WHEELS,I.C.U. pros, April 20, 2014,RNS,False, Sunday
 ,WALLY, April 23, 2014,SCHIRRA,False, Wednesday
 ,GUS, April 23, 2014,GRISSOM,False, Wednesday
 ,Whittling away, April 23, 2014,ERODING,False, Wednesday
 ,Like some email addresses, April 23, 2014,NOREPLY,False, Wednesday
 ,Blow the joint, April 23, 2014,VAMOOSE,False, Wednesday
 ,Volatile solvents, April 23, 2014,ACETALS,False, Wednesday
 ,50-50, April 23, 2014,EVEN,False, Wednesday
 ,Regina's locale: Abbr., April 23, 2014,SASK,False, Wednesday
 ,"Burmese, for one", April 23, 2014,CAT,False, Wednesday
 ,Sites for kites, April 23, 2014,NESTS,False, Wednesday
 ,"What is cast, in a saying", April 23, 2014,THEDIE,False, Wednesday
 ,River of Hesse, April 23, 2014,EDER,False, Wednesday
 ,Not just hot, April 23, 2014,TORRID,False, Wednesday
 ,Bub, April 23, 2014,MAC,False, Wednesday
 ,Improper, April 23, 2014,NOTOK,False, Wednesday
 ,Animal with stripes, April 23, 2014,OKAPI,False, Wednesday
 ,In the style of, April 23, 2014,ALA,False, Wednesday
 ,ALAN, April 23, 2014,SHEPARD,False, Wednesday
 ,Place for a baseball insignia, April 23, 2014,CAP,False, Wednesday
 ,Many a classical sculpture, April 23, 2014,TORSO,False, Wednesday
 ,Sandbank, April 23, 2014,SHOAL,False, Wednesday
 ,"Copy desk workers, e.g.: Abbr.", April 23, 2014,EDS,False, Wednesday
 ,Very high trumpet note, April 23, 2014,SUPERC,True, Wednesday
 ,"""Splendor in the Grass"" screenwriter", April 23, 2014,INGE,False, Wednesday
 ,Gloomy donkey of fiction, April 23, 2014,EEYORE,False, Wednesday
 ,"Mark up or down, say", April 23, 2014,RETAG,False, Wednesday
 ,Caller on a cell phone?, April 23, 2014,CON,False, Wednesday
 ,Library refs., April 23, 2014,OEDS,False, Wednesday
 ,Keyboardist Saunders, April 23, 2014,MERL,False, Wednesday
 ,Stab, April 23, 2014,ATTEMPT,False, Wednesday
 ,International agreement, April 23, 2014,ENTENTE,False, Wednesday
 ,"""Luck Be a Lady"" composer/lyricist", April 23, 2014,LOESSER,False, Wednesday
 ,"""I envy Seas, ___ He rides"": Emily Dickinson", April 23, 2014,WHEREON,False, Wednesday
 ,"With 1-Down, first American astronauts", April 23, 2014,MERCURY,False, Wednesday
 ,DEKE, April 23, 2014,SLAYTON,False, Wednesday
 ,See 71-Across, April 23, 2014,SEVEN,False, Wednesday
 ,Ardently want, April 23, 2014,CRAVE,False, Wednesday
 ,They're mobile in a trailer park, April 23, 2014,HOMES,False, Wednesday
 ,"""___ believe it!""", April 23, 2014,IDONT,False, Wednesday
 ,2016 Olympics city, April 23, 2014,RIO,False, Wednesday
 ,E.R. personnel, April 23, 2014,RNS,False, Wednesday
 ,A really long time, April 23, 2014,AGES,False, Wednesday
 ,Grind, April 23, 2014,GNASH,False, Wednesday
 ,NASA vehicle, April 23, 2014,ROCKET,False, Wednesday
 ,Fury, April 23, 2014,IRE,False, Wednesday
 ,Firmed up, April 23, 2014,SET,False, Wednesday
 ,Old U.S./Soviet rivalry, April 23, 2014,SPACERACE,False, Wednesday
 ,It's a crock, April 23, 2014,OLLA,False, Wednesday
 ,Best-selling PC game of the 1990s, April 23, 2014,MYST,False, Wednesday
 ,Weakened due to inactivity, April 23, 2014,ATROPHIED,False, Wednesday
 ,Kind of perception, April 23, 2014,SENSORY,False, Wednesday
 ,School desk drawer?, April 23, 2014,DOODLER,False, Wednesday
 ,Nettle, April 23, 2014,IRK,False, Wednesday
 ,Play-___, April 23, 2014,DOH,False, Wednesday
 ,"Verb with ""vous""", April 23, 2014,ETES,False, Wednesday
 ,___ Mini, April 23, 2014,IPAD,False, Wednesday
 ,Some market fluctuations, April 23, 2014,DIPS,False, Wednesday
 ,Gym surfaces, April 23, 2014,MATS,False, Wednesday
 ,Baseball family name, April 23, 2014,ALOU,False, Wednesday
 ,SCOTT, April 23, 2014,CARPENTER,False, Wednesday
 ,Unstable subatomic particle, April 23, 2014,KAON,False, Wednesday
 ,Tease, April 23, 2014,RAG,False, Wednesday
 ,Envision, April 23, 2014,SEE,False, Wednesday
 ,GORDON, April 23, 2014,COOPER,False, Wednesday
 ,Hear again in court, April 23, 2014,RETRY,False, Wednesday
 ,File material, April 23, 2014,EMERY,False, Wednesday
 ,Guiding belief, April 23, 2014,TENET,False, Wednesday
 ,"""Star Wars"" droid", April 23, 2014,ARTOO,False, Wednesday
 ,JOHN, April 23, 2014,GLENN,False, Wednesday
 ,Unruffled, April 23, 2014,CALM,False, Wednesday
 ,Plains tribe, April 23, 2014,OTOE,False, Wednesday
 ,"Ends, with ""up""", April 23, 2014,SEWS,False, Wednesday
 ,PC key, April 23, 2014,ESC,False, Wednesday
 ,"Where Magic Johnson played college ball, for short", April 23, 2014,MSU,False, Wednesday
 ,Org. with Sharks and Predators, April 23, 2014,NHL,False, Wednesday
 ,It may be herbal, April 23, 2014,TEA,False, Wednesday
 ,Take it easy, April 25, 2014,CHILLAX,True, Friday
 ,Vostok 1 passenger, April 25, 2014,GAGARIN,False, Friday
 ,Try, April 25, 2014,HAVEAGO,False, Friday
 ,Supermodel Lima, April 25, 2014,ADRIANA,False, Friday
 ,"Scale with the highest reading at midday, usually", April 25, 2014,UVINDEX,False, Friday
 ,More than startle, April 25, 2014,TERRIFY,False, Friday
 ,Show horse, April 25, 2014,MRED,False, Friday
 ,"Juniors' juniors, briefly", April 25, 2014,SOPHS,False, Friday
 ,"Those, to Jos", April 25, 2014,ESOS,False, Friday
 ,Organ part, April 25, 2014,PEDAL,False, Friday
 ,Classic Jaguar, April 25, 2014,XKE,False, Friday
 ,Latin word in legal briefs, April 25, 2014,IDEM,False, Friday
 ,"Princess Leia was one in ""A New Hope""", April 25, 2014,HOLOGRAM,False, Friday
 ,Bamboozled, April 25, 2014,HAD,False, Friday
 ,It's nothing new, April 25, 2014,DEJAVU,False, Friday
 ,Hot shot?, April 25, 2014,SEXSCENE,False, Friday
 ,"Germany, to Britain", April 25, 2014,EXENEMY,False, Friday
 ,It helps you focus, April 25, 2014,RITALIN,False, Friday
 ,Unlocked area?, April 25, 2014,BALDSPOT,False, Friday
 ,Expenditure, April 25, 2014,OUTLAY,False, Friday
 ,"T-shirt sizes, for short", April 25, 2014,SML,False, Friday
 ,Allstate subsidiary, April 25, 2014,ESURANCE,True, Friday
 ,One who deals with stress well?, April 25, 2014,POET,False, Friday
 ,"Hat, slangily", April 25, 2014,LID,False, Friday
 ,"Reuben ingredient, informally", April 25, 2014,KRAUT,False, Friday
 ,"Completely dry, as a racetrack", April 25, 2014,FAST,False, Friday
 ,Rub it in, April 25, 2014,GLOAT,False, Friday
 ,Org. with the New York Liberty, April 25, 2014,WNBA,False, Friday
 ,BlackBerry routers, April 25, 2014,IPHONES,False, Friday
 ,"""This statement is false,"" e.g.", April 25, 2014,PARADOX,False, Friday
 ,Strong and regal, April 25, 2014,LEONINE,False, Friday
