title,clue,date,year,answer,unique,day
 ,Big shot, August 4, 2015,NABOB,False, Tuesday
 ,Goal of one doing crunches, August 4, 2015,SIXPACKABS,True, Tuesday
 ,"Lee with the 2011 #1 album ""Mission Bell""", August 4, 2015,AMOS,False, Tuesday
 ,Symphony that premiered 4/7/1805, August 4, 2015,EROICA,False, Tuesday
 ,Battery type, August 4, 2015,AAA,False, Tuesday
 ,Barbecue side dish, August 4, 2015,SLAW,False, Tuesday
 ,From 15-Across, August 4, 2015,NORSE,False, Tuesday
 ,Pitch-black, August 4, 2015,INKY,False, Tuesday
 ,Family, August 4, 2015,KIN,False, Tuesday
 ,Moist towelette, August 4, 2015,WETNAP,False, Tuesday
 ,Believers: Suffix, August 4, 2015,ISTS,False, Tuesday
 ,"""End of discussion""", August 4, 2015,CASECLOSED,False, Tuesday
 ,New York county bordering Pennsylvania, August 4, 2015,TIOGA,False, Tuesday
 ,First-aid kit supply, August 4, 2015,IODINE,False, Tuesday
 ,"Where to purchase the starts of 21-, 26- and 45-Across", August 4, 2015,LIQUORSTORE,False, Tuesday
 ,Dawson who played in Super Bowl I, August 4, 2015,LEN,False, Tuesday
 ,45-Down from Japan, August 4, 2015,ACURA,False, Tuesday
 ,"___ Blair, George Orwell's real name", August 4, 2015,ERIC,False, Tuesday
 ,Work hard for, August 4, 2015,EARN,False, Tuesday
 ,Ugly weather, August 4, 2015,SLEET,False, Tuesday
 ,What indicates everything that's left?, August 4, 2015,WILL,False, Tuesday
 ,Like French toast, August 4, 2015,EGGY,False, Tuesday
 ,Does a sheepdog's job, August 4, 2015,HERDS,False, Tuesday
 ,Missing part of the Great Sphinx of Giza, August 4, 2015,NOSE,False, Tuesday
 ,Florida ___, August 4, 2015,KEYS,False, Tuesday
 ,Gets in the loop?, August 4, 2015,LASSOS,False, Tuesday
 ,"""Fighting"" Big Ten team", August 4, 2015,ILLINI,False, Tuesday
 ,Private-sector rocket launcher, August 4, 2015,SPACEX,True, Tuesday
 ,Champagne opening sound, August 4, 2015,POP,False, Tuesday
 ,Yearly gathering for superhero fans, August 4, 2015,COMICCON,True, Tuesday
 ,Beginning on, August 4, 2015,ASOF,False, Tuesday
 ,Opening for a coin, August 4, 2015,SLOT,False, Tuesday
 ,"Ice planet in ""The Empire Strikes Back""", August 4, 2015,HOTH,False, Tuesday
 ,Grub vis--vis a beetle, August 4, 2015,LARVA,False, Tuesday
 ,Blob that divides, August 4, 2015,AMOEBA,False, Tuesday
 ,"1974 hit that begins ""It's nine o'clock on a Saturday""", August 4, 2015,PIANOMAN,False, Tuesday
 ,Low-growing tree often in dense thickets, August 4, 2015,SCRUBOAK,False, Tuesday
 ,Simplicity, August 4, 2015,EASE,False, Tuesday
 ,Phobia, August 4, 2015,FEAR,False, Tuesday
 ,Ques. counterpart, August 4, 2015,ANS,False, Tuesday
 ,"Expel, as lava", August 4, 2015,SPEW,False, Tuesday
 ,Great Plains tribe, August 4, 2015,KIOWA,False, Tuesday
 ,"There are about 14,500 in Manhattan", August 4, 2015,ACRES,False, Tuesday
 ,"Moisten, as meat", August 4, 2015,BASTE,False, Tuesday
 ,"Second word of ""The Star-Spangled Banner""", August 4, 2015,SAY,False, Tuesday
 ,Go for a run?, August 4, 2015,SKI,False, Tuesday
 ,"""21 Pictures That Will Restore Your Faith in Humanity,"" e.g.", August 4, 2015,LISTICLE,True, Tuesday
 ,One shopping for old curios, August 4, 2015,ANTIQUER,True, Tuesday
 ,Surround, August 4, 2015,ENCIRCLE,False, Tuesday
 ,Device that can be linked to an auto stereo, August 4, 2015,IPOD,False, Tuesday
 ,Ingredient in some shaving creams, August 4, 2015,ALOE,False, Tuesday
 ,"Went bad, as milk", August 4, 2015,SOURED,False, Tuesday
 ,See 57-Across, August 4, 2015,CAR,False, Tuesday
 ,Livestock feed, August 4, 2015,SILAGE,False, Tuesday
 ,Part of E = mc^2, August 4, 2015,ENERGY,False, Tuesday
 ,IHOP competitor, August 4, 2015,DENNYS,False, Tuesday
 ,Their hair makes cashmere, August 4, 2015,GOATS,False, Tuesday
 ,"Respond angrily, with ""out""", August 4, 2015,LASH,False, Tuesday
 ,Hanging on by a thread?, August 4, 2015,SEWN,False, Tuesday
 ,"""Jeopardy!"" contestants, e.g.", August 4, 2015,TRIO,False, Tuesday
 ,Lubricates, August 4, 2015,OILS,False, Tuesday
 ,"Exclamation while jumping on a chair, say", August 4, 2015,EEK,False, Tuesday
 ,Part of a harvest festival decoration, August 6, 2015,COB,False, Thursday
 ,"It has legs and feet and sometimes arms, but no hands", August 6, 2015,CHAIR,False, Thursday
 ,About, August 6, 2015,INRE,False, Thursday
 ,"""Hymne  l'Amour"" singer", August 6, 2015,PIAF,False, Thursday
 ,"Worshiper of Jah, informally", August 6, 2015,RASTA,False, Thursday
 ,Soft-soap, August 6, 2015,COAX,False, Thursday
 ,Relative of an ibex, August 6, 2015,ALPINEGOAT,True, Thursday
 ,Letters before ://, August 6, 2015,HTTP,False, Thursday
 ,"Prized instrument, for short", August 6, 2015,STRAD,False, Thursday
 ,Stress (over), August 6, 2015,FRET,False, Thursday
 ,One with perfect pitch?, August 6, 2015,ACE,False, Thursday
 ,Delivered a pitch, August 6, 2015,SPIELED,False, Thursday
 ,The Night Tripper of music, August 6, 2015,DRJOHN,False, Thursday
 ,Volkswagen model starting in 2006, August 6, 2015,EOS,False, Thursday
 ,"1492, e.g., to Cristbal Coln", August 6, 2015,ANO,False, Thursday
 ,Three-in-one gods, August 6, 2015,TRIUNES,False, Thursday
 ,Keypad locale, August 6, 2015,ATM,False, Thursday
 ,Counterpart of man-to-man, August 6, 2015,ZONE,False, Thursday
 ,Glacial ridge, August 6, 2015,ARETE,False, Thursday
 ,To everyone's surprise, August 6, 2015,AMAZINGLY,True, Thursday
 ,"The Rolling Stones' ""___ Rainbow""", August 6, 2015,SHESA,False, Thursday
 ,___-European language, August 6, 2015,INDO,False, Thursday
 ,Sports bar array, August 6, 2015,TVS,False, Thursday
 ,Orbital low point, August 6, 2015,PERIGEE,False, Thursday
 ,"Direct-deposit payment, for short", August 6, 2015,EFT,False, Thursday
 ,"""Bali ___""", August 6, 2015,HAI,False, Thursday
 ,Patron saint of Norway, August 6, 2015,OLAFII,False, Thursday
 ,Cajun or Cockney, August 6, 2015,DIALECT,False, Thursday
 ,"Co. nicknamed ""Brown""", August 6, 2015,UPS,False, Thursday
 ,"Ozone-destroying chemicals, for short", August 6, 2015,CFCS,False, Thursday
 ,Davis with a 1988 Oscar, August 6, 2015,GEENA,False, Thursday
 ,"First course, sometimes", August 6, 2015,SOUP,False, Thursday
 ,Single-seater racing class, August 6, 2015,FORMULAONE,False, Thursday
 ,Malta adopted it in 2008, August 6, 2015,EURO,False, Thursday
 ,Gain admission, August 6, 2015,ENTER,False, Thursday
 ,"U.S. Army decorations, in brief", August 6, 2015,DSCS,False, Thursday
 ,Mutton ___, August 6, 2015,STEW,False, Thursday
 ,Many a one-year agreement, August 6, 2015,LEASE,False, Thursday
 ,One of many for Argus, August 6, 2015,EYE,False, Thursday
 ,"Certain fraud protector, for short", August 6, 2015,CPA,False, Thursday
 ,Garage stain, August 6, 2015,OILSPOT,False, Thursday
 ,"With 14-Down, literally, grueling initiation", August 6, 2015,BAPTISM,False, Thursday
 ,Sideboard, August 6, 2015,CREDENZA,False, Thursday
 ,Common Halloween costume, August 6, 2015,HAG,False, Thursday
 ,Starting, August 6, 2015,ASOF,False, Thursday
 ,Russia's ___-Tass news service, August 6, 2015,ITAR,False, Thursday
 ,"Containing sex scenes, say", August 6, 2015,RATEDR,False, Thursday
 ,"Einstein's ""I""", August 6, 2015,ICH,False, Thursday
 ,Zero, August 6, 2015,NOTAONE,False, Thursday
 ,Toothed wheel, August 6, 2015,RATCHET,False, Thursday
 ,Budget item, August 6, 2015,EXPENSE,False, Thursday
 ,See 3-Down, August 6, 2015,FIRE,False, Thursday
 ,"Lion in ""The Lion King""", August 6, 2015,NALA,False, Thursday
 ,"With 27-Down, literally, a Sixth Amendment right", August 6, 2015,TRIAL,False, Thursday
 ,Beach abutter, August 6, 2015,SEA,False, Thursday
 ,Humdinger, August 6, 2015,DOOZIE,False, Thursday
 ,See 22-Down, August 6, 2015,JURY,False, Thursday
 ,Watched, August 6, 2015,TENDED,False, Thursday
 ,"Who said ""We write to taste life twice, in the moment, and in retrospection""", August 6, 2015,NIN,False, Thursday
 ,"With 36-Down, literally, beyond rational explanation", August 6, 2015,ASIF,False, Thursday
 ,See 35-Down, August 6, 2015,MAGIC,False, Thursday
 ,"""How about that?!""", August 6, 2015,GOFIGURE,False, Thursday
 ,"Other halves, so to speak", August 6, 2015,SPOUSES,False, Thursday
 ,Pitch in, August 6, 2015,HELPOUT,False, Thursday
 ,Job done with Artgum, August 6, 2015,ERASURE,False, Thursday
 ,See 52-Down, August 6, 2015,THENOSE,False, Thursday
 ,Room to spare?, August 6, 2015,VACANCY,False, Thursday
 ,Use a tuffet, August 6, 2015,SIT,False, Thursday
 ,Towering Frenchman?, August 6, 2015,EIFFEL,False, Thursday
 ,Far East unit of weight, August 6, 2015,TAEL,False, Thursday
 ,"With 42-Down, literally, control completely", August 6, 2015,LEAD,False, Thursday
 ,Sundae alternative, August 6, 2015,CONE,False, Thursday
 ,Majorca miss: Abbr., August 6, 2015,SRTA,False, Thursday
 ,"""Batman"" fight scene word", August 6, 2015,POW,False, Thursday
 ,"""Bonjour, ___ amis!""", August 6, 2015,MES,False, Thursday
 ,Compass dir., August 6, 2015,ESE,False, Thursday
HELP WANTED,"Debate, with ""out""", August 9, 2015,HASH,False, Sunday
HELP WANTED,How some TV series are sold, August 9, 2015,ONDVD,False, Sunday
HELP WANTED,Use a witching rod, August 9, 2015,DOWSE,False, Sunday
HELP WANTED,"Travel with Sinbad, say", August 9, 2015,SAIL,False, Sunday
HELP WANTED,"""Come ___ me, all ye that labor ...""", August 9, 2015,UNTO,False, Sunday
HELP WANTED,Port of Puerto Rico, August 9, 2015,PONCE,False, Sunday
HELP WANTED,Tony-winning Andrew Lloyd Webber musical, August 9, 2015,EVITA,False, Sunday
HELP WANTED,Children's TV character who refers to himself in the third person, August 9, 2015,ELMO,False, Sunday
HELP WANTED,Need rural real estate investor to ..., August 9, 2015,BUYTHEFARM,True, Sunday
HELP WANTED,Need retail marketer to ..., August 9, 2015,FILLTHEGAP,True, Sunday
HELP WANTED,Where to begin, August 9, 2015,STEPONE,False, Sunday
HELP WANTED,Peaceful, August 9, 2015,SERENE,False, Sunday
HELP WANTED,Kind of oil, August 9, 2015,SESAME,False, Sunday
HELP WANTED,Projector unit, August 9, 2015,LUMEN,False, Sunday
HELP WANTED,"Characters in ""The Hobbit""", August 9, 2015,RUNES,False, Sunday
HELP WANTED,Militant grp. in a 1994 peace agreement, August 9, 2015,IRA,False, Sunday
HELP WANTED,Chrome alternative, August 9, 2015,SAFARI,False, Sunday
HELP WANTED,"Newspaper section, for short", August 9, 2015,OBITS,False, Sunday
HELP WANTED,See 44-Across, August 9, 2015,SNOWCAP,False, Sunday
HELP WANTED,What a 40-Across produces in the summer, August 9, 2015,MELT,False, Sunday
HELP WANTED,Need cocktail waitress to ..., August 9, 2015,CALLTHESHOTS,True, Sunday
HELP WANTED,Photocopier option: Abbr., August 9, 2015,LTR,False, Sunday
HELP WANTED,Constellation between Perseus and Pisces, August 9, 2015,ARIES,False, Sunday
HELP WANTED,Starting or ending point for a commuter: Abbr., August 9, 2015,STA,False, Sunday
HELP WANTED,Luxury rental, August 9, 2015,LIMO,False, Sunday
HELP WANTED,"Polo of ""Meet the Parents""", August 9, 2015,TERI,False, Sunday
HELP WANTED,Bit of sauce, August 9, 2015,LIP,False, Sunday
HELP WANTED,Need bakery assistant to ..., August 9, 2015,TAKETHECAKE,False, Sunday
HELP WANTED,Track runner, August 9, 2015,TRAIN,False, Sunday
HELP WANTED,"""Get lost!""", August 9, 2015,LETMEBE,False, Sunday
HELP WANTED,Vicious, August 9, 2015,SAVAGE,False, Sunday
HELP WANTED,Biblical mount that can be seen from three countries, August 9, 2015,ARARAT,False, Sunday
HELP WANTED,Stockpiles, August 9, 2015,HOARDS,False, Sunday
HELP WANTED,Be that as it may, August 9, 2015,YET,False, Sunday
HELP WANTED,Acting monarch, August 9, 2015,REGENT,False, Sunday
HELP WANTED,What a chair might provide, August 9, 2015,AGENDA,False, Sunday
HELP WANTED,Sudden twist, August 9, 2015,WRENCH,False, Sunday
HELP WANTED,Entered uninvited, August 9, 2015,CRASHED,False, Sunday
HELP WANTED,"Maguire of ""The Great Gatsby""", August 9, 2015,TOBEY,False, Sunday
HELP WANTED,Need cruise ship band to ..., August 9, 2015,ROCKTHEBOAT,False, Sunday
HELP WANTED,Prefix with -graph, August 9, 2015,EPI,False, Sunday
HELP WANTED,"Take orders, say", August 9, 2015,WAIT,False, Sunday
HELP WANTED,"Complain, complain, complain", August 9, 2015,CARP,False, Sunday
HELP WANTED,___ Aviv, August 9, 2015,TEL,False, Sunday
HELP WANTED,Something rolling in the dough?, August 9, 2015,YEAST,False, Sunday
HELP WANTED,Letters of interest, August 9, 2015,APR,False, Sunday
HELP WANTED,Need orchestra conductor to ..., August 9, 2015,FACETHEMUSIC,False, Sunday
HELP WANTED,___ gear, August 9, 2015,RIOT,False, Sunday
HELP WANTED,"Chianti, e.g.", August 9, 2015,REDWINE,False, Sunday
HELP WANTED,Stage of the Tour de France, August 9, 2015,ETAPE,False, Sunday
HELP WANTED,"Onetime ""Be all you can be"" sloganeer", August 9, 2015,USARMY,False, Sunday
HELP WANTED,Onetime, August 9, 2015,OLD,False, Sunday
HELP WANTED,"Benjamin of ""Law &amp; Order""", August 9, 2015,BRATT,False, Sunday
HELP WANTED,Diamond protectors, August 9, 2015,TARPS,False, Sunday
HELP WANTED,Crude house, August 9, 2015,SHANTY,False, Sunday
HELP WANTED,Go over again, August 9, 2015,REREAD,False, Sunday
HELP WANTED,They can leave scars, August 9, 2015,TRAUMAS,False, Sunday
HELP WANTED,Need blackjack dealer to ..., August 9, 2015,HITTHEDECK,False, Sunday
HELP WANTED,Need magician to ..., August 9, 2015,DOTHETRICK,False, Sunday
HELP WANTED,"Member of the 3,000-hit club, informally", August 9, 2015,AROD,False, Sunday
HELP WANTED,"P. C. Wren's ""Beau ___""", August 9, 2015,GESTE,False, Sunday
HELP WANTED,Classical Greek theater, August 9, 2015,ODEON,False, Sunday
HELP WANTED,Like certain educational publishing, August 9, 2015,ELHI,False, Sunday
HELP WANTED,Musical pitch?, August 9, 2015,DEMO,False, Sunday
HELP WANTED,Board, August 9, 2015,GETON,False, Sunday
HELP WANTED,Homage with humor, August 9, 2015,ROAST,False, Sunday
HELP WANTED,Flow slowly, August 9, 2015,SEEP,False, Sunday
HELP WANTED,O'Hare and Dallas/Fort Worth, August 9, 2015,HUBS,False, Sunday
HELP WANTED,"""What are you, some kind of ___?""", August 9, 2015,ANUT,False, Sunday
HELP WANTED,Bad eye sight, August 9, 2015,STYE,False, Sunday
HELP WANTED,Tabletop cooker, August 9, 2015,HOTPLATE,False, Sunday
HELP WANTED,Budding comic's opportunity, August 9, 2015,OPENMIC,False, Sunday
HELP WANTED,"Free, as a bank account", August 9, 2015,NOFEE,False, Sunday
HELP WANTED,Part of a forensic database, August 9, 2015,DNA,False, Sunday
HELP WANTED,Obsolescent tape holders, August 9, 2015,VCRS,False, Sunday
HELP WANTED,Mark off?, August 9, 2015,DEMERIT,False, Sunday
HELP WANTED,One side in football, August 9, 2015,DEFENSE,False, Sunday
HELP WANTED,Like ones welcomed to the fold?, August 9, 2015,OVINE,False, Sunday
HELP WANTED,Foxiness, August 9, 2015,WILES,False, Sunday
HELP WANTED,"The Rams, on scoreboards", August 9, 2015,STL,False, Sunday
HELP WANTED,Erodes, August 9, 2015,EATSINTO,False, Sunday
HELP WANTED,It takes two to do this, August 9, 2015,SEESAW,False, Sunday
HELP WANTED,Bit of marine life, August 9, 2015,ALGA,False, Sunday
HELP WANTED,Man of Allah, August 9, 2015,IMAM,False, Sunday
HELP WANTED,Less than a full run, August 9, 2015,LOPE,False, Sunday
HELP WANTED,"The ""xx"" of xx:yy", August 9, 2015,HOUR,False, Sunday
HELP WANTED,___ welcome, August 9, 2015,HEROS,False, Sunday
HELP WANTED,First name on the Supreme Court, August 9, 2015,RUTH,False, Sunday
HELP WANTED,"""Warrior"" actor Nick", August 9, 2015,NOLTE,False, Sunday
HELP WANTED,Lowercase, August 9, 2015,SMALL,False, Sunday
HELP WANTED,Cliffside home, August 9, 2015,AERIE,False, Sunday
HELP WANTED,Need stunt pilot to ..., August 9, 2015,FLIPTHEBIRD,True, Sunday
HELP WANTED,Calf cries, August 9, 2015,BLATS,False, Sunday
HELP WANTED,Body opening?, August 9, 2015,SOME,False, Sunday
HELP WANTED,Need control tower operator to ..., August 9, 2015,CLEARTHEAIR,False, Sunday
HELP WANTED,Parts of Roman homes, August 9, 2015,ATRIA,False, Sunday
HELP WANTED,Part of a forensic database, August 9, 2015,PRINT,False, Sunday
HELP WANTED,Pumped, August 9, 2015,ASKED,False, Sunday
HELP WANTED,Coal-mining waste, August 9, 2015,SLAG,False, Sunday
HELP WANTED,One who walks on the wild side?, August 9, 2015,HIKER,False, Sunday
HELP WANTED,"""Easy there""", August 9, 2015,STEADY,False, Sunday
HELP WANTED,"Part of L.G.B.T., informally", August 9, 2015,TRANS,False, Sunday
HELP WANTED,Magical start?, August 9, 2015,ABRA,False, Sunday
HELP WANTED,"Actress Salma of ""Grown Ups""", August 9, 2015,HAYEK,False, Sunday
HELP WANTED,"Wedding or concert, e.g.", August 9, 2015,EVENT,False, Sunday
HELP WANTED,Overhear, August 9, 2015,CATCH,False, Sunday
HELP WANTED,Accord, August 9, 2015,TREATY,False, Sunday
HELP WANTED,Pioneer in Impressionism, August 9, 2015,MONET,False, Sunday
HELP WANTED,Indian tourist mecca, August 9, 2015,AGRA,False, Sunday
HELP WANTED,Promised, August 9, 2015,SWORE,False, Sunday
HELP WANTED,Source of a gut reaction?, August 9, 2015,ECOLI,False, Sunday
HELP WANTED,"Like feudal states, often", August 9, 2015,ATWAR,False, Sunday
HELP WANTED,Freak out, August 9, 2015,GOAPE,False, Sunday
HELP WANTED,"Tkt. stub, e.g.", August 9, 2015,RCPT,False, Sunday
HELP WANTED,"Highly emotional, in dated lingo", August 9, 2015,HETUP,False, Sunday
HELP WANTED,___ salts, August 9, 2015,EPSOM,False, Sunday
HELP WANTED,"Jingle, e.g.", August 9, 2015,DITTY,False, Sunday
HELP WANTED,Campaign, August 9, 2015,RACE,False, Sunday
HELP WANTED,Under attack, August 9, 2015,BESET,False, Sunday
HELP WANTED,Easter treat, August 9, 2015,CANDYEGG,True, Sunday
HELP WANTED,Marks taken off?, August 9, 2015,ERASURES,False, Sunday
HELP WANTED,Muck, August 9, 2015,FILTH,False, Sunday
HELP WANTED,Listen, August 9, 2015,HEARKEN,False, Sunday
HELP WANTED,Suffix with cigar, August 9, 2015,ETTE,False, Sunday
HELP WANTED,Bull run target, August 9, 2015,MATADOR,False, Sunday
HELP WANTED,It's up in the air, August 9, 2015,CURRENT,False, Sunday
HELP WANTED,Is unsatisfactory, August 9, 2015,WONTDO,False, Sunday
HELP WANTED,Lovers' row, August 9, 2015,SPAT,False, Sunday
HELP WANTED,Port in western France, August 9, 2015,BREST,False, Sunday
HELP WANTED,Page opposite verso, August 9, 2015,RECTO,False, Sunday
HELP WANTED,D'Artagnan mentor, August 9, 2015,ATHOS,False, Sunday
HELP WANTED,Deep-bodied herring, August 9, 2015,SHAD,False, Sunday
HELP WANTED,Fill a position, August 9, 2015,HIRE,False, Sunday
HELP WANTED,"Half of a two-volume encyclopedia, say", August 9, 2015,ATOM,False, Sunday
HELP WANTED,Dullard, August 9, 2015,DODO,False, Sunday
HELP WANTED,___ marker, August 9, 2015,MILE,False, Sunday
HELP WANTED,Feel pity (for), August 9, 2015,ACHE,False, Sunday
HELP WANTED,Leave undone, August 9, 2015,SKIP,False, Sunday
HELP WANTED,"When doubled, a Ramone", August 9, 2015,DEE,False, Sunday
HELP WANTED,Social, August 9, 2015,TEA,False, Sunday
 ,Butchers' cuts, August 11, 2015,LOINS,False, Tuesday
 ,"Goo-goo-eyed, old-style", August 11, 2015,SMIT,False, Tuesday
 ,"""Shoo-be-doo-be-doo-wop,"" e.g.", August 11, 2015,SCAT,False, Tuesday
 ,Fancy tie, August 11, 2015,ASCOT,False, Tuesday
 ,Ones steeped in tradition in England?, August 11, 2015,TEAS,False, Tuesday
 ,"""___ be in England"" (Browning line)", August 11, 2015,OHTO,False, Tuesday
 ,Frequent Bart Simpson antic, August 11, 2015,PHONEPRANK,True, Tuesday
 ,Chicken condo?, August 11, 2015,COOP,False, Tuesday
 ,Critique scathingly, August 11, 2015,PAN,False, Tuesday
 ,Lowly worker, August 11, 2015,PEON,False, Tuesday
 ,Chili con ___, August 11, 2015,CARNE,False, Tuesday
 ,"Ask the boss for more vacation time after getting a raise, perhaps", August 11, 2015,PUSHYOURLUCK,True, Tuesday
 ,Befitting, August 11, 2015,APROPOS,False, Tuesday
 ,"Org. for ""King James""", August 11, 2015,NBA,False, Tuesday
 ,"""Finding Nemo"" setting", August 11, 2015,SEA,False, Tuesday
 ,Biblical kingdom or its Utah namesake, August 11, 2015,MOAB,False, Tuesday
 ,Birds flying in a V formation, August 11, 2015,GEESE,False, Tuesday
 ,Scold a person, August 11, 2015,PINONESEARSBACK,False, Tuesday
 ,Millionaire's vessel, August 11, 2015,YACHT,False, Tuesday
