title,clue,date,year,answer,unique,day
 ,Fish-eating creatures, December 11, 2012,SEALIONS,False, Tuesday
 ,Airport sign, December 11, 2012,ARRIVALS,False, Tuesday
 ,Is down with, December 11, 2012,HAS,False, Tuesday
 ,Chicago major-leaguer, December 11, 2012,CUB,False, Tuesday
 ,Headed, December 11, 2012,LED,False, Tuesday
 ,___ Pass, December 11, 2012,DONNER,False, Tuesday
 ,Iroquois tribe, December 11, 2012,ONEIDA,False, Tuesday
 ,Somewhat, December 11, 2012,SORTOF,False, Tuesday
 ,"Athlete's foot, e.g.", December 11, 2012,TINEA,False, Tuesday
 ,Lively, December 11, 2012,ZESTY,False, Tuesday
 ,Ruhr city, December 11, 2012,ESSEN,False, Tuesday
 ,Persian fairy, December 11, 2012,PERI,False, Tuesday
 ,Motion picture format, December 11, 2012,IMAX,False, Tuesday
 ,Ore deposit, December 11, 2012,LODE,False, Tuesday
 ,"""The check is in the mail,"" maybe", December 11, 2012,LIE,False, Tuesday
 ,"""Unplugged"" network", December 11, 2012,MTV,False, Tuesday
 ,A flat alternative, December 8, 2012,GSHARP,False, Saturday
 ,Like some alibis and stomachs, December 8, 2012,CASTIRON,False, Saturday
 ,Green wheels, December 8, 2012,ECOCAR,False, Saturday
 ,Oscar-nominated player of Sonny Wortzik, December 8, 2012,ALPACINO,False, Saturday
 ,Salsa brand, December 8, 2012,ORTEGA,False, Saturday
 ,Telephone connectors, December 8, 2012,TIELINES,False, Saturday
 ,One for the team?, December 8, 2012,RAH,False, Saturday
 ,Better, December 8, 2012,ENHANCE,False, Saturday
 ,Fig. on some applications, December 8, 2012,GPA,False, Saturday
 ,1935 Cagney crime film, December 8, 2012,GMEN,False, Saturday
 ,Rich sources of vitamin K, December 8, 2012,KALES,False, Saturday
 ,Diamond with many cuts, December 8, 2012,NEIL,False, Saturday
 ,"""Use ta Be My Girl"" group, with ""the""", December 8, 2012,OJAYS,False, Saturday
 ,They're crunchable: Abbr., December 8, 2012,NOS,False, Saturday
 ,Seminal name in science fiction, December 8, 2012,VERNE,False, Saturday
 ,"Mr. Pricklepants in ""Toy Story 3,"" e.g.", December 8, 2012,HEDGEHOG,False, Saturday
 ,How many are chosen?, December 8, 2012,FEW,False, Saturday
 ,Pentateuch peak, December 8, 2012,MTSINAI,False, Saturday
 ,Least legitimate, December 8, 2012,FALSEST,False, Saturday
 ,Rich or poor: Abbr., December 8, 2012,ADJ,False, Saturday
 ,Its members are in order, December 8, 2012,SEQUENCE,False, Saturday
 ,Toolbar lineup, December 8, 2012,ICONS,False, Saturday
 ,Going rate?: Abbr., December 8, 2012,VEL,False, Saturday
 ,Deadening device, December 8, 2012,MUTER,False, Saturday
 ,Experience ecdysis, December 8, 2012,MOLT,False, Saturday
 ,One of the Jonas brothers, December 8, 2012,KEVIN,False, Saturday
 ,"""Dracula"" heroine Harker", December 8, 2012,MINA,False, Saturday
 ,Series after the opener?, December 8, 2012,BCD,False, Saturday
 ,Wings, December 8, 2012,ANNEXES,False, Saturday
 ,Unpleasant sound in nature, December 8, 2012,CAW,False, Saturday
 ,Woman who's hard to reach, December 8, 2012,ICEQUEEN,False, Saturday
 ,Seat of New York's Chemung County, December 8, 2012,ELMIRA,False, Saturday
 ,Part of many a detour, December 8, 2012,BYSTREET,False, Saturday
 ,"""Fudge!""", December 8, 2012,DARNIT,False, Saturday
 ,Like some martinis, December 8, 2012,EXTRADRY,False, Saturday
 ,Beer hall turn-on?, December 8, 2012,SPIGOT,False, Saturday
 ,German resistance leader?, December 8, 2012,GEORGOHM,True, Saturday
 ,"Boeing X-51 engine, e.g.", December 8, 2012,SCRAMJET,False, Saturday
 ,They snap easily, December 8, 2012,HOTHEADS,False, Saturday
 ,One in play?, December 8, 2012,ACE,False, Saturday
 ,Frequent feeling for 3-Down, December 8, 2012,RAGE,False, Saturday
 ,"Shoe-lacing, e.g.", December 8, 2012,PRANK,False, Saturday
 ,Made-to-order item?, December 8, 2012,CATALOG,False, Saturday
 ,Wear with flares, December 8, 2012,ALINES,False, Saturday
 ,"Processor speed, hard disk space, etc.", December 8, 2012,SPECS,False, Saturday
 ,It's often handed down, December 8, 2012,TALE,False, Saturday
 ,Where you may be in France, December 8, 2012,ICI,False, Saturday
 ,"Player who's way too good, say", December 8, 2012,RINGER,False, Saturday
 ,Part of a lane arrangement, December 8, 2012,ONEPIN,False, Saturday
 ,Deal-killing declaration, December 8, 2012,NOSALE,False, Saturday
 ,Bank of ___ (institution the A-Team was jailed for robbing), December 8, 2012,HANOI,False, Saturday
 ,"Big Blue member, for short", December 8, 2012,NYGIANT,False, Saturday
 ,Washington attraction with a punny name, December 8, 2012,NEWSEUM,True, Saturday
 ,"Radios, e.g.", December 8, 2012,SENDS,False, Saturday
 ,Soft palate, December 8, 2012,VELUM,False, Saturday
 ,Fifth pillar of Islam, December 8, 2012,HAJ,False, Saturday
 ,Newbie's resource, December 8, 2012,FAQ,False, Saturday
 ,Cartoon character that was one of the first images transmitted on TV, December 8, 2012,FELIX,False, Saturday
 ,Like sirens, December 8, 2012,ENTICING,False, Saturday
 ,Novel creation, December 8, 2012,SCENARIO,False, Saturday
 ,A whole lot of juice?, December 8, 2012,TERAWATT,False, Saturday
 ,Ytterbium's atomic number, December 8, 2012,SEVENTY,False, Saturday
 ,Tipple, December 8, 2012,IMBIBE,False, Saturday
 ,Sacrum neighbor, December 8, 2012,COCCYX,False, Saturday
 ,Senior, December 8, 2012,OLDEST,False, Saturday
 ,Front, December 8, 2012,VENEER,False, Saturday
 ,Hit below the belt, December 8, 2012,KNEED,False, Saturday
 ,Calls for, December 8, 2012,NEEDS,False, Saturday
 ,Mystique, December 8, 2012,AURA,False, Saturday
 ,"""How dare you!"" accompanier", December 8, 2012,SLAP,False, Saturday
 ,One ends on Sept. 30, December 8, 2012,QTR,False, Saturday
 ,"Anatomy test, briefly?", December 8, 2012,MRI,False, Saturday
 ,Decked out, December 5, 2012,CLAD,False, Wednesday
 ,"Like the DVD version of a movie, maybe", December 5, 2012,UNCUT,False, Wednesday
 ,Bay Area force: Abbr., December 5, 2012,SFPD,False, Wednesday
 ,Time for eggnog, December 5, 2012,YULE,False, Wednesday
 ,Challenge for movers, December 5, 2012,PIANO,False, Wednesday
 ,Rock's Mtley ___, December 5, 2012,CRUE,False, Wednesday
 ,"Deice, in a way", December 5, 2012,SALT,False, Wednesday
 ,Chinese appetizer, December 5, 2012,SPRINGROLL,False, Wednesday
 ,Henry VIII's house, December 5, 2012,TUDOR,False, Wednesday
 ,Did some modeling, December 5, 2012,SAT,False, Wednesday
 ,Opposite of raises, December 5, 2012,RAZES,False, Wednesday
 ,Line of symmetry, December 5, 2012,AXIS,False, Wednesday
 ,R and R all by oneself, December 5, 2012,METIME,False, Wednesday
 ,Slop trough locale, December 5, 2012,STY,False, Wednesday
 ,F.D.I.C. part, December 5, 2012,FEDERAL,False, Wednesday
 ,"""America's Got Talent"" network", December 5, 2012,NBC,False, Wednesday
 ,Grade option that doesn't affect one's grade point average, December 5, 2012,PASSFAIL,False, Wednesday
 ,Worldwide, December 5, 2012,GLOBAL,False, Wednesday
 ,Big work, December 5, 2012,OPUS,False, Wednesday
 ,Campaign season org., December 5, 2012,PAC,False, Wednesday
 ,Grp. joined by Albania and Croatia in 2009, December 5, 2012,NATO,False, Wednesday
 ,When dodgeball may be played, December 5, 2012,RECESS,False, Wednesday
 ,Limburger cheese quality, December 5, 2012,PUNGENCY,True, Wednesday
 ,"""Shame!""", December 5, 2012,TSK,False, Wednesday
 ,Guilty one, December 5, 2012,CULPRIT,False, Wednesday
 ,Satisfied sighs, December 5, 2012,AHS,False, Wednesday
 ,Canine coating, December 5, 2012,ENAMEL,False, Wednesday
 ,Blessing, December 5, 2012,BOON,False, Wednesday
 ,More in need of liniment, December 5, 2012,SORER,False, Wednesday
 ,Bridal bio word, December 5, 2012,NEE,False, Wednesday
 ,Major bollix, December 5, 2012,SNAFU,False, Wednesday
 ,Having dual props, December 5, 2012,TWINENGINE,False, Wednesday
 ,Arena section, December 5, 2012,TIER,False, Wednesday
 ,Saab or Tahari of fashion, December 5, 2012,ELIE,False, Wednesday
 ,Feature of this puzzle's three long Down answers, December 5, 2012,STICK,False, Wednesday
 ,"Has the bug, say", December 5, 2012,AILS,False, Wednesday
 ,Fraternity letters, December 5, 2012,PSIS,False, Wednesday
 ,2010 mining disaster locale, December 5, 2012,CHILE,False, Wednesday
 ,Bread with tabouli, December 5, 2012,PITA,False, Wednesday
 ,Dermatologist's concern, December 5, 2012,CYST,False, Wednesday
 ,"Party with a roast pig, perhaps", December 5, 2012,LUAU,False, Wednesday
 ,Treat on a 69-Across, December 5, 2012,ALLDAYSUCKERIII,True, Wednesday
 ,"Betty Ford Center program, for short", December 5, 2012,DETOX,False, Wednesday
 ,Co. with a brown logo, December 5, 2012,UPS,False, Wednesday
 ,Sips from flasks, December 5, 2012,NIPS,False, Wednesday
 ,Treat on a 69-Across, December 5, 2012,CARAMELAPPLEIII,True, Wednesday
 ,"George W. Bush, self-descriptively", December 5, 2012,UNITER,False, Wednesday
 ,Quantity of bricks, December 5, 2012,TON,False, Wednesday
 ,"""Take a hike!""", December 5, 2012,SCRAM,False, Wednesday
 ,Treat on a 69-Across, December 5, 2012,FROZENBANANAIII,True, Wednesday
 ,Act the crybaby, December 5, 2012,PULE,False, Wednesday
 ,Singers Shannon and Reeves, December 5, 2012,DELS,False, Wednesday
 ,Barbecue, December 5, 2012,GRILL,False, Wednesday
 ,Jazz line, December 5, 2012,RIFF,False, Wednesday
 ,Privateer's domain, December 5, 2012,SEA,False, Wednesday
 ,Cause of a baseball out, December 5, 2012,TAG,False, Wednesday
 ,Hurling or curling, December 5, 2012,SPORT,False, Wednesday
 ,Nixon's undoing in Watergate, December 5, 2012,TAPES,False, Wednesday
 ,Dance move, December 5, 2012,DIP,False, Wednesday
 ,Cookie baker's yield, December 5, 2012,BATCH,False, Wednesday
 ,Becomes tiresome, December 5, 2012,CLOYS,False, Wednesday
 ,Vane dir., December 5, 2012,SSE,False, Wednesday
 ,Start of a long-distance call, December 5, 2012,ONE,False, Wednesday
 ,Junkyard dog, December 5, 2012,CUR,False, Wednesday
 ,"Near miss, perhaps", December 5, 2012,SCARE,False, Wednesday
 ,Bottom line, December 5, 2012,SUM,False, Wednesday
 ,Penpoint, December 5, 2012,NIB,False, Wednesday
 ,Classic muscle cars, December 5, 2012,GTOS,False, Wednesday
 ,"120 yards, for a football field", December 5, 2012,LENGTH,False, Wednesday
 ,Spanish babies, December 5, 2012,NENES,False, Wednesday
 ,Like some beer at a bar, December 5, 2012,ONTAP,False, Wednesday
 ,Dance move, December 5, 2012,STEP,False, Wednesday
 ,Messengers at Hogwarts, December 5, 2012,OWLS,False, Wednesday
 ,"S.A.S.E., e.g.: Abbr.", December 5, 2012,ENCL,False, Wednesday
 ,Sharpie tip material, December 5, 2012,FELT,False, Wednesday
 ,Celestial beast, December 5, 2012,URSA,False, Wednesday
 ,Iran-contra org., December 5, 2012,NSC,False, Wednesday
 ,"Barely make, with ""out""", December 5, 2012,EKE,False, Wednesday
 ,Wendy's creator, December 7, 2012,JMBARRIE,False, Friday
 ,Crackers, December 7, 2012,PSYCHO,False, Friday
 ,2004 #1 hit for Fantasia, December 7, 2012,IBELIEVE,False, Friday
 ,Animal whose name comes from Nahuatl, December 7, 2012,OCELOT,False, Friday
 ,Metal worker, December 7, 2012,BALLPEEN,False, Friday
 ,Baffle, December 7, 2012,THWART,False, Friday
 ,Get at, December 7, 2012,IMPLY,False, Friday
 ,Colore ufficiale of the Italian football team, December 7, 2012,BLU,False, Friday
 ,Big Chinese import?, December 7, 2012,YAO,False, Friday
 ,Virginia Tech team, December 7, 2012,HOKIES,True, Friday
 ,Senate majority leader before Reid, December 7, 2012,FRIST,False, Friday
 ,Erect, December 7, 2012,ONEND,False, Friday
 ,"Something lame, in modern slang", December 7, 2012,WEAKSAUCE,True, Friday
 ,Head of Qubec, December 7, 2012,TETE,False, Friday
 ,What's generally spotted early on?, December 7, 2012,CHICKENPOX,False, Friday
 ,Sound trademark of 20th Century Fox, December 7, 2012,DOH,False, Friday
 ,Put one over on, December 7, 2012,PRANKED,False, Friday
 ,Stylish sort, December 7, 2012,FOP,False, Friday
 ,Requiring no effort to take, December 7, 2012,ONAPLATTER,True, Friday
 ,Routine part, December 7, 2012,JOKE,False, Friday
 ,"Sees red, say", December 7, 2012,GETSUPSET,True, Friday
 ,Eager as heck, December 7, 2012,RARIN,False, Friday
 ,Mideast political dynasty name, December 7, 2012,ASSAD,False, Friday
 ,Doggone, December 7, 2012,DANGED,True, Friday
 ,"""You got the spot""", December 7, 2012,AHH,False, Friday
 ,Short, December 7, 2012,SHY,False, Friday
 ,"""S.N.L."" comic Bill", December 7, 2012,HADER,False, Friday
 ,"""1, 2, 3, 4 (Sumpin' New)"" rapper", December 7, 2012,COOLIO,False, Friday
 ,Sierra Nevada competitor, December 7, 2012,SAMADAMS,False, Friday
 ,Request to be excused, December 7, 2012,MAYIGO,True, Friday
 ,"""Dancing Machine"" dance", December 7, 2012,THEROBOT,False, Friday
 ,Gamut, December 7, 2012,EXTENT,False, Friday
 ,Forwards, December 7, 2012,PASSESON,False, Friday
 ,Schooner part, December 7, 2012,JIB,False, Friday
 ,Many a Wall St. holding, December 7, 2012,MBA,False, Friday
 ,"""I can't help it if you're a jerk""", December 7, 2012,BELIKETHAT,False, Friday
 ,"""Hands off!""", December 7, 2012,ALLMINE,False, Friday
 ,"Muscular-looking, in slang", December 7, 2012,RIPPED,False, Friday
 ,Some Hollywood archives, December 7, 2012,REELS,False, Friday
 ,Phil of poker fame, December 7, 2012,IVEY,False, Friday
 ,"""Horatio, thou art ___ as just a man ..."": Hamlet", December 7, 2012,EEN,False, Friday
 ,"Broth left after boiling greens, in the South", December 7, 2012,POTLIKKER,False, Friday
 ,Went downhill fast, December 7, 2012,SCHUSSED,False, Friday
 ,Tree that symbolizes immortality, December 7, 2012,YEW,False, Friday
 ,Potter's supply, December 7, 2012,CLAY,False, Friday
 ,Bar mitzvah highlight, December 7, 2012,HORA,False, Friday
 ,Springfield Elementary employee, December 7, 2012,OTTO,False, Friday
 ,Tournament part, December 7, 2012,BRACKET,False, Friday
 ,"""Yippee!""", December 7, 2012,HOTDOG,False, Friday
 ,Date on New Year's Day, December 7, 2012,ONEONE,False, Friday
 ,Faked, December 7, 2012,FEINTED,False, Friday
 ,Khakilike, December 7, 2012,TAN,False, Friday
 ,"""How about this ...?""", December 7, 2012,WHATSAY,False, Friday
 ,Freely contestable, December 7, 2012,UPFORGRABS,False, Friday
 ,One might mark a shopping cart's contents, December 7, 2012,COOKIE,False, Friday
 ,Pay out, December 7, 2012,EXPEND,False, Friday
 ,Gamble, December 7, 2012,CRAPSHOOT,False, Friday
 ,Ion indicator, December 7, 2012,PLUSSIGN,False, Friday
 ,"Nonproduct ad, for short", December 7, 2012,PSA,False, Friday
 ,Miss in court?, December 7, 2012,JANEDOE,False, Friday
 ,Some highway patrol equipment, December 7, 2012,RADARS,False, Friday
 ,Skirts, December 7, 2012,DAMES,False, Friday
 ,Ne plus ultra, December 7, 2012,ACME,False, Friday
 ,Put one over on, December 7, 2012,HOAX,False, Friday
 ,First or last name in the Baseball Hall of Fame, December 7, 2012,HOYT,False, Friday
 ,"""Funny!""", December 7, 2012,HAHA,False, Friday
 ,"Sprawl, say", December 7, 2012,LIE,False, Friday
 ,Longtime sponsor of racing's #43 car, December 7, 2012,STP,False, Friday
 ,Field call, December 7, 2012,MOO,False, Friday
 ,"Union, e.g.: Abbr.", December 7, 2012,STN,False, Friday
LAST NAME FIRST,Striped pet, December 9, 2012,TABBY,False, Sunday
LAST NAME FIRST,Befuddled, December 9, 2012,ATSEA,False, Sunday
LAST NAME FIRST,Mr. ___ (old soft drink name), December 9, 2012,PIBB,False, Sunday
LAST NAME FIRST,Variety show overseers, December 9, 2012,MCS,False, Sunday
LAST NAME FIRST,Antipasto tidbit, December 9, 2012,OLIVE,False, Sunday
LAST NAME FIRST,Simulate, December 9, 2012,FEIGN,False, Sunday
LAST NAME FIRST,Old photo's tone, December 9, 2012,SEPIA,False, Sunday
LAST NAME FIRST,"Loop locale, informally", December 9, 2012,CHI,False, Sunday
LAST NAME FIRST,Entry in a metalworker's personal planner?, December 9, 2012,WELDTUESDAY,True, Sunday
LAST NAME FIRST,Roast a red-breasted bird?, December 9, 2012,COOKROBIN,True, Sunday
LAST NAME FIRST,Gall, December 9, 2012,IRK,False, Sunday
LAST NAME FIRST,Like movies and bonds, December 9, 2012,RATED,False, Sunday
LAST NAME FIRST,Pounds and pence?, December 9, 2012,LONDONJACK,True, Sunday
LAST NAME FIRST,Exercised caution, December 9, 2012,TOOKCARE,True, Sunday
LAST NAME FIRST,Copies from CD to PC, December 9, 2012,RIPS,False, Sunday
LAST NAME FIRST,Distresses, December 9, 2012,AILS,False, Sunday
LAST NAME FIRST,What misbehaving kids must have inherited from their parents?, December 9, 2012,WILDERGENE,True, Sunday
LAST NAME FIRST,Funnywoman Boosler, December 9, 2012,ELAYNE,False, Sunday
LAST NAME FIRST,Nose wrinkler, December 9, 2012,ODOR,False, Sunday
LAST NAME FIRST,They might not be on the charts, December 9, 2012,ISLES,False, Sunday
LAST NAME FIRST,Holds up, December 9, 2012,ROBS,False, Sunday
LAST NAME FIRST,"Napoleon, e.g., prior to exile?", December 9, 2012,FRENCHVICTOR,True, Sunday
LAST NAME FIRST,Stuff, December 9, 2012,SATE,False, Sunday
LAST NAME FIRST,Suffix with fatal, December 9, 2012,ISM,False, Sunday
LAST NAME FIRST,W. Hemisphere alliance, December 9, 2012,OAS,False, Sunday
LAST NAME FIRST,"Soprano role in ""Il Trovatore""", December 9, 2012,LEONORA,False, Sunday
LAST NAME FIRST,Fishing spear?, December 9, 2012,BASSLANCE,True, Sunday
LAST NAME FIRST,Verizon forerunner, December 9, 2012,GTE,False, Sunday
LAST NAME FIRST,"Where many last names start with ""O""", December 9, 2012,ERIN,False, Sunday
LAST NAME FIRST,Shirt front clip-on, December 9, 2012,IDTAG,False, Sunday
LAST NAME FIRST,Like superfans, December 9, 2012,AVID,False, Sunday
LAST NAME FIRST,Has a capacity of, December 9, 2012,HOLDS,False, Sunday
LAST NAME FIRST,Timid swearword, December 9, 2012,DARN,False, Sunday
LAST NAME FIRST,Bit of news, December 9, 2012,ITEM,False, Sunday
LAST NAME FIRST,Spoke to one's flock?, December 9, 2012,BAAED,False, Sunday
LAST NAME FIRST,Small sandwich, December 9, 2012,OREO,False, Sunday
LAST NAME FIRST,"""___ that""", December 9, 2012,ROGER,False, Sunday
LAST NAME FIRST,Undergo, December 9, 2012,HAVE,False, Sunday
LAST NAME FIRST,"1975 TV debut, briefly", December 9, 2012,SNL,False, Sunday
LAST NAME FIRST,Moocher's most valuable acquaintance?, December 9, 2012,RICHBUDDY,True, Sunday
LAST NAME FIRST,"Sent texts to, in bygone days", December 9, 2012,TELEXED,False, Sunday
LAST NAME FIRST,Hard water, December 9, 2012,ICE,False, Sunday
LAST NAME FIRST,Meaning reverser, December 9, 2012,NOT,False, Sunday
LAST NAME FIRST,Claim findings, December 9, 2012,ORES,False, Sunday
LAST NAME FIRST,"The Salt, in Arizona?", December 9, 2012,PHOENIXRIVER,True, Sunday
LAST NAME FIRST,Forum wear, December 9, 2012,TOGA,False, Sunday
LAST NAME FIRST,"___ Cassidy, 1970s teen heartthrob", December 9, 2012,SHAUN,False, Sunday
LAST NAME FIRST,High-flown poetry, December 9, 2012,ODES,False, Sunday
LAST NAME FIRST,Furnace worker, December 9, 2012,STOKER,False, Sunday
LAST NAME FIRST,Coffee from Big Sky Country?, December 9, 2012,MONTANAJOE,True, Sunday
LAST NAME FIRST,Coxswain's teammates, December 9, 2012,OARS,False, Sunday
LAST NAME FIRST,It's suitable for framing, December 9, 2012,PANE,False, Sunday
LAST NAME FIRST,Number one priority?, December 9, 2012,EGOMANIA,False, Sunday
LAST NAME FIRST,Smarmy preprandial blessing?, December 9, 2012,SLICKGRACE,True, Sunday
LAST NAME FIRST,California's San ___ County, December 9, 2012,MATEO,False, Sunday
LAST NAME FIRST,Filmmaker Lee, December 9, 2012,ANG,False, Sunday
LAST NAME FIRST,Official seal on a Havana cigar?, December 9, 2012,CUBANMARK,True, Sunday
LAST NAME FIRST,Beverage made by squeezing fruit-filled cookies?, December 9, 2012,NEWTONJUICE,True, Sunday
LAST NAME FIRST,Partook of, December 9, 2012,ATE,False, Sunday
LAST NAME FIRST,Wind chime location, December 9, 2012,EAVES,False, Sunday
LAST NAME FIRST,Lagoon encloser, December 9, 2012,ATOLL,False, Sunday
LAST NAME FIRST,Benevolent Narnia denizen, December 9, 2012,ASLAN,False, Sunday
LAST NAME FIRST,___ judicata, December 9, 2012,RES,False, Sunday
LAST NAME FIRST,Oklahoma city, December 9, 2012,ENID,False, Sunday
LAST NAME FIRST,Looked bad in comparison, December 9, 2012,PALED,False, Sunday
LAST NAME FIRST,"""The Christmas That Almost ___"" (1966 holiday film)", December 9, 2012,WASNT,False, Sunday
LAST NAME FIRST,Specifically, December 9, 2012,TOWIT,False, Sunday
LAST NAME FIRST,Last Oldsmobile to be made, December 9, 2012,ALERO,False, Sunday
LAST NAME FIRST,Conniving sergeant of 1950s TV, December 9, 2012,BILKO,False, Sunday
LAST NAME FIRST,Hanes competitor, December 9, 2012,BVD,False, Sunday
LAST NAME FIRST,Up to now, December 9, 2012,YET,False, Sunday
LAST NAME FIRST,"Frightened, in dialect", December 9, 2012,AFEARD,False, Sunday
LAST NAME FIRST,Proctor's charge, December 9, 2012,TESTEE,False, Sunday
LAST NAME FIRST,Debating choice, December 9, 2012,SIDE,False, Sunday
LAST NAME FIRST,"""Holy cats!""", December 9, 2012,EGAD,False, Sunday
LAST NAME FIRST,More than none, December 9, 2012,ANY,False, Sunday
LAST NAME FIRST,Low class, December 9, 2012,PEONS,False, Sunday
LAST NAME FIRST,Device with a click wheel, December 9, 2012,IPOD,False, Sunday
LAST NAME FIRST,Soweto uprising figure, December 9, 2012,BIKO,False, Sunday
LAST NAME FIRST,Stock holder, December 9, 2012,BARN,False, Sunday
LAST NAME FIRST,Ed who wrote the 87th Precinct novels, December 9, 2012,MCBAIN,True, Sunday
LAST NAME FIRST,Chewing gum ingredient, December 9, 2012,CHICLE,False, Sunday
LAST NAME FIRST,Goes under, December 9, 2012,SINKS,False, Sunday
LAST NAME FIRST,Checks (out), December 9, 2012,SCOPES,False, Sunday
LAST NAME FIRST,It flows through Orsk, December 9, 2012,URAL,False, Sunday
LAST NAME FIRST,"""Love Train"" group, with ""the""", December 9, 2012,OJAYS,False, Sunday
LAST NAME FIRST,Passenger ship, December 9, 2012,LINER,False, Sunday
LAST NAME FIRST,Tae ___ do, December 9, 2012,KWON,False, Sunday
LAST NAME FIRST,"Venn diagram sets, usually", December 9, 2012,CIRCLES,False, Sunday
LAST NAME FIRST,Trade magazines?, December 9, 2012,RELOAD,False, Sunday
LAST NAME FIRST,___ law (acronymic 1970 measure), December 9, 2012,RICO,False, Sunday
LAST NAME FIRST,Minor suit?, December 9, 2012,GSTRING,False, Sunday
LAST NAME FIRST,Timeline divisions, December 9, 2012,ERAS,False, Sunday
LAST NAME FIRST,Plenty, December 9, 2012,LOTS,False, Sunday
LAST NAME FIRST,Early fratricide victim, December 9, 2012,ABEL,False, Sunday
LAST NAME FIRST,Sacred piece, December 9, 2012,ORATORIO,False, Sunday
LAST NAME FIRST,"Click again, maybe", December 9, 2012,DESELECT,False, Sunday
LAST NAME FIRST,Turn signal?, December 9, 2012,FOGHORN,False, Sunday
