,price_doc,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,kremlin_km
39,4500000,9/30/11,33,18,2,4,1,2012,1,7,2,Investment,Veshnjaki,12.32333481
40,2000000,9/30/11,33,18,9,15,1,2006,1,8,3,Investment,Veshnjaki,12.85543932
41,6200000,9/30/11,45,30,5,16,1,2013,1,5,2,Investment,Danilovskoe,3.921425922
42,7500000,9/30/11,54,30,10,12,1,2014,1,9,3,Investment,Caricyno,13.19335936
43,5900000,10/1/11,40,25,3,17,1,2013,1,8,3,Investment,Preobrazhenskoe,9.145116862
44,9550000,10/1/11,59,42,8,9,1,2006,2,6,3,Investment,Kon'kovo,12.69310373
45,8600000,10/1/11,77,45,10,17,1,2008,3,10,3,Investment,Brateevo,14.91321439
46,2312800,10/1/11,42,22,24,24,1,2014,1,10,2,Investment,Mitino,17.94890404
47,6200000,10/3/11,38,23,4,12,1,2014,1,8,2,Investment,Vostochnoe Izmajlovo,12.45895118
48,4833000,10/3/11,36,18,5,15,1,2006,1,9,3,Investment,Novo-Peredelkino,18.93333859
49,5300000,10/3/11,44,28,2,9,1,2014,1,6,3,Investment,Jaroslavskoe,14.27223184
50,5150000,10/3/11,37,19,11,17,1,2014,1,7,2,Investment,Zapadnoe Degunino,14.41877416
51,1000000,10/3/11,51,33,1,4,1,2014,2,8,2,Investment,Caricyno,14.61997452
52,5098000,10/3/11,37,19,6,17,1,2014,1,7,3,Investment,Vyhino-Zhulebino,16.17954734
53,5500000,10/3/11,46,29,9,24,1,2013,1,6,2,Investment,Tekstil'shhiki,7.907519074
54,6000000,10/3/11,38,37,11,17,1,2014,1,7,2,Investment,Donskoe,5.048867488
55,4800000,10/3/11,34,19,10,12,1,2014,1,8,2,Investment,Ljublino,11.81055208
56,5500000,10/4/11,43,25,1,17,1,2015,1,7,2,Investment,Novogireevo,11.06517573
57,2000000,10/4/11,56,39,4,12,1,2014,2,9,2,Investment,Bogorodskoe,9.766482309
58,5000000,10/4/11,35,35,6,12,1,2014,1,9,1,Investment,Juzhnoe Butovo,24.90618499
59,9950000,10/4/11,75,46,12,15,1,2014,2,10,3,Investment,Sokol,9.204766851
60,990000,10/4/11,64,44,14,12,1,2014,2,10,3,Investment,Chertanovo Central'noe,15.61823375
61,14000000,10/4/11,96,51,16,12,1,2014,3,10,3,Investment,Kurkino,19.58152764
62,7200000,10/4/11,52,34,4,12,1,2014,1,6,2,Investment,Izmajlovo,11.53828421
63,8400000,10/4/11,44,30,10,12,1,2014,1,7,3,Investment,Preobrazhenskoe,7.988774995
64,2080000,10/4/11,39,39,10,17,1,2014,1,9,1,Investment,Novogireevo,12.53908266
65,5750000,10/4/11,35,20,11,15,1,2013,1,9,2,Investment,Donskoe,6.122810056
66,10011000,10/5/11,63,60,12,17,1,2014,2,12,1,Investment,Severnoe Medvedkovo,14.35624953
67,1000000,10/5/11,50,29,9,15,1,2013,1,8,2,Investment,Strogino,14.88441338
68,7100000,10/5/11,51,50,16,14,1,2014,2,9,1,Investment,Donskoe,5.048867488
69,2000000,10/5/11,76,45,11,17,1,1989,2,10,3,Investment,Rostokino,9.404261411
70,6600000,10/5/11,45,30,6,16,1,2013,1,5,2,Investment,Orehovo-Borisovo Severnoe,16.45202723
71,5300000,10/5/11,32,19,9,12,1,1977,1,6,2,Investment,Bibirevo,15.23459354
72,2630000,10/5/11,64,28,10,15,1,2014,2,10,2,Investment,Ochakovo-Matveevskoe,13.08630242
73,2600000,10/6/11,66,17,2,4,1,2014,2,8,3,Investment,Taganskoe,3.236725501
74,4550000,10/6/11,38,19,8,17,1,2014,1,7,3,Investment,Dmitrovskoe,14.9674249
75,7400000,10/6/11,37,22,6,17,1,2014,1,7,3,Investment,Donskoe,4.549846342
76,5300000,10/7/11,46,28,3,24,1,1968,1,5,3,Investment,Vyhino-Zhulebino,12.16178667
77,8900000,10/7/11,74,46,17,15,1,2014,2,10,3,Investment,Orehovo-Borisovo Juzhnoe,17.81151777
78,4950000,10/7/11,30,17,7,8,1,1971,1,5,3,Investment,Kuz'minki,11.55109863
79,7800000,10/7/11,53,30,13,15,1,2013,2,8,2,Investment,Teplyj Stan,15.95980721
80,17600000,10/7/11,133,64,2,20,1,2014,2,12,1,Investment,Izmajlovo,12.47054357
81,1000000,10/7/11,47,31,1,9,1,2006,1,6,3,Investment,Gol'janovo,12.90687237
82,990000,10/7/11,50,30,9,13,4,2013,2,9,2,Investment,Juzhnoe Butovo,23.6381015
83,1000000,10/7/11,34,19,8,12,1,2014,1,9,3,Investment,Hovrino,15.44433705
84,990000,10/7/11,66,42,7,12,4,2014,1,9,2,Investment,Basmannoe,5.798406149
85,9000000,10/7/11,63,33,2,16,1,2014,2,10,2,Investment,Juzhnoe Butovo,22.85345731
86,6700000,10/7/11,43,21,7,17,1,2015,1,8,3,Investment,Babushkinskoe,13.68062591
87,990000,10/8/11,45,44,5,15,1,2014,1,8,2,Investment,Bogorodskoe,8.454494232
88,4000000,10/8/11,34,20,7,12,1,2014,1,8,2,Investment,Staroe Krjukovo,36.66979069
89,4450000,10/8/11,43,28,9,17,1,2015,1,5,3,Investment,Pokrovskoe Streshnevo,11.61569282
90,12500000,10/10/11,76,74,7,24,1,2014,3,10,1,Investment,Kon'kovo,13.47367148
91,3775000,10/10/11,32,19,8,12,1,1978,1,6,2,Investment,Obruchevskoe,12.58901859
92,9500000,10/11/11,50,30,5,4,5,2013,1,5,2,Investment,Filevskij Park,7.640407131
93,990000,10/11/11,32,18,8,12,4,2002,1,6,2,Investment,Troparevo-Nikulino,11.73428115
94,7000000,10/11/11,72,45,1,4,1,2014,2,10,3,Investment,Severnoe Butovo,20.17649107
95,6504000,10/11/11,45,30,3,16,1,2013,1,5,2,Investment,Otradnoe,11.63605008
96,12900000,10/11/11,54,37,4,12,1,2014,1,9,1,Investment,Hamovniki,3.112845828
97,500000,10/12/11,30,18,1,4,1,1968,1,5,2,Investment,Juzhnoe Tushino,15.43932721
98,9500000,10/12/11,39,18,8,12,1,2013,1,9,3,Investment,Moskvorech'e-Saburovo,13.29110581
99,7100000,10/12/11,51,30,15,17,1,2014,2,9,2,Investment,Solncevo,17.09906771
100,990000,10/12/11,74,45,7,17,1,2002,2,10,3,Investment,Orehovo-Borisovo Severnoe,16.47937366
101,5350000,10/12/11,41,25,5,25,1,2014,1,8,2,Investment,Tekstil'shhiki,7.658443944
102,8600000,10/12/11,37,16,9,17,1,2014,1,8,3,Investment,Dorogomilovo,3.103263595
103,5950000,10/12/11,44,28,4,12,1,2014,1,6,3,Investment,Bibirevo,15.73710593
104,2900000,10/13/11,38,34,3,12,1,2014,1,8,2,Investment,Severnoe Medvedkovo,14.59283418
105,4146000,10/13/11,26,18,6,12,1,2013,1,7,3,Investment,Timirjazevskoe,10.22408395
106,5200000,10/13/11,34,19,9,12,2,2014,1,9,2,Investment,Bogorodskoe,8.022196984
107,6300000,10/13/11,52,30,1,12,1,2014,1,8,3,Investment,Lianozovo,15.55295113
108,1000000,10/13/11,74,43,14,4,1,2014,1,10,2,Investment,Zapadnoe Degunino,15.06995554
109,7200000,10/13/11,46,27,14,21,1,2014,1,6,3,Investment,Izmajlovo,8.807559671
110,13800000,10/13/11,77,40,15,17,1,2014,1,10,1,Investment,Hovrino,14.08102571
111,6200000,10/13/11,44,20,8,12,1,2014,1,8,3,Investment,Pechatniki,9.255590411
112,6800000,10/13/11,54,31,1,4,1,2014,1,8,2,Investment,Bogorodskoe,8.391636715
113,7200000,10/13/11,74,72,8,12,1,2014,2,12,1,Investment,Krjukovo,38.63354573
114,6350000,10/13/11,46,28,4,24,1,2014,1,6,3,Investment,Lefortovo,5.761174676
115,4750000,10/13/11,32,19,8,12,1,1978,1,6,2,Investment,Gol'janovo,12.21702258
116,6100000,10/14/11,50,30,8,15,1,2013,2,9,2,Investment,Dmitrovskoe,16.54739564
117,8100000,10/14/11,58,43,4,17,1,2014,2,10,2,Investment,Jasenevo,17.17148587
118,6800000,10/14/11,54,32,15,15,1,1988,1,9,2,Investment,Novo-Peredelkino,19.53960009
119,4650000,10/14/11,32,17,3,4,4,2012,1,6,2,Investment,Chertanovo Severnoe,13.46359069
120,5759000,10/14/11,78,47,6,17,1,2014,2,10,2,Investment,Rjazanskij,8.839252407
121,990000,10/14/11,51,31,12,17,1,2014,1,10,3,Investment,Vyhino-Zhulebino,12.59036994
122,2000000,10/14/11,36,34,2,9,1,2014,1,7,2,Investment,Lianozovo,15.69361904
123,6100000,10/14/11,57,33,2,4,1,2014,2,10,3,Investment,Silino,37.90361367
124,1200000,10/14/11,39,20,8,12,1,2013,1,9,3,Investment,Ochakovo-Matveevskoe,12.70520529
125,11000000,10/14/11,61,42,1,8,4,2014,1,10,2,Investment,Hamovniki,3.778450629
126,7950000,10/14/11,52,30,5,12,1,2014,1,9,3,Investment,Bogorodskoe,8.259983941
127,8000000,10/14/11,48,31,5,10,1,2013,1,8,2,Investment,Donskoe,6.12786558
128,4950000,10/15/11,39,21,6,12,1,2013,1,8,3,Investment,Orehovo-Borisovo Severnoe,15.03695598
129,5000000,10/15/11,32.5,32.5,7,12,1,2013,1,6,3,Investment,Ivanovskoe,13.06619003
130,8300000,10/15/11,51,31,15,17,1,2014,2,10,2,Investment,Lefortovo,5.53869081
131,4800000,10/15/11,33,32,5,9,1,2014,1,6,2,Investment,Golovinskoe,12.44714801
132,4850000,10/15/11,40,20,3,17,1,2013,1,8,2,Investment,Ivanovskoe,13.66865858
133,2000000,10/15/11,47,29,3,9,2,2013,1,7,3,Investment,Otradnoe,12.29626777
134,5900000,10/15/11,37,19,1,17,1,2014,1,7,3,Investment,Obruchevskoe,10.61340392
135,6000000,10/15/11,44,27,4,9,1,2014,1,6,3,Investment,Kon'kovo,12.52351362
136,4700000,10/17/11,32,20,2,4,4,1967,1,5,2,Investment,Lefortovo,6.067378669
137,6100000,10/17/11,53,32,1,4,4,2012,2,9,2,Investment,Novokosino,14.71686976
138,7450000,10/17/11,55,35,3,4,1,2014,2,8,2,Investment,Bogorodskoe,8.456131078
139,5000000,10/17/11,51,28,3,12,1,2014,2,8,2,Investment,Taganskoe,4.538423495
140,4750000,10/17/11,32,19,7,12,4,2006,1,6,2,Investment,Nagatino-Sadovniki,7.527602727
141,3500000,10/17/11,22,14,9,15,1,2013,1,10,2,Investment,Dmitrovskoe,14.96447148
142,2000000,10/18/11,36,17,10,15,1,2004,1,9,3,Investment,Orehovo-Borisovo Severnoe,15.15935434
143,6000000,10/18/11,44,27,1,7,1,2014,1,6,2,Investment,Severnoe Medvedkovo,14.90243674
144,1000000,10/18/11,62,34,7,15,1,2015,2,11,3,Investment,Izmajlovo,12.33199336
145,1500000,10/18/11,43,27,7,17,1,2015,1,5,2,Investment,Birjulevo Vostochnoe,17.7292386
146,8150000,10/18/11,51,30,3,4,1,2014,1,9,3,Investment,Severnoe Izmajlovo,13.95951442
147,4600000,10/18/11,102,64,11,22,1,2014,2,10,1,Investment,Sokolinaja Gora,7.291411509
148,14103600,10/18/11,117,108,20,22,1,2014,3,11,1,OwnerOccupier,Nagatino-Sadovniki,8.067295599
149,5600000,10/18/11,31,20,1,12,4,2006,1,5,2,Investment,Nagatinskij Zaton,7.946767256
150,6200000,10/18/11,59,42,9,9,1,2006,2,6,2,Investment,Vostochnoe Degunino,14.55797322
151,4450000,10/19/11,30,18,3,8,1,1973,1,6,2,Investment,Ljublino,11.71993975
152,7050000,10/19/11,54,32,13,12,1,1995,1,9,3,Investment,Novo-Peredelkino,20.75609694
153,1000000,10/19/11,46,22,11,24,1,2014,1,9,2,Investment,Chertanovo Central'noe,14.92453316
154,6800000,10/19/11,39,22,18,17,1,2014,1,8,3,Investment,Prospekt Vernadskogo,10.85060308
155,1000000,10/19/11,38,18,2,12,1,2014,1,8,2,Investment,Savelki,35.49780844
156,6450000,10/19/11,59,38,2,12,1,2014,2,8,2,Investment,Dmitrovskoe,14.84491007
157,6900000,10/20/11,44,29,4,9,1,2013,1,6,2,Investment,Ajeroport,6.789300619
158,7000000,10/20/11,54,35,5,4,1,1988,1,6,2,Investment,Vojkovskoe,12.15905325
159,7500000,10/20/11,60,42,2,4,4,1978,1,6,3,Investment,Ochakovo-Matveevskoe,9.60860168
160,5200000,10/20/11,34,19,3,7,1,2014,1,9,2,Investment,Solncevo,17.28112745
161,10800000,10/20/11,86,50,18,12,1,2014,3,10,3,Investment,Mar'ino,13.10362639
162,5250000,10/20/11,36,19,8,12,1,1989,1,7,2,Investment,Beskudnikovskoe,11.61326164
163,9850000,10/20/11,74,45,11,17,1,2002,2,10,3,Investment,Juzhnoe Butovo,22.44709443
164,5700000,10/20/11,39,21,6,12,1,2006,1,8,3,Investment,Severnoe Butovo,19.15980422
165,1000000,10/20/11,85,54,9,10,1,2014,3,10,2,Investment,Savelki,36.69800406
166,2000000,10/20/11,36,19,11,17,1,1980,1,8,2,Investment,Moskvorech'e-Saburovo,13.76365791
167,5550000,10/20/11,44,28,7,12,1,2014,1,6,3,Investment,Vostochnoe Degunino,12.35354292
168,3000000,10/20/11,38,20,12,17,1,2014,1,8,3,Investment,Juzhnoe Butovo,23.05048525
169,6500000,10/20/11,47,31,3,9,1,2013,1,6,3,Investment,Ochakovo-Matveevskoe,12.60312985
170,6400000,10/20/11,42,26,4,5,1,1992,1,5,2,Investment,Nagatinskij Zaton,8.650671133
171,37000000,10/21/11,115,60,7,24,1,2014,2,10,1,Investment,Krylatskoe,12.37653429
172,4450000,10/21/11,32,18,1,4,4,1978,1,6,2,Investment,Pechatniki,9.288873485
173,5000000,10/21/11,30,18,8,12,1,1977,1,6,2,Investment,Juzhnoportovoe,5.788287122
174,6000000,10/21/11,37,22,4,17,1,2014,1,8,3,Investment,Bogorodskoe,9.568890071
175,5600000,10/21/11,44,30,3,12,1,2014,1,8,2,Investment,Kuz'minki,10.5333784
176,4300000,10/21/11,35,22,5,4,1,2014,1,6,3,Investment,Birjulevo Vostochnoe,17.54223594
177,4400000,10/21/11,30,18,3,8,1,1973,1,5,2,Investment,Danilovskoe,4.129298893
178,11900000,10/22/11,78,74,3,17,1,2014,3,10,1,Investment,Hovrino,14.9610073
179,11500000,10/22/11,98,94,11,22,1,2014,3,10,1,Investment,Kurkino,22.34003367
180,5050000,10/22/11,32,21,7,12,4,1967,1,5,2,Investment,Perovo,9.843632861
181,2000000,10/22/11,80,48,11,17,1,2014,2,9,3,Investment,Mar'ino,12.30447683
182,10239000,10/22/11,68,47,2,4,1,2014,2,8,3,Investment,Akademicheskoe,7.280186899
183,4950000,10/22/11,38,20,2,12,1,2014,1,8,3,Investment,Orehovo-Borisovo Severnoe,15.16474148
184,5300000,10/22/11,38,19,7,17,1,2014,1,7,3,Investment,Brateevo,15.64402897
185,1000000,10/24/11,43,27,6,17,1,2015,1,5,2,Investment,Horoshevo-Mnevniki,10.56276063
186,18000000,10/24/11,98,55,12,17,1,2014,3,10,3,Investment,Otradnoe,13.09133614
187,1200000,10/24/11,31,20,2,12,4,2006,1,7,2,Investment,Kuz'minki,10.43268634
188,8300000,10/24/11,49,29,4,9,1,2013,1,8,2,Investment,Nagatinskij Zaton,9.04607284
189,5500000,10/24/11,38,19,15,17,1,2014,1,7,2,Investment,Ivanovskoe,13.02402239
190,6150000,10/24/11,37,19,10,17,1,2014,1,7,2,Investment,Ochakovo-Matveevskoe,11.85950836
191,4210429,10/24/11,104,64,7,17,1,2014,2,10,1,Investment,Shhukino,10.38353134
192,5500000,10/24/11,45,28,5,16,1,1978,1,5,2,Investment,Gol'janovo,12.1794966
193,1000000,10/25/11,33,19,9,17,1,1974,1,6,2,Investment,Hovrino,14.51918329
194,5000000,10/25/11,39,39,10,17,1,2014,1,9,1,Investment,Vostochnoe Izmajlovo,13.68673997
195,1000000,10/25/11,53,52,7,11,1,2014,2,8,2,Investment,Mitino,19.90883405
196,2000000,10/25/11,37,23,4,17,1,2014,1,7,2,Investment,Nagatinskij Zaton,8.192683402
197,6500000,10/25/11,36,20,5,12,1,1973,1,6,2,Investment,Basmannoe,4.873539337
198,7200000,10/25/11,54,38,3,10,1,2014,1,9,1,Investment,Juzhnoe Tushino,15.226282
199,6700000,10/25/11,54,35,2,4,1,1987,1,6,2,Investment,Kapotnja,16.56484798
200,18100000,10/25/11,102,64,8,24,1,2014,3,10,1,Investment,Fili Davydkovo,9.058081135
201,7150000,10/25/11,38,19,15,17,1,2014,1,7,3,Investment,Horoshevskoe,5.838068408
202,5700000,10/25/11,33,14,8,15,1,2013,1,9,3,Investment,Juzhnoe Butovo,22.26584093
203,4050000,10/25/11,30,18,3,8,1,1973,1,6,2,Investment,Marfino,7.659129026
204,10600000,10/25/11,76,51,2,12,1,2014,2,10,2,Investment,Juzhnoportovoe,4.904219663
205,5500000,10/26/11,44,29,8,12,1,2013,1,6,3,Investment,Vostochnoe Izmajlovo,13.17892282
206,5750000,10/26/11,35,21,5,9,1,2013,1,6,3,Investment,Lefortovo,5.028384024
207,13500000,10/26/11,72,45,10,19,1,2014,2,10,3,Investment,Krylatskoe,12.93967712
208,4850000,10/26/11,32,18,6,4,4,2002,1,5,2,Investment,Chertanovo Juzhnoe,16.77998286
209,7700000,10/26/11,84,43,21,17,1,2015,1,10,1,Investment,Silino,37.58655555
210,2000000,10/26/11,45,26,5,16,1,1978,1,6,2,Investment,Chertanovo Juzhnoe,15.55538906
211,1000000,10/26/11,42,19,8,17,1,2014,1,9,3,Investment,Obruchevskoe,10.82601491
212,6197000,10/26/11,38,20,5,17,1,2014,1,8,3,Investment,Juzhnoe Tushino,15.61207974
213,6200000,10/26/11,37,23,7,17,1,2014,1,7,3,Investment,Savelovskoe,6.237770139
214,8590000,10/26/11,54,32,15,17,1,1987,1,9,2,Investment,Jasenevo,17.60163678
215,3600000,10/26/11,43,28,2,12,1,2015,1,5,3,Investment,Juzhnoe Tushino,15.96911719
216,2825000,10/26/11,45,27,6,16,1,1974,1,6,3,Investment,Chertanovo Juzhnoe,15.80242027
217,360000,10/27/11,60,32,16,25,1,2014,2,10,3,Investment,Obruchevskoe,11.25518899
218,9200000,10/27/11,50,28,14,17,2,2013,1,7,2,Investment,Fili Davydkovo,10.58866396
219,3670000,10/27/11,17,13,4,9,1,1962,1,6,2,Investment,Severnoe Izmajlovo,12.70502351
220,990000,10/27/11,58,31,5,8,1,2014,2,10,3,Investment,Filevskij Park,7.584743358
221,9200000,10/27/11,58,38,8,12,1,2014,2,11,2,Investment,Danilovskoe,5.24617055
222,6120000,10/27/11,38,19,5,17,1,2014,1,7,3,Investment,Severnoe Medvedkovo,14.67565663
223,11640000,10/28/11,93,54,5,4,6,2015,2,13,1,Investment,Kurkino,20.40611928
224,1000000,10/28/11,45,32,4,16,1,2013,1,9,2,Investment,Birjulevo Zapadnoe,17.44122363
225,5700000,10/28/11,32,17,3,4,4,1967,1,6,2,Investment,Danilovskoe,4.612864516
226,6800000,10/28/11,57,43,1,17,1,2014,2,10,1,Investment,Severnoe Tushino,16.49344275
227,7500000,10/28/11,37,19,16,17,1,2014,1,7,3,Investment,Taganskoe,4.599239955
228,1030000,10/28/11,39,17,13,17,1,2013,1,8,3,Investment,Nekrasovka,20.58034215
229,1100000,10/28/11,42,19,9,15,1,2014,1,10,3,Investment,Juzhnoe Butovo,26.94301606
230,4700000,10/28/11,41,27,7,25,1,2014,1,8,2,Investment,Ljublino,14.51475522
231,5000000,10/28/11,34,19,4,12,1,2014,1,9,3,Investment,Nagatinskij Zaton,8.762555819
232,6090000,10/28/11,44,27,9,12,1,2014,1,6,2,Investment,Chertanovo Central'noe,14.94421039
233,5360000,10/28/11,41,21,9,25,1,2014,1,8,2,Investment,Vyhino-Zhulebino,15.89174636
234,1000000,10/28/11,52,30,9,12,1,2014,1,8,3,Investment,Orehovo-Borisovo Severnoe,16.43531782
235,7500000,10/29/11,38,23,4,12,1,2014,1,7,3,Investment,Presnenskoe,4.614483892
236,1000000,10/29/11,38,19,16,17,1,2014,1,7,3,Investment,Taganskoe,3.928807659
237,9000000,10/29/11,52,30,9,12,1,2014,1,8,3,Investment,Perovo,9.584910172
238,2000000,10/29/11,48,10,9,15,1,2006,1,8,3,Investment,Mar'ino,13.04253144
239,6350000,10/29/11,44,28,3,9,1,2014,1,6,3,Investment,Jasenevo,16.00610427
240,5400000,10/29/11,30,17,6,8,1,1973,1,5,3,Investment,Vojkovskoe,10.19081305
241,6000000,10/29/11,60,33,11,18,1,2013,2,10,3,Investment,Krjukovo,38.63293067
242,6400000,10/29/11,50,34,6,12,1,2014,1,8,2,Investment,Veshnjaki,13.24439158
243,5500000,10/29/11,43,19,10,12,1,2015,1,7,2,Investment,Birjulevo Vostochnoe,18.80546221
244,7000000,10/29/11,54,32,3,4,1,1988,1,9,3,Investment,Novo-Peredelkino,20.75609694
245,3100000,10/29/11,39,21,3,4,1,2014,1,8,3,Investment,Ivanovskoe,12.91920844
246,5000000,10/29/11,76,45,4,4,1,2000,2,10,2,Investment,Krylatskoe,12.70799787
247,6170000,10/31/11,45,29,2,16,1,2013,1,7,3,Investment,Orehovo-Borisovo Severnoe,15.23694192
248,5500000,10/31/11,38,21,2,12,1,2014,1,7,2,Investment,Rjazanskij,11.04529509
249,7400000,10/31/11,60,34,3,25,1,2014,2,10,2,Investment,Lefortovo,5.761176759
250,990000,10/31/11,38,20,3,12,1,2014,1,8,2,Investment,Dmitrovskoe,15.97998824
251,4930000,10/31/11,38,18,3,12,1,2014,1,8,3,Investment,Kosino-Uhtomskoe,17.06679632
252,14000000,10/31/11,75,45,12,17,1,2014,2,10,3,Investment,Cheremushki,10.19589883
253,8600000,10/31/11,57,42,7,9,1,2014,2,6,3,Investment,Sviblovo,11.27085255
254,5750000,10/31/11,35,14,2,4,1,2001,1,9,3,Investment,Prospekt Vernadskogo,11.2084912
255,5400000,10/31/11,34,19,10,12,1,2014,1,8,3,Investment,Ochakovo-Matveevskoe,9.591579512
256,5425000,11/1/11,41,26,2,25,1,2014,1,5,2,Investment,Kuz'minki,11.79247609
257,5450000,11/1/11,43,29,5,17,1,2013,1,8,2,Investment,Koptevo,10.15362992
258,6200000,11/1/11,44,20,8,12,1,2014,1,8,3,Investment,Pechatniki,9.255590411
259,7400000,11/1/11,52,30,8,12,1,2014,1,8,3,Investment,Gol'janovo,12.81569479
260,4300000,11/1/11,39,20,11,17,1,2013,1,10,3,Investment,Kapotnja,16.73086326
261,5000000,11/1/11,30,17,4,8,1,1973,1,5,3,Investment,Alekseevskoe,7.014271382
262,4000000,11/1/11,45,30,2,16,1,2013,1,5,2,Investment,Kuz'minki,10.68823318
263,17300000,11/1/11,102,66,4,24,1,2014,3,10,1,Investment,Ajeroport,8.393806879
264,5200000,11/1/11,36,22,5,9,1,2014,1,6,2,Investment,Caricyno,14.57192882
265,6500000,11/1/11,99,77,8,17,1,2014,3,8,1,Investment,Kurkino,21.85037241
266,5300000,11/1/11,44,29,5,9,1,2013,1,6,2,Investment,Babushkinskoe,14.10883515
267,5200000,11/2/11,32,18,6,4,4,2012,1,6,2,Investment,Rjazanskij,11.03720075
268,4950000,11/2/11,38,21,2,17,1,2014,1,8,2,Investment,Severnoe Butovo,20.48691395
269,5400000,11/2/11,37,18,4,17,1,2014,1,9,2,Investment,Severnoe Butovo,19.95267739
270,4700000,11/2/11,32,18,3,4,4,2002,1,6,2,Investment,Chertanovo Juzhnoe,16.08384452
271,7200000,11/2/11,39,20,2,4,1,2014,1,9,2,Investment,Krasnosel'skoe,2.760010737
272,1600000,11/2/11,41,18,20,25,1,2013,1,9,2,Investment,Kosino-Uhtomskoe,18.26120876
273,5750000,11/2/11,38,19,7,17,1,2014,1,7,3,Investment,Mar'ino,13.90351433
274,4700000,11/2/11,39,20,1,4,1,2013,1,9,3,Investment,Orehovo-Borisovo Juzhnoe,17.16275653
275,6150000,11/2/11,37,22,5,17,1,2014,1,9,2,Investment,Kotlovka,7.873160291
