timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,kremlin_km
7/4/15,36.9,22.6,5,9,2,1963,1,7.3,3,Investment,Pokrovskoe Streshnevo,13.53529624
7/4/15,76.7,45.9,15,17,1,2004,3,10.2,4,Investment,Nagornoe,9.552497284
7/4/15,49.8,49.8,10,12,4,2016,1,10,1,OwnerOccupier,Poselenie Sosenskoe,20.52526418
7/6/15,57,41.5,8,9,2,1970,3,5.6,3,Investment,Sokol,8.287106693
7/6/15,63.4,20,9,17,4,2016,2,20,1,OwnerOccupier,Poselenie Vnukovskoe,21.90579236
7/6/15,55.92,38,6,24,6,2017,2,9,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/6/15,61,61,9,12,4,2016,2,10,1,OwnerOccupier,Poselenie Sosenskoe,20.19708984
7/6/15,75.3,44.5,17,17,1,1994,3,10.1,2,Investment,Otradnoe,12.24406366
7/6/15,29.8,3.06,3,5,2,1960,1,5.3,2,Investment,Juzhnoe Tushino,15.40429374
7/6/15,104.28,38.8,2,2,1,2015,3,13.1,1,OwnerOccupier,Tverskoe,0.072896553
7/6/15,56.87,37,15,24,6,2017,2,12,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/6/15,44,27.2,2,5,2,1965,2,5.7,2,Investment,Taganskoe,4.210372752
7/6/15,34.8,34.8,3,3,1,2016,1,9.2,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
7/6/15,34.8,19.5,8,14,5,1973,1,9.5,2,Investment,Mozhajskoe,12.95675879
7/6/15,63.9,45.1,8,12,1,1972,3,6.7,2,Investment,Birjulevo Vostochnoe,17.35741174
7/6/15,46.3,28.7,4,9,1,1974,2,6.3,2,Investment,Danilovskoe,3.821091726
7/6/15,41.9,41.9,9,17,1,2015,1,9,1,OwnerOccupier,Poselenie Sosenskoe,19.22578085
7/6/15,61.7,29.78,7,16,1,2015,2,10,1,OwnerOccupier,Sviblovo,10.51446841
7/6/15,49.1,49.1,10,17,1,2016,1,11,1,OwnerOccupier,Poselenie Sosenskoe,20.09291717
7/6/15,43.3,45.9,19,22,1,2015,1,10.3,1,OwnerOccupier,Poselenie Vnukovskoe,21.70767232
7/6/15,75.3,45.4,10,17,1,2001,3,9.5,3,Investment,Teplyj Stan,15.78644668
7/7/15,43.3,20,10,22,4,2016,1,10,1,OwnerOccupier,Poselenie Vnukovskoe,22.45027177
7/7/15,34.02,34.02,3,3,1,2016,1,10.2,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
7/7/15,41.6,27.9,9,9,2,1964,2,5.2,2,Investment,Savelovskoe,4.76298581
7/7/15,76.9,46.1,13,17,1,1993,3,10.1,2,Investment,Mitino,18.41428008
7/7/15,61.6,61.6,16,17,1,2016,2,9.5,1,OwnerOccupier,Solncevo,16.95715522
7/7/15,47.17,47.17,6,25,1,2015,1,10,1,OwnerOccupier,Filevskij Park,6.514713376
7/7/15,62.7,42.4,1,12,5,1966,3,9.1,2,Investment,Rostokino,8.624202378
7/7/15,54,32.5,17,17,1,1994,2,9.1,4,Investment,Mitino,17.94890404
7/7/15,38.2,19.6,1,16,1,1983,1,9.8,2,Investment,Ostankinskoe,6.461991421
7/7/15,32.6,18.8,9,9,1,1969,1,6.7,2,Investment,Alekseevskoe,6.542027967
7/7/15,46.9,30,8,9,1,1976,2,5.9,3,Investment,Otradnoe,12.89820231
7/7/15,62.4,46.3,23,19,1,2016,2,10.1,1,OwnerOccupier,Nagornoe,8.626075639
7/7/15,40,46.4,9,17,1,2016,2,10,1,OwnerOccupier,Tverskoe,0.072896553
7/8/15,46.2,24.9,7,9,2,1966,2,7.7,3,Investment,Rostokino,8.695150962
7/8/15,84.8,45.8,12,17,1,2011,3,9.7,2,Investment,Nekrasovka,19.4369908
7/8/15,84.1,25,4,15,6,2017,3,14.86,1,OwnerOccupier,Poselenie Sosenskoe,20.09291717
7/8/15,34.7,51.1,3,3,2,2016,1,10,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
7/8/15,54.8,32.3,4,18,1,1989,2,9.4,2,Investment,Taganskoe,3.624158289
7/8/15,63.8,34.3,13,18,2,2005,2,9.9,3,Investment,Otradnoe,13.09133614
7/8/15,38.7,19,11,17,1,1988,1,7.5,3,Investment,Chertanovo Severnoe,12.06117083
7/8/15,46.25,46.25,11,17,1,2016,1,5.6,1,OwnerOccupier,Levoberezhnoe,15.48281443
7/8/15,38.8,40,9,17,1,2016,1,8.5,1,OwnerOccupier,Poselenie Vnukovskoe,22.2224338
7/8/15,36.9,18,16,24,6,2017,1,8,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/8/15,48.9,31.2,4,14,5,1974,2,8.9,2,Investment,Vostochnoe Degunino,14.58930446
7/8/15,37.5,18.8,11,17,1,2013,1,8.4,2,Investment,Krylatskoe,12.76656758
7/8/15,39.8,18.9,6,14,1,2003,2,9.8,3,Investment,Nekrasovka,19.6854212
7/8/15,39.4,25.4,1,5,2,1968,2,5.4,3,Investment,Pechatniki,11.97613618
7/8/15,54.99,51.2,3,3,1,2015,2,9.8,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
7/8/15,47.8,46.1,8,12,1,1975,2,6.7,3,Investment,Otradnoe,13.1180717
7/9/15,36.6,21.3,1,9,1,1978,1,6.4,2,Investment,Bibirevo,15.28235283
7/9/15,32.3,18.7,4,9,1,1976,1,6,3,Investment,Jasenevo,17.36522087
7/9/15,58.9,40.4,2,8,2,1960,3,7.4,3,Investment,Gagarinskoe,5.368001858
7/9/15,63.4,63.4,12,17,1,2016,2,12.4,1,OwnerOccupier,Poselenie Vnukovskoe,21.90579236
7/9/15,28.6,12.8,8,9,2,1966,1,6.3,2,Investment,Gol'janovo,13.44387339
7/9/15,28.05,38.28,5,5,6,2017,1,11.4,1,OwnerOccupier,Poselenie Vnukovskoe,26.33803491
7/9/15,63.13,59.32,2,17,4,2017,2,10,3,OwnerOccupier,Mitino,18.20669035
7/9/15,67.3,46.77,7,15,6,2016,2,10.2,1,OwnerOccupier,Poselenie Sosenskoe,19.1706772
7/9/15,38.2,19.7,5,22,1,1998,1,10.1,3,Investment,Akademicheskoe,7.342875749
7/9/15,56.8,31.6,7,16,1,1977,2,9.9,2,Investment,Orehovo-Borisovo Severnoe,15.01397156
7/9/15,81.7,47.5,12,12,1,1981,3,8.3,3,Investment,Strogino,14.72313222
7/9/15,35.4,19.8,4,12,5,1969,1,9.5,3,Investment,Rjazanskij,8.930858115
7/9/15,48.7,32.1,3,12,5,1965,2,9.4,2,Investment,Levoberezhnoe,15.06413639
7/9/15,100.04,10.428,2,2,2,2015,3,10,1,OwnerOccupier,Zapadnoe Degunino,15.86904434
7/9/15,90.9,38.8,2,2,1,2015,3,10,1,OwnerOccupier,Tverskoe,0.072896553
7/9/15,31.8,21.7,6,9,5,1963,1,5.2,2,Investment,Nagornoe,8.217148068
7/9/15,135.8,54.09,3,3,1,2016,3,10,1,OwnerOccupier,Poselenie Rogovskoe,70.73876915
7/9/15,36.9,20,15,24,6,2017,1,9,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/9/15,57.51,35,9,24,6,2017,2,10,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/10/15,84.6,54.6,4,5,2,1958,3,8.2,2,Investment,Pokrovskoe Streshnevo,13.18783215
7/10/15,58,62.1,1,12,1,2015,3,8.8,1,OwnerOccupier,Tverskoe,0.072896553
7/10/15,38.6,23.7,9,9,2,1969,2,6.4,2,Investment,Mozhajskoe,11.20230438
7/10/15,34.8,34.8,1,3,4,2016,1,10,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
7/10/15,80.66,50,15,24,6,2017,3,11,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/10/15,32.2,18.6,5,9,1,1972,1,5.9,2,Investment,Pechatniki,9.741079048
7/10/15,38.85,20,9,24,1,2016,1,8,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/10/15,114,61.8,15,23,4,2008,3,17.4,4,Investment,Horoshevo-Mnevniki,9.405079736
7/10/15,45.9,30.6,2,5,1,1963,2,5.6,3,Investment,Zjuzino,11.14870103
7/10/15,84.6,52.35,6,16,1,2015,3,10,1,OwnerOccupier,Poselenie Vnukovskoe,25.02885405
7/10/15,69.3,46.8,8,15,1,2015,2,10.8,1,OwnerOccupier,Poselenie Sosenskoe,20.09291717
7/10/15,29.7,29.7,16,16,1,2016,1,8.7,1,OwnerOccupier,Poselenie Shherbinka,28.04929978
7/10/15,51.7,62.1,3,17,1,2016,2,9.2,1,OwnerOccupier,Solncevo,16.95715522
7/10/15,52.4,30.6,6,14,1,1988,2,8.6,2,Investment,Caricyno,13.35672578
7/10/15,51.91,51.91,15,17,4,2016,2,9.8,3,OwnerOccupier,Sviblovo,10.51446841
7/11/15,106.61,45.94,14,30,6,2017,3,12,1,OwnerOccupier,Ramenki,10.91522293
7/11/15,51.6,30.6,13,15,1,1999,2,8.3,3,Investment,Orehovo-Borisovo Juzhnoe,16.62743002
7/11/15,52.3,52.3,13,17,1,2015,2,12,1,OwnerOccupier,Solncevo,16.95715522
7/11/15,54.3,32,17,17,1,2005,2,9.3,3,Investment,Severnoe Tushino,17.09367521
7/11/15,32.3,17.9,3,6,2,1961,1,6,3,Investment,Severnoe Izmajlovo,13.08314238
7/11/15,37.7,52.3,10,17,1,2016,1,10,1,OwnerOccupier,Tverskoe,0.072896553
7/11/15,51.7,51.7,3,3,4,2016,2,10,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
7/13/15,51,29.2,8,9,1,1967,2,6.7,2,Investment,Ajeroport,6.793666872
7/13/15,44.3,28.9,4,5,2,1963,2,5.8,3,Investment,Presnenskoe,3.859759009
7/13/15,45.6,28.5,4,9,1,1967,2,6.2,2,Investment,Gol'janovo,10.58142649
7/13/15,73.6,73.6,6,17,1,2015,2,10,1,OwnerOccupier,Poselenie Sosenskoe,20.52526418
7/13/15,68.47,57.7,7,17,1,2016,2,10,1,OwnerOccupier,Poselenie Moskovskij,16.00085262
7/13/15,41.2,25.9,5,5,2,1961,2,5.4,3,Investment,Timirjazevskoe,7.376466674
7/13/15,59.8,43.5,4,9,1,1967,3,5.9,2,Investment,Izmajlovo,12.72463969
7/13/15,37.23,20,9,24,6,2017,1,8,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/13/15,34.7,18.9,10,12,1,1972,1,10.2,2,Investment,Veshnjaki,13.20201115
7/13/15,41.9,36.13,15,17,1,2016,1,9.8,1,OwnerOccupier,Tverskoe,0.072896553
7/13/15,51.7,62.1,2,17,1,2016,2,9.2,1,OwnerOccupier,Poselenie Vnukovskoe,21.90579236
7/13/15,40.4,18.6,4,10,1,2015,1,10,1,OwnerOccupier,Poselenie Voskresenskoe,26.96046256
7/13/15,40.9,21,2,14,1,2005,1,8.3,3,Investment,Bogorodskoe,9.792632884
7/13/15,74.9,45.3,17,17,1,1999,3,10.2,3,Investment,Rjazanskij,8.309579368
7/13/15,57.42,35,13,24,6,2017,2,10,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/13/15,38.8,19.1,11,12,1,2000,1,8.5,2,Investment,Juzhnoe Butovo,23.21212967
7/13/15,57.48,28.5,10,12,4,2017,2,8,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/13/15,36.1,20,12,12,5,1971,1,10,2,Investment,Butyrskoe,8.528770255
7/13/15,45.6,28.1,4,5,1,1960,2,5.4,2,Investment,Lomonosovskoe,9.809247089
7/14/15,49.4,41.9,9,17,1,2016,1,8.4,1,OwnerOccupier,Poselenie Sosenskoe,20.36597232
7/14/15,84.6,84.6,11,17,1,2016,3,10,1,OwnerOccupier,Solncevo,16.95715522
7/14/15,37.7,19,11,17,1,2002,1,7,2,Investment,Severnoe Butovo,19.96550143
7/14/15,62.8,39,5,9,1,1978,3,8.2,2,Investment,Perovo,9.980795638
7/14/15,58.1,35,9,24,6,2017,2,10,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/14/15,57.8,6,3,12,1,2000,2,9.2,2,Investment,Juzhnoe Butovo,23.21212967
7/14/15,40.3,21,3,9,1,1972,1,7.2,3,Investment,Gol'janovo,14.57834636
7/14/15,47.81,47.81,7,12,4,2016,1,10,1,OwnerOccupier,Poselenie Voskresenskoe,25.73525569
7/14/15,120.4,72,27,30,6,2015,3,12,1,OwnerOccupier,Horoshevo-Mnevniki,8.804660762
7/14/15,51.2,51.2,1,3,2,2015,2,7.5,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
7/14/15,32.7,18.9,4,9,1,1969,1,6.6,2,Investment,Pechatniki,9.33908408
7/14/15,54.66,52.33,3,3,1,2016,2,10,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
7/14/15,48.9,17.25,11,14,1,2017,1,14.9,1,OwnerOccupier,Poselenie Sosenskoe,20.36597232
7/14/15,49.85,35.16,14,17,1,2015,1,8.7,1,OwnerOccupier,Krylatskoe,15.0846942
7/14/15,51,61.9,2,17,1,2016,2,10,1,OwnerOccupier,Poselenie Desjonovskoe,29.13376481
7/14/15,52.45,50.18,2,25,4,2017,1,10,1,OwnerOccupier,Presnenskoe,4.265688359
7/14/15,37.7,62.1,11,15,1,2016,1,8.7,1,OwnerOccupier,Poselenie Sosenskoe,20.19708984
7/14/15,45.5,30,2,12,1,1976,2,6.7,2,Investment,Bibirevo,15.98447076
7/14/15,64.9,44.03,11,17,1,2016,1,10,1,OwnerOccupier,Jasenevo,16.26974103
7/14/15,42.16,40,1,17,1,2016,1,10,1,OwnerOccupier,Poselenie Vnukovskoe,22.32714056
7/15/15,54.5,32.3,10,17,1,2000,2,9.2,3,Investment,Mar'ino,12.66895425
7/15/15,35.77,34.33,6,12,1,2016,1,10,1,OwnerOccupier,Nagatinskij Zaton,8.998980625
7/15/15,56.8,40.1,10,25,1,2015,1,11,1,OwnerOccupier,Mitino,18.7528432
7/15/15,123.9,62.3,16,22,4,2003,3,12.7,3,Investment,Ivanovskoe,13.11538004
7/15/15,56.3,29,10,14,1,1986,2,8.4,3,Investment,Zamoskvorech'e,2.456931638
7/15/15,69.3,64,15,15,1,2016,2,11.4,1,OwnerOccupier,Poselenie Sosenskoe,20.09291717
7/15/15,51.1,46.8,3,17,4,2016,1,10,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
7/15/15,42.99,39.49,8,17,1,2016,1,10,1,OwnerOccupier,Poselenie Vnukovskoe,25.53803968
7/15/15,61.7,51.76,6,16,1,2017,2,10,1,OwnerOccupier,Sviblovo,11.01364798
7/15/15,51.7,57.97,6,17,1,2015,2,10,1,OwnerOccupier,Vnukovo,26.53959652
7/15/15,34.7,19.1,1,12,1,1990,1,10,1,Investment,Poselenie Filimonkovskoe,27.00081593
7/15/15,57.3,40.6,2,5,2,1964,2,5.8,2,Investment,Marfino,10.10174668
7/15/15,54.54,54.54,20,24,4,2015,1,10,1,OwnerOccupier,Presnenskoe,4.265688359
7/15/15,72.6,43.3,4,17,1,1995,3,10.3,1,Investment,Caricyno,12.64980024
7/15/15,64.6,46.2,9,16,1,1974,3,7.9,3,Investment,Lefortovo,3.739786334
7/15/15,34.8,34.8,3,3,1,2016,1,9.2,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
7/15/15,59.4,43.6,5,9,1,1974,3,6.1,2,Investment,Pechatniki,9.783570437
7/15/15,31.5,18.7,3,4,2,1961,1,5.5,2,Investment,Gol'janovo,10.19903779
7/15/15,107.4,59.38,8,17,4,2015,3,11,1,OwnerOccupier,Rostokino,9.145442096
7/15/15,46.2,30.9,3,5,5,1961,2,5.5,2,Investment,Severnoe Izmajlovo,12.48701404
7/15/15,60.2,58.7,3,3,2,2015,2,8.6,1,OwnerOccupier,Zapadnoe Degunino,15.86904434
7/16/15,27.79,44.03,11,17,1,2017,1,8.4,1,OwnerOccupier,Poselenie Filimonkovskoe,28.75536526
7/16/15,52.5,30.6,17,17,1,2002,2,10,2,Investment,Severnoe Butovo,19.96550143
7/16/15,61.09,40,15,24,6,2017,2,10,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/16/15,31.4,21.6,1,9,1,1964,1,4.8,2,Investment,Presnenskoe,6.029865098
7/16/15,54.4,28.3,2,15,1,1979,2,11.2,2,Investment,Golovinskoe,11.66932521
7/16/15,54.8,46.3,15,17,1,2016,2,10,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/16/15,39,39,8,17,1,2017,1,10,1,OwnerOccupier,Poselenie Vnukovskoe,21.90579236
7/16/15,37.58,17.96,3,9,6,2016,1,10.13,1,OwnerOccupier,Poselenie Vnukovskoe,21.72262007
7/16/15,55.9,32.4,9,14,2,1969,2,8.9,2,Investment,Tverskoe,2.644881093
7/16/15,124.8,74,27,30,6,2016,3,12,1,OwnerOccupier,Horoshevo-Mnevniki,8.804660762
7/16/15,31.6,19.7,4,5,5,1961,1,5.5,2,Investment,Koptevo,10.85031098
7/16/15,42.9,29.4,5,5,2,1968,2,5.3,2,Investment,Fili Davydkovo,10.09587662
7/16/15,71.7,35.3,1,9,6,2003,2,13,3,Investment,Kurkino,21.76025934
7/16/15,31.5,19.6,1,5,1,1960,1,5.4,2,Investment,Lomonosovskoe,8.892724561
7/16/15,41.4,41.4,20,24,1,2015,1,10,1,OwnerOccupier,Golovinskoe,12.27286654
7/16/15,39.8,24.8,3,5,2,1964,2,5.9,2,Investment,Savelovskoe,5.149495892
7/16/15,54.2,32.1,6,16,1,1980,2,9.2,2,Investment,Mar'ina Roshha,3.596352935
7/16/15,54.4,32.6,14,16,1,1975,2,9.3,2,Investment,Otradnoe,11.81941224
7/16/15,34.5,19.2,9,22,5,1984,1,9.4,2,Investment,Chertanovo Severnoe,12.83693772
7/16/15,38.5,62.1,8,17,1,2016,1,10,1,OwnerOccupier,Poselenie Vnukovskoe,22.2224338
7/16/15,58.14,35,8,24,6,2017,2,10,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/16/15,44.5,28.1,8,9,1,1978,2,6.1,2,Investment,Otradnoe,10.9372019
7/16/15,38.48,38.48,13,17,4,2016,1,8,1,OwnerOccupier,Poselenie Desjonovskoe,29.13376481
7/17/15,59.1,59.1,6,14,1,2015,2,10.3,1,OwnerOccupier,Nagornoe,8.626075639
7/17/15,49.5,30.3,4,7,2,1962,2,6.8,2,Investment,Alekseevskoe,6.198729385
7/17/15,109.4,109.4,25,25,1,2015,3,10.6,1,OwnerOccupier,Horoshevo-Mnevniki,8.804660762
7/17/15,69.42,67.12,1,3,1,2015,3,7.5,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
7/17/15,78.8,47.5,10,17,1,1998,3,10.1,3,Investment,Vojkovskoe,9.56585293
7/17/15,34.44,50.18,2,17,4,2017,1,10,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/17/15,54.1,32.1,8,14,1,2001,2,9.1,3,Investment,Juzhnoe Butovo,22.98540157
7/17/15,51.6,50,15,18,1,2016,2,10,1,OwnerOccupier,Poselenie Desjonovskoe,29.13376481
7/17/15,41.9,11.3,11,15,6,2017,1,11.3,1,OwnerOccupier,Poselenie Sosenskoe,19.92881447
7/17/15,28.9,12.6,3,5,2,1928,1,6.1,2,Investment,Danilovskoe,3.724839043
7/17/15,41.6,20.9,8,12,1,1983,1,8.4,3,Investment,Strogino,14.99867287
7/17/15,52.21,46.19,11,17,1,2016,2,9.8,1,OwnerOccupier,Poselenie Filimonkovskoe,27.76988468
7/17/15,61.09,38,15,24,6,2017,2,10,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/17/15,39.6,20.5,10,12,1,1997,1,10.4,2,Investment,Butyrskoe,8.562357558
7/17/15,77.8,39.3,14,27,6,2011,2,14,1,Investment,Horoshevo-Mnevniki,10.24417318
7/18/15,96.5,96.5,23,23,4,2015,3,10,1,OwnerOccupier,Krylatskoe,15.0846942
7/18/15,48.7,31.7,11,12,5,1966,2,8.7,2,Investment,Preobrazhenskoe,8.481575236
7/18/15,15.9,15.9,5,5,2,1957,1,8.9,2,Investment,Donskoe,4.429746495
7/18/15,79.2,39,16,20,1,2015,3,10,1,OwnerOccupier,Krjukovo,35.41637616
7/20/15,69.3,27.1,9,15,6,2017,2,17.96,1,OwnerOccupier,Poselenie Sosenskoe,21.06347842
7/20/15,71.79,59.38,6,18,4,2016,3,12.4,1,OwnerOccupier,Nagatinskij Zaton,8.76547251
7/20/15,46.4,17.4,13,24,1,2004,1,8.9,3,Investment,Ljublino,13.16377004
7/20/15,77.5,46,9,17,1,1985,3,10.1,2,Investment,Juzhnoe Tushino,15.45763295
7/20/15,56.08,41.7,17,17,4,2016,2,10.6,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
7/20/15,74.61,50.22,3,16,1,2015,2,10,1,OwnerOccupier,Sviblovo,11.0178752
7/20/15,67.12,67.12,1,3,1,2015,3,10,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
7/20/15,38.3,19.2,9,17,1,1987,1,8.5,3,Investment,Chertanovo Severnoe,13.58591652
7/20/15,64,56,8,17,4,2016,2,10,1,OwnerOccupier,Solncevo,16.95715522
7/20/15,35,20.1,2,5,1,1962,1,5.3,2,Investment,Nizhegorodskoe,6.50381315
7/20/15,76.8,44.2,14,16,1,1979,3,10.3,2,Investment,Juzhnoe Medvedkovo,13.18615835
7/20/15,37.23,40.54,12,18,4,2017,1,10,1,OwnerOccupier,Nagatinskij Zaton,8.76547251
7/20/15,57.69,57.69,2,17,1,2016,2,10,1,OwnerOccupier,Poselenie Moskovskij,23.37369741
7/20/15,65.4,38.8,2,4,1,2015,3,9.3,1,OwnerOccupier,Tverskoe,0.072896553
7/20/15,38.9,19,5,17,1,1989,1,8.4,3,Investment,Savelovskoe,5.989905509
7/20/15,36.7,14.7,1,12,2,1981,1,10.9,2,Investment,Nagatinskij Zaton,7.942566112
