id,timestamp,price_doc,kremlin_km,full_sq,life_sq,kitch_sq,floor,max_floor,sub_area,okurg_district,price_full,quarter
186,2011-10-24,18000000,13.09133614,98.0,55.2795275591,13.2190174598,12.0,17.0,Otradnoe,North Eastern ,183673.469388,Q4-11
187,2011-10-24,1200000,10.43268634,31.0,20.0,4.7619047619,2.0,5.0,Kuz'minki,South Eastern ,38709.6774194,Q4-11
189,2011-10-24,5500000,13.02402239,38.0,20.14,8.63142857143,15.0,16.0,Ivanovskoe,Eastern ,144736.842105,Q4-11
190,2011-10-24,6150000,11.85950836,37.0,19.0,7.0,10.0,12.0,Ochakovo-Matveevskoe,Western ,166216.216216,Q4-11
191,2011-10-24,4210429,10.38353134,104.0,64.0,11.5468796214,7.0,12.0,Shhukino,North Western ,40484.8942308,Q4-11
192,2011-10-24,5500000,12.1794966,45.0,28.0,5.0,5.0,9.0,Gol'janovo,Eastern ,122222.222222,Q4-11
193,2011-10-25,1000000,14.51918329,33.0,19.0,6.0,9.0,12.0,Hovrino,Northern ,30303.030303,Q4-11
194,2011-10-25,5000000,13.68673997,39.0,39.0,8.76515151515,10.0,12.0,Vostochnoe Izmajlovo,Eastern ,128205.128205,Q4-11
197,2011-10-25,6500000,4.873539337,36.0,20.0,4.0,5.0,6.0,Basmannoe,Central ,180555.555556,Q4-11
198,2011-10-25,7200000,15.226282,54.0,38.0,8.89361702128,3.0,9.0,Juzhnoe Tushino,North Western ,133333.333333,Q4-11
199,2011-10-25,6700000,16.56484798,54.0,44.5,12.9193548387,2.0,5.0,Kapotnja,South Eastern ,124074.074074,Q4-11
200,2011-10-25,18100000,9.058081135,102.0,64.0,13.7142857143,8.0,12.0,Fili Davydkovo,Western ,177450.980392,Q4-11
201,2011-10-25,7150000,5.838068408,38.0,19.0,5.06666666667,15.0,17.0,Horoshevskoe,Northern ,188157.894737,Q4-11
202,2011-10-25,5700000,22.26584093,33.0,14.0,5.09090909091,8.0,9.0,Juzhnoe Butovo,South Western ,172727.272727,Q4-11
203,2011-10-25,4050000,7.659129026,30.0,18.1935483871,5.07726931733,3.0,4.0,Marfino,North Eastern ,135000.0,Q4-11
204,2011-10-25,10600000,4.904219663,76.0,49.1603773585,10.4279588336,2.0,5.0,Juzhnoportovoe,South Eastern ,139473.684211,Q4-11
205,2011-10-26,5500000,13.17892282,44.0,28.3555555556,4.88888888889,8.0,9.0,Vostochnoe Izmajlovo,Eastern ,125000.0,Q4-11
206,2011-10-26,5750000,5.028384024,35.0,21.0,5.8132183908,5.0,12.0,Lefortovo,South Eastern ,164285.714286,Q4-11
207,2011-10-26,13500000,12.93967712,72.0,45.0,12.0,10.0,16.0,Krylatskoe,Western ,187500.0,Q4-11
208,2011-10-26,4850000,16.77998286,32.0,19.1818181818,5.29153605016,6.0,9.0,Chertanovo Juzhnoe,Southern ,151562.5,Q4-11
209,2011-10-26,7700000,37.58655555,84.0,43.0,11.8620689655,21.0,22.0,Silino,Zelenograd ,91666.6666667,Q4-11
210,2011-10-26,2000000,15.55538906,45.0,26.6363636364,7.99090909091,5.0,9.0,Chertanovo Juzhnoe,Southern ,44444.4444444,Q4-11
212,2011-10-26,6197000,15.61207974,38.0,20.8039215686,4.86900292032,5.0,12.0,Juzhnoe Tushino,North Western ,163078.947368,Q4-11
213,2011-10-26,6200000,6.237770139,37.0,23.640625,5.06584821429,7.0,9.0,Savelovskoe,Northern ,167567.567568,Q4-11
214,2011-10-26,8590000,17.60163678,54.0,32.0,9.0,15.0,17.0,Jasenevo,South Western ,159074.074074,Q4-11
215,2011-10-26,3600000,15.96911719,43.0,28.0,6.55319148936,2.0,4.0,Juzhnoe Tushino,North Western ,83720.9302326,Q4-11
218,2011-10-27,9200000,10.58866396,50.0,28.0,6.0,14.0,22.0,Fili Davydkovo,Western ,184000.0,Q4-11
219,2011-10-27,3670000,12.70502351,17.0,13.0,3.46666666667,4.0,17.0,Severnoe Izmajlovo,Eastern ,215882.352941,Q4-11
221,2011-10-27,9200000,5.24617055,58.0,36.231884058,7.68555116381,8.0,9.0,Danilovskoe,Southern ,158620.689655,Q4-11
222,2011-10-27,6120000,14.67565663,38.0,19.0,5.06666666667,5.0,12.0,Severnoe Medvedkovo,North Eastern ,161052.631579,Q4-11
223,2011-10-28,11640000,20.40611928,93.0,52.4615384615,18.2925101215,5.0,17.0,Kurkino,North Western ,125161.290323,Q4-11
225,2011-10-28,5700000,4.612864516,32.0,17.0,3.60606060606,3.0,5.0,Danilovskoe,Southern ,178125.0,Q4-11
226,2011-10-28,6800000,16.49344275,57.0,38.9886363636,8.66414141414,1.0,9.0,Severnoe Tushino,North Western ,119298.245614,Q4-11
227,2011-10-28,7500000,4.599239955,37.0,19.0,5.06666666667,16.0,17.0,Taganskoe,Central ,202702.702703,Q4-11
230,2011-10-28,4700000,14.51475522,41.0,27.0,7.5,7.0,12.0,Ljublino,South Eastern ,114634.146341,Q4-11
231,2011-10-28,5000000,8.762555819,34.0,19.0,5.06666666667,4.0,5.0,Nagatinskij Zaton,Southern ,147058.823529,Q4-11
232,2011-10-28,6090000,14.94421039,44.0,27.0,6.75,9.0,17.0,Chertanovo Central'noe,Southern ,138409.090909,Q4-11
