image,imdb_score,link,X,Film,Year,Director.Filmmaker.Name,Location.Display.Text,LATITUDE,LONGITUDE,Borough,Neighborhood,Media,IMDB.LINK,director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,num_voted_users,actor_3_name,facenumber_in_poster,plot_keywords,budget,title_year,imdb_score
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyOTg0MjM1NV5BMl5BanBnXkFtZTgwODY1NzMxMTE@._V1._CR107,112,1200,1838_SY1000_CR0,0,652,1000_AL_.jpg",7.2,http://imdb.com/title/tt0048605/?ref_=fn_tt_tt_1,202,The Seven Year Itch,1955,Billy Wilder,Lexington Ave. between 51st St. and 52nd St.<br>Midtown<br>Manhattan,40.75744885,-73.97163928,Manhattan,Midtown,Film,http://imdb.com/title/tt0048605/,NA,NA,NA,NA,Romance,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BODQwOTc5MDM2N15BMl5BanBnXkFtZTcwODQxNTEzNA@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",8.9,http://imdb.com/title/tt0050083/?ref_=fn_tt_tt_1,2,12 Angry Men,1957,Sidney Lumet,New York County Courthouse<br>40 Foley Square<br>Lower Manhattan,40.7137,-74.0079,Manhattan,Lower Manhattan,Film,http://imdb.com/title/tt0050083/,Sidney Lumet,96,Lee J. Cobb,NA,Crime,Jack Warden,12 Angry Menâ_,447785,John Fiedler,1,courtroom|dialogue driven|dialogue driven storyline|jury|murder,350000,1957,8.9
https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNzQ3MjE2Nl5BMl5BanBnXkFtZTcwNjU2NzI5NA@@._V1_.jpg,8.2,http://imdb.com/title/tt0051036/?ref_=fn_tt_tt_1,165,Sweet Smell of Success,1957,Alexandre Mackenrick,Manhattan ,40.75779831,-73.97556603,Manhattan,Midtown,Film,http://imdb.com/title/tt0051036/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BOWFhOTM1NDItZTMyYi00MGZiLWFjYTktOWI3YTgzNGRjY2I3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SY1000_CR0,0,667,1000_AL_.jpg",7.5,http://imdb.com/title/tt0051207/?ref_=fn_tt_tt_1,210,The Wrong Man,1956,Alfred Hitchcock,Subway at 53rd St. and Fifth Ave.<br>Midtown<br>Manhattan,40.76050449,-73.97546411,Manhattan,Midtown,Film,http://imdb.com/title/tt0051207/,NA,NA,NA,NA,Crime,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjQwMTQ0MzgwNl5BMl5BanBnXkFtZTgwNjc4ODE4MzE@._V1_SY1000_CR0,0,639,1000_AL_.jpg",8.4,http://imdb.com/title/tt0053125/?ref_=fn_tt_tt_1,123,North by Northwest,1959,Alfred Hitchcock,Grand Central Terminal<br>Midtown<br>Manhattan,40.75310896,-73.9769876,Manhattan,Midtown,Film,http://imdb.com/title/tt0053125/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BOTRiZDQyNTktOTk4Ni00MmViLWI0NzMtN2YwN2RmNjAwN2RiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,6,http://imdb.com/title/tt0053270/?ref_=fn_tt_tt_1,144,Shadows,1959,John Cassavetes,MoMA<br>W. 53rd St.<br>Manhattan,40.7608458,-73.97647262,Manhattan,Midtown,Film,http://imdb.com/title/tt0053270/,NA,NA,NA,NA,Horror,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMzg3NTI2NzU2NF5BMl5BanBnXkFtZTcwMjQxMTQ5OQ@@._V1_.jpg,7.7,http://imdb.com/title/tt0054698/?ref_=fn_tt_tt_1,27,Breakfast at Tiffany's,1961,Blake Edwards,Tiffany & Co. at 727 Fifth Ave.<br>Midtown<br>Manhattan,40.76251,-73.974142,Manhattan,Midtown,Film,http://www.imdb.com/title/tt0054698/,NA,NA,NA,NA,Romance,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMzg3NTI2NzU2NF5BMl5BanBnXkFtZTcwMjQxMTQ5OQ@@._V1_.jpg,7.7,http://imdb.com/title/tt0054698/?ref_=fn_tt_tt_1,28,Breakfast at Tiffany's,1961,Blake Edwards,E. 71st St.<br>Upper East Side<br>Manhattan,40.77136061,-73.96643043,Manhattan,Upper East Side,Film,http://www.imdb.com/title/tt0054698/,NA,NA,NA,NA,Romance,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMzg3NTI2NzU2NF5BMl5BanBnXkFtZTcwMjQxMTQ5OQ@@._V1_.jpg,7.7,http://imdb.com/title/tt0054698/?ref_=fn_tt_tt_1,29,Breakfast at Tiffany's,1961,Blake Edwards,Central Park Mall<br>Manhattan,40.77321313,-73.97127986,Manhattan,Central Park,Film,http://www.imdb.com/title/tt0054698/,NA,NA,NA,NA,Romance,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NDAxOTI5MF5BMl5BanBnXkFtZTcwNjI4Mjg3NA@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",7.6,http://imdb.com/title/tt0055614/?ref_=fn_tt_tt_1,222,West Side Story,1961,"Robert Wise,Jerome Robbins",W. 68th St.<br>Upper West Side<br>Manhattan,40.77621929,-73.98391843,Manhattan,Upper West Side,Film,http://imdb.com/title/tt0055614/,Jerome Robbins,152,George Chakiris,43650000,Crime,Rita Moreno,West Side Storyâ_,71919,Richard Beymer,0,dance|gang|new york city|puerto rican|tragedy,6.00E+06,1961,7.6
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NDAxOTI5MF5BMl5BanBnXkFtZTcwNjI4Mjg3NA@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",7.6,http://imdb.com/title/tt0055614/?ref_=fn_tt_tt_1,223,West Side Story,1961,"Robert Wise,Jerome Robbins",W. 68th St.<br>Upper West Side<br>Manhattan,40.77651178,-73.98512006,Manhattan,Upper West Side,Film,http://imdb.com/title/tt0055614/,Jerome Robbins,152,George Chakiris,43650000,Crime,Rita Moreno,West Side Storyâ_,71919,Richard Beymer,0,dance|gang|new york city|puerto rican|tragedy,6.00E+06,1961,7.6
https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0MjI0NTg5OV5BMl5BanBnXkFtZTcwMTExODM5NA@@._V1_.jpg,6.8,http://imdb.com/title/tt0056626/?ref_=fn_tt_tt_1,214,Two for the Seesaw,1962,"Robert Wise
",Brooklyn Bridge,40.705693,-73.99630487,Manhattan,Lower Manhattan,Film,http://www.imdb.com/title/tt0056626/,NA,NA,NA,NA,Romance,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTJiYTg1MDktNGFmOS00ZjdhLTg1NWMtZmM1MzcyMDI5ZTU0XkEyXkFqcGdeQXVyNjczMjEyMTA@._V1_.jpg,7.4,http://imdb.com/title/tt0059448/?ref_=fn_tt_tt_1,115,Mirage,1965,Edward Dmytryk,Fifth Ave. and 66th St.<br>Central Park<br>Manhattan,40.7687,-73.9698,Manhattan,Central Park,Film,http://imdb.com/title/tt0059448/,NA,NA,NA,NA,Crime,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BNDA3NDgxMzQtOGNkOS00N2U0LWExMGItNGJkNzYxMDU5NjQ4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,7.8,http://imdb.com/title/tt0059575/?ref_=fn_tt_tt_1,193,The Pawnbroker,1965,Sidney Lumet,Park Ave. and E. 116th St.<br>Harlem<br>Manhattan,40.79935,-73.94325,Manhattan,Harlem,Film,http://imdb.com/title/tt0059575/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MTEyNDA0NF5BMl5BanBnXkFtZTgwMzg2MDM0MDE@._V1_.jpg,7.6,http://imdb.com/title/tt0059798/?ref_=fn_tt_tt_1,8,A Thousand Clowns,1965,Fred Coe,Statue of Liberty<br>Liberty Island<br>New York Harbor,40.68958731,-74.04379606,Manhattan,New York Harbor,Film,http://www.imdb.com/title/tt0059798/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NTQzNzY3MV5BMl5BanBnXkFtZTgwNjQyNjIzMTE@._V1_.jpg,6.3,http://imdb.com/title/tt0061209/?ref_=fn_tt_tt_1,231,You're a Big Boy Now,1966,Francis Ford Coppola,"New York Public Library<br>Fifth Ave. and 41st St.<br>Manhattan
",40.75286513,-73.98153663,Manhattan,Midtown,Film,http://www.imdb.com/title/tt0061209/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NTQzNzY3MV5BMl5BanBnXkFtZTgwNjQyNjIzMTE@._V1_.jpg,6.3,http://imdb.com/title/tt0061209/?ref_=fn_tt_tt_1,230,You're a Big Boy Now,1966,Francis Ford Coppola,Steeplechase Park<br>Coney Island<br>Brooklyn,40.57472566,-73.98032963,Brooklyn,Brooklyn,Film,http://www.imdb.com/title/tt0061209/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BNjJiNzhkNGYtNDRhNi00NjNjLWJmZGEtOTQ1ZDM2NDM0ODgzXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SY1000_CR0,0,659,1000_AL_.jpg",7,http://imdb.com/title/tt0061385/?ref_=fn_tt_tt_1,21,Barefoot in the Park,1967,Gene Saks,Washington Square Park<br>West Village<br>Manhattan,40.7307223,-73.99651408,Manhattan,West Village,Film,http://www.imdb.com/title/tt0061385/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BNjJiNzhkNGYtNDRhNi00NjNjLWJmZGEtOTQ1ZDM2NDM0ODgzXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SY1000_CR0,0,659,1000_AL_.jpg",7,http://imdb.com/title/tt0061385/?ref_=fn_tt_tt_1,22,Barefoot in the Park,1967,Gene Saks,Greenwich St. and Christopher St.<br>Greenwich Village<br>Manhattan,40.73311252,-74.00741458,Manhattan,SoHo,Film,http://www.imdb.com/title/tt0061385/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NTAyNTk0OF5BMl5BanBnXkFtZTcwMjM3MjEyMQ@@._V1_.jpg,5.4,http://imdb.com/title/tt0061927/?ref_=fn_tt_tt_1,101,LUV,1967,Clive Donner,Manhattan Bridge<br>Brooklyn,40.70507488,-73.98961008,Brooklyn,Brooklyn,Film,http://www.imdb.com/title/tt0061927/,NA,NA,NA,NA,Crime,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0Mjg0NTcxNV5BMl5BanBnXkFtZTcwNzQ2OTQ1MQ@@._V1_.jpg,7.6,http://imdb.com/title/tt0062425/?ref_=fn_tt_tt_1,215,Up the Down Staircase,1967,Robert Mulligan,East Harlem (El Barrio)<br>Manhattan,40.79792464,-73.94221544,Manhattan,Harlem,Film,http://www.imdb.com/title/tt0062425/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BN2E3MDY5NWQtMmE5YS00ZjQ0LTgyYjItN2Q4MGVhNWY0MWFhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SY1000_CR0,0,663,1000_AL_.jpg",6.5,http://imdb.com/title/tt0062824/?ref_=fn_tt_tt_1,36,Coogan's Bluff,1968,Don Siegel,Fort Tryon Park<br>Manhattan,40.85946031,-73.93408298,Manhattan,Fort George,Film,http://www.imdb.com/title/tt0062824/,NA,NA,NA,NA,Crime,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BNjEzZGVjYjEtNDEwNS00NDNlLTg1OTYtYzVjZWY1OGFiMzIxXkEyXkFqcGdeQXVyMDgyNjA5MA@@._V1_.jpg,5.8,http://imdb.com/title/tt0063036/?ref_=fn_tt_tt_1,72,Greetings,1968,Brian De Palma,39 Whitehall St.<br>Lower Manhattan,40.702951,-74.012777,Manhattan,Lower Manhattan,Film,http://www.imdb.com/title/tt0063036/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BNjAyNDA1MDc3MF5BMl5BanBnXkFtZTcwMTgxOTM2NA@@._V1_.jpg,6.1,http://imdb.com/title/tt0063348/?ref_=fn_tt_tt_1,190,The Night They Raided Minsky's ,1968,William Friedkin,"E. 26th St. near Second Ave.<br>Manhattan
",40.739701,-73.978935,Manhattan,Midtown,Film,http://www.imdb.com/title/tt0063348/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyNzgyNjk2MF5BMl5BanBnXkFtZTcwNTIwOTcxMQ@@._V1_.jpg,7.1,http://imdb.com/title/tt0063356/?ref_=fn_tt_tt_1,122,No Way to Treat a Lady,1968,Jack Smight,Carmines<br>200 W. 44th St. <br>Manhattan,40.75736758,-73.98670793,Manhattan,Times Square,Film,http://www.imdb.com/title/tt0063356/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyNzgyNjk2MF5BMl5BanBnXkFtZTcwNTIwOTcxMQ@@._V1_.jpg,7.1,http://imdb.com/title/tt0063356/?ref_=fn_tt_tt_1,121,No Way to Treat a Lady,1968,Jack Smight,New York City Bus<br>Manhattan,40.72268923,-73.98893952,Manhattan,Lower East Side,Film,http://www.imdb.com/title/tt0063356/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NjAyNzg2OF5BMl5BanBnXkFtZTcwOTIyMDUzMQ@@._V1_.jpg,6.4,http://imdb.com/title/tt0063462/?ref_=fn_tt_tt_1,198,The Producers,1968,Mel Brooks,Lincoln Center Plaza<br>Upper West Side<br>Manhattan,40.77234375,-73.98341954,Manhattan,Upper West Side,Film,http://www.imdb.com/title/tt0063462/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NjAyNzg2OF5BMl5BanBnXkFtZTcwOTIyMDUzMQ@@._V1_.jpg,6.4,http://imdb.com/title/tt0063462/?ref_=fn_tt_tt_1,197,The Producers,1968,Mel Brooks,East 80's<br>Upper East Side<br>Manhattan,40.77708049,-73.9539206,Manhattan,Upper East Side,Film,http://www.imdb.com/title/tt0063462/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NzE4NzkyNl5BMl5BanBnXkFtZTgwNTYyODgwNzE@._V1_.jpg,8,http://imdb.com/title/tt0063522/?ref_=fn_tt_tt_1,137,Rosemary's Baby,1968,Roman Polanski,"The Dakota<br>72nd St. and Central Park West<br>Manhattan
",40.77656053,-73.97615075,Manhattan,Upper West Side,Film,http://www.imdb.com/title/tt0063522/,Roman Polanski,136,Mia Farrow,NA,Horror,John Cassavetes,Rosemary's Babyâ_,140527,Charles Grodin,0,devil worship|incubus|paranoia|raped by a demon|satanism,2300000,1968,8
https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NzE4NzkyNl5BMl5BanBnXkFtZTgwNTYyODgwNzE@._V1_.jpg,8,http://imdb.com/title/tt0063522/?ref_=fn_tt_tt_1,136,Rosemary's Baby,1968,Roman Polanski,"The Dakota<br>72nd St. and Central Park West<br>Manhattan
",40.77639,-73.976069,Manhattan,Upper West Side,Film,http://www.imdb.com/title/tt0063522/,Roman Polanski,136,Mia Farrow,NA,Horror,John Cassavetes,Rosemary's Babyâ_,140527,Charles Grodin,0,devil worship|incubus|paranoia|raped by a demon|satanism,2300000,1968,8
https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NzE4NzkyNl5BMl5BanBnXkFtZTgwNTYyODgwNzE@._V1_.jpg,8,http://imdb.com/title/tt0063522/?ref_=fn_tt_tt_1,135,Rosemary's Baby,1968,Roman Polanski,Fifth Ave. and E. 62nd St.<br>Upper East Side<br>Manhattan,40.7661,-73.9717,Manhattan,Upper East Side,Film,http://www.imdb.com/title/tt0063522/,Roman Polanski,136,Mia Farrow,NA,Horror,John Cassavetes,Rosemary's Babyâ_,140527,Charles Grodin,0,devil worship|incubus|paranoia|raped by a demon|satanism,2300000,1968,8
https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NDQ2OTE5Nl5BMl5BanBnXkFtZTcwOTEwMzMyMQ@@._V1_.jpg,7.1,http://imdb.com/title/tt0063661/?ref_=fn_tt_tt_1,164,Sweet November,1968,Robert Ellis Miller,Remsen St. and Montague Terrace<br>Brooklyn Heights<br>Brooklyn,40.695,-73.9977,Brooklyn,Brooklyn,Film,http://www.imdb.com/title/tt0063661/,NA,NA,NA,NA,Romance,NA,NA,NA,NA,NA,NA,NA,NA,7.1
https://images-na.ssl-images-amazon.com/images/M/MV5BODM4NDI3OTcxN15BMl5BanBnXkFtZTgwNjc3MjIwMTI@._V1_SY1000_SX674_AL_.jpg,8.2,http://imdb.com/title/tt0063951/?ref_=fn_tt_tt_1,142,Sesame Street,1969,"Joan Ganz Cooney,(more)",Kaufman Astoria Studios<br>Astoria<br>Queens,40.757599,-73.923671,Queens,Queens,TV,http://www.imdb.com/title/tt0063951/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,8.2
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA2NDc5NDM2NjReQTJeQWpwZ15BbWU4MDM0NDc1NTEx._V1_SY1000_CR0,0,1516,1000_AL_.jpg",6.4,http://imdb.com/title/tt0064036/?ref_=fn_tt_tt_1,171,The April Fools,1969,Stuart Rosenberg,Central Park<br>Manhattan,40.77326188,-73.9711082,Manhattan,Central Park,Film,http://www.imdb.com/title/tt0064036/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA2NDc5NDM2NjReQTJeQWpwZ15BbWU4MDM0NDc1NTEx._V1_SY1000_CR0,0,1516,1000_AL_.jpg",6.4,http://imdb.com/title/tt0064036/?ref_=fn_tt_tt_1,170,The April Fools,1969,Stuart Rosenberg,Marine Midlane Bank<br>140 Broadway<br>Lower Manhattan,40.708972,-74.010518,Manhattan,Lower Manhattan,Film,http://www.imdb.com/title/tt0064036/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BNTgwZmIzMmYtZjE3Yy00NzgzLTgxNmUtNjlmZDlkMzlhOTJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SY1000_CR0,0,657,1000_AL_.jpg",7.9,http://imdb.com/title/tt0064665/?ref_=fn_tt_tt_1,113,Midnight Cowboy,1969,John Schlesinger,1414 Broadway<br>Midtown<br>Manhattan,40.753767,-73.986866,Manhattan,Midtown,Film,http://www.imdb.com/title/tt0064665/,John Schlesinger,113,Barnard Hughes,NA,Drama,Brenda Vaccaro,Midnight Cowboyâ_,76616,John McGiver,2,gay|homosexual|homosexuality|hustler|male rear nudity,3600000,1969,7.9
"https://images-na.ssl-images-amazon.com/images/M/MV5BNTgwZmIzMmYtZjE3Yy00NzgzLTgxNmUtNjlmZDlkMzlhOTJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SY1000_CR0,0,657,1000_AL_.jpg",7.9,http://imdb.com/title/tt0064665/?ref_=fn_tt_tt_1,114,Midnight Cowboy,1968,John Schlesinger,Times Square<br>Manhattan,40.75819652,-73.98512006,Manhattan,Times Square,Film,http://www.imdb.com/title/tt0064665/,John Schlesinger,113,Barnard Hughes,NA,Drama,Brenda Vaccaro,Midnight Cowboyâ_,76616,John McGiver,2,gay|homosexual|homosexuality|hustler|male rear nudity,3600000,1969,7.9
"https://images-na.ssl-images-amazon.com/images/M/MV5BMDRlMTJkMzctZGZmNi00ZDJhLTg5MDctY2JkNjM3OGJjNGJjXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_SY1000_CR0,0,712,1000_AL_.jpg",7,http://imdb.com/title/tt0065317/?ref_=fn_tt_tt_1,107,McCloud,1970,"Lou Antonio,Jack Arnold,(more)",Manhattan,40.75728631,-74.00074124,Manhattan,Midtown,TV,http://imdb.com/title/tt0065317/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
