title,clue,date,year,answer,day
IT WAS 50 YEARS AGO TODAY,Queen who fell for Zeus' swan song?, February 9, 2014,LEDA, Sunday
IT WAS 50 YEARS AGO TODAY,It may be a plot, February 9, 2014,ACRE, Sunday
IT WAS 50 YEARS AGO TODAY,Lone Star State sch., February 9, 2014,UTEP, Sunday
IT WAS 50 YEARS AGO TODAY,500 letters?, February 9, 2014,STP, Sunday
IT WAS 50 YEARS AGO TODAY,"Cause of the witch's demise in ""Hansel and Gretel""", February 9, 2014,OVEN, Sunday
IT WAS 50 YEARS AGO TODAY,'60s war zone, February 9, 2014,NAM, Sunday
IT WAS 50 YEARS AGO TODAY,Rice-A-___, February 9, 2014,RONI, Sunday
IT WAS 50 YEARS AGO TODAY,Fraternity chapter, February 9, 2014,RHO, Sunday
IT WAS 50 YEARS AGO TODAY,Big to-do, February 9, 2014,HOOPLA, Sunday
IT WAS 50 YEARS AGO TODAY,They're played at un conservatoire, February 9, 2014,ETUDES, Sunday
IT WAS 50 YEARS AGO TODAY,"Undermines, as support", February 9, 2014,ERODES, Sunday
IT WAS 50 YEARS AGO TODAY,Living in a swing state?, February 9, 2014,MOODY, Sunday
IT WAS 50 YEARS AGO TODAY,Kind of jacket with pockets on the chest, February 9, 2014,SAFARI, Sunday
IT WAS 50 YEARS AGO TODAY,Tilted, February 9, 2014,ASLANT, Sunday
IT WAS 50 YEARS AGO TODAY,Oxford's St. ___ College, February 9, 2014,ANNES, Sunday
IT WAS 50 YEARS AGO TODAY,City on the Seine upstream from Paris, February 9, 2014,TROYES, Sunday
IT WAS 50 YEARS AGO TODAY,A majority, February 9, 2014,MOST, Sunday
IT WAS 50 YEARS AGO TODAY,Aware of, February 9, 2014,ONTO, Sunday
IT WAS 50 YEARS AGO TODAY,Craze caused by this puzzle's subjects, February 9, 2014,BEATLEMANIA, Sunday
IT WAS 50 YEARS AGO TODAY,Schoolyard rejoinder, February 9, 2014,ISTOO, Sunday
IT WAS 50 YEARS AGO TODAY,Card count in Caesar's Palace?, February 9, 2014,LII, Sunday
IT WAS 50 YEARS AGO TODAY,Host for this puzzle's subjects on 2/9/64, February 9, 2014,EDSULLIVAN, Sunday
IT WAS 50 YEARS AGO TODAY,Places atop, February 9, 2014,SETSON, Sunday
IT WAS 50 YEARS AGO TODAY,Eban of Israel, February 9, 2014,ABBA, Sunday
IT WAS 50 YEARS AGO TODAY,"With 11-Down, subjects of this puzzle", February 9, 2014,PAULMCCARTNEYJOHNLENNON, Sunday
IT WAS 50 YEARS AGO TODAY,Enzyme suffix, February 9, 2014,ASE, Sunday
IT WAS 50 YEARS AGO TODAY,See 9-Down, February 9, 2014,RINGOSTARRGEORGEHARRISON, Sunday
IT WAS 50 YEARS AGO TODAY,Rampage, February 9, 2014,TEAR, Sunday
IT WAS 50 YEARS AGO TODAY,Way to go, February 9, 2014,STREET, Sunday
IT WAS 50 YEARS AGO TODAY,Nickname for this puzzle's subjects, February 9, 2014,THEFABFOUR, Sunday
IT WAS 50 YEARS AGO TODAY,Free, February 9, 2014,RID, Sunday
IT WAS 50 YEARS AGO TODAY,"Bikini blast, informally", February 9, 2014,ATEST, Sunday
IT WAS 50 YEARS AGO TODAY,Song sung by this puzzle's subjects on 6-Down's show on 2/9/64, February 9, 2014,SHELOVESYOU, Sunday
IT WAS 50 YEARS AGO TODAY,Big rig, February 9, 2014,SEMI, Sunday
IT WAS 50 YEARS AGO TODAY,Lead-in to while, February 9, 2014,ERST, Sunday
IT WAS 50 YEARS AGO TODAY,___ creek, February 9, 2014,UPA, Sunday
IT WAS 50 YEARS AGO TODAY,Dictator Amin, February 9, 2014,IDI, Sunday
IT WAS 50 YEARS AGO TODAY,Broadway's ___-Fontanne Theater, February 9, 2014,LUNT, Sunday
IT WAS 50 YEARS AGO TODAY,Promise of payment, February 9, 2014,IOU, Sunday
IT WAS 50 YEARS AGO TODAY,Frist's successor as Senate majority leader, February 9, 2014,REID, Sunday
IT WAS 50 YEARS AGO TODAY,One of the six counties of Northern Ireland, February 9, 2014,TYRONE, Sunday
IT WAS 50 YEARS AGO TODAY,Escort to the door, February 9, 2014,SEEOUT, Sunday
IT WAS 50 YEARS AGO TODAY,Yes, February 9, 2014,ASSENT, Sunday
IT WAS 50 YEARS AGO TODAY,Balanced conditions, February 9, 2014,STASES, Sunday
IT WAS 50 YEARS AGO TODAY,Band material, February 9, 2014,ELASTIC, Sunday
IT WAS 50 YEARS AGO TODAY,"Park, e.g., in N.Y.C.", February 9, 2014,AVE, Sunday
IT WAS 50 YEARS AGO TODAY,"Wallach of ""The Misfits""", February 9, 2014,ELI, Sunday
IT WAS 50 YEARS AGO TODAY,"Subtitle for ""Star Wars Episode IV,"" with ""A""", February 9, 2014,NEWHOPE, Sunday
IT WAS 50 YEARS AGO TODAY,"Just so, after ""to""", February 9, 2014,ATEE, Sunday
IT WAS 50 YEARS AGO TODAY,Bakeshop worker, February 9, 2014,ICER, Sunday
IT WAS 50 YEARS AGO TODAY,"Free throw avgs., e.g.", February 9, 2014,PCTS, Sunday
IT WAS 50 YEARS AGO TODAY,"One team in the N.B.A. All-Star Game, with ""the""", February 9, 2014,EAST, Sunday
IT WAS 50 YEARS AGO TODAY,City on the Nile, February 9, 2014,ASWAN, Sunday
IT WAS 50 YEARS AGO TODAY,Junior Olympics org., February 9, 2014,AAU, Sunday
IT WAS 50 YEARS AGO TODAY,Certain NASA launch, February 9, 2014,PROBE, Sunday
IT WAS 50 YEARS AGO TODAY,Had a ball at, February 9, 2014,ENJOYED, Sunday
IT WAS 50 YEARS AGO TODAY,Unpredictable, February 9, 2014,ERRATIC, Sunday
IT WAS 50 YEARS AGO TODAY,Composer Khachaturian, February 9, 2014,ARAM, Sunday
IT WAS 50 YEARS AGO TODAY,Slave, February 9, 2014,TOIL, Sunday
IT WAS 50 YEARS AGO TODAY,Apes, February 9, 2014,OAFS, Sunday
IT WAS 50 YEARS AGO TODAY,Apes, February 9, 2014,IMITATORS, Sunday
IT WAS 50 YEARS AGO TODAY,Where this puzzle's subjects got their start, February 9, 2014,LIVERPOOL, Sunday
IT WAS 50 YEARS AGO TODAY,Song sung by this puzzle's subjects on 6-Down's show on 9/12/65, February 9, 2014,YESTERDAY, Sunday
IT WAS 50 YEARS AGO TODAY,Earth's habitable parts, February 9, 2014,ECOSPHERE, Sunday
IT WAS 50 YEARS AGO TODAY,Dawnlike, February 9, 2014,ROSY, Sunday
IT WAS 50 YEARS AGO TODAY,Common monthly expense, February 9, 2014,CABLE, Sunday
IT WAS 50 YEARS AGO TODAY,Ladies' man, February 9, 2014,ROMEO, Sunday
IT WAS 50 YEARS AGO TODAY,Prey for a dingo, February 9, 2014,EMU, Sunday
IT WAS 50 YEARS AGO TODAY,"Molly formerly on ""S.N.L.""", February 9, 2014,SHANNON, Sunday
IT WAS 50 YEARS AGO TODAY,Like some dessert orders, February 9, 2014,ALAMODE, Sunday
IT WAS 50 YEARS AGO TODAY,King in 1922 news, February 9, 2014,TUT, Sunday
IT WAS 50 YEARS AGO TODAY,Hot, February 9, 2014,STOLEN, Sunday
IT WAS 50 YEARS AGO TODAY,Instrument depicted by the shaded squares in this grid, February 9, 2014,GUITAR, Sunday
IT WAS 50 YEARS AGO TODAY,1965 and 1966 concert site for this puzzle's subjects, February 9, 2014,SHEA, Sunday
IT WAS 50 YEARS AGO TODAY,Sweeping, February 9, 2014,VAST, Sunday
IT WAS 50 YEARS AGO TODAY,Soon, February 9, 2014,ANON, Sunday
IT WAS 50 YEARS AGO TODAY,Be domestic, February 9, 2014,NEST, Sunday
IT WAS 50 YEARS AGO TODAY,Medical suffix, February 9, 2014,OSIS, Sunday
IT WAS 50 YEARS AGO TODAY,"Calendar keeper, for short", February 9, 2014,PDA, Sunday
IT WAS 50 YEARS AGO TODAY,Medical suffix, February 9, 2014,OMA, Sunday
IT WAS 50 YEARS AGO TODAY,"The ""S"" of CBS: Abbr.", February 9, 2014,SYS, Sunday
IT WAS 50 YEARS AGO TODAY,Sci-fi sighting, February 9, 2014,UFO, Sunday
 ,Things millions of people have received in history?: Abbr., February 8, 2014,BAS, Saturday
 ,Snap, February 8, 2014,FLIPONESLID, Saturday
 ,Dieter's beef?, February 8, 2014,ACH, Saturday
 ,"Foreigner hit in the musical film ""Rock of Ages""", February 8, 2014,JUKEBOXHERO, Saturday
 ,___ poco (soon: It.), February 8, 2014,TRA, Saturday
 ,Western way, February 8, 2014,OREGONTRAIL, Saturday
 ,Guy, February 8, 2014,HOMBRE, Saturday
 ,Youngest player to qualify for an L.P.G.A. Tour event, February 8, 2014,WIE, Saturday
 ,Ain't fixed?, February 8, 2014,ISNT, Saturday
 ,Ticket number?, February 8, 2014,SPEED, Saturday
 ,Lock combinations?, February 8, 2014,DOS, Saturday
 ,Jewish community org., February 8, 2014,YMHA, Saturday
 ,Running back's target, February 8, 2014,HOLE, Saturday
 ,"Five minutes in a campaign itinerary, maybe", February 8, 2014,PHOTOOP, Saturday
 ,Physics class subj., February 8, 2014,ELEC, Saturday
 ,"Chestnut, say", February 8, 2014,OLDSAW, Saturday
 ,2013 Spike Jonze love story, February 8, 2014,HER, Saturday
 ,Piece in a fianchetto opening, February 8, 2014,BISHOP, Saturday
 ,Squalid, February 8, 2014,SLEAZY, Saturday
 ,Yo-yo, February 8, 2014,ASS, Saturday
 ,Play with someone else's toy?, February 8, 2014,DOGSIT, Saturday
 ,"""Check it out!,"" in Chihuahua", February 8, 2014,MIRA, Saturday
 ,Induces a shudder in, February 8, 2014,REVOLTS, Saturday
 ,Hominy makers extract it, February 8, 2014,BRAN, Saturday
 ,One attached to a handle, February 8, 2014,CBER, Saturday
 ,Decks, February 8, 2014,KOS, Saturday
 ,Something a baton carrier might pick up, February 8, 2014,TEMPO, Saturday
 ,___ passu (on equal footing), February 8, 2014,PARI, Saturday
 ,"Head, for short", February 8, 2014,LAV, Saturday
 ,This point forward, February 8, 2014,HEREON, Saturday
 ,Sri Lankan export, February 8, 2014,ORANGEPEKOE, Saturday
 ,"Day of the week of the great stock market crash, Oct. 29, 1929", February 8, 2014,TUE, Saturday
 ,It once had many satellites in its orbit, February 8, 2014,SOVIETUNION, Saturday
 ,Prefix with -gram, February 8, 2014,ANA, Saturday
 ,Prized cuts, February 8, 2014,TBONESTEAKS, Saturday
 ,Nutritional inits., February 8, 2014,LDL, Saturday
 ,Biblical figure famously painted nude by Rembrandt, February 8, 2014,BATHSHEBA, Saturday
 ,Certain temple locale, February 8, 2014,ACROPOLIS, Saturday
 ,Not likely to blush, February 8, 2014,SHAMELESS, Saturday
 ,Steep-sided inlet, February 8, 2014,FJORD, Saturday
 ,It may be on the line, February 8, 2014,LURE, Saturday
 ,Nickname on old political buttons, February 8, 2014,IKE, Saturday
 ,Watchmaker's cleaning tool, February 8, 2014,PEGWOOD, Saturday
 ,"Threesome needed in Wagner's ""Ring"" cycle", February 8, 2014,OBOISTS, Saturday
 ,Bar ___, February 8, 2014,NONE, Saturday
 ,Call routing abbr., February 8, 2014,EXT, Saturday
 ,Peewee, February 8, 2014,SHRIMP, Saturday
 ,Useful item if you 39-Across, February 8, 2014,LEASH, Saturday
 ,"""Three Sisters"" sister", February 8, 2014,IRINA, Saturday
 ,Fool, February 8, 2014,DOLT, Saturday
 ,Tree with burs, February 8, 2014,BEECH, Saturday
 ,Shipping choice, February 8, 2014,DHL, Saturday
 ,Protest vehemently, February 8, 2014,YOWL, Saturday
 ,"Low-priced American vodka known affectionately (and ironically) as ""Russia's finest""", February 8, 2014,POPOV, Saturday
 ,Brewers' hot spots, February 8, 2014,OASTS, Saturday
 ,Music genre of Poison and Guns N' Roses, February 8, 2014,HAIRMETAL, Saturday
 ,Poet arrested for treason in 1945, February 8, 2014,EZRAPOUND, Saturday
 ,Golden Globes nominee who was a Golden Gloves boxer, February 8, 2014,RYANONEAL, Saturday
 ,River through Silesia, February 8, 2014,ODER, Saturday
 ,Reddish remnant, February 8, 2014,EMBER, Saturday
 ,Quit working, February 8, 2014,GOKAPUT, Saturday
 ,Austrian neighbor, February 8, 2014,SLOVENE, Saturday
 ,"""___ alive!""", February 8, 2014,ITS, Saturday
 ,Curb, February 8, 2014,REININ, Saturday
 ,Health store snack ingredient, February 8, 2014,CAROB, Saturday
 ,"""Inside the Actors Studio"" channel", February 8, 2014,BRAVO, Saturday
 ,Nancy Drew never left hers behind, February 8, 2014,TEENS, Saturday
 ,Honeycomb maker, February 8, 2014,POST, Saturday
 ,"""I'm game""", February 8, 2014,LETS, Saturday
 ,"Left or right, say", February 8, 2014,HOOK, Saturday
 ,"""No kiddin'!""", February 8, 2014,GEE, Saturday
 ,"""The Power to Surprise"" sloganeer", February 8, 2014,KIA, Saturday
 ,Drill command to rifle carriers, February 7, 2014,PRESENTARMS, Friday
 ,"Bit of nonsense famously replacing ""strangers in the night""", February 7, 2014,DOOBEDOOBEDOO, Friday
 ,1979 Abba single, February 7, 2014,GIMMEGIMMEGIMME, Friday
 ,Emblem of a pharaoh, February 7, 2014,ASP, Friday
 ,Hooey, February 7, 2014,ROT, Friday
 ,"Show with an early episode titled ""Crate 'n Burial""", February 7, 2014,CSI, Friday
 ,Dragon roll ingredient, February 7, 2014,EEL, Friday
 ,Like grade skippers, February 7, 2014,SMART, Friday
 ,N.Y.C.-based grp. with its own police department, February 7, 2014,MTA, Friday
 ,Potential fire hazard, February 7, 2014,SHORT, Friday
 ,Philatelic collectible, February 7, 2014,PANE, Friday
 ,Littermates compete for them, February 7, 2014,TEATS, Friday
 ,Not had by, February 7, 2014,ONTO, Friday
 ,Sty chore, February 7, 2014,SLOPPING, Friday
 ,Like Lesbos and Lemnos, February 7, 2014,AEGEAN, Friday
 ,Patriotic chant, February 7, 2014,USAUSAUSA, Friday
 ,Synthetic fiber used in bicycle tires and bulletproof vests, February 7, 2014,KEVLAR, Friday
 ,Fourth-brightest star in the sky, February 7, 2014,ARCTURUS, Friday
 ,Big Green rivals, February 7, 2014,ELIS, Friday
 ,"John P. Marquand's ""The Late George ___""", February 7, 2014,APLEY, Friday
 ,"Family name in ""Look Homeward, Angel""", February 7, 2014,GANT, Friday
 ,"Part of a U.S. president's name that's Dutch for ""neighbors""", February 7, 2014,BUREN, Friday
 ,Something one might hang in a street, February 7, 2014,UEY, Friday
 ,Davis of the screen, February 7, 2014,BETTE, Friday
 ,Nabokov heroine, February 7, 2014,ADA, Friday
 ,"Throughout, in verse", February 7, 2014,OER, Friday
 ,Suffix of saccharides, February 7, 2014,OSE, Friday
 ,Prefix with saccharides, February 7, 2014,TRI, Friday
 ,Is guilty of petitio principii, February 7, 2014,BEGSTHEQUESTION, Friday
 ,Got a +2 on, February 7, 2014,DOUBLEBOGEYED, Friday
 ,"500m or 5,000m competitor, say", February 7, 2014,SPEEDSKATER, Friday
 ,Florida food fish, February 7, 2014,POMPANO, Friday
 ,Permanent data storer, February 7, 2014,ROM, Friday
 ,"""Your Movie Sucks"" author", February 7, 2014,EBERT, Friday
 ,One of Utah's state symbols, February 7, 2014,SEGO, Friday
 ,Paste holder?, February 7, 2014,EDITMENU, Friday
 ,Passeport detail, February 7, 2014,NOM, Friday
 ,It helps produce a kitty, February 7, 2014,TOMCAT, Friday
 ,Fivers, February 7, 2014,ABES, Friday
 ,Longtime first name in TV talk, February 7, 2014,REGIS, Friday
 ,Century-starting year, February 7, 2014,MDI, Friday
 ,Nobody's opposite, February 7, 2014,SOMEONE, Friday
 ,Wretched, February 7, 2014,DISMAL, Friday
 ,Code broken by some singers, February 7, 2014,OMERTA, Friday
 ,Startled reactions, February 7, 2014,GASPS, Friday
 ,John with an Oscar and a Tony, February 7, 2014,ELTON, Friday
 ,Turn off a lot, February 7, 2014,REPULSE, Friday
 ,Solution for toys in the attic?, February 7, 2014,TAGSALE, Friday
 ,Common standard for model railroads, February 7, 2014,HOGAUGE, Friday
 ,Twinkling topper, February 7, 2014,TIARA, Friday
 ,Flip, February 7, 2014,SAUCY, Friday
 ,"Spot that may be on the environment, briefly", February 7, 2014,PSA, Friday
 ,Fig. that's in the neighborhood, February 7, 2014,EST, Friday
 ,Query after a wipeout, February 7, 2014,AREYOUOK, Friday
 ,Food stuck in preparation, February 7, 2014,KEBAB, Friday
 ,Lost, February 7, 2014,ELUDED, Friday
 ,Witchy women, February 7, 2014,VIRAGOS, Friday
 ,Worse for wear?, February 7, 2014,RATTIER, Friday
 ,Not printed up?, February 7, 2014,UNTROD, Friday
 ,Container for a round, February 7, 2014,STEIN, Friday
 ,Like much baby food, February 7, 2014,PUREED, Friday
 ,"""I would ___ surprised""", February 7, 2014,NOTBE, Friday
 ,Plague, February 7, 2014,BESET, Friday
 ,"Actress Jennifer of ""Pride and Prejudice""", February 7, 2014,EHLE, Friday
 ,Sonic creator, February 7, 2014,SEGA, Friday
 ,More than nibble, February 7, 2014,SUP, Friday
 ,"Snap targets, for short", February 7, 2014,QBS, Friday
 ,Mooring rope, February 7, 2014,TYE, Friday
 ,Report of a shooting, February 6, 2014,BANG, Thursday
 ,"Brunch offerings, for short", February 6, 2014,OJS, Thursday
 ,Affected to a greater extent, February 6, 2014,ARTIER, Thursday
 ,Home of ancient Greek scholars, February 6, 2014,ELEA, Thursday
 ,Google result, February 6, 2014,HIT, Thursday
 ,Civic alternatives, February 6, 2014,SENTRAS, Thursday
 ,*Blubbered?, February 6, 2014,WASSOBBY, Thursday
 ,What a nod may mean, February 6, 2014,CONSENT, Thursday
 ,"""Wouldn't miss it!""", February 6, 2014,IMTHERE, Thursday
 ,Cone origin, February 6, 2014,FIR, Thursday
 ,"Heartbreak, e.g.", February 6, 2014,ACHE, Thursday
 ,Home of El Greco, February 6, 2014,TOLEDO, Thursday
