gross,date_c,name,rate,budget,Director,length,actors,open_week,year,genre
"        $115,646,235        

      ","R,2009-08-14",District 9,"8.0 based on 555,588 user ratings","        $30,000,000        

      ",Neill Blomkamp,PT112M,"Sharlto Copley,David James,Jason Cope","         $37,354,308        

      (USA)
      ",2009,"Action,Sci-Fi,Thriller"
"        $107,503,316        

      ","R,2009-03-06",Watchmen,"7.6 based on 409,411 user ratings","        $130,000,000        

      ",Zack Snyder,PT162M,"Jackie Earle Haley,Patrick Wilson,Carla Gugino","         £3,243,001        

      (UK)
      ",2009,"Action,Drama,Mystery"
"        $402,076,689        

      ","PG-13,2009-06-24",Transformers: Revenge of the Fallen,"6.0 based on 335,189 user ratings","        $200,000,000        

      ",Michael Bay,PT150M,"Shia LaBeouf,Megan Fox,Josh Duhamel","         £8,349,739        

      (UK)
      ",2009,"Action,Adventure,Sci-Fi"
"        $100,468,793        

      ","R,2008-07-25",Step Brothers,"6.9 based on 222,516 user ratings","        $65,000,000        

      ",Adam McKay,PT98M,"Will Ferrell,John C. Reilly,Mary Steenburgen","         $30,940,732        

      (USA)
      ",2008,Comedy
"        $67,266,300        

      ","R,2008-11-07",Role Models,"6.9 based on 199,741 user ratings","        $28,000,000        

      ",David Wain,PT99M,"Paul Rudd,Seann William Scott,Elizabeth Banks","         $19,167,085        

      (USA)
      ",2008,Comedy
"        $69,148,997        

      ","PG-13,2004-06-23",White Chicks,"5.5 based on 104,403 user ratings","        $37,000,000        

      ",Keenen Ivory Wayans,PT109M,"Marlon Wayans,Shawn Wayans,Busy Philipps","         $19,676,748        

      (USA)
      ",2004,"Comedy,Crime"
"        $436,471,036        

      ","PG,2004-05-19",Shrek 2,"7.2 based on 333,634 user ratings","        $150,000,000        

      ",Andrew Adamson,PT93M,"Mike Myers,Eddie Murphy,Cameron Diaz","         $108,037,878        

      (USA)
      ",2004,"Animation,Adventure,Comedy"
"        $87,341,380        

      ","R,2008-08-06",Pineapple Express,"7.0 based on 267,370 user ratings","        $27,000,000        

      ",David Gordon Green,PT111M,"Seth Rogen,James Franco,Gary Cole","         $23,245,025        

      (USA)
      ",2008,"Action,Comedy,Crime"
"        $5,694,401        

      ","R,2008-10-31",RocknRolla,"7.3 based on 202,521 user ratings","        $18,000,000        

      ",Guy Ritchie,PT114M,"Gerard Butler,Tom Wilkinson,Idris Elba","         £1,565,439        

      (UK)
      ",2008,"Action,Crime,Thriller"
"        $80,170,146        

      ","PG-13,2008-02-14",Jumper,"6.1 based on 252,089 user ratings","        $85,000,000        

      ",Doug Liman,PT88M,"Hayden Christensen,Samuel L. Jackson,Jamie Bell","         £3,068,803        

      (UK)
      ",2008,"Action,Adventure,Sci-Fi"
"        $134,518,390        

      ","PG-13,2008-06-13",The Incredible Hulk,"6.8 based on 341,295 user ratings","        $150,000,000        

      ",Louis Leterrier,PT112M,"Edward Norton,Liv Tyler,Tim Roth","         £3,253,723        

      (UK)
      ",2008,"Action,Adventure,Sci-Fi"
"        $148,085,755        

      ","R,2009-01-09",Gran Torino,"8.2 based on 594,281 user ratings","        $33,000,000        

      ",Clint Eastwood,PT116M,"Clint Eastwood,Bee Vang,Christopher Carley","         $271,720        

      (USA)
      ",2008,Drama
"        $121,463,226        

      ","R,2007-08-17",Superbad,"7.6 based on 441,155 user ratings","        $20,000,000        

      ",Greg Mottola,PT113M,"Michael Cera,Jonah Hill,Christopher Mintz-Plasse","         $33,052,411        

      (USA)
      ",2007,Comedy
"        $40,218,903        

      ","R,2008-01-25",There Will Be Blood,"8.1 based on 399,463 user ratings","        $25,000,000        

      ",Paul Thomas Anderson,PT158M,"Daniel Day-Lewis,Paul Dano,Ciarán Hinds","         $302,845        

      (USA)
      ",2007,"Drama,History"
"        $206,435,493        

      ","G,2007-06-29",Ratatouille,"8.0 based on 502,674 user ratings","        $150,000,000        

      ",Brad Bird,PT111M,"Brad Garrett,Lou Romano,Patton Oswalt","         $47,027,395        

      (USA)
      ",2007,"Animation,Comedy,Family"
"        $227,137,090        

      ","PG-13,2007-08-03",The Bourne Ultimatum,"8.1 based on 524,272 user ratings","        $110,000,000        

      ",Paul Greengrass,PT115M,"Matt Damon,Edgar Ramírez,Joan Allen","         $69,283,690        

      (USA)
      ",2007,"Action,Mystery,Thriller"
"        $234,360,014        

      ","PG-13,2006-05-26",X-Men: The Last Stand,"6.7 based on 405,436 user ratings","        $210,000,000        

      ",Brett Ratner,PT104M,"Patrick Stewart,Hugh Jackman,Halle Berry","         £7,091,820        

      (UK)
      ",2006,"Action,Adventure,Fantasy"
"        $148,213,377        

      ","PG-13,2006-08-04",Talladega Nights: The Ballad of Ricky Bobby,"6.6 based on 137,140 user ratings","        $72,500,000        

      ",Adam McKay,PT108M,"Will Ferrell,John C. Reilly,Sacha Baron Cohen","         $47,042,215        

      (USA)
      ",2006,"Action,Comedy,Sport"
"        $200,069,408        

      ","PG-13,2006-06-28",Superman Returns,"6.1 based on 246,521 user ratings","        $209,000,000        

      ",Bryan Singer,PT154M,"Brandon Routh,Kevin Spacey,Kate Bosworth","         $52,535,096        

      (USA)
      ",2006,"Action,Adventure,Sci-Fi"
"        $74,273,505        

      ","R,2007-11-21",No Country for Old Men,"8.1 based on 658,145 user ratings","        $25,000,000        

      ",Ethan Coen,PT122M,"Tommy Lee Jones,Javier Bardem,Josh Brolin","         $1,226,333        

      (USA)
      ",2007,"Crime,Drama,Thriller"
"        $134,520,804        

      ","PG-13,2007-06-27",Live Free or Die Hard,"7.2 based on 346,957 user ratings","        $110,000,000        

      ",Len Wiseman,PT128M,"Bruce Willis,Justin Long,Timothy Olyphant","         $33,369,559        

      (USA)
      ",2007,"Action,Adventure,Thriller"
"        $289,994,397        

      ","PG-13,2005-11-18",Harry Potter and the Goblet of Fire,"7.7 based on 416,054 user ratings","        $150,000,000        

      ",Mike Newell,PT157M,"Daniel Radcliffe,Emma Watson,Rupert Grint","         £14,933,901        

      (UK)
      ",2005,"Adventure,Family,Fantasy"
"        $54,557,348        

      ","R,2005-05-06",Crash,"7.8 based on 373,833 user ratings","        $6,500,000        

      ",Paul Haggis,PT112M,"Don Cheadle,Sandra Bullock,Thandie Newton","         $9,107,071        

      (USA)
      ",2004,"Crime,Drama,Thriller"
"        $37,623,143        

      ","R,2007-01-19",Pan's Labyrinth,"8.2 based on 497,384 user ratings","        €13,500,000        

      ",Guillermo del Toro,PT118M,"Ivana Baquero,Ariadna Gil,Sergi López","         $501,691        

      (Mexico)
      ",2006,"Drama,Fantasy,War"
"        $13,464,388        

      ","R,2004-09-24",Shaun of the Dead,"8.0 based on 416,392 user ratings","        £4,000,000        

      ",Edgar Wright,PT99M,"Simon Pegg,Nick Frost,Kate Ashfield","         £1,603,410        

      (UK)
      ",2004,"Comedy,Horror"
"        $244,052,771        

      ","G,2006-06-09",Cars,"7.1 based on 282,526 user ratings","        $120,000,000        

      ",John Lasseter,PT117M,"Owen Wilson,Bonnie Hunt,Paul Newman","         $60,119,509        

      (USA)
      ",2006,"Animation,Adventure,Comedy"
"        $44,540,956        

      ","PG,2004-08-27",Napoleon Dynamite,"6.9 based on 167,822 user ratings","        $400,000        

      ",Jared Hess,PT96M,"Jon Heder,Efren Ramirez,Jon Gries","         $116,666        

      (USA)
      ",2004,Comedy
"        $261,437,578        

      ","PG,2004-11-05",The Incredibles,"8.0 based on 507,344 user ratings","        $92,000,000        

      ",Brad Bird,PT115M,"Craig T. Nelson,Samuel L. Jackson,Holly Hunter","         $70,467,623        

      (USA)
      ",2004,"Animation,Action,Adventure"
"        $291,709,845        

      ","PG,2005-12-09","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","6.9 based on 303,500 user ratings","        $180,000,000        

      ",Andrew Adamson,PT143M,"Tilda Swinton,Georgie Henley,William Moseley","         £8,884,111        

      (UK)
      ",2005,"Adventure,Family,Fantasy"
"        $249,358,727        

      ","PG,2004-06-04",Harry Potter and the Prisoner of Azkaban,"7.8 based on 413,850 user ratings","        $130,000,000        

      ",Alfonso Cuarón,PT142M,"Daniel Radcliffe,Emma Watson,Rupert Grint","         £23,882,688        

      (UK)
      ",2004,"Adventure,Family,Fantasy"
"        $17,718,223        

      ","R,2004-02-20",EuroTrip,"6.6 based on 168,214 user ratings","        $25,000,000        

      ",Jeff Schaffer,PT93M,"Scott Mechlowicz,Jacob Pitts,Michelle Trachtenberg","         $6,711,384        

      (USA)
      ",2004,Comedy
"        $55,153,403        

      ","R,2004-10-29",Saw,"7.7 based on 314,525 user ratings","        $1,200,000        

      ",James Wan,PT103M,"Cary Elwes,Leigh Whannell,Danny Glover","         £1,239,813        

      (UK)
      ",2004,"Horror,Mystery,Thriller"
"        $125,531,634        

      ","PG-13,2004-12-10",Ocean's Twelve,"6.5 based on 299,202 user ratings","        $110,000,000        

      ",Steven Soderbergh,PT125M,"George Clooney,Brad Pitt,Julia Roberts","         $39,153,380        

      (USA)
      ",2004,"Crime,Thriller"
"        $77,862,546        

      ","R,2004-04-23",Man on Fire,"7.7 based on 279,356 user ratings","        $70,000,000        

      ",Tony Scott,PT146M,"Denzel Washington,Christopher Walken,Dakota Fanning","         $22,751,490        

      (USA)
      ",2004,"Action,Crime,Drama"
"        $118,627,117        

      ","PG,2004-12-17",A Series of Unfortunate Events,"6.8 based on 169,312 user ratings","        $140,000,000        

      ",Brad Silberling,PT108M,"Jim Carrey,Jude Law,Meryl Streep","         £2,210,979        

      (UK)
      ",2004,"Adventure,Comedy,Family"
"        $186,739,919        

      ","PG-13,2004-05-28",The Day After Tomorrow,"6.4 based on 349,614 user ratings","        $125,000,000        

      ",Roland Emmerich,PT124M,"Dennis Quaid,Jake Gyllenhaal,Emmy Rossum","         £7,321,633        

      (UK)
      ",2004,"Action,Adventure,Sci-Fi"
"        $57,637,485        

      ","PG-13,2004-06-11",The Chronicles of Riddick,"6.7 based on 190,647 user ratings","        $105,000,000        

      ",David Twohy,PT119M,"Vin Diesel,Judi Dench,Colm Feore","         $24,289,165        

      (USA)
      ",2004,"Action,Adventure,Sci-Fi"
"        $58,885,635        

      ","R,2004-03-19",Dawn of the Dead,"7.4 based on 202,367 user ratings","        $26,000,000        

      ",Zack Snyder,PT101M,"Sarah Polley,Ving Rhames,Mekhi Phifer","         $26,722,575        

      (USA)
      ",2004,"Action,Horror,Thriller"
"        $60,057,639        

      ","R,2003-11-26",Bad Santa,"7.1 based on 116,652 user ratings","        $23,000,000        

      ",Terry Zwigoff,PT91M,"Billy Bob Thornton,Bernie Mac,Lauren Graham","         $12,292,952        

      (USA)
      ",2003,"Comedy,Crime,Drama"
"        $15,417,771        

      ","R,2003-05-30",Wrong Turn,"6.1 based on 91,544 user ratings","        $12,600,000        

      ",Rob Schmidt,PT84M,"Eliza Dushku,Jeremy Sisto,Emmanuelle Chriqui","         $5,161,498        

      (USA)
      ",2003,Horror
"        $51,475,962        

      ","R,2003-04-25",Identity,"7.3 based on 187,302 user ratings","        $30,000,000        

      ",James Mangold,PT90M,"John Cusack,Ray Liotta,Amanda Peet","         $16,225,263        

      (USA)
      ",2003,"Mystery,Thriller"
"        $132,122,995        

      ","PG-13,2003-06-20",Hulk,"5.7 based on 220,029 user ratings","        $137,000,000        

      ",Ang Lee,PT138M,"Eric Bana,Jennifer Connelly,Sam Elliott","         $62,128,420        

      (USA)
      ",2003,"Action,Sci-Fi"
"        $127,083,765        

      ","PG-13,2003-06-06",2 Fast 2 Furious,"5.9 based on 204,849 user ratings","        $76,000,000        

      ",John Singleton,PT107M,"Paul Walker,Tyrese Gibson,Cole Hauser","         $50,472,480        

      (USA)
      ",2003,"Action,Crime,Thriller"
"        $128,579,698        

      ","PG-13,2002-10-18",The Ring,"7.1 based on 267,799 user ratings","        $48,000,000        

      ",Gore Verbinski,PT115M,"Naomi Watts,Martin Henderson,Brian Cox","         $15,015,393        

      (USA)
      ",2002,"Horror,Mystery"
"        $39,532,308        

      ","R,2002-03-15",Resident Evil,"6.7 based on 211,437 user ratings","        $33,000,000        

      ",Paul W.S. Anderson,PT100M,"Milla Jovovich,Michelle Rodriguez,Ryan McCluskey","         $17,707,106        

      (USA)
      ",2002,"Action,Horror,Sci-Fi"
"        $176,387,405        

      ","PG,2002-03-15",Ice Age,"7.6 based on 347,341 user ratings","        $59,000,000        

      ",Chris Wedge,PT81M,"Denis Leary,John Leguizamo,Ray Romano","         $46,312,454        

      (USA)
      ",2002,"Animation,Adventure,Comedy"
"        $160,201,106        

      ","PG-13,2002-11-22",Die Another Day,"6.1 based on 176,009 user ratings","        $142,000,000        

      ",Lee Tamahori,PT133M,"Pierce Brosnan,Halle Berry,Rosamund Pike","         £9,122,344        

      (UK)
      ",2002,"Action,Adventure,Thriller"
"        $18,488,314        

      ","R,2002-02-15",Super Troopers,"7.1 based on 79,181 user ratings","        $1,200,000        

      ",Jay Chandrasekhar,PT100M,"Jay Chandrasekhar,Kevin Heffernan,André Vippolis","         $7,149,203        

      (USA)
      ",2001,"Comedy,Crime,Mystery"
"        $45,162,741        

      ","PG-13,2001-09-28",Zoolander,"6.6 based on 210,848 user ratings","        $28,000,000        

      ",Ben Stiller,PT90M,"Ben Stiller,Owen Wilson,Christine Taylor","         $15,525,043        

      (USA)
      ",2001,Comedy
"        $133,756,285        

      ","PG-13,2003-04-11",Anger Management,"6.2 based on 177,438 user ratings","        $75,000,000        

      ",Peter Segal,PT106M,"Jack Nicholson,Adam Sandler,Marisa Tomei","         $42,220,847        

      (USA)
      ",2003,Comedy
"        $180,011,740        

      ","PG-13,2001-07-27",Planet of the Apes,"5.7 based on 184,037 user ratings","        $100,000,000        

      ",Tim Burton,PT119M,"Mark Wahlberg,Helena Bonham Carter,Tim Roth","         $68,532,960        

      (USA)
      ",2001,"Action,Adventure,Sci-Fi"
"        $37,882,551        

      ","R,2001-12-14",Not Another Teen Movie,"5.7 based on 83,411 user ratings","        $15,000,000        

      ",Joel Gallen,PT89M,"Chyler Leigh,Jaime Pressly,Chris Evans","         $12,615,116        

      (USA)
      ",2001,Comedy
"        $202,007,640        

      ","PG-13,2001-05-04",The Mummy Returns,"6.3 based on 258,047 user ratings","        $98,000,000        

      ",Stephen Sommers,PT130M,"Brendan Fraser,Rachel Weisz,John Hannah","         $68,139,035        

      (USA)
      ",2001,"Action,Adventure,Fantasy"
"        $30,059,386        

      ","R,2001-08-24",Jay and Silent Bob Strike Back,"6.9 based on 132,662 user ratings","        $22,000,000        

      ",Kevin Smith,PT104M,"Jason Mewes,Kevin Smith,Ben Affleck","         $11,018,543        

      (USA)
      ",2001,Comedy
"        $101,643,008        

      ","PG-13,2000-06-09",Gone in Sixty Seconds,"6.5 based on 226,842 user ratings","        $90,000,000        

      ",Dominic Sena,PT118M,"Nicolas Cage,Angelina Jolie,Giovanni Ribisi","         $25,336,048        

      (USA)
      ",2000,"Action,Crime,Thriller"
"        $233,630,478        

      ","PG-13,2000-12-22",Cast Away,"7.7 based on 418,762 user ratings","        $90,000,000        

      ",Robert Zemeckis,PT143M,"Tom Hanks,Helen Hunt,Paul Sanchez","         $39,852,075        

      (USA)
      ",2000,"Adventure,Drama,Romance"
"        $55,637,680        

      ","R,1999-07-16",Eyes Wide Shut,"7.3 based on 239,178 user ratings","        $65,000,000        

      ",Stanley Kubrick,PT159M,"Tom Cruise,Nicole Kidman,Todd Field","         $21,706,163        

      (USA)
      ",1999,"Drama,Mystery,Thriller"
"        $114,324,072        

      ","PG-13,2004-06-18",Dodgeball: A True Underdog Story,"6.7 based on 194,131 user ratings","        $20,000,000        

      ",Rawson Marshall Thurber,PT92M,"Ben Stiller,Christine Taylor,Vince Vaughn","         $30,070,196        

      (USA)
      ",2004,"Comedy,Sport"
"        $70,098,138        

      ","R,2003-10-10",Kill Bill: Vol. 1,"8.1 based on 784,200 user ratings","        $30,000,000        

      ",Quentin Tarantino,PT111M,"Uma Thurman,David Carradine,Daryl Hannah","         £162,857        

      (UK)
      ",2003,"Action,Crime,Thriller"
"        $66,257,002        

      ","PG-13,2004-01-09",Big Fish,"8.0 based on 363,628 user ratings","        $70,000,000        

      ",Tim Burton,PT125M,"Ewan McGregor,Albert Finney,Billy Crudup","         $207,377        

      (USA)
      ",2003,"Adventure,Drama,Fantasy"
"        $305,388,685        

      ","PG-13,2003-07-09",Pirates of the Caribbean: The Curse of the Black Pearl,"8.0 based on 857,550 user ratings","        $140,000,000        

      ",Gore Verbinski,PT143M,"Johnny Depp,Geoffrey Rush,Orlando Bloom","         $46,630,690        

      (USA)
      ",2003,"Action,Adventure,Fantasy"
"        $281,492,479        

      ","R,2003-05-15",The Matrix Reloaded,"7.2 based on 438,849 user ratings","        $150,000,000        

      ",Lana Wachowski,PT138M,"Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss","         $7,241,362        

      (Australia)
      ",2003,"Action,Sci-Fi"
"        $106,126,012        

      ","PG-13,2003-05-30",The Italian Job,"7.0 based on 297,559 user ratings","        $60,000,000        

      ",F. Gary Gray,PT111M,"Donald Sutherland,Mark Wahlberg,Edward Norton","         $19,457,944        

      (USA)
      ",2003,"Action,Crime,Thriller"
"        $310,675,583        

      ","PG,2002-05-16",Star Wars: Episode II - Attack of the Clones,"6.7 based on 497,587 user ratings","        $115,000,000        

      ",George Lucas,PT142M,"Hayden Christensen,Natalie Portman,Ewan McGregor","         £11,386,209        

      (UK)
      ",2002,"Action,Adventure,Fantasy"
"        $10,049,886        

      ","PG,2003-03-28",Spirited Away,"8.6 based on 457,158 user ratings","        $19,000,000        

      ",Hayao Miyazaki,PT125M,"Daveigh Chase,Suzanne Pleshette,Miyu Irino","         $1,052,197        

      (France)
      ",2001,"Animation,Adventure,Family"
"        $403,706,375        

      ","PG-13,2002-05-03",Spider-Man,"7.3 based on 572,631 user ratings","        $139,000,000        

      ",Sam Raimi,PT121M,"Tobey Maguire,Kirsten Dunst,Willem Dafoe","         $114,844,116        

      (USA)
      ",2002,"Action,Adventure"
"        $92,930,005        

      ","R,2002-10-04",Red Dragon,"7.2 based on 212,106 user ratings","        $78,000,000        

      ",Brett Ratner,PT124M,"Anthony Hopkins,Edward Norton,Ralph Fiennes","         $36,540,945        

      (USA)
      ",2002,"Crime,Drama,Thriller"
"        $190,418,803        

      ","PG-13,2002-07-03",Men in Black II,"6.1 based on 279,399 user ratings","        $140,000,000        

      ",Barry Sonnenfeld,PT88M,"Tommy Lee Jones,Will Smith,Rip Torn","         $52,148,751        

      (USA)
      ",2002,"Action,Adventure,Comedy"
"        $289,907,418        

      ","G,2001-11-02","Monsters, Inc.","8.1 based on 631,825 user ratings","        $115,000,000        

      ",Pete Docter,PT92M,"Billy Crystal,John Goodman,Mary Gibbs","         $62,577,067        

      (USA)
      ",2001,"Animation,Adventure,Comedy"
"        $30,093,107        

      ","R,2001-01-19",Snatch,"8.3 based on 637,609 user ratings","        £6,000,000        

      ",Guy Ritchie,PT102M,"Jason Statham,Brad Pitt,Benicio Del Toro","         £3,180,002        

      (UK)
      ",2000,"Comedy,Crime"
"        $156,997,084        

      ","R,2000-07-07",Scary Movie,"6.2 based on 195,202 user ratings","        $19,000,000        

      ",Keenen Ivory Wayans,PT88M,"Anna Faris,Jon Abrahams,Marlon Wayans","         $42,346,669        

      (USA)
      ",2000,Comedy
"        $15,047,419        

      ","R,2000-04-14",American Psycho,"7.6 based on 380,144 user ratings","        $7,000,000        

      ",Mary Harron,PT102M,"Christian Bale,Justin Theroux,Josh Lucas","         $4,961,015        

      (USA)
      ",2000,"Crime,Drama"
"        $245,823,397        

      ","G,1999-11-24",Toy Story 2,"7.9 based on 409,223 user ratings","        $90,000,000        

      ",John Lasseter,PT92M,"Tom Hanks,Tim Allen,Joan Cusack","         $57,388,839        

      (USA)
      ",1999,"Animation,Adventure,Comedy"
"        $293,501,675        

      ","PG-13,1999-08-06",The Sixth Sense,"8.1 based on 746,603 user ratings","        $40,000,000        

      ",M. Night Shyamalan,PT107M,"Bruce Willis,Haley Joel Osment,Toni Collette","         $26,681,262        

      (USA)
      ",1999,"Drama,Mystery,Thriller"
"        $10,824,921        

      ","R,1999-02-19",Office Space,"7.8 based on 208,525 user ratings","        $10,000,000        

      ",Mike Judge,PT89M,"Ron Livingston,Jennifer Aniston,David Herman","         $4,231,727        

      (USA)
      ",1999,Comedy
"        $155,247,825        

      ","PG-13,1999-05-07",The Mummy,"7.0 based on 330,886 user ratings","        $80,000,000        

      ",Stephen Sommers,PT125M,"Brendan Fraser,Rachel Weisz,John Hannah","         $43,369,635        

      (USA)
      ",1999,"Action,Adventure,Fantasy"
"        $136,801,374        

      ","R,1999-12-10",The Green Mile,"8.5 based on 849,925 user ratings","        $60,000,000        

      ",Frank Darabont,PT189M,"Tom Hanks,Michael Clarke Duncan,David Morse","         $18,017,152        

      (USA)
      ",1999,"Crime,Drama,Fantasy"
"        $163,479,795        

      ","PG-13,1999-06-25",Big Daddy,"6.4 based on 168,653 user ratings","        $34,200,000        

      ",Dennis Dugan,PT93M,"Adam Sandler,Joey Lauren Adams,Jon Stewart","         $41,536,370        

      (USA)
      ",1999,"Comedy,Drama,Family"
"        $130,058,047        

      ","R,1999-10-01",American Beauty,"8.4 based on 874,591 user ratings","        $15,000,000        

      ",Sam Mendes,PT122M,"Kevin Spacey,Annette Bening,Thora Birch","         $861,531        

      (USA)
      ",1999,"Drama,Romance"
"        $125,603,360        

      ","PG,1998-06-05",The Truman Show,"8.1 based on 717,535 user ratings","        $60,000,000        

      ",Peter Weir,PT103M,"Jim Carrey,Ed Harris,Laura Linney","         $31,542,121        

      (USA)
      ",1998,"Comedy,Drama,Sci-Fi"
"        $201,573,391        

      ","PG-13,1998-07-01",Armageddon,"6.6 based on 337,100 user ratings","        $140,000,000        

      ",Michael Bay,PT151M,"Bruce Willis,Billy Bob Thornton,Ben Affleck","         $36,089,972        

      (USA)
      ",1998,"Action,Adventure,Sci-Fi"
"        $138,339,411        

      ","R,1998-01-09",Good Will Hunting,"8.3 based on 652,742 user ratings","        $10,000,000        

      ",Gus Van Sant,PT126M,"Robin Williams,Matt Damon,Ben Affleck","         $272,912        

      (USA)
      ",1997,Drama
"        $306,124,059        

      ","PG-13,1996-07-03",Independence Day,"6.9 based on 451,715 user ratings","        $75,000,000        

      ",Roland Emmerich,PT145M,"Will Smith,Bill Pullman,Jeff Goldblum","         $50,200,000        

      (USA)
      ",1996,"Action,Adventure,Sci-Fi"
"        $162,792,677        

      ","G,1998-11-25",A Bug's Life,"7.2 based on 221,800 user ratings","        $120,000,000        

      ",John Lasseter,PT95M,"Kevin Spacey,Dave Foley,Julia Louis-Dreyfus","         $291,121        

      (USA)
      ",1998,"Animation,Adventure,Comedy"
"        $120,618,403        

      ","G,1998-06-19",Mulan,"7.5 based on 186,274 user ratings","        $90,000,000        

      ",Tony Bancroft,PT88M,"Ming-Na Wen,Eddie Murphy,BD Wong","         $22,745,143        

      (USA)
      ",1998,"Animation,Adventure,Family"
"        $54,700,065        

      ","R,1997-11-07",Starship Troopers,"7.2 based on 230,422 user ratings","        $105,000,000        

      ",Paul Verhoeven,PT129M,"Casper Van Dien,Denise Richards,Dina Meyer","         $22,058,773        

      (USA)
      ",1997,"Action,Adventure,Sci-Fi"
"        $39,647,595        

      ","R,1997-12-25",Jackie Brown,"7.5 based on 251,860 user ratings","        $12,000,000        

      ",Quentin Tarantino,PT154M,"Pam Grier,Samuel L. Jackson,Robert Forster","         $9,292,248        

      (USA)
      ",1997,"Crime,Thriller"
"        $48,265,581        

      ","R,1997-09-12",The Game,"7.8 based on 277,305 user ratings","        $50,000,000        

      ",David Fincher,PT129M,"Michael Douglas,Deborah Kara Unger,Sean Penn","         $14,337,029        

      (USA)
      ",1997,"Drama,Mystery,Thriller"
"        $103,001,286        

      ","R,1996-12-20",Scream,"7.2 based on 232,864 user ratings","        $14,000,000        

      ",Wes Craven,PT111M,"Neve Campbell,Courteney Cox,David Arquette","         $6,354,586        

      (USA)
      ",1996,"Horror,Mystery"
"        $37,754,208        

      ","PG-13,1996-12-13",Mars Attacks!,"6.3 based on 179,817 user ratings","        $70,000,000        

      ",Tim Burton,PT106M,"Jack Nicholson,Pierce Brosnan,Sarah Jessica Parker","         $9,384,272        

      (USA)
      ",1996,"Comedy,Sci-Fi"
"        $108,706,165        

      ","R,1996-07-24",A Time to Kill,"7.4 based on 105,599 user ratings","        $40,000,000        

      ",Joel Schumacher,PT149M,"Matthew McConaughey,Sandra Bullock,Samuel L. Jackson","         $19,630,000        

      (USA)
      ",1996,"Crime,Drama,Thriller"
"        $25,753,840        

      ","R,1996-01-19",From Dusk Till Dawn,"7.3 based on 231,167 user ratings","        $19,000,000        

      ",Robert Rodriguez,PT108M,"Harvey Keitel,George Clooney,Juliette Lewis","         $10,200,000        

      (USA)
      ",1996,"Action,Crime,Horror"
"        $7,564,000        

      ","PG-13,1995-09-15",Hackers,"6.2 based on 56,851 user ratings","        $20,000,000        

      ",Iain Softley,PT107M,"Jonny Lee Miller,Angelina Jolie,Jesse Bradford",,1995,"Comedy,Crime,Drama"
"        $27,900,000        

      ","R,1995-04-26",Friday,"7.3 based on 79,741 user ratings","        $3,500,000        

      ",F. Gary Gray,PT91M,"Ice Cube,Chris Tucker,Nia Long",,1995,"Comedy,Drama"
"        $100,012,500        

      ","R,1995-05-19",Die Hard with a Vengeance,"7.6 based on 311,740 user ratings","        $90,000,000        

      ",John McTiernan,PT128M,"Bruce Willis,Jeremy Irons,Samuel L. Jackson",,1995,"Action,Adventure,Thriller"
"        $146,282,411        

      ","R,1994-07-15",True Lies,"7.2 based on 198,889 user ratings","        $115,000,000        

      ",James Cameron,PT141M,"Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold",,1994,"Action,Comedy,Thriller"
"        $9,170,214        

      ","PG-13,1994-03-04",What's Eating Gilbert Grape,"7.8 based on 179,854 user ratings","        $11,000,000        

      ",Lasse Hallström,PT118M,"Johnny Depp,Leonardo DiCaprio,Juliette Lewis",,1993,Drama
"        $12,281,500        

      ","R,1993-09-10",True Romance,"8.0 based on 170,775 user ratings","        $13,000,000        

      ",Tony Scott,PT120M,"Christian Slater,Patricia Arquette,Dennis Hopper",,1993,"Crime,Drama,Romance"
,"G,1994-10-27",The Neverending Story III,"3.1 based on 8,676 user ratings","        $17,000,000        

      ",Peter MacDonald,PT95M,"Jason James Richter,Melody Kay,Jack Black",,1994,"Adventure,Comedy,Family"
"        $23,272,306        

      ","R,1995-09-15",The Usual Suspects,"8.6 based on 791,415 user ratings","        $6,000,000        

      ",Bryan Singer,PT106M,"Kevin Spacey,Gabriel Byrne,Chazz Palminteri",,1995,"Crime,Drama,Mystery"
"        $31,181,347        

      ","G,1993-08-13",The Secret Garden,"7.3 based on 29,988 user ratings",,Agnieszka Holland,PT101M,"Kate Maberly,Maggie Smith,Heydon Prowse",,1993,"Drama,Family,Fantasy"
"        $141,340,178        

      ","R,1992-12-11",A Few Good Men,"7.6 based on 191,208 user ratings","        $40,000,000        

      ",Rob Reiner,PT138M,"Tom Cruise,Jack Nicholson,Demi Moore",,1992,"Drama,Thriller"
"        $117,727,224        

      ","R,1992-03-20",Basic Instinct,"6.9 based on 140,651 user ratings","        $49,000,000        

      ",Paul Verhoeven,PT127M,"Michael Douglas,Sharon Stone,George Dzundza",,1992,"Drama,Mystery,Thriller"
"        $66,676,062        

      ","R,1990-12-25",The Godfather: Part III,"7.6 based on 286,985 user ratings","        $54,000,000        

      ",Francis Ford Coppola,PT162M,"Al Pacino,Diane Keaton,Andy Garcia",,1990,"Crime,Drama"
"        $251,188,924        

      ","PG-13,1989-06-23",Batman,"7.6 based on 282,408 user ratings","        $35,000,000        

      ",Tim Burton,PT126M,"Michael Keaton,Jack Nicholson,Kim Basinger",,1989,"Action,Adventure"
