id,timestamp,price_doc,kremlin_km,full_sq,life_sq,kitch_sq,floor,max_floor,build_year,num_room,state,material,sub_area,okurg_district,life_to_full,kitch_to_life
87,2011-10-08,990000,8.454494232,45.0,44.0,,5.0,9.0,,,,,Bogorodskoe,Eastern ,0.977777777778,
88,2011-10-08,4000000,36.66979069,34.0,20.0,,7.0,12.0,,,,,Staroe Krjukovo,Zelenograd ,0.588235294118,
89,2011-10-08,4450000,11.61569282,43.0,28.0,,9.0,12.0,,,,,Pokrovskoe Streshnevo,North Western ,0.651162790698,
90,2011-10-10,12500000,13.47367148,76.0,74.0,,7.0,15.0,,,,,Kon'kovo,South Western ,0.973684210526,
91,2011-10-10,3775000,12.58901859,32.0,19.0,,8.0,17.0,,,,,Obruchevskoe,South Western ,0.59375,
92,2011-10-11,9500000,7.640407131,50.0,30.0,,5.0,9.0,,,,,Filevskij Park,Western ,0.6,
93,2011-10-11,990000,11.73428115,32.0,18.0,,8.0,9.0,,,,,Troparevo-Nikulino,Western ,0.5625,
94,2011-10-11,7000000,20.17649107,72.0,45.0,,1.0,9.0,,,,,Severnoe Butovo,South Western ,0.625,
95,2011-10-11,6504000,11.63605008,45.0,30.0,,3.0,5.0,,,,,Otradnoe,North Eastern ,0.666666666667,
96,2011-10-11,12900000,3.112845828,54.0,37.0,,4.0,8.0,,,,,Hamovniki,Central ,0.685185185185,
97,2011-10-12,500000,15.43932721,30.0,18.0,,1.0,17.0,,,,,Juzhnoe Tushino,North Western ,0.6,
98,2011-10-12,9500000,13.29110581,39.0,18.0,,8.0,17.0,,,,,Moskvorech'e-Saburovo,Southern ,0.461538461538,
99,2011-10-12,7100000,17.09906771,51.0,30.0,,15.0,17.0,,,,,Solncevo,Western ,0.588235294118,
100,2011-10-12,990000,16.47937366,74.0,45.0,,7.0,9.0,,,,,Orehovo-Borisovo Severnoe,Southern ,0.608108108108,
101,2011-10-12,5350000,7.658443944,41.0,25.0,,5.0,9.0,,,,,Tekstil'shhiki,South Eastern ,0.609756097561,
102,2011-10-12,8600000,3.103263595,37.0,16.0,,9.0,12.0,,,,,Dorogomilovo,Western ,0.432432432432,
103,2011-10-12,5950000,15.73710593,44.0,28.0,,4.0,5.0,,,,,Bibirevo,North Eastern ,0.636363636364,
104,2011-10-13,2900000,14.59283418,38.0,34.0,,3.0,4.0,,,,,Severnoe Medvedkovo,North Eastern ,0.894736842105,
105,2011-10-13,4146000,10.22408395,26.0,,,6.0,17.0,,,,,Timirjazevskoe,Northern ,,
106,2011-10-13,5200000,8.022196984,34.0,19.0,,9.0,12.0,,,,,Bogorodskoe,Eastern ,0.558823529412,
107,2011-10-13,6300000,15.55295113,52.0,30.0,,1.0,12.0,,,,,Lianozovo,North Eastern ,0.576923076923,
108,2011-10-13,1000000,15.06995554,74.0,43.0,,14.0,17.0,,,,,Zapadnoe Degunino,Northern ,0.581081081081,
109,2011-10-13,7200000,8.807559671,46.0,27.0,,14.0,17.0,,,,,Izmajlovo,Eastern ,0.586956521739,
110,2011-10-13,13800000,14.08102571,77.0,40.0,,15.0,17.0,,,,,Hovrino,Northern ,0.519480519481,
111,2011-10-13,6200000,9.255590411,44.0,20.0,,8.0,9.0,,,,,Pechatniki,South Eastern ,0.454545454545,
112,2011-10-13,6800000,8.391636715,54.0,31.0,,1.0,5.0,,,,,Bogorodskoe,Eastern ,0.574074074074,
113,2011-10-13,7200000,38.63354573,74.0,72.0,,8.0,9.0,,,,,Krjukovo,Zelenograd ,0.972972972973,
114,2011-10-13,6350000,5.761174676,46.0,28.0,,4.0,5.0,,,,,Lefortovo,South Eastern ,0.608695652174,
115,2011-10-13,4750000,12.21702258,32.0,19.0,,8.0,9.0,,,,,Gol'janovo,Eastern ,0.59375,
116,2011-10-14,6100000,16.54739564,50.0,30.0,,8.0,12.0,,,,,Dmitrovskoe,Northern ,0.6,
117,2011-10-14,8100000,17.17148587,58.0,43.0,,4.0,9.0,,,,,Jasenevo,South Western ,0.741379310345,
118,2011-10-14,6800000,19.53960009,54.0,32.0,,15.0,17.0,,,,,Novo-Peredelkino,Western ,0.592592592593,
119,2011-10-14,4650000,13.46359069,32.0,17.0,,3.0,5.0,,,,,Chertanovo Severnoe,Southern ,0.53125,
120,2011-10-14,5759000,8.839252407,78.0,47.0,,6.0,17.0,,,,,Rjazanskij,South Eastern ,0.602564102564,
121,2011-10-14,990000,12.59036994,51.0,31.0,,12.0,14.0,,,,,Vyhino-Zhulebino,South Eastern ,0.607843137255,
122,2011-10-14,2000000,15.69361904,36.0,34.0,,2.0,9.0,,,,,Lianozovo,North Eastern ,0.944444444444,
123,2011-10-14,6100000,37.90361367,57.0,33.0,,2.0,16.0,,,,,Silino,Zelenograd ,0.578947368421,
124,2011-10-14,1200000,12.70520529,39.0,20.0,,8.0,12.0,,,,,Ochakovo-Matveevskoe,Western ,0.512820512821,
125,2011-10-14,11000000,3.778450629,61.0,42.0,,1.0,5.0,,,,,Hamovniki,Central ,0.688524590164,
126,2011-10-14,7950000,8.259983941,52.0,30.0,,5.0,9.0,,,,,Bogorodskoe,Eastern ,0.576923076923,
127,2011-10-14,8000000,6.12786558,48.0,31.0,,5.0,9.0,,,,,Donskoe,Southern ,0.645833333333,
128,2011-10-15,4950000,15.03695598,39.0,21.0,,6.0,9.0,,,,,Orehovo-Borisovo Severnoe,Southern ,0.538461538462,
129,2011-10-15,5000000,13.06619003,325.0,325.0,,7.0,17.0,,,,,Ivanovskoe,Eastern ,1.0,
130,2011-10-15,8300000,5.53869081,51.0,31.0,,15.0,17.0,,,,,Lefortovo,South Eastern ,0.607843137255,
131,2011-10-15,4800000,12.44714801,33.0,32.0,,5.0,9.0,,,,,Golovinskoe,Northern ,0.969696969697,
132,2011-10-15,4850000,13.66865858,40.0,20.0,,3.0,9.0,,,,,Ivanovskoe,Eastern ,0.5,
133,2011-10-15,2000000,12.29626777,47.0,29.0,,3.0,9.0,,,,,Otradnoe,North Eastern ,0.617021276596,
134,2011-10-15,5900000,10.61340392,37.0,19.0,,1.0,5.0,,,,,Obruchevskoe,South Western ,0.513513513514,
135,2011-10-15,6000000,12.52351362,44.0,27.0,,4.0,5.0,,,,,Kon'kovo,South Western ,0.613636363636,
136,2011-10-17,4700000,6.067378669,32.0,20.0,,2.0,5.0,,,,,Lefortovo,South Eastern ,0.625,
137,2011-10-17,6100000,14.71686976,53.0,32.0,,1.0,5.0,,,,,Novokosino,Eastern ,0.603773584906,
138,2011-10-17,7450000,8.456131078,55.0,35.0,,3.0,5.0,,,,,Bogorodskoe,Eastern ,0.636363636364,
139,2011-10-17,5000000,4.538423495,51.0,28.0,,3.0,5.0,,,,,Taganskoe,Central ,0.549019607843,
140,2011-10-17,4750000,7.527602727,32.0,19.0,,7.0,9.0,,,,,Nagatino-Sadovniki,Southern ,0.59375,
141,2011-10-17,3500000,14.96447148,22.0,14.0,,9.0,17.0,,,,,Dmitrovskoe,Northern ,0.636363636364,
142,2011-10-18,2000000,15.15935434,36.0,17.0,,10.0,12.0,,,,,Orehovo-Borisovo Severnoe,Southern ,0.472222222222,
143,2011-10-18,6000000,14.90243674,44.0,27.0,,1.0,5.0,,,,,Severnoe Medvedkovo,North Eastern ,0.613636363636,
144,2011-10-18,1000000,12.33199336,62.0,34.0,,7.0,9.0,,,,,Izmajlovo,Eastern ,0.548387096774,
145,2011-10-18,1500000,17.7292386,43.0,27.0,,7.0,12.0,,,,,Birjulevo Vostochnoe,Southern ,0.627906976744,
146,2011-10-18,8150000,13.95951442,51.0,30.0,,3.0,12.0,,,,,Severnoe Izmajlovo,Eastern ,0.588235294118,
147,2011-10-18,4600000,7.291411509,102.0,64.0,,11.0,12.0,,,,,Sokolinaja Gora,Eastern ,0.627450980392,
148,2011-10-18,14103600,8.067295599,117.0,108.0,,20.0,22.0,,,,,Nagatino-Sadovniki,Southern ,0.923076923077,
149,2011-10-18,5600000,7.946767256,31.0,20.0,,1.0,5.0,,,,,Nagatinskij Zaton,Southern ,0.645161290323,
150,2011-10-18,6200000,14.55797322,59.0,42.0,,9.0,12.0,,,,,Vostochnoe Degunino,Northern ,0.71186440678,
151,2011-10-19,4450000,11.71993975,30.0,18.0,,3.0,5.0,,,,,Ljublino,South Eastern ,0.6,
152,2011-10-19,7050000,20.75609694,54.0,32.0,,13.0,14.0,,,,,Novo-Peredelkino,Western ,0.592592592593,
153,2011-10-19,1000000,14.92453316,46.0,22.0,,11.0,12.0,,,,,Chertanovo Central'noe,Southern ,0.478260869565,
154,2011-10-19,6800000,10.85060308,39.0,22.0,,18.0,22.0,,,,,Prospekt Vernadskogo,Western ,0.564102564103,
155,2011-10-19,1000000,35.49780844,38.0,18.0,,2.0,9.0,,,,,Savelki,Zelenograd ,0.473684210526,
156,2011-10-19,6450000,14.84491007,59.0,38.0,,2.0,5.0,,,,,Dmitrovskoe,Northern ,0.64406779661,
157,2011-10-20,6900000,6.789300619,44.0,29.0,,4.0,5.0,,,,,Ajeroport,Northern ,0.659090909091,
158,2011-10-20,7000000,12.15905325,54.0,35.0,,5.0,9.0,,,,,Vojkovskoe,Central ,0.648148148148,
159,2011-10-20,7500000,9.60860168,60.0,42.0,,2.0,4.0,,,,,Ochakovo-Matveevskoe,Western ,0.7,
160,2011-10-20,5200000,17.28112745,34.0,19.0,,3.0,9.0,,,,,Solncevo,Western ,0.558823529412,
161,2011-10-20,10800000,13.10362639,86.0,50.0,,18.0,22.0,,,,,Mar'ino,South Eastern ,0.581395348837,
162,2011-10-20,5250000,11.61326164,36.0,19.0,,8.0,9.0,,,,,Beskudnikovskoe,Northern ,0.527777777778,
163,2011-10-20,9850000,22.44709443,74.0,45.0,,11.0,17.0,,,,,Juzhnoe Butovo,South Western ,0.608108108108,
164,2011-10-20,5700000,19.15980422,39.0,21.0,,6.0,16.0,,,,,Severnoe Butovo,South Western ,0.538461538462,
165,2011-10-20,1000000,36.69800406,85.0,54.0,,9.0,14.0,,,,,Savelki,Zelenograd ,0.635294117647,
166,2011-10-20,2000000,13.76365791,36.0,19.0,,11.0,12.0,,,,,Moskvorech'e-Saburovo,Southern ,0.527777777778,
167,2011-10-20,5550000,12.35354292,44.0,28.0,,7.0,9.0,,,,,Vostochnoe Degunino,Northern ,0.636363636364,
168,2011-10-20,3000000,23.05048525,38.0,20.0,,12.0,17.0,,,,,Juzhnoe Butovo,South Western ,0.526315789474,
169,2011-10-20,6500000,12.60312985,47.0,31.0,,3.0,5.0,,,,,Ochakovo-Matveevskoe,Western ,0.659574468085,
170,2011-10-20,6400000,8.650671133,42.0,26.0,,4.0,5.0,,,,,Nagatinskij Zaton,Southern ,0.619047619048,
171,2011-10-21,37000000,12.37653429,115.0,60.0,,7.0,8.0,,,,,Krylatskoe,Western ,0.521739130435,
172,2011-10-21,4450000,9.288873485,32.0,18.0,,1.0,5.0,,,,,Pechatniki,South Eastern ,0.5625,
173,2011-10-21,5000000,5.788287122,30.0,18.0,,8.0,9.0,,,,,Juzhnoportovoe,South Eastern ,0.6,
174,2011-10-21,6000000,9.568890071,37.0,22.0,,4.0,9.0,,,,,Bogorodskoe,Eastern ,0.594594594595,
175,2011-10-21,5600000,10.5333784,44.0,30.0,,3.0,5.0,,,,,Kuz'minki,South Eastern ,0.681818181818,
176,2011-10-21,4300000,17.54223594,35.0,22.0,,5.0,9.0,,,,,Birjulevo Vostochnoe,Southern ,0.628571428571,
177,2011-10-21,4400000,4.129298893,30.0,18.0,,3.0,5.0,,,,,Danilovskoe,Southern ,0.6,
178,2011-10-22,11900000,14.9610073,78.0,74.0,,3.0,5.0,,,,,Hovrino,Northern ,0.948717948718,
179,2011-10-22,11500000,22.34003367,98.0,94.0,,,,,,,,Kurkino,North Western ,0.959183673469,
180,2011-10-22,5050000,9.843632861,32.0,21.0,,7.0,9.0,,,,,Perovo,Eastern ,0.65625,
181,2011-10-22,2000000,12.30447683,80.0,48.0,,11.0,17.0,,,,,Mar'ino,South Eastern ,0.6,
182,2011-10-22,10239000,7.280186899,68.0,47.0,,2.0,12.0,,,,,Akademicheskoe,South Western ,0.691176470588,
183,2011-10-22,4950000,15.16474148,38.0,20.0,,2.0,5.0,,,,,Orehovo-Borisovo Severnoe,Southern ,0.526315789474,
184,2011-10-22,5300000,15.64402897,38.0,19.0,,7.0,9.0,,,,,Brateevo,Southern ,0.5,
185,2011-10-24,1000000,10.56276063,43.0,27.0,,6.0,9.0,,,,,Horoshevo-Mnevniki,North Western ,0.627906976744,
186,2011-10-24,18000000,13.09133614,98.0,55.0,,12.0,17.0,,,,,Otradnoe,North Eastern ,0.561224489796,
187,2011-10-24,1200000,10.43268634,31.0,20.0,,2.0,5.0,,,,,Kuz'minki,South Eastern ,0.645161290323,
188,2011-10-24,8300000,9.04607284,49.0,29.0,,,,,,,,Nagatinskij Zaton,Southern ,0.591836734694,
189,2011-10-24,5500000,13.02402239,38.0,19.0,,15.0,16.0,,,,,Ivanovskoe,Eastern ,0.5,
190,2011-10-24,6150000,11.85950836,37.0,19.0,,10.0,12.0,,,,,Ochakovo-Matveevskoe,Western ,0.513513513514,
191,2011-10-24,4210429,10.38353134,104.0,64.0,,7.0,12.0,,,,,Shhukino,North Western ,0.615384615385,
192,2011-10-24,5500000,12.1794966,45.0,28.0,,5.0,9.0,,,,,Gol'janovo,Eastern ,0.622222222222,
193,2011-10-25,1000000,14.51918329,33.0,19.0,,9.0,14.0,,,,,Hovrino,Northern ,0.575757575758,
194,2011-10-25,5000000,13.68673997,39.0,39.0,,10.0,12.0,,,,,Vostochnoe Izmajlovo,Eastern ,1.0,
195,2011-10-25,1000000,19.90883405,53.0,52.0,,7.0,9.0,,,,,Mitino,North Western ,0.981132075472,
196,2011-10-25,2000000,8.192683402,37.0,23.0,,,,,,,,Nagatinskij Zaton,Southern ,0.621621621622,
197,2011-10-25,6500000,4.873539337,36.0,20.0,,5.0,6.0,,,,,Basmannoe,Central ,0.555555555556,
198,2011-10-25,7200000,15.226282,54.0,38.0,,3.0,9.0,,,,,Juzhnoe Tushino,North Western ,0.703703703704,
199,2011-10-25,6700000,16.56484798,54.0,35.0,,2.0,5.0,,,,,Kapotnja,South Eastern ,0.648148148148,
200,2011-10-25,18100000,9.058081135,102.0,64.0,,8.0,12.0,,,,,Fili Davydkovo,Western ,0.627450980392,
201,2011-10-25,7150000,5.838068408,38.0,19.0,,15.0,17.0,,,,,Horoshevskoe,Northern ,0.5,
202,2011-10-25,5700000,22.26584093,33.0,14.0,,8.0,9.0,,,,,Juzhnoe Butovo,South Western ,0.424242424242,
203,2011-10-25,4050000,7.659129026,30.0,18.0,,3.0,4.0,,,,,Marfino,North Eastern ,0.6,
204,2011-10-25,10600000,4.904219663,76.0,51.0,,2.0,5.0,,,,,Juzhnoportovoe,South Eastern ,0.671052631579,
205,2011-10-26,5500000,13.17892282,44.0,29.0,,8.0,9.0,,,,,Vostochnoe Izmajlovo,Eastern ,0.659090909091,
206,2011-10-26,5750000,5.028384024,35.0,21.0,,5.0,12.0,,,,,Lefortovo,South Eastern ,0.6,
207,2011-10-26,13500000,12.93967712,72.0,45.0,,10.0,16.0,,,,,Krylatskoe,Western ,0.625,
208,2011-10-26,4850000,16.77998286,32.0,18.0,,6.0,9.0,,,,,Chertanovo Juzhnoe,Southern ,0.5625,
209,2011-10-26,7700000,37.58655555,84.0,43.0,,21.0,22.0,,,,,Silino,Zelenograd ,0.511904761905,
210,2011-10-26,2000000,15.55538906,45.0,26.0,,5.0,9.0,,,,,Chertanovo Juzhnoe,Southern ,0.577777777778,
211,2011-10-26,1000000,10.82601491,42.0,19.0,,8.0,12.0,,,,,Obruchevskoe,South Western ,0.452380952381,
212,2011-10-26,6197000,15.61207974,38.0,20.0,,5.0,12.0,,,,,Juzhnoe Tushino,North Western ,0.526315789474,
213,2011-10-26,6200000,6.237770139,37.0,23.0,,7.0,9.0,,,,,Savelovskoe,Northern ,0.621621621622,
214,2011-10-26,8590000,17.60163678,54.0,32.0,,15.0,17.0,,,,,Jasenevo,South Western ,0.592592592593,
215,2011-10-26,3600000,15.96911719,43.0,28.0,,2.0,4.0,,,,,Juzhnoe Tushino,North Western ,0.651162790698,
216,2011-10-26,2825000,15.80242027,45.0,27.0,,,,,,,,Chertanovo Juzhnoe,Southern ,0.6,
217,2011-10-27,360000,11.25518899,60.0,32.0,,16.0,17.0,,,,,Obruchevskoe,South Western ,0.533333333333,
218,2011-10-27,9200000,10.58866396,50.0,28.0,,14.0,22.0,,,,,Fili Davydkovo,Western ,0.56,
219,2011-10-27,3670000,12.70502351,17.0,13.0,,4.0,17.0,,,,,Severnoe Izmajlovo,Eastern ,0.764705882353,
220,2011-10-27,990000,7.584743358,58.0,31.0,,5.0,9.0,,,,,Filevskij Park,Western ,0.534482758621,
221,2011-10-27,9200000,5.24617055,58.0,38.0,,8.0,9.0,,,,,Danilovskoe,Southern ,0.655172413793,
222,2011-10-27,6120000,14.67565663,38.0,19.0,,5.0,12.0,,,,,Severnoe Medvedkovo,North Eastern ,0.5,
