category,author,title,num_comments,tags,article_url,time,recs_urls
entertainment,Andrew Belonsky,Nostalgic Terror From Hell!,2,entertainment|external|halloween|humor,https://www.queerty.com/nostalgic-terror-from-hell-20081031,2008-10-31T14:25:16+00:00,
entertainment,Andrew Belonsky,Afternoon Aural: Depeche Mode,,entertainment|depeche mode|music|music videos,https://www.queerty.com/afternoon-aural-depeche-mode-20081031,2008-10-31T13:58:00+00:00,http://www.lifedaily.com/story/one-week-after-couple-adopts-triplets-their-doctor-gives-them-this-news/source/taboola/?utm_taboola_id=536152#utm_medium=referral&utm_source=taboola&utm_campaign=TB-US-DoctorTriplets|http://www.lifedaily.com/story/one-week-after-couple-adopts-triplets-their-doctor-gives-them-this-news/source/taboola/?utm_taboola_id=536152#utm_medium=referral&utm_source=taboola&utm_campaign=TB-US-DoctorTriplets|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|https://streamfannews.com/remarkable-teen-accepted-to-all-8-ivy-league-schools/?utm_source=taboola&utm_medium=gaycities-queerty|https://streamfannews.com/remarkable-teen-accepted-to-all-8-ivy-league-schools/?utm_source=taboola&utm_medium=gaycities-queerty|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Andrew Belonsky,Tops!,4,entertainment|jon hamm|mad men|television,https://www.queerty.com/tops-5-20081031,2008-10-31T10:37:01+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A10%3A38&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A10%3A38&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Andrew Belonsky,Morning Aural: Michael Jackson,4,entertainment|michael jackson|music|music videos,https://www.queerty.com/morning-aural-michael-jackson-20081031,2008-10-31T09:51:15+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A10%3A42&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A10%3A42&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Andrew Belonsky,Scary Beginnings,1,entertainment|halloween|news,https://www.queerty.com/scary-beginnings-20081031,2008-10-31T09:28:48+00:00,
entertainment,Andrew Belonsky,Reality Bytes!,,entertainment|culture|external|humor|television,https://www.queerty.com/reality-bytes-8-20081030,2008-10-30T17:17:32+00:00,
entertainment,Andrew Belonsky,Afternoon Aural: Bertrand Burgalat and Robert Wyatt,,entertainment|bertland burgalat|music|music videos|robert wyatt,https://www.queerty.com/afternoon-aural-bertrand-burgalat-and-robert-wyatt-20081030,2008-10-30T15:17:41+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A10%3A53&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A10%3A53&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Andrew Belonsky,FYI,,entertainment|chelsea lately|gay|lance bass,https://www.queerty.com/fyi-18-20081030,2008-10-30T14:27:10+00:00,
entertainment,Andrew Belonsky,Debatable Aural,9,entertainment|arjan writes|gossip|music|petros,https://www.queerty.com/debatable-aural-20081030,2008-10-30T12:15:18+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A11%3A00&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A11%3A00&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Andrew Belonsky,On Madge And Guys Marriage Contract,1,entertainment|external|gossip|guy ritchie|madonna|news,https://www.queerty.com/on-madge-and-guys-marriage-contract-20081030,2008-10-30T10:22:26+00:00,
entertainment,Andrew Belonsky,Morning Aural: Junior Giscombe,2,entertainment|junior giscombe|music|music videos,https://www.queerty.com/morning-aural-junior-giscombe-20081030,2008-10-30T09:25:02+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A11%3A15&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A11%3A15&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Andrew Belonsky,Bond,3,entertainment|james bond|movies|sir ken adams,https://www.queerty.com/bond-20081029,2008-10-29T16:29:09+00:00,
entertainment,Andrew Belonsky,Dr. Phil Talks Trans (And So Can You!),19,entertainment|culture|focus on the family|news|phil mcgraw|television|trans rights,https://www.queerty.com/dr-phil-talks-trans-and-so-can-you-20081029,2008-10-29T16:12:01+00:00,http://cyber-breeze.com/celebrities-committed-major-crimes-got-off-easy/?utm_adid=3f2737&utm_source=Taboola&utm_medium=referral&utm_campaign=Tab-Celebs-Crimes&utm_term=gaycities-queerty&ps=1|http://cyber-breeze.com/celebrities-committed-major-crimes-got-off-easy/?utm_adid=3f2737&utm_source=Taboola&utm_medium=referral&utm_campaign=Tab-Celebs-Crimes&utm_term=gaycities-queerty&ps=1|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A11%3A23&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A11%3A23&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Andrew Belonsky,Afternoon Aural: James Taylor,,entertainment|james taylor|music|music videos,https://www.queerty.com/afternoon-aural-james-taylor-20081029,2008-10-29T13:43:41+00:00,
entertainment,Andrew Belonsky,Morning Aural: Martin Solveig,,entertainment|lee fields|martin solveig|music|music videos,https://www.queerty.com/morning-aural-martin-solveig-2-20081029,2008-10-29T09:42:25+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|http://cyber-breeze.com/18-celebrities-who-have-underwent-shocking-weight-loss/?utm_adid=34a079&utm_source=Taboola&utm_medium=referral&utm_campaign=Tab-Celebs-Weight-loss&utm_term=gaycities-queerty|http://cyber-breeze.com/18-celebrities-who-have-underwent-shocking-weight-loss/?utm_adid=34a079&utm_source=Taboola&utm_medium=referral&utm_campaign=Tab-Celebs-Weight-loss&utm_term=gaycities-queerty|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A11%3A31&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A11%3A31&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Andrew Belonsky,OMG!,2,entertainment|90210|gossip|melrose place|television,https://www.queerty.com/omg-2-20081029,2008-10-29T09:19:13+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A11%3A35&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A11%3A35&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
