title,clue,date,year,answer,day
QUESTION BOX,Maritime letters, June 16, 2013,HMS, Sunday
QUESTION BOX,"Assess, with ""up""", June 16, 2013,SIZE, Sunday
QUESTION BOX,France's Acadmie ___ Beaux-Arts, June 16, 2013,DES, Sunday
QUESTION BOX,Grp. involved in back-to-school night, June 16, 2013,PTA, Sunday
QUESTION BOX,Stitch, June 16, 2013,RIOT, Sunday
QUESTION BOX,Rhyming honor, June 16, 2013,ODE, Sunday
QUESTION BOX,"Ding, say", June 16, 2013,MAR, Sunday
QUESTION BOX,Symbol of remoteness, June 16, 2013,SIBERIA, Sunday
QUESTION BOX,Vocal fanfare, June 16, 2013,TADA, Sunday
QUESTION BOX,"Romeo and Juliet, e.g.", June 16, 2013,ELOPERS, Sunday
QUESTION BOX,Insincere earnestness, June 16, 2013,SMARM, Sunday
QUESTION BOX,Shul reading, June 16, 2013,TORAH, Sunday
QUESTION BOX,India's ___ Coast, June 16, 2013,MALABAR, Sunday
QUESTION BOX,Garden, June 16, 2013,PLOT, Sunday
QUESTION BOX,Rocky Mountain tribe, June 16, 2013,ARAPAHO, Sunday
QUESTION BOX,___ cable (TV hookup), June 16, 2013,AUX, Sunday
QUESTION BOX,"Cause for plastic surgery, maybe", June 16, 2013,SAG, Sunday
QUESTION BOX,"PC game sensation of the early 2000s, with ""The""", June 16, 2013,SIMS, Sunday
QUESTION BOX,Certain drive-thru convenience, June 16, 2013,ATM, Sunday
QUESTION BOX,"Three-point line, e.g.", June 16, 2013,ARC, Sunday
QUESTION BOX,Complete loser, June 16, 2013,ZERO, Sunday
QUESTION BOX,"""___ boy!""", June 16, 2013,HOO, Sunday
QUESTION BOX,Tammany Hall problem, June 16, 2013,GRAFT, Sunday
QUESTION BOX,"""N.B.A. on ___""", June 16, 2013,TNT, Sunday
QUESTION BOX,Like the earth and some apples, June 16, 2013,CORED, Sunday
QUESTION BOX,"Trivia question, part 3", June 16, 2013,ASQUIRRELHASHALFAS, Sunday
QUESTION BOX,Betrays, June 16, 2013,RATSOUT, Sunday
QUESTION BOX,Razzers, June 16, 2013,GIBERS, Sunday
QUESTION BOX,Italian for 95-Down, June 16, 2013,ORA, Sunday
QUESTION BOX,Texas oil city, June 16, 2013,ODESSA, Sunday
QUESTION BOX,Company whose logo has a diagonal red arrow, June 16, 2013,SUNOCO, Sunday
QUESTION BOX,"Explorer or Escape, in brief", June 16, 2013,SUV, Sunday
QUESTION BOX,J.F.K.'s historic ___ Flight Center, June 16, 2013,TWA, Sunday
QUESTION BOX,End of the trivia question, June 16, 2013,MANYASAPIGWHATARETHEY, Sunday
QUESTION BOX,Journalist/writer Herbert, June 16, 2013,AGAR, Sunday
QUESTION BOX,"Ryan of ""The Beverly Hillbillies""", June 16, 2013,IRENE, Sunday
QUESTION BOX,Info for airport greeters, June 16, 2013,ETAS, Sunday
QUESTION BOX,Maine-to-Florida rte., June 16, 2013,USONE, Sunday
QUESTION BOX,Captain ___, June 16, 2013,NEMO, Sunday
QUESTION BOX,They're tapped, June 16, 2013,KEGS, Sunday
QUESTION BOX,Some deli buys, June 16, 2013,RYES, Sunday
QUESTION BOX,*Cruise stops, June 16, 2013,PORTS, Sunday
QUESTION BOX,"Flimsy, as an excuse", June 16, 2013,THIN, Sunday
QUESTION BOX,British fop, June 16, 2013,TOFF, Sunday
QUESTION BOX,Gemstone for most Libras, June 16, 2013,OPAL, Sunday
QUESTION BOX,Lap dog breed, June 16, 2013,PUG, Sunday
QUESTION BOX,Channel starting in 2003, June 16, 2013,SPIKETV, Sunday
QUESTION BOX,Tennis great Tommy, June 16, 2013,HAAS, Sunday
QUESTION BOX,Espionage agcy. with a leader played by Tom Cruise, June 16, 2013,IMF, Sunday
QUESTION BOX,Present need?, June 16, 2013,GIFTTAG, Sunday
QUESTION BOX,"Nashville-based variety show, 1969-92", June 16, 2013,HEEHAW, Sunday
QUESTION BOX,With lots of room to spare, June 16, 2013,BYAMILE, Sunday
QUESTION BOX,Breathe, June 16, 2013,RESPIRE, Sunday
QUESTION BOX,Lugs, June 16, 2013,OAFS, Sunday
QUESTION BOX,"""Doctor ___""", June 16, 2013,WHO, Sunday
QUESTION BOX,Big around the middle, June 16, 2013,ROTUND, Sunday
QUESTION BOX,*Works, June 16, 2013,OPERA, Sunday
QUESTION BOX,French lord, June 16, 2013,SIEUR, Sunday
QUESTION BOX,Wee, June 16, 2013,EENSY, Sunday
QUESTION BOX,Kama ___, June 16, 2013,SUTRA, Sunday
QUESTION BOX,Horror director Eli, June 16, 2013,ROTH, Sunday
QUESTION BOX,Polynesian entertainments, June 16, 2013,HULAS, Sunday
QUESTION BOX,Game stopper, June 16, 2013,RAIN, Sunday
QUESTION BOX,Protected goose, June 16, 2013,NENE, Sunday
QUESTION BOX,Biblical son begat by a 105-year-old father, June 16, 2013,ENOS, Sunday
QUESTION BOX,Sleeping sickness carrier, June 16, 2013,TSETSE, Sunday
QUESTION BOX,Protein-rich soup, June 16, 2013,MISO, Sunday
QUESTION BOX,Poet banished in A.D. 8, June 16, 2013,OVID, Sunday
QUESTION BOX,Level, June 16, 2013,RAZE, Sunday
QUESTION BOX,*End of ___, June 16, 2013,ANERA, Sunday
QUESTION BOX,Official in a mask, June 16, 2013,UMP, Sunday
QUESTION BOX,One taking applications, June 16, 2013,HIRER, Sunday
QUESTION BOX,"Kelly of ""The West Wing""", June 16, 2013,MOIRA, Sunday
QUESTION BOX,*What's in store, June 16, 2013,STASH, Sunday
QUESTION BOX,June honoree, June 16, 2013,DAD, Sunday
QUESTION BOX,"Be moribund, say", June 16, 2013,AIL, Sunday
QUESTION BOX,"*Move, as a plant", June 16, 2013,REPOT, Sunday
QUESTION BOX,Black ___, June 16, 2013,MAMBA, Sunday
QUESTION BOX,Wrinkle remover, June 16, 2013,BOTOX, Sunday
QUESTION BOX,"*Sandy spots, maybe", June 16, 2013,TRAPS, Sunday
QUESTION BOX,*Chart-topper, June 16, 2013,SMASH, Sunday
QUESTION BOX,Novelist Puzo, June 16, 2013,MARIO, Sunday
QUESTION BOX,Dollar rival, June 16, 2013,ALAMO, Sunday
QUESTION BOX,It's said when a light bulb goes on, June 16, 2013,AHA, Sunday
QUESTION BOX,Cheap booze, June 16, 2013,ROTGUT, Sunday
QUESTION BOX,*Auto shop inventory, June 16, 2013,PARTS, Sunday
QUESTION BOX,"Jean-___ Picard of ""Star Trek: T.N.G.""", June 16, 2013,LUC, Sunday
QUESTION BOX,Lord's worker, June 16, 2013,SERF, Sunday
QUESTION BOX,___ 51 (conspiracy theory subject), June 16, 2013,AREA, Sunday
QUESTION BOX,Mercury and Saturn, June 16, 2013,GODS, Sunday
QUESTION BOX,Dr.'s order, June 16, 2013,MRI, Sunday
QUESTION BOX,Literary olios, June 16, 2013,ANAS, Sunday
QUESTION BOX,"""Les Trois Villes"" novelist", June 16, 2013,ZOLA, Sunday
QUESTION BOX,At it, June 16, 2013,ARGUING, Sunday
QUESTION BOX,Features of some cowboy shirts, June 16, 2013,FRINGES, Sunday
QUESTION BOX,QB Tim, June 16, 2013,TEBOW, Sunday
QUESTION BOX,Guttural, June 16, 2013,THROATY, Sunday
QUESTION BOX,Partition into multiple bits, June 16, 2013,CARVEUP, Sunday
QUESTION BOX,___-Babylonian (ancient Semitic language), June 16, 2013,ASSYRO, Sunday
QUESTION BOX,Major-leaguer with three 60+ home run seasons, June 16, 2013,SOSA, Sunday
QUESTION BOX,Sort of, June 16, 2013,QUASI, Sunday
QUESTION BOX,Ogling type, June 16, 2013,LECHER, Sunday
QUESTION BOX,Part of a day, June 16, 2013,HOUR, Sunday
QUESTION BOX,Type type, June 16, 2013,ROMAN, Sunday
QUESTION BOX,"Clich, often", June 16, 2013,ADAGE, Sunday
QUESTION BOX,"*Late office opening, say", June 16, 2013,TENAM, Sunday
QUESTION BOX,"""Pursuit of the Graf ___"" (1956 war film)", June 16, 2013,SPEE, Sunday
QUESTION BOX,Lip, June 16, 2013,SASS, Sunday
QUESTION BOX,Old satellite-launching rocket, June 16, 2013,THOR, Sunday
QUESTION BOX,Gave out, June 16, 2013,WENT, Sunday
QUESTION BOX,Motion carriers, June 16, 2013,AYES, Sunday
QUESTION BOX,Shul fixture, June 16, 2013,ARK, Sunday
QUESTION BOX,___ kwon do, June 16, 2013,TAE, Sunday
QUESTION BOX,General on Chinese menus, June 16, 2013,TSO, Sunday
 ,Place to pick vegetables, June 15, 2013,SALADBAR, Saturday
 ,"With 25-Across, it has a huge trunk", June 15, 2013,BAOBAB, Saturday
 ,C-worthy, June 15, 2013,ADEQUATE, Saturday
 ,Ancient abstainer, June 15, 2013,ESSENE, Saturday
 ,Buzzer sounded during a match, June 15, 2013,VUVUZELA, Saturday
 ,Small house of the Southwest, June 15, 2013,CASITA, Saturday
 ,Whence Parmenides, June 15, 2013,ELEA, Saturday
 ,Bubkes, June 15, 2013,ZILCH, Saturday
 ,See 23-Across, June 15, 2013,ONIT, Saturday
 ,"With 22-Across, quits dragging", June 15, 2013,STEPS, Saturday
 ,See 9-Across, June 15, 2013,TREE, Saturday
 ,Special recognition?, June 15, 2013,ESP, Saturday
 ,They result when solidly hit baseballs are caught, June 15, 2013,LOUDOUTS, Saturday
 ,Royale maker, June 15, 2013,REO, Saturday
 ,Major cleanups follow them, June 15, 2013,DISASTERS, Saturday
 ,Starting catcher in every All-Star Game from 1964 to 1967, June 15, 2013,TORRE, Saturday
 ,"Name meaning ""God is with us""", June 15, 2013,EMANUEL, Saturday
 ,Go, June 15, 2013,HEADOUT, Saturday
 ,Four French quarters?, June 15, 2013,ANNEE, Saturday
 ,They're likely to result in broken limbs, June 15, 2013,ICESTORMS, Saturday
 ,Claptrap, June 15, 2013,ROT, Saturday
 ,Prey for gray wolves, June 15, 2013,MULEDEER, Saturday
 ,It has a Bridges and Tunnels div., June 15, 2013,MTA, Saturday
 ,"""Home away from home"" sloganeer", June 15, 2013,ELAL, Saturday
 ,"""Until next time""", June 15, 2013,SEEYA, Saturday
 ,Vindictive Quaker of fiction, June 15, 2013,AHAB, Saturday
 ,Like unabridged dictionaries, June 15, 2013,THICK, Saturday
 ,"Angel, e.g., for short", June 15, 2013,ALER, Saturday
 ,Wonder Lake's national park, June 15, 2013,DENALI, Saturday
 ,It stays the same, June 15, 2013,CONSTANT, Saturday
 ,Site of a 1944 British Army defeat, June 15, 2013,ARNHEM, Saturday
 ,Nourishing stuff, June 15, 2013,ALIMENTS, Saturday
 ,Treating badly, June 15, 2013,MEANTO, Saturday
 ,"""S.N.L."" segment", June 15, 2013,SATURDAY, Saturday
 ,Takes into account?, June 15, 2013,SAVES, Saturday
 ,No longer in the minority, June 15, 2013,ADULT, Saturday
 ,Bad thing to be breached, June 15, 2013,LEVEE, Saturday
 ,Water board, June 15, 2013,AQUAPLANE, Saturday
 ,"Old brand that promised ""white white washes without red hands""", June 15, 2013,DUZ, Saturday
 ,Guthrie's follower at Woodstock, June 15, 2013,BAEZ, Saturday
 ,"Hun king, in myth", June 15, 2013,ATLI, Saturday
 ,Frequent tour guide, June 15, 2013,REALTOR, Saturday
 ,Saxophone great Sidney, June 15, 2013,BECHET, Saturday
 ,White sheet insert?, June 15, 2013,ASA, Saturday
 ,"Fmur, por exemplo", June 15, 2013,OSSO, Saturday
 ,Goof, June 15, 2013,BEINERROR, Saturday
 ,Herpetologist's supply, June 15, 2013,ANTISERUM, Saturday
 ,Six Gallery reading participants, June 15, 2013,BEATPOETS, Saturday
 ,Like some garlic and egos, June 15, 2013,CRUSHED, Saturday
 ,"""I goofed ... big whoop""", June 15, 2013,SOSUEME, Saturday
 ,Heir restoration targets?, June 15, 2013,ESTATES, Saturday
 ,"Gas hog, briefly", June 15, 2013,UTE, Saturday
 ,Lock remover of old?, June 15, 2013,DELILAH, Saturday
 ,Formal opening, June 15, 2013,DEARMADAM, Saturday
 ,Answering machine notification, June 15, 2013,IMNOTHERE, Saturday
 ,1836 siege leader, June 15, 2013,SANTAANNA, Saturday
 ,Sole mate?, June 15, 2013,ODOREATER, Saturday
 ,Journal ender, June 15, 2013,ESE, Saturday
 ,Some Toyotas, June 15, 2013,CELICAS, Saturday
 ,Last month, June 15, 2013,ULTIMO, Saturday
 ,Ethiopian grazer, June 15, 2013,ELAND, Saturday
 ,Gossip girl, June 15, 2013,YENTA, Saturday
 ,Like craft fairs, June 15, 2013,ARTSY, Saturday
 ,German way, June 15, 2013,BAHN, Saturday
 ,"Buzz on ""The Simpsons,"" e.g.", June 15, 2013,COLA, Saturday
 ,Use a ball winder, June 15, 2013,KNIT, Saturday
 ,Cry from some judges, June 15, 2013,LET, Saturday
 ,"Conference USA member, for short", June 15, 2013,SMU, Saturday
 ,Low interest indicator, June 14, 2013,YAWN, Friday
 ,Stick, June 14, 2013,STAB, Friday
 ,"""Debts and ___ are generally mixed together"": Rabelais", June 14, 2013,LIES, Friday
 ,Give a second hearing?, June 14, 2013,ECHO, Friday
 ,Go places, June 14, 2013,TOUR, Friday
 ,Buffet table utensil, June 14, 2013,LADLE, Friday
 ,"His death prompted Georges Pompidou to say ""France is a widow""", June 14, 2013,CHARLESDEGAULLE, Friday
 ,Show stopper, June 14, 2013,COMMERCIALBREAK, Friday
 ,Church cry, June 14, 2013,HOSANNA, Friday
 ,Spoke lovingly, June 14, 2013,COOED, Friday
 ,"Vegas casino that hosts the World Series of Poker, with ""the""", June 14, 2013,RIO, Friday
 ,"Celebrated racehorse nicknamed ""The Red Terror""", June 14, 2013,PHARLAP, Friday
 ,Furniture usually with pillows, June 14, 2013,DIVAN, Friday
 ,Hangs on, June 14, 2013,WAITS, Friday
 ,Surfing area?, June 14, 2013,WEB, Friday
 ,Light weapon, June 14, 2013,EPEE, Friday
 ,Uppercut targets, June 14, 2013,CHINS, Friday
 ,Pier 1 furniture material, June 14, 2013,CANE, Friday
 ,Not looking 100% well, June 14, 2013,WAN, Friday
 ,"Bad, for good", June 14, 2013,SLANG, Friday
 ,Singer Taylor, June 14, 2013,DAYNE, Friday
 ,Notwithstanding, June 14, 2013,DESPITE, Friday
 ,Soft lens's makeup, June 14, 2013,GEL, Friday
 ,Jewelry chain, June 14, 2013,ZALES, Friday
 ,Ultimate problem solver, June 14, 2013,PANACEA, Friday
 ,"Words after ""Oh well""", June 14, 2013,YOUCANTWINEMALL, Friday
 ,Loaded roll, June 14, 2013,EVERYTHINGBAGEL, Friday
 ,They rate high on the Beaufort scale, June 14, 2013,GALES, Friday
 ,Pot addition, June 14, 2013,ANTE, Friday
 ,Terminus of the old Virginia and Truckee Railroad, June 14, 2013,RENO, Friday
 ,Ziploc competitor, June 14, 2013,GLAD, Friday
 ,They're often bagged, June 14, 2013,TEAS, Friday
 ,"""This is quite a surprise!""", June 14, 2013,ISAY, Friday
 ,"Less polite way of saying ""no thanks"" to offered food", June 14, 2013,YECCH, Friday
 ,Evidence of an allergic reaction, June 14, 2013,ACHOO, Friday
 ,Collides with noisily, June 14, 2013,WHAMS, Friday
 ,1979 film based on the life of Crystal Lee Sutton, June 14, 2013,NORMARAE, Friday
 ,Pink fuel, June 14, 2013,STERNO, Friday
 ,"Opera with the aria ""Recondita armonia""", June 14, 2013,TOSCA, Friday
 ,Volkswagen subsidiary, June 14, 2013,AUDI, Friday
 ,Getting through, June 14, 2013,BREACHING, Friday
 ,"Daphne, after her mythical transformation", June 14, 2013,LAUREL, Friday
 ,"Wasted, as time", June 14, 2013,IDLEDAWAY, Friday
 ,"""Phantom Lady"" co-star Raines", June 14, 2013,ELLA, Friday
 ,Go for, June 14, 2013,SEEK, Friday
 ,Exerts oneself, June 14, 2013,LABORS, Friday
 ,Survivor of two 1918 assassination attempts, June 14, 2013,LENIN, Friday
 ,Rejoices tactlessly, June 14, 2013,GLOATS, Friday
 ,"""The American Crisis"" pamphleteer", June 14, 2013,PAINE, Friday
 ,"One of the Colonial Colleges, informally", June 14, 2013,PENN, Friday
 ,Ground water?, June 14, 2013,DEW, Friday
 ,Paperless way to read the paper, June 14, 2013,IPAD, Friday
 ,Only founding member of OPEC not located in the Mideast, June 14, 2013,VENEZUELA, Friday
 ,"""Come again?""", June 14, 2013,WHATSTHAT, Friday
 ,Wax worker, June 14, 2013,BEE, Friday
 ,Ad agency acquisition, June 14, 2013,CLIENT, Friday
 ,Fried appetizer, June 14, 2013,CALAMARI, Friday
 ,Flares, June 14, 2013,SPLAYS, Friday
 ,Summer Triangle star, June 14, 2013,DENEB, Friday
 ,Not to be disrespected, June 14, 2013,SACRED, Friday
 ,River mentioned in the Rig Veda, June 14, 2013,GANGES, Friday
 ,Historic caravel, June 14, 2013,PINTA, Friday
 ,Bar rooms?, June 14, 2013,CAGES, Friday
 ,Tennis's Dementieva, June 14, 2013,ELENA, Friday
 ,Many a filling material, June 14, 2013,ALLOY, Friday
 ,One with a job opening?, June 14, 2013,YEGG, Friday
 ,Like the leaves of a trailing arbutus, June 14, 2013,OVAL, Friday
 ,"Robert Louis Stevenson described it as ""bottled poetry""", June 14, 2013,WINE, Friday
 ,Rowdydow, June 13, 2013,ADO, Thursday
 ,Its logo's letters have a stripe running through them, June 13, 2013,ESPN, Thursday
 ,2004 sci-fi film based on a 1950 book, June 13, 2013,IROBOT, Thursday
 ,Fix, June 13, 2013,RIG, Thursday
 ,African healer, June 13, 2013,ALOE, Thursday
 ,Eerie phenomenon, June 13, 2013,DEJAVU, Thursday
 ,*Some vacation travel, June 13, 2013,CARTRIPS, Thursday
 ,"Atom who directed ""The Sweet Hereafter""", June 13, 2013,EGOYAN, Thursday
 ,90 degrees from N?, June 13, 2013,ZEE, Thursday
 ,Say inaudibly, June 13, 2013,MUTTER, Thursday
 ,Flamenco shout, June 13, 2013,OLE, Thursday
 ,Border, June 13, 2013,CUSP, Thursday
 ,Will certainly receive, June 13, 2013,ISINFOR, Thursday
 ,Tay and Fyne, June 13, 2013,LOCHS, Thursday
 ,"""Toddlers &amp; Tiaras"" airer", June 13, 2013,TLC, Thursday
 ,Cream ___, June 13, 2013,PUFF, Thursday
 ,Loan letters, June 13, 2013,APR, Thursday
 ,"Nicole Polizzi, familiarly", June 13, 2013,SNOOKI, Thursday
 ,Toned, June 13, 2013,BUFF, Thursday
 ,Place to gambol, June 13, 2013,LEA, Thursday
 ,*Caboose, June 13, 2013,REAREND, Thursday
 ,Long in Hollywood, June 13, 2013,NIA, Thursday
 ,Start of many a tale, June 13, 2013,ONCE, Thursday
 ,English word derived from Tswana, June 13, 2013,TSETSE, Thursday
 ,Seventh-century start, June 13, 2013,DCI, Thursday
 ,"___-Lo (""I Wish"" rapper)", June 13, 2013,SKEE, Thursday
 ,___ equivalent (measure of explosive energy), June 13, 2013,TNT, Thursday
 ,Chicken for a chicken dinner, June 13, 2013,FRYER, Thursday
 ,Flips, June 13, 2013,GOESAPE, Thursday
 ,Palindromic emperor, June 13, 2013,OTTO, Thursday
 ,"Birth control option, briefly", June 13, 2013,IUD, Thursday
 ,"He wrote ""Hell is other people""", June 13, 2013,SARTRE, Thursday
 ,Mauna ___, June 13, 2013,LOA, Thursday
 ,Acts the curmudgeon, June 13, 2013,GRIPES, Thursday
 ,2012 software release ... or a hint to the starts of the answers to the starred clues, June 13, 2013,WINDOWS8, Thursday
 ,Understood by few, June 13, 2013,OCCULT, Thursday
 ,Axe target?, June 13, 2013,ODOR, Thursday
 ,Fraternity character, June 13, 2013,ETA, Thursday
 ,Pint-size, June 13, 2013,TEENSY, Thursday
 ,"Next word after ""Wherefore art thou Romeo?""", June 13, 2013,DENY, Thursday
 ,Not too smart, June 13, 2013,DIM, Thursday
 ,Tangent starter?, June 13, 2013,ARC, Thursday
 ,"""Bad Teacher"" star, 2011", June 13, 2013,DIAZ, Thursday
 ,"""Hop-o'-My-Thumb"" figure", June 13, 2013,OGRE, Thursday
 ,Mr. Potato Head piece, June 13, 2013,EAR, Thursday
 ,Virginia ___, June 13, 2013,SLIMS, Thursday
 ,*What makes bread rise?, June 13, 2013,POPUPTOASTER, Thursday
 ,Natural hatchery, June 13, 2013,NEST, Thursday
 ,___ fixes, June 13, 2013,IDEES, Thursday
 ,"Fix, in a way, as golf clubs", June 13, 2013,REGRIP, Thursday
 ,"Eye, south of the border", June 13, 2013,OJO, Thursday
 ,*Area with the world's highest tides, June 13, 2013,BAYOFFUNDY, Thursday
 ,*Bushes were once found there, June 13, 2013,OVALOFFICE, Thursday
 ,One concerned with pitches, June 13, 2013,TUNER, Thursday
 ,Virginia ___, June 13, 2013,TECH, Thursday
 ,"*1965 hit that ends ""My baby don't care""", June 13, 2013,TICKETTORIDE, Thursday
 ,"Apt anagram of ""Russ.""", June 13, 2013,USSR, Thursday
 ,Small lump, June 13, 2013,NUB, Thursday
 ,French composer douard, June 13, 2013,LALO, Thursday
 ,*Like Linux, June 13, 2013,OPENSOURCE, Thursday
 ,*Frozen daiquiri ingredient, June 13, 2013,CRACKEDICE, Thursday
 ,"""The Millionairess"" star, 1960", June 13, 2013,LOREN, Thursday
 ,Rim attachment, June 13, 2013,NET, Thursday
 ,Trade-___, June 13, 2013,INS, Thursday
 ,"50/50, say", June 13, 2013,FAIR, Thursday
 ,Nimble, June 13, 2013,DEFT, Thursday
 ,Certain M.I.T. grads, June 13, 2013,EES, Thursday
 ,Gallery supporters?, June 13, 2013,EASELS, Thursday
 ,Hershey brand, June 13, 2013,ROLO, Thursday
 ,Political commentator Paul, June 13, 2013,GIGOT, Thursday
 ,Sickly pale, June 13, 2013,PASTY, Thursday
 ,Dovetail joint part, June 13, 2013,TENON, Thursday
 ,Like most movies, June 13, 2013,TWOD, Thursday
 ,"Was behind, in a way", June 13, 2013,OWED, Thursday
 ,Palazzo Alfieri's locale, June 13, 2013,ASTI, Thursday
 ,"""Poultry in motion,"" e.g.", June 13, 2013,PUN, Thursday
