title,clue,date,year,answer,day
 ,"Punch in the face, informally", March 3, 2015,POP, Tuesday
 ,Subj. of a thought experiment, March 3, 2015,ESP, Tuesday
 ,Result of a 1995 Qubec secession referendum, March 3, 2015,NON, Tuesday
 ,Aristocrat, March 3, 2015,NOBLE, Tuesday
 ,Razz, March 3, 2015,JEER, Tuesday
 ,Soulful Redding, March 3, 2015,OTIS, Tuesday
 ,Company that built the Unisphere for the 1964-65 New York World's Fair, March 3, 2015,USSTEEL, Tuesday
 ,Woes of society, March 3, 2015,ILLS, Tuesday
 ,___-Japanese War, March 3, 2015,SINO, Tuesday
 ,Signify, March 3, 2015,MEAN, Tuesday
 ,Foot for the Greek god Pan, March 3, 2015,HOOF, Tuesday
 ,___ Reader (alternative magazine), March 3, 2015,UTNE, Tuesday
 ,Romance novelist Roberts, March 3, 2015,NORA, Tuesday
 ,Long johns, March 3, 2015,THERMALS, Tuesday
 ,Big city on the Big Island, March 3, 2015,HILO, Tuesday
 ,Draft classification, March 3, 2015,ONEA, Tuesday
 ,"Neighbor of the Ricardos on ""I Love Lucy""", March 3, 2015,MERTZ, Tuesday
 ,Tie one on at dinner, March 14, 2015,LOBSTERBIB, Saturday
 ,Pats lightly, March 3, 2015,DABSAT, Tuesday
 ,Famous flops of the '50s, March 3, 2015,EDSELS, Tuesday
 ,Barbecue beef choice, March 3, 2015,RIBCUT, Tuesday
 ,Online heads-up, March 14, 2015,NSFW, Saturday
 ,Make hot under the collar, March 3, 2015,ENRAGE, Tuesday
 ,Event featuring motocross and snocross, March 3, 2015,XGAMES, Tuesday
 ,Maritime org., March 3, 2015,NAV, Tuesday
 ,Pronoun with a slash, March 3, 2015,HESHE, Tuesday
 ,"""Likable"" prez", March 3, 2015,IKE, Tuesday
 ,1990s TV cartoon produced by Steven Spielberg, March 14, 2015,ANIMANIACS, Saturday
 ,Home for the College of Wooster, March 14, 2015,OHIO, Saturday
 ,"""Cash is king""", March 14, 2015,MONEYTALKS, Saturday
 ,"Role for Ferrell on ""S.N.L.""", March 14, 2015,RENO, Saturday
 ,Neither's partner, March 3, 2015,NOR, Tuesday
 ,PC linkup, March 3, 2015,LAN, Tuesday
 ,Eviscerate, March 3, 2015,GUT, Tuesday
 ,Dear, March 14, 2015,ANGEL, Saturday
 ,"""The ___ Bridge Disaster"" (McGonagall poem)", March 14, 2015,TAY, Saturday
 ,Give the boot, March 3, 2015,AXE, Tuesday
 ,"Darn, e.g.", March 3, 2015,SEW, Tuesday
 ,Runners' spot, March 14, 2015,SLED, Saturday
 ,Diamond ___ Trucks (bygone company), March 14, 2015,REO, Saturday
 ,It's found on the toe of a boot, March 14, 2015,OMAN, Saturday
 ,Goes for the gold?, March 14, 2015,SMELTS, Saturday
 ,Yogi's title, March 14, 2015,SRI, Saturday
 ,Bolivian export, March 14, 2015,COCA, Saturday
 ,Stick in the mouth?, March 14, 2015,GUM, Saturday
 ,Subject of a Hoyle treatise, March 14, 2015,WHIST, Saturday
 ,"Portrayer of Hector in ""Troy""", March 14, 2015,ERICBANA, Saturday
 ,Infomercial product said to hold 12 times its weight in liquid, March 14, 2015,SHAMWOW, Saturday
 ,"Band with a 2000 Grammy-winning hit that's on Rolling Stone's list of all-time ""most annoying songs""", March 14, 2015,BAHAMEN, Saturday
 ,Ones pulling strings?, March 14, 2015,HARPISTS, Saturday
 ,Old-hat, March 14, 2015,TIRED, Saturday
 ,Text-interpreting technology used with PDFs, March 14, 2015,OCR, Saturday
 ,Duke, March 14, 2015,FIST, Saturday
 ,Halfway house?, March 14, 2015,INN, Saturday
 ,Hurdles, March 14, 2015,VAULTS, Saturday
 ,Step, March 14, 2015,PACE, Saturday
 ,"Boston landmark, with ""the""", March 14, 2015,PRU, Saturday
 ,"George Knightley's love interest, in literature", March 14, 2015,EMMA, Saturday
 ,Fired (up), March 14, 2015,HET, Saturday
 ,Some messages from messengers, March 14, 2015,WIRES, Saturday
 ,Truncates, March 14, 2015,LOPS, Saturday
 ,Mobbed by mosquitos, March 14, 2015,EATENALIVE, Saturday
 ,Not class-specific, March 14, 2015,ELHI, Saturday
 ,1999 Crowe/Pacino film nominated for seven Oscars, March 14, 2015,THEINSIDER, Saturday
NOTED ANNIVERSARY,"""u r KIDDING!""", March 1, 2015,OMG, Sunday
 ,Newspaper post, March 14, 2015,DESK, Saturday
NOTED ANNIVERSARY,Doesn't tread lightly, March 1, 2015,CLOMPS, Sunday
NOTED ANNIVERSARY,Neighbor of a delt, March 1, 2015,PEC, Sunday
NOTED ANNIVERSARY,1958 space monkey, March 1, 2015,GORDO, Sunday
NOTED ANNIVERSARY,Site of cataracts, March 1, 2015,NILE, Sunday
NOTED ANNIVERSARY,Chillax, March 1, 2015,VEGOUT, Sunday
 ,Things happy people do, March 14, 2015,CARTWHEELS, Saturday
 ,Hip-hop's Kendrick ___, March 14, 2015,LAMAR, Saturday
NOTED ANNIVERSARY,Goof, March 1, 2015,ERR, Sunday
NOTED ANNIVERSARY,"""Conversely ...,"" online", March 1, 2015,OTOH, Sunday
NOTED ANNIVERSARY,Pass, March 1, 2015,ENACT, Sunday
 ,"Quick snap time, in football", March 14, 2015,ONONE, Saturday
 ,"""Ding ding ding!""", March 14, 2015,BINGO, Saturday
 ,"Mr. of ""Peter Pan""", March 14, 2015,SMEE, Saturday
 ,Singer/songwriter whose name anagrams to ART OF SLY WIT, March 14, 2015,TAYLORSWIFT, Saturday
NOTED ANNIVERSARY,Setting of 118-Across, March 1, 2015,SALZBURGAUSTRIA, Sunday
NOTED ANNIVERSARY,"Language from which ""tattoo"" comes", March 1, 2015,SAMOAN, Sunday
NOTED ANNIVERSARY,Mens ___ (legal term), March 1, 2015,REA, Sunday
 ,Med. specialist, March 14, 2015,ENT, Saturday
 ,Gaucho gear, March 14, 2015,RIATA, Saturday
 ,Journalistic ideal, March 14, 2015,BALANCE, Saturday
 ,Like glop, March 14, 2015,ICKY, Saturday
NOTED ANNIVERSARY,Required, March 1, 2015,ESSENTIAL, Sunday
NOTED ANNIVERSARY,Star of 118-Across, March 1, 2015,JULIEANDREWS, Sunday
NOTED ANNIVERSARY,"""Roll Over Beethoven"" group, briefly", March 1, 2015,ELO, Sunday
NOTED ANNIVERSARY,Chemistry lab droppers, March 1, 2015,PIPETS, Sunday
NOTED ANNIVERSARY,"Luggage checker, for short", March 1, 2015,TSA, Sunday
NOTED ANNIVERSARY,Hearing something?, March 1, 2015,LAWSUIT, Sunday
 ,Some undergrad degs., March 14, 2015,BSS, Saturday
NOTED ANNIVERSARY,Author LeShan, March 1, 2015,EDA, Sunday
 ,"Language from which ""litmus"" comes", March 14, 2015,NORSE, Saturday
 ,Certain subterfuge, March 14, 2015,SHELLGAME, Saturday
 ,Well-calibrated, March 14, 2015,FINETUNED, Saturday
 ,Savior of Little Red Riding Hood, March 14, 2015,WOODSMAN, Saturday
NOTED ANNIVERSARY,"Botanist Carl Linnaeus, for one", March 1, 2015,SWEDE, Sunday
NOTED ANNIVERSARY,"With 65-Down, 160-year-old fraternity founded at Miami University of Ohio", March 1, 2015,SIGMA, Sunday
NOTED ANNIVERSARY,Opening lyric of 118-Across, March 1, 2015,THEHILLSAREALIVE, Sunday
 ,Division of biology, March 14, 2015,MITOSIS, Saturday
 ,Kind of nerve, March 14, 2015,SCIATIC, Saturday
NOTED ANNIVERSARY,Complaints, March 1, 2015,FLAK, Sunday
NOTED ANNIVERSARY,Georgetown athlete, March 1, 2015,HOYA, Sunday
NOTED ANNIVERSARY,Send, March 1, 2015,ELATE, Sunday
 ,"Put through cycles, in a way", March 14, 2015,MACHINEWASH, Saturday
 ,Boob, March 14, 2015,SIMP, Saturday
 ,Mars or Neptune, March 14, 2015,ORB, Saturday
 ,"Metaphor for a tedious, futile effort", March 14, 2015,WHACAMOLE, Saturday
 ,Expresses grumpily, March 14, 2015,HARRUMPHS, Saturday
NOTED ANNIVERSARY,Important factor in a crossword tournament, March 1, 2015,SOLVINGTIME, Sunday
NOTED ANNIVERSARY,"Eclipses, to some", March 1, 2015,OMENS, Sunday
NOTED ANNIVERSARY,Raid target, March 1, 2015,ROACH, Sunday
NOTED ANNIVERSARY,___ Fridays, March 1, 2015,TGI, Sunday
NOTED ANNIVERSARY,Duo behind 118-Across, March 1, 2015,RODGERSANDHAMMERSTEIN, Sunday
NOTED ANNIVERSARY,Ftbol announcer's shout, March 1, 2015,GOL, Sunday
NOTED ANNIVERSARY,See 130-Across, March 1, 2015,SIREE, Sunday
 ,Pottery ___, March 14, 2015,BARN, Saturday
 ,Wolfed (down), March 14, 2015,SHOVELED, Saturday
 ,Newborn stats: Abbr., March 14, 2015,WTS, Saturday
 ,Figure in many New Yorker cartoons, March 14, 2015,STPETER, Saturday
NOTED ANNIVERSARY,Lightly hammered?, March 1, 2015,TIPSY, Sunday
NOTED ANNIVERSARY,"""Cos Fan Tutte,"" e.g.", March 1, 2015,OPERABUFFA, Sunday
NOTED ANNIVERSARY,"""The Best Exotic Marigold Hotel"" actress", March 1, 2015,DENCH, Sunday
NOTED ANNIVERSARY,Do some roof work, March 1, 2015,TILE, Sunday
 ,Kind of surgery, March 14, 2015,LASIK, Saturday
NOTED ANNIVERSARY,Port authority?, March 1, 2015,WINO, Sunday
NOTED ANNIVERSARY,Honor for 118-Across, March 1, 2015,BESTPICTUREOSCAR, Sunday
 ,Sends to the lockup, March 2, 2015,JAILS, Monday
 ,Bit the dust, March 14, 2015,ATEIT, Saturday
 ,What the rainbow flag signifies, March 14, 2015,PRIDE, Saturday
 ,Go wild, March 14, 2015,REVEL, Saturday
 ,Web browsers, March 14, 2015,USERS, Saturday
NOTED ANNIVERSARY,Sports bar fixture, March 1, 2015,LCDTV, Sunday
NOTED ANNIVERSARY,Narnia girl, March 1, 2015,SUSAN, Sunday
NOTED ANNIVERSARY,Curmudgeon's review, March 1, 2015,UGH, Sunday
NOTED ANNIVERSARY,Fish dish, March 1, 2015,SASHIMI, Sunday
NOTED ANNIVERSARY,Prefix with city or centennial, March 1, 2015,TRI, Sunday
NOTED ANNIVERSARY,Digressions, March 1, 2015,ASIDES, Sunday
 ,Golf target, March 2, 2015,PAR, Monday
 ,"Ponzi scheme, e.g.", March 2, 2015,FRAUD, Monday
 ,Cow in old Borden ads, March 2, 2015,ELSIE, Monday
 ,"Interstate, e.g.: Abbr.", March 2, 2015,HWY, Monday
 ,Comedian Bruce, March 2, 2015,LENNY, Monday
 ,"""That's a funny one""", March 14, 2015,HAHA, Saturday
 ,First name in the International Tennis Hall of Fame, March 14, 2015,ILIE, Saturday
 ,"""And stuff""", March 14, 2015,ETC, Saturday
 ,Fort Myers-to-Tampa dir., March 14, 2015,NNW, Saturday
NOTED ANNIVERSARY,It ends in Nov., March 1, 2015,DST, Sunday
NOTED ANNIVERSARY,Family upon whom 118-Across is based, March 1, 2015,THEVONTRAPPS, Sunday
 ,"Czanne's ""The Basket of Apples,"" e.g.", March 2, 2015,STILLLIFE, Monday
 ,Skip over in speech, March 2, 2015,ELIDE, Monday
 ,Tyke, March 2, 2015,TOT, Monday
 ,Brother of Jacob, March 2, 2015,ESAU, Monday
 ,"""Mad About You"" co-star Paul", March 2, 2015,REISER, Monday
NOTED ANNIVERSARY,"Wynken, Blynken and Nod, e.g.", March 1, 2015,THREESOME, Sunday
NOTED ANNIVERSARY,Whup, March 1, 2015,TAN, Sunday
NOTED ANNIVERSARY,Recondite, March 1, 2015,ARCANE, Sunday
 ,Radio station identification, March 2, 2015,CALLLETTERS, Monday
 ,"___ Kelly, classic circus clown", March 2, 2015,EMMETT, Monday
 ,"Sash in ""Madama Butterfly""", March 2, 2015,OBI, Monday
 ,Fervor, March 2, 2015,ZEAL, Monday
 ,Layered hairstyle, March 2, 2015,SHAG, Monday
NOTED ANNIVERSARY,Movie that opened on 3/2/1965, March 1, 2015,THESOUNDOFMUSIC, Sunday
NOTED ANNIVERSARY,"Superdietary, informally", March 1, 2015,NOCAL, Sunday
NOTED ANNIVERSARY,"""Pics ___ didn't happen"" (slangy challenge)", March 1, 2015,ORIT, Sunday
NOTED ANNIVERSARY,"""Wailing"" instrument", March 1, 2015,SAX, Sunday
NOTED ANNIVERSARY,Big export of Myanmar, March 1, 2015,RUBIES, Sunday
NOTED ANNIVERSARY,Nine-month pregnancy, March 1, 2015,TERM, Sunday
 ,"Andrea, Carla and Michael", March 2, 2015,NAMES, Monday
 ,Underpaid employee's demand, March 2, 2015,RAISE, Monday
 ,Time in history, March 2, 2015,ERA, Monday
 ,What a sun visor protects against, March 2, 2015,GLARE, Monday
NOTED ANNIVERSARY,"""Let's Make a Deal"" features", March 1, 2015,DOORS, Sunday
NOTED ANNIVERSARY,Figure in a Sunni/Shia dispute, March 1, 2015,ALI, Sunday
NOTED ANNIVERSARY,Where the Potemkin Steps are, March 1, 2015,ODESSA, Sunday
 ,Building wing, March 2, 2015,ANNEX, Monday
 ,Prewedding purchase, March 2, 2015,RING, Monday
 ,"___ Holder, first African-American attorney general", March 2, 2015,ERIC, Monday
NOTED ANNIVERSARY,"With 78-Across, ""Righto!""", March 1, 2015,YES, Sunday
 ,Lowest-ranking G.I., March 2, 2015,PVT, Monday
NOTED ANNIVERSARY,Two out of 11?, March 1, 2015,ONES, Sunday
NOTED ANNIVERSARY,"Nicki with the 2014 hit ""Anaconda""", March 1, 2015,MINAJ, Sunday
NOTED ANNIVERSARY,Dress to the nines, March 1, 2015,GLAMUP, Sunday
 ,Club : golf :: ___ : tennis, March 2, 2015,RACKET, Monday
 ,"""Momma"" cartoonist", March 2, 2015,MELLLAZARUS, Monday
NOTED ANNIVERSARY,Rite Aid rival, March 1, 2015,CVS, Sunday
NOTED ANNIVERSARY,Picks up, March 1, 2015,LEARNS, Sunday
 ,Containers in a pantry, March 17, 2015,JARS, Tuesday
 ,Cat also called a dwarf leopard, March 2, 2015,OCELOT, Monday
 ,___ &amp; Chandon (Champagne), March 2, 2015,MOET, Monday
NOTED ANNIVERSARY,Checked out, March 1, 2015,OGLED, Sunday
 ,Headwear for a Scot, March 17, 2015,TAM, Tuesday
 ,Statement upon returning from a cut-off call, March 17, 2015,IMBACK, Tuesday
 ,"""Garfield"" barker", March 17, 2015,ODIE, Tuesday
 ,"""Well, I'd say ...,"" in a text", March 17, 2015,IMO, Tuesday
 ,Tile container in Scrabble, March 2, 2015,BAG, Monday
 ,"""This looks bad, bad, bad!""", March 2, 2015,OHGOD, Monday
NOTED ANNIVERSARY,"""The culminating point that beauty has attained in the sphere of music,"" per Tchaikovsky", March 1, 2015,MOZART, Sunday
NOTED ANNIVERSARY,___ crawl, March 1, 2015,PUB, Sunday
NOTED ANNIVERSARY,Guy's name that's an alphabet run, March 1, 2015,STU, Sunday
NOTED ANNIVERSARY,Viola parts, March 1, 2015,PEGS, Sunday
NOTED ANNIVERSARY,Remove any trace of, March 1, 2015,ERASE, Sunday
 ,"""I can't he-e-ear you!""", March 17, 2015,LALALA, Tuesday
 ,"""Catch ya on the flip side""", March 17, 2015,LATERMAN, Tuesday
 ,"With 51-Down, ""Mad Men"" actress", March 17, 2015,ALISON, Tuesday
 ,Celebrity gossip site, March 17, 2015,TMZ, Tuesday
 ,"ABC, for ""Modern Family"" or ""Scandal""", March 17, 2015,AIRER, Tuesday
 ,Spanish liqueur, March 17, 2015,ANIS, Tuesday
 ,"""A beast,"" according to Ogden Nash", March 2, 2015,TWOLLLAMA, Monday
NOTED ANNIVERSARY,1961 Disney villainess, March 1, 2015,CRUELLA, Sunday
 ,Up in the air, March 17, 2015,UNDETERMINED, Tuesday
 ,Org. with merit badges, March 17, 2015,BSA, Tuesday
 ,Opposite of tight, March 2, 2015,LOOSE, Monday
NOTED ANNIVERSARY,Crime boss John, March 1, 2015,GOTTI, Sunday
NOTED ANNIVERSARY,Not esta or esa, March 1, 2015,OTRA, Sunday
NOTED ANNIVERSARY,Disturb, March 1, 2015,ROIL, Sunday
NOTED ANNIVERSARY,2022 World Cup city, March 1, 2015,DOHA, Sunday
 ,Letter before upsilon, March 17, 2015,TAU, Tuesday
 ,Cousin of mead, March 17, 2015,ALE, Tuesday
 ,Genius, March 17, 2015,MASTERMIND, Tuesday
 ,Beaver's construction, March 2, 2015,DAM, Monday
 ,Weird, March 2, 2015,EERIE, Monday
 ,Longtime Syrian strongman, March 2, 2015,ASSAD, Monday
NOTED ANNIVERSARY,Food poisoning cause, March 1, 2015,ECOLI, Sunday
NOTED ANNIVERSARY,Asian capital nicknamed the City of Azaleas, March 1, 2015,TAIPEI, Sunday
 ,Top 40 genre, March 17, 2015,POP, Tuesday
 ,"Prince, e.g.", March 17, 2015,HEIR, Tuesday
 ,"The ""S"" in CBS: Abbr.", March 2, 2015,SYS, Monday
 ,"Sing ""lay odl lay odl lay hee hoo""", March 2, 2015,YODEL, Monday
 ,Nonserious remark, March 2, 2015,JEST, Monday
 ,Kind of sax, March 2, 2015,ALTO, Monday
 ,Hats for Indiana Jones, March 18, 2015,FEDORAS, Wednesday
NOTED ANNIVERSARY,Hi-___, March 1, 2015,RES, Sunday
NOTED ANNIVERSARY,"Does a real number on, say", March 1, 2015,SNOWS, Sunday
NOTED ANNIVERSARY,Something a trypanophobe fears, March 1, 2015,NEEDLE, Sunday
NOTED ANNIVERSARY,In the slightest, March 1, 2015,ATALL, Sunday
NOTED ANNIVERSARY,Latin 101 verb, March 1, 2015,ESSE, Sunday
NOTED ANNIVERSARY,Trumpet sound, March 1, 2015,WAWA, Sunday
 ,Scottish landowner, March 17, 2015,LAIRD, Tuesday
 ,Catch sight of, March 17, 2015,SPOT, Tuesday
 ,Home of the Braves: Abbr., March 17, 2015,ATL, Tuesday
 ,"""___ something I said?""", March 2, 2015,ISIT, Monday
 ,"Al Capp's ""___ Abner""", March 2, 2015,LIL, Monday
 ,Choose, March 2, 2015,SELECT, Monday
 ,Perfume container, March 2, 2015,PHIAL, Monday
 ,The Trojans of the Pac-12, March 18, 2015,USC, Wednesday
 ,Covert ___, March 18, 2015,OPS, Wednesday
 ,Sitcom installment, March 18, 2015,EPISODE, Wednesday
NOTED ANNIVERSARY,Go (through), March 1, 2015,SIFT, Sunday
NOTED ANNIVERSARY,Citrus fruit, March 1, 2015,UGLI, Sunday
NOTED ANNIVERSARY,Official in a turban, March 1, 2015,IMAM, Sunday
 ,Ingredient in some pancake batter, March 17, 2015,BUTTERMILK, Tuesday
 ,Horrible, March 2, 2015,AWFUL, Monday
 ,"""The Catcher in the ___""", March 2, 2015,RYE, Monday
 ,"""No secrets!""", March 18, 2015,SPILLIT, Wednesday
NOTED ANNIVERSARY,Bit of filming, March 1, 2015,TAKE, Sunday
NOTED ANNIVERSARY,___ de Mxico (Mexico City daily), March 1, 2015,ELSOL, Sunday
 ,Med. diagnostic, March 17, 2015,MRI, Tuesday
 ,"""Power"" suffix", March 17, 2015,ADE, Tuesday
 ,Scrabble value of every letter in RELATIONS, March 17, 2015,ONE, Tuesday
 ,"""Mothra vs. Godzilla,"" e.g.", March 17, 2015,MONSTERMOVIE, Tuesday
 ,Absolutely enthralled, March 17, 2015,AGOG, Tuesday
 ,Miserly Marner, March 17, 2015,SILAS, Tuesday
 ,Short-lived, March 2, 2015,FLEETING, Monday
 ,"The ""3"" in ""6/3""", March 18, 2015,DIVISOR, Wednesday
 ,Relative of a snowboard, March 18, 2015,MONOSKI, Wednesday
NOTED ANNIVERSARY,"A.L. East, e.g.: Abbr.", March 1, 2015,DIV, Sunday
NOTED ANNIVERSARY,Paperless party planner's option, March 1, 2015,EVITE, Sunday
NOTED ANNIVERSARY,2011 Marvel film, March 1, 2015,THOR, Sunday
NOTED ANNIVERSARY,___ neanderthalensis, March 1, 2015,HOMO, Sunday
NOTED ANNIVERSARY,Checked out, March 1, 2015,EYED, Sunday
NOTED ANNIVERSARY,"""___ tight""", March 1, 2015,HANG, Sunday
 ,Spell-off, March 17, 2015,BEE, Tuesday
 ,"Josh who played Dubya in ""W.""", March 17, 2015,BROLIN, Tuesday
 ,"Some tests ... or what's found literally in 17-, 24-, 30-, 39- and 44-Across", March 17, 2015,MIDTERMS, Tuesday
 ,Body of work, March 17, 2015,OEUVRE, Tuesday
 ,Anticipatory night, March 17, 2015,EVE, Tuesday
 ,"Blazing again, as a fire", March 2, 2015,RELIT, Monday
 ,Licoricelike flavor, March 2, 2015,ANISE, Monday
 ,Down ___ (Australia), March 2, 2015,UNDER, Monday
 ,Colorists, March 2, 2015,DYERS, Monday
 ,1984 #1 Billy Ocean hit, March 18, 2015,CARIBBEANQUEEN, Wednesday
 ,Suffix with elephant, March 18, 2015,INE, Wednesday
 ,Insurance co. that received a $182 billion bailout, March 18, 2015,AIG, Wednesday
NOTED ANNIVERSARY,"Singer Bareilles with the 2007 hit ""Love Song""", March 1, 2015,SARA, Sunday
NOTED ANNIVERSARY,Heaps, March 1, 2015,ATON, Sunday
NOTED ANNIVERSARY,Interprets, March 1, 2015,READS, Sunday
 ,Wuss, March 17, 2015,WIMP, Tuesday
 ,In recent days, March 17, 2015,LATELY, Tuesday
 ,German article, March 17, 2015,DER, Tuesday
 ,"Remove gradually, as from dependence", March 17, 2015,WEAN, Tuesday
 ,What caffeine can give you, March 17, 2015,JOLT, Tuesday
 ,Exams for future attys., March 2, 2015,LSATS, Monday
 ,"Confederate soldier, for short", March 2, 2015,REB, Monday
 ,Boston airport, March 2, 2015,LOGAN, Monday
 ,Research center: Abbr., March 18, 2015,INST, Wednesday
 ,Saddle-making tools, March 18, 2015,AWLS, Wednesday
NOTED ANNIVERSARY,Many a Silicon Valley worker: Abbr., March 1, 2015,ENGR, Sunday
NOTED ANNIVERSARY,Heart, March 1, 2015,GIST, Sunday
 ,"Michelangelo's ""The Creation of ___""", March 17, 2015,ADAM, Tuesday
 ,Alternative rock's Better Than ___, March 2, 2015,EZRA, Monday
 ,Nasty, March 2, 2015,MEAN, Monday
 ,Central street, March 2, 2015,MAIN, Monday
 ,"""... or ___!"" (threat)", March 2, 2015,ELSE, Monday
 ,Avis rival, March 2, 2015,HERTZ, Monday
 ,"The Diamondbacks, on scoreboards", March 2, 2015,ARI, Monday
 ,Minor keys?, March 18, 2015,ISLETS, Wednesday
 ,Letter after phi, March 18, 2015,CHI, Wednesday
 ,Uncluttered, March 18, 2015,TIDY, Wednesday
 ,Overwhelmed police officer's request, March 18, 2015,BACKUP, Wednesday
 ,"Maids, butlers and au pairs", March 18, 2015,DOMESTICWORKERS, Wednesday
 ,Officers' clip-ons, March 13, 2015,IDBADGES, Friday
NOTED ANNIVERSARY,Maker of Dreamcast games, March 1, 2015,SEGA, Sunday
NOTED ANNIVERSARY,See 48-Across, March 1, 2015,CHI, Sunday
NOTED ANNIVERSARY,Cave opening?, March 1, 2015,HARDC, Sunday
NOTED ANNIVERSARY,"Eldest Stark child on ""Game of Thrones""", March 1, 2015,ROBB, Sunday
NOTED ANNIVERSARY,Pivots, March 1, 2015,SLUES, Sunday
NOTED ANNIVERSARY,Rendezvous, March 1, 2015,MEET, Sunday
NOTED ANNIVERSARY,File ___, March 1, 2015,MENU, Sunday
 ,Cracker brand, March 17, 2015,RITZ, Tuesday
 ,"""Get it?""", March 17, 2015,SEE, Tuesday
 ,Shy, March 17, 2015,TIMID, Tuesday
 ,Stoudemire of the N.B.A., March 17, 2015,AMARE, Tuesday
 ,"""The Seine at Giverny"" artist", March 17, 2015,MONET, Tuesday
 ,Pier grp., March 17, 2015,ILA, Tuesday
 ,Actor Baldwin, March 2, 2015,ALEC, Monday
 ,Start for some art, March 18, 2015,CANVAS, Wednesday
 ,Rail rider of old, March 18, 2015,HOBO, Wednesday
 ,What makes a cat scat?, March 18, 2015,ESS, Wednesday
 ,"Greater Antilles native, once", March 18, 2015,ARAWAK, Wednesday
 ,Real estate reference, March 18, 2015,PLAT, Wednesday
 ,Apollo setting, March 13, 2015,HARLEM, Friday
 ,Tasseled topper, March 13, 2015,TARBOOSH, Friday
 ,Shaded ring, March 13, 2015,AREOLA, Friday
NOTED ANNIVERSARY,Little songbirds, March 1, 2015,TITS, Sunday
NOTED ANNIVERSARY,Bigger than big, March 1, 2015,EPIC, Sunday
NOTED ANNIVERSARY,"Luzn, por ejemplo", March 1, 2015,ISLA, Sunday
NOTED ANNIVERSARY,"Manhattanite, e.g., for short", March 1, 2015,NYER, Sunday
NOTED ANNIVERSARY,Hooters, March 1, 2015,OWLS, Sunday
 ,"Bernard who wrote ""The Natural""", March 17, 2015,MALAMUD, Tuesday
 ,Thin pancakes, March 17, 2015,BLINI, Tuesday
 ,Start of an alphabet book, March 17, 2015,AASINAPPLE, Tuesday
 ,Inspection, March 17, 2015,CLOSELOOK, Tuesday
 ,Clark Kent's boyhood home: Abbr., March 17, 2015,KAN, Tuesday
 ,"""The ___ of Zorro""", March 2, 2015,MARK, Monday
 ,New York canal, March 2, 2015,ERIE, Monday
 ,Religious splinter group, March 2, 2015,SECT, Monday
