title,clue,date,year,answer,day
 ,"Like a ""before"" versus ""after"" photo subject, say", November 19, 2014,FATTER, Wednesday
 ,Carpentry peg, November 19, 2014,DOWEL, Wednesday
 ,Czar's edict, November 19, 2014,UKASE, Wednesday
 ,"""Family Ties"" mother", November 19, 2014,ELYSE, Wednesday
 ,___ tag, November 19, 2014,LASER, Wednesday
 ,"Tierney of ""ER""", November 19, 2014,MAURA, Wednesday
 ,Urge forward, November 19, 2014,IMPEL, Wednesday
 ,Record store section, November 19, 2014,OPERA, Wednesday
 ,Jotted down, November 19, 2014,NOTED, Wednesday
 ,A Katzenjammer kid, November 19, 2014,HANS, Wednesday
 ,Rug rat, November 19, 2014,TOT, Wednesday
 ,"""You're all ___ got""", November 19, 2014,IVE, Wednesday
 ,And so forth: Abbr., November 11, 2014,ETC, Tuesday
 ,Halfway decent, November 11, 2014,OKAY, Tuesday
 ,Home of Plato's Academy, November 11, 2014,ATHENS, Tuesday
 ,"""Your point being ...?""", November 11, 2014,SOO, Tuesday
 ,Ancient South American, November 11, 2014,INCA, Tuesday
 ,Complete mess, November 11, 2014,FIASCO, Tuesday
 ,Powdered lunch product from Lipton, November 11, 2014,CUPASOUP, Tuesday
 ,Moon of Neptune, November 11, 2014,TRITON, Tuesday
 ,Digital device used to access Hulu and Netflix, November 11, 2014,APPLETV, Tuesday
 ,Bird bill, November 11, 2014,BEAK, Tuesday
 ,Fishing device, November 11, 2014,REEL, Tuesday
 ,Just marvelous, November 11, 2014,SUPERDUPER, Tuesday
 ,"Birdcage swing, e.g.", November 11, 2014,PERCH, Tuesday
 ,"Skip, as a sound", November 11, 2014,ELIDE, Tuesday
 ,"Poet's ""before""", November 11, 2014,ERE, Tuesday
 ,Former Time Warner partner, November 11, 2014,AOL, Tuesday
 ,Commercial suffix with Tropic, November 11, 2014,ANA, Tuesday
 ,"Mouth, slangily", November 11, 2014,TRAP, Tuesday
 ,Alcoholics Anonymous and others, November 11, 2014,SUPPORTGROUPS, Tuesday
 ,Seamen, November 11, 2014,TARS, Tuesday
 ,Contend (for), November 11, 2014,VIE, Tuesday
 ,"When repeated, a popular puzzle", November 11, 2014,KEN, Tuesday
 ,Acid, November 11, 2014,LSD, Tuesday
 ,"""The Hangover"" setting", November 11, 2014,VEGAS, Tuesday
 ,Hollywood director Sam, November 11, 2014,RAIMI, Tuesday
 ,Confectionery brand with a logo designed by Salvador Dal, November 11, 2014,CHUPACHUPS, Tuesday
 ,"""Chestnuts roasting ___ open fire""", November 11, 2014,ONAN, Tuesday
 ,"Eight, to Dieter", November 11, 2014,ACHT, Tuesday
 ,Stand-up comedian with multiple Emmys, November 11, 2014,LOUISCK, Tuesday
 ,"Drink that gets its name from the Tahitian word for ""good""", November 11, 2014,MAITAI, Tuesday
 ,"Share a single bed ... or a hidden feature of 17-, 23-, 36- and 50-Across", November 11, 2014,DOUBLEUP, Tuesday
 ,Town with Yiddish speakers, November 11, 2014,SHTETL, Tuesday
 ,In ___ (actually), November 11, 2014,ESSE, Tuesday
 ,In the style of, November 11, 2014,ALA, Tuesday
 ,Pooped, November 11, 2014,GASSED, Tuesday
 ,Blacken on a grill, November 11, 2014,CHAR, Tuesday
 ,"""Spy vs. Spy"" magazine", November 11, 2014,MAD, Tuesday
 ,Steep slope around a rampart, November 11, 2014,ESCARP, Tuesday
 ,"""Rug""", November 11, 2014,TOUPEE, Tuesday
 ,Statue of Liberty material, November 11, 2014,COPPER, Tuesday
 ,River to the Seine, November 11, 2014,OISE, Tuesday
 ,Units of nautical speed, November 11, 2014,KNOTS, Tuesday
 ,Contact lens brand, November 11, 2014,ACUVUE, Tuesday
 ,Annoying bark, November 11, 2014,YAP, Tuesday
 ,Under the cloak of night, November 11, 2014,AFTERDARK, Tuesday
 ,Angry rant, November 11, 2014,TIRADE, Tuesday
 ,Three-line verse, November 11, 2014,HAIKU, Tuesday
 ,N.H. winter setting, November 11, 2014,EST, Tuesday
 ,"Sarge, e.g.", November 11, 2014,NCO, Tuesday
 ,Junior, November 11, 2014,SON, Tuesday
 ,WHAT THIS IS IN, November 11, 2014,ALLCAPS, Tuesday
 ,Existence, November 11, 2014,BEING, Tuesday
 ,Stop getting any higher, November 11, 2014,PLATEAU, Tuesday
 ,"One chased in a car chase, for short", November 11, 2014,PERP, Tuesday
 ,Parts of history, November 11, 2014,ERAS, Tuesday
 ,"John Boehner, e.g., in two ways: Abbr.", November 11, 2014,REP, Tuesday
 ,Use a pogo stick, November 11, 2014,HOP, Tuesday
 ,1968 #1 hit for Diana Ross &amp; the Supremes, November 11, 2014,LOVECHILD, Tuesday
 ,Good source of omega-3 fatty acids, November 11, 2014,TUNAOIL, Tuesday
 ,Where a Brownie's merit badges are attached, November 11, 2014,SASH, Tuesday
 ,Language of Pakistan, November 11, 2014,URDU, Tuesday
 ,"""I know, ___?""", November 11, 2014,RIGHT, Tuesday
 ,"""___ the land of the free ...""", November 11, 2014,OER, Tuesday
 ,"Nurse's focus, in brief", November 11, 2014,TLC, Tuesday
 ,Move out, November 11, 2014,VACATE, Tuesday
 ,"Quiet sound of water on the side of a pail, say", November 11, 2014,SPLOSH, Tuesday
 ,Clothes line?, November 11, 2014,INSEAM, Tuesday
 ,Eye part subject to degeneration, November 11, 2014,MACULA, Tuesday
 ,What gets rubber-stamped?, November 11, 2014,INKPAD, Tuesday
 ,Hors d'oeuvres toppings, November 11, 2014,PATES, Tuesday
 ,"""Minnesota March"" composer", November 11, 2014,SOUSA, Tuesday
 ,Modern cab service alternative, November 11, 2014,UBER, Tuesday
 ,Asian food additive, November 11, 2014,MSG, Tuesday
 ,"""Got it!""", November 11, 2014,AHA, Tuesday
 ,"""___ your call""", November 11, 2014,ITS, Tuesday
 ,Kwanzaa time: Abbr., November 11, 2014,DEC, Tuesday
COLORFUL CHARACTERS,Extremely attractive bodies, November 9, 2014,BLACKHOLES, Sunday
COLORFUL CHARACTERS,Bird found in this grid's lower-right corner, November 9, 2014,BLUEJAY, Sunday
COLORFUL CHARACTERS,Building material in Oz, November 9, 2014,YELLOWBRICK, Sunday
COLORFUL CHARACTERS,Female surfer, November 9, 2014,WAHINE, Sunday
COLORFUL CHARACTERS,Words from a Latin lover, November 9, 2014,YOTEAMO, Sunday
COLORFUL CHARACTERS,Byproduct of petroleum refining, November 9, 2014,ETHANE, Sunday
COLORFUL CHARACTERS,1996 Olympic tennis gold medalist, November 9, 2014,AGASSI, Sunday
COLORFUL CHARACTERS,Suffer remorse, November 9, 2014,FEELBAD, Sunday
COLORFUL CHARACTERS,U.S.S.R.'s Brezhnev, November 9, 2014,LEONID, Sunday
COLORFUL CHARACTERS,Sharp, November 9, 2014,TART, Sunday
COLORFUL CHARACTERS,Side of a diner, November 9, 2014,SLAW, Sunday
COLORFUL CHARACTERS,Background color of a $100 bill, November 9, 2014,TEAL, Sunday
COLORFUL CHARACTERS,It might be stained, November 9, 2014,PANE, Sunday
COLORFUL CHARACTERS,Hikers' snacks, November 9, 2014,TRAILMIXES, Sunday
COLORFUL CHARACTERS,Facetious unit defined as the amount of beauty needed to launch one ship, November 9, 2014,MILLIHELEN, Sunday
COLORFUL CHARACTERS,Young musician?, November 9, 2014,NEIL, Sunday
COLORFUL CHARACTERS,Nail holder, November 9, 2014,TOE, Sunday
COLORFUL CHARACTERS,Birds Eye bagful, November 9, 2014,PEAS, Sunday
COLORFUL CHARACTERS,"""That old"" stuff of song", November 9, 2014,BLACKMAGIC, Sunday
COLORFUL CHARACTERS,Sodium ___ (potato chip flavoring), November 9, 2014,ACETATE, Sunday
COLORFUL CHARACTERS,World's first national park, November 9, 2014,YELLOWSTONE, Sunday
COLORFUL CHARACTERS,Dog's plaint, November 9, 2014,YIP, Sunday
COLORFUL CHARACTERS,Leading, November 9, 2014,PROMINENT, Sunday
COLORFUL CHARACTERS,"Whitney who went to Yale, appropriately", November 9, 2014,ELI, Sunday
COLORFUL CHARACTERS,Quaking ___, November 9, 2014,ASPEN, Sunday
COLORFUL CHARACTERS,Body of water found in this grid's upper-right corner, November 9, 2014,YELLOWSEA, Sunday
COLORFUL CHARACTERS,Lawn tool, November 9, 2014,EDGER, Sunday
COLORFUL CHARACTERS,"Performing, say", November 9, 2014,ONSTAGE, Sunday
COLORFUL CHARACTERS,Plagued, November 9, 2014,BESET, Sunday
COLORFUL CHARACTERS,Vitamin used to fight Alzheimer's, November 9, 2014,BTWELVE, Sunday
COLORFUL CHARACTERS,X contributor, November 9, 2014,MOTHER, Sunday
COLORFUL CHARACTERS,"Puts on eBay, say", November 9, 2014,RESELLS, Sunday
COLORFUL CHARACTERS,"""What a ___!""", November 9, 2014,RELIEF, Sunday
COLORFUL CHARACTERS,"""Methinks,"" in forums", November 9, 2014,IMO, Sunday
COLORFUL CHARACTERS,"Instruments in the Beatles' ""Norwegian Wood"" and ""Within You Without You""", November 9, 2014,SITARS, Sunday
COLORFUL CHARACTERS,Hawaiian verandas, November 9, 2014,LANAIS, Sunday
COLORFUL CHARACTERS,Prey for a cheetah, November 9, 2014,GNU, Sunday
COLORFUL CHARACTERS,"With 77-Across, when combined into one word, national trivia championship, e.g.", November 9, 2014,NERD, Sunday
COLORFUL CHARACTERS,See 75-Across, November 9, 2014,FEST, Sunday
COLORFUL CHARACTERS,Hardware store or nursery purchase, November 9, 2014,BULB, Sunday
COLORFUL CHARACTERS,Gels, November 9, 2014,SETS, Sunday
COLORFUL CHARACTERS,Beverage found in this grid's lower-left corner, November 9, 2014,GREENTEA, Sunday
COLORFUL CHARACTERS,Ending with may, November 9, 2014,HAP, Sunday
COLORFUL CHARACTERS,Injury found in this grid's upper-left corner, November 9, 2014,BLACKEYE, Sunday
COLORFUL CHARACTERS,Bereavement, November 9, 2014,LOSS, Sunday
COLORFUL CHARACTERS,Placeholder?, November 9, 2014,ATLAS, Sunday
COLORFUL CHARACTERS,Prey of the Morlocks, November 9, 2014,ELOI, Sunday
COLORFUL CHARACTERS,Give the go-ahead, November 9, 2014,GREENLIGHT, Sunday
COLORFUL CHARACTERS,Relative of a panpipe, November 9, 2014,HARMONICA, Sunday
COLORFUL CHARACTERS,Common muffin flavor, November 9, 2014,BLUEBERRY, Sunday
COLORFUL CHARACTERS,Jai ___, November 9, 2014,ALAI, Sunday
COLORFUL CHARACTERS,Impersonal notes ... or what four groups of this puzzle's answers do (totaling 11 words), November 9, 2014,FORMLETTERS, Sunday
COLORFUL CHARACTERS,"""Mon ___!""", November 9, 2014,DIEU, Sunday
COLORFUL CHARACTERS,Josh, November 9, 2014,RIB, Sunday
COLORFUL CHARACTERS,___ 6, November 9, 2014,MOTEL, Sunday
COLORFUL CHARACTERS,Fundamental, November 9, 2014,BASAL, Sunday
COLORFUL CHARACTERS,Unit named for a telephone pioneer, November 9, 2014,BEL, Sunday
COLORFUL CHARACTERS,Crass, November 9, 2014,VULGAR, Sunday
COLORFUL CHARACTERS,Substance in some signs, November 9, 2014,NEONGAS, Sunday
COLORFUL CHARACTERS,Inclined (to), November 9, 2014,LIABLE, Sunday
COLORFUL CHARACTERS,Eponymous Bloomer, November 9, 2014,AMELIA, Sunday
COLORFUL CHARACTERS,Tranquil, November 9, 2014,ATPEACE, Sunday
COLORFUL CHARACTERS,Print up?, November 9, 2014,EMBOSS, Sunday
COLORFUL CHARACTERS,Owner of Columbia Pictures, November 9, 2014,SONY, Sunday
COLORFUL CHARACTERS,Baby bird?, November 9, 2014,STORK, Sunday
COLORFUL CHARACTERS,Super-rare occurrence, November 9, 2014,BLUEMOON, Sunday
COLORFUL CHARACTERS,"Helga's ""horrible"" husband", November 9, 2014,HAGAR, Sunday
COLORFUL CHARACTERS,Butler's maiden name?, November 9, 2014,OHARA, Sunday
COLORFUL CHARACTERS,Banning from future work, November 9, 2014,BLACKLISTING, Sunday
COLORFUL CHARACTERS,Nitrogen symbols, November 9, 2014,ENS, Sunday
COLORFUL CHARACTERS,"Earth-shattering, maybe", November 9, 2014,SEISMIC, Sunday
COLORFUL CHARACTERS,Quaint way of sending documents, November 9, 2014,BYFAX, Sunday
COLORFUL CHARACTERS,Lerner's partner on Broadway, November 9, 2014,LOEWE, Sunday
COLORFUL CHARACTERS,Beehive Stater, November 9, 2014,UTE, Sunday
COLORFUL CHARACTERS,"Long, narrow fish", November 9, 2014,EEL, Sunday
COLORFUL CHARACTERS,Insult, November 9, 2014,JAB, Sunday
COLORFUL CHARACTERS,Centuries-old instrument, November 9, 2014,AMATI, Sunday
COLORFUL CHARACTERS,Peak performance?, November 9, 2014,YODEL, Sunday
COLORFUL CHARACTERS,Lily-livered sorts, November 9, 2014,YELLOWBELLIES, Sunday
COLORFUL CHARACTERS,Course: Abbr., November 9, 2014,RTE, Sunday
COLORFUL CHARACTERS,"""Fingers crossed!""", November 9, 2014,IHOPESO, Sunday
COLORFUL CHARACTERS,Illusory sight on Mars, November 9, 2014,CANAL, Sunday
COLORFUL CHARACTERS,"Robotic dog on ""Doctor Who""", November 9, 2014,KNINE, Sunday
COLORFUL CHARACTERS,Bit of power, November 9, 2014,WATT, Sunday
COLORFUL CHARACTERS,"Paradise lost in ""Paradise Lost""", November 9, 2014,EDEN, Sunday
COLORFUL CHARACTERS,Rapper ___ Wayne, November 9, 2014,LIL, Sunday
COLORFUL CHARACTERS,View from Neuchtel, November 9, 2014,ALP, Sunday
COLORFUL CHARACTERS,What you might bow your head to receive, November 9, 2014,LEI, Sunday
COLORFUL CHARACTERS,Like some wine glasses, November 9, 2014,STEMLESS, Sunday
COLORFUL CHARACTERS,Have good intentions, November 9, 2014,MEANWELL, Sunday
COLORFUL CHARACTERS,"Sunburn preventer, maybe", November 9, 2014,HAT, Sunday
COLORFUL CHARACTERS,Idle, November 9, 2014,OTIOSE, Sunday
COLORFUL CHARACTERS,"""Koala bear,"" e.g.", November 9, 2014,MISNOMER, Sunday
COLORFUL CHARACTERS,Modern purveyor of Scrabble and Monopoly, November 9, 2014,APPSTORE, Sunday
COLORFUL CHARACTERS,"""___ we done here?""", November 9, 2014,ARE, Sunday
COLORFUL CHARACTERS,"Who said ""I can't prove it, but I can say it""", November 9, 2014,COLBERT, Sunday
COLORFUL CHARACTERS,Trial site, November 9, 2014,TESTLAB, Sunday
COLORFUL CHARACTERS,Pittsburgh-to-Wilkes-Barre dir., November 9, 2014,ENE, Sunday
COLORFUL CHARACTERS,Honeymoon attire, November 9, 2014,NEGLIGEE, Sunday
COLORFUL CHARACTERS,"110, to Bilbo Baggins", November 9, 2014,ELEVENTY, Sunday
COLORFUL CHARACTERS,Sports star with size 18 shoes, November 9, 2014,YAOMING, Sunday
COLORFUL CHARACTERS,"""Ginger ___"" (1952 Newbery winner)", November 9, 2014,PYE, Sunday
COLORFUL CHARACTERS,Bill, November 9, 2014,TAB, Sunday
COLORFUL CHARACTERS,"""NO!""", November 9, 2014,IREFUSE, Sunday
COLORFUL CHARACTERS,End of the Bible?, November 9, 2014,ETH, Sunday
COLORFUL CHARACTERS,Scottish negatives, November 9, 2014,NAES, Sunday
COLORFUL CHARACTERS,Some ovines, November 9, 2014,EWES, Sunday
COLORFUL CHARACTERS,Director Guillermo ___ Toro, November 9, 2014,DEL, Sunday
COLORFUL CHARACTERS,Swindles, November 9, 2014,GRIFTS, Sunday
COLORFUL CHARACTERS,Like some councils, November 9, 2014,TRIBAL, Sunday
COLORFUL CHARACTERS,Tabula ___, November 9, 2014,RASA, Sunday
COLORFUL CHARACTERS,Ignore, November 9, 2014,SNUB, Sunday
COLORFUL CHARACTERS,Start of a round, November 9, 2014,TEESHOT, Sunday
COLORFUL CHARACTERS,Rapt, November 9, 2014,ALLEARS, Sunday
COLORFUL CHARACTERS,Home of India's Red Fort, November 9, 2014,DELHI, Sunday
COLORFUL CHARACTERS,Went down a slippery slope, November 9, 2014,SKIED, Sunday
COLORFUL CHARACTERS,"""... just kidding!""", November 9, 2014,NOT, Sunday
COLORFUL CHARACTERS,"Web file format, for short", November 9, 2014,HTML, Sunday
COLORFUL CHARACTERS,Burn alleviator, November 9, 2014,ALOE, Sunday
COLORFUL CHARACTERS,Be winded, November 9, 2014,PANT, Sunday
COLORFUL CHARACTERS,Frosty's pipe, November 9, 2014,COB, Sunday
COLORFUL CHARACTERS,Decorative bands, November 9, 2014,ARMLETS, Sunday
COLORFUL CHARACTERS,"Chillax, say", November 9, 2014,SITBACK, Sunday
COLORFUL CHARACTERS,Future imago, November 9, 2014,LARVA, Sunday
COLORFUL CHARACTERS,Alternative name for Troy, November 9, 2014,ILIUM, Sunday
COLORFUL CHARACTERS,"Anne's home, in literature", November 9, 2014,GREENGABLES, Sunday
COLORFUL CHARACTERS,Court locale, November 9, 2014,ARENA, Sunday
COLORFUL CHARACTERS,Desist, November 9, 2014,CEASE, Sunday
COLORFUL CHARACTERS,Top prize, November 9, 2014,BLUERIBBON, Sunday
COLORFUL CHARACTERS,Film archive, November 9, 2014,REELS, Sunday
COLORFUL CHARACTERS,December celebrations, November 9, 2014,YULES, Sunday
COLORFUL CHARACTERS,Incursion, November 9, 2014,FORAY, Sunday
COLORFUL CHARACTERS,Beaver State capital, November 9, 2014,SALEM, Sunday
COLORFUL CHARACTERS,Chief, November 9, 2014,MAIN, Sunday
COLORFUL CHARACTERS,Long ride, November 9, 2014,LIMO, Sunday
COLORFUL CHARACTERS,Day-___, November 9, 2014,GLO, Sunday
COLORFUL CHARACTERS,Go (for), November 9, 2014,OPT, Sunday
COLORFUL CHARACTERS,Modern beginning?, November 9, 2014,NEO, Sunday
COLORFUL CHARACTERS,"Long, narrow fish", November 9, 2014,GAR, Sunday
COLORFUL CHARACTERS,Blood type system, November 9, 2014,ABO, Sunday
 ,Up-coming world phenomenon?, November 8, 2014,EARTHRISE, Saturday
 ,Material for a float, November 8, 2014,BALSA, Saturday
 ,"Anthrax, potentially", November 8, 2014,BIOWEAPON, Saturday
 ,Big name in old strings, November 8, 2014,AMATI, Saturday
 ,Notable switcher from Democrat to Republican to Independent, November 8, 2014,BLOOMBERG, Saturday
 ,Not ripped, November 8, 2014,SOBER, Saturday
 ,Offensive observance?, November 8, 2014,TET, Saturday
 ,Binder?, November 8, 2014,PACT, Saturday
 ,Really into something, November 8, 2014,RAPT, Saturday
 ,See 4-Down, November 8, 2014,IRON, Saturday
 ,It's turned before bolting, November 8, 2014,TAIL, Saturday
 ,Like emissions from some 40-Down, November 8, 2014,GAMMA, Saturday
 ,Put out, November 8, 2014,DOUSE, Saturday
 ,Life preserver?, November 8, 2014,CEREALBOX, Saturday
 ,Puts in, November 8, 2014,ENTERS, Saturday
 ,Some notes, November 8, 2014,SOLS, Saturday
 ,Adversaire's opposite, November 8, 2014,AMI, Saturday
 ,Aid in creating a part, November 8, 2014,COMB, Saturday
 ,Phils' rivals, November 8, 2014,NATS, Saturday
 ,"Settings for donors, briefly", November 8, 2014,ORS, Saturday
 ,"Pick, say", November 8, 2014,TOOL, Saturday
 ,Allama Iqbal International Airport locale, November 8, 2014,LAHORE, Saturday
 ,Searchlight in comics, November 8, 2014,BATSIGNAL, Saturday
 ,Searchlight element, November 8, 2014,XENON, Saturday
 ,Number line, November 8, 2014,LYRIC, Saturday
 ,1914 Belgian battle line, November 8, 2014,YSER, Saturday
 ,Searchlight element, November 8, 2014,BEAM, Saturday
 ,Eisner's successor at Disney, November 8, 2014,IGER, Saturday
 ,Cause of temporary blindness, November 8, 2014,SNOW, Saturday
 ,"""Die Fledermaus"" soprano", November 8, 2014,IDA, Saturday
 ,A tiny bit strange?, November 8, 2014,QUARK, Saturday
 ,Banking facilities?, November 8, 2014,POOLROOMS, Saturday
 ,Still to be attained, November 8, 2014,UNMET, Saturday
 ,First-and-second track options, November 8, 2014,PERFECTAS, Saturday
 ,"""Sleepless in Seattle"" quartet", November 8, 2014,ESSES, Saturday
 ,Bureaucratic environmental regulations, November 8, 2014,GREENTAPE, Saturday
 ,Cyclic recession, November 8, 2014,EBBTIDE, Saturday
 ,Banking facilitator, November 8, 2014,AILERON, Saturday
 ,Get rid of, November 8, 2014,ROOTOUT, Saturday
 ,"With 22-Across, obsolescent club", November 8, 2014,TWO, Saturday
 ,Eco-chic clothing option, November 8, 2014,HEMP, Saturday
 ,Capital across the river from its sister city Sal, November 8, 2014,RABAT, Saturday
 ,Drug used in aversion therapy, November 8, 2014,IPECAC, Saturday
 ,Assaults, November 8, 2014,SORTIES, Saturday
 ,Like Spender and Spenser: Abbr., November 8, 2014,ENG, Saturday
 ,Relief may follow it, November 8, 2014,BAS, Saturday
 ,Libertine, November 8, 2014,AMORAL, Saturday
 ,"Song whose title follows ""Para bailar""", November 8, 2014,LABAMBA, Saturday
 ,Harry and Wills acquired one in 2005, November 8, 2014,STEPMOM, Saturday
 ,Puddle-jumper, November 8, 2014,AIRTAXI, Saturday
 ,Minute minute part: Abbr., November 8, 2014,NSEC, Saturday
 ,Author Hubbard, November 8, 2014,LRON, Saturday
 ,Pump add-on, November 8, 2014,GASTAX, Saturday
 ,Hot, November 8, 2014,EROTIC, Saturday
 ,"Literally, ""skyward""", November 8, 2014,ELAL, Saturday
 ,Blanket produced in Mexico City, November 8, 2014,SMOG, Saturday
 ,Too thin, November 8, 2014,BONY, Saturday
 ,"Wooley of ""Rawhide""", November 8, 2014,SHEB, Saturday
 ,Like some references, November 8, 2014,OBLIQUE, Saturday
 ,Futuristic fryers, November 8, 2014,RAYGUNS, Saturday
 ,Goes with the flow?, November 8, 2014,STREAMS, Saturday
 ,"One pulling a calf, say", November 8, 2014,LASSOER, Saturday
 ,A tiny bit, November 8, 2014,ONEIOTA, Saturday
 ,Detailed plan, November 8, 2014,ROADMAP, Saturday
 ,How bands move, November 8, 2014,ENMASSE, Saturday
 ,Bob may follow it, November 8, 2014,SIRREE, Saturday
 ,"""Sainted maiden"" of literature", November 8, 2014,LENORE, Saturday
 ,Jamestown colonist, November 8, 2014,ROLFE, Saturday
 ,Cousin of a gnatcatcher, November 8, 2014,WREN, Saturday
 ,Some chessmen: Abbr., November 8, 2014,KTS, Saturday
 ,N.B.A. scoring stat, November 8, 2014,PPG, Saturday
 ,Alternative to 10, November 8, 2014,OCT, Saturday
 ,Now or never: Abbr., November 12, 2014,ADV, Wednesday
 ,"Sounds from test cheaters, maybe", November 12, 2014,PSSTS, Wednesday
 ,Bris officiant, November 12, 2014,MOHEL, Wednesday
 ,Moo goo ___ pan, November 12, 2014,GAI, Wednesday
 ,Erect, November 12, 2014,PUTUP, Wednesday
 ,Have ___ to pick, November 12, 2014,ABONE, Wednesday
 ,Nanette's nana, November 12, 2014,GRANDMERE, Wednesday
 ,Parachute parts, November 12, 2014,CORDS, Wednesday
 ,"Playwright who wrote ""What is originality? Undetected plagiarism""", November 12, 2014,INGE, Wednesday
 ,"""Bonne ___!""", November 12, 2014,ANNEE, Wednesday
 ,"Those, to Jos", November 12, 2014,ESOS, Wednesday
 ,Geographical name that's another geographical name backward, November 12, 2014,EIRE, Wednesday
 ,One of two N.T. books, November 12, 2014,COR, Wednesday
 ,Leave in the lurch, November 12, 2014,DESERT, Wednesday
 ,German town, November 12, 2014,STADT, Wednesday
 ,World headquarters of LG Electronics, November 12, 2014,SEOUL, Wednesday
 ,Civil War inits., November 12, 2014,CSA, Wednesday
 ,Wee bit, November 12, 2014,TAD, Wednesday
 ,Numerical prefix, November 12, 2014,DECI, Wednesday
 ,___ Lingus, November 12, 2014,AER, Wednesday
