"timestamp","full_sq","life_sq","floor","max_floor","material","build_year","num_room","kitch_sq","state","product_type","sub_area","kremlin_km"
"93","2015-07-08",84.1,25,4,15,6,2017,3,14.86,1,"OwnerOccupier","Poselenie Sosenskoe",20.09291717
"94","2015-07-08",34.7,51.1,3,3,2,2016,1,10,1,"OwnerOccupier","Poselenie Novofedorovskoe",51.34968656
"95","2015-07-08",54.8,32.3,4,18,1,1989,2,9.4,2,"Investment","Taganskoe",3.624158289
"96","2015-07-08",63.8,34.3,13,18,2,2005,2,9.9,3,"Investment","Otradnoe",13.09133614
"97","2015-07-08",38.7,19,11,17,1,1988,1,7.5,3,"Investment","Chertanovo Severnoe",12.06117083
"98","2015-07-08",46.25,46.25,11,17,1,2016,1,5.6,1,"OwnerOccupier","Levoberezhnoe",15.48281443
"99","2015-07-08",38.8,40,9,17,1,2016,1,8.5,1,"OwnerOccupier","Poselenie Vnukovskoe",22.2224338
"100","2015-07-08",36.9,18,16,24,6,2017,1,8,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"101","2015-07-08",48.9,31.2,4,14,5,1974,2,8.9,2,"Investment","Vostochnoe Degunino",14.58930446
"102","2015-07-08",37.5,18.8,11,17,1,2013,1,8.4,2,"Investment","Krylatskoe",12.76656758
"103","2015-07-08",39.8,18.9,6,14,1,2003,2,9.8,3,"Investment","Nekrasovka",19.6854212
"104","2015-07-08",39.4,25.4,1,5,2,1968,2,5.4,3,"Investment","Pechatniki",11.97613618
"105","2015-07-08",54.99,51.2,3,3,1,2015,2,9.8,1,"OwnerOccupier","Poselenie Novofedorovskoe",51.34968656
"106","2015-07-08",47.8,46.1,8,12,1,1975,2,6.7,3,"Investment","Otradnoe",13.1180717
"107","2015-07-09",36.6,21.3,1,9,1,1978,1,6.4,2,"Investment","Bibirevo",15.28235283
"108","2015-07-09",32.3,18.7,4,9,1,1976,1,6,3,"Investment","Jasenevo",17.36522087
"109","2015-07-09",58.9,40.4,2,8,2,1960,3,7.4,3,"Investment","Gagarinskoe",5.368001858
"110","2015-07-09",63.4,63.4,12,17,1,2016,2,12.4,1,"OwnerOccupier","Poselenie Vnukovskoe",21.90579236
"111","2015-07-09",28.6,12.8,8,9,2,1966,1,6.3,2,"Investment","Gol'janovo",13.44387339
"112","2015-07-09",28.05,38.28,5,5,6,2017,1,11.4,1,"OwnerOccupier","Poselenie Vnukovskoe",26.33803491
"113","2015-07-09",63.13,59.32,2,17,4,2017,2,10,3,"OwnerOccupier","Mitino",18.20669035
"114","2015-07-09",67.3,46.77,7,15,6,2016,2,10.2,1,"OwnerOccupier","Poselenie Sosenskoe",19.1706772
"115","2015-07-09",38.2,19.7,5,22,1,1998,1,10.1,3,"Investment","Akademicheskoe",7.342875749
"116","2015-07-09",56.8,31.6,7,16,1,1977,2,9.9,2,"Investment","Orehovo-Borisovo Severnoe",15.01397156
"117","2015-07-09",81.7,47.5,12,12,1,1981,3,8.3,3,"Investment","Strogino",14.72313222
"118","2015-07-09",35.4,19.8,4,12,5,1969,1,9.5,3,"Investment","Rjazanskij",8.930858115
"119","2015-07-09",48.7,32.1,3,12,5,1965,2,9.4,2,"Investment","Levoberezhnoe",15.06413639
"120","2015-07-09",100.04,10.428,2,2,2,2015,3,10,1,"OwnerOccupier","Zapadnoe Degunino",15.86904434
"121","2015-07-09",90.9,38.8,2,2,1,2015,3,10,1,"OwnerOccupier","Tverskoe",0.072896553
"122","2015-07-09",31.8,21.7,6,9,5,1963,1,5.2,2,"Investment","Nagornoe",8.217148068
"123","2015-07-09",135.8,54.09,3,3,1,2016,3,10,1,"OwnerOccupier","Poselenie Rogovskoe",70.73876915
"124","2015-07-09",36.9,20,15,24,6,2017,1,9,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"125","2015-07-09",57.51,35,9,24,6,2017,2,10,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"126","2015-07-10",84.6,54.6,4,5,2,1958,3,8.2,2,"Investment","Pokrovskoe Streshnevo",13.18783215
"127","2015-07-10",58,62.1,1,12,1,2015,3,8.8,1,"OwnerOccupier","Tverskoe",0.072896553
"128","2015-07-10",38.6,23.7,9,9,2,1969,2,6.4,2,"Investment","Mozhajskoe",11.20230438
"129","2015-07-10",34.8,34.8,1,3,4,2016,1,10,1,"OwnerOccupier","Poselenie Novofedorovskoe",51.34968656
"130","2015-07-10",80.66,50,15,24,6,2017,3,11,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"131","2015-07-10",32.2,18.6,5,9,1,1972,1,5.9,2,"Investment","Pechatniki",9.741079048
"132","2015-07-10",38.85,20,9,24,1,2016,1,8,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"133","2015-07-10",114,61.8,15,23,4,2008,3,17.4,4,"Investment","Horoshevo-Mnevniki",9.405079736
"134","2015-07-10",45.9,30.6,2,5,1,1963,2,5.6,3,"Investment","Zjuzino",11.14870103
"135","2015-07-10",84.6,52.35,6,16,1,2015,3,10,1,"OwnerOccupier","Poselenie Vnukovskoe",25.02885405
"136","2015-07-10",69.3,46.8,8,15,1,2015,2,10.8,1,"OwnerOccupier","Poselenie Sosenskoe",20.09291717
"137","2015-07-10",29.7,29.7,16,16,1,2016,1,8.7,1,"OwnerOccupier","Poselenie Shherbinka",28.04929978
"138","2015-07-10",51.7,62.1,3,17,1,2016,2,9.2,1,"OwnerOccupier","Solncevo",16.95715522
"139","2015-07-10",52.4,30.6,6,14,1,1988,2,8.6,2,"Investment","Caricyno",13.35672578
"140","2015-07-10",51.91,51.91,15,17,4,2016,2,9.8,3,"OwnerOccupier","Sviblovo",10.51446841
"141","2015-07-11",106.61,45.94,14,30,6,2017,3,12,1,"OwnerOccupier","Ramenki",10.91522293
"142","2015-07-11",51.6,30.6,13,15,1,1999,2,8.3,3,"Investment","Orehovo-Borisovo Juzhnoe",16.62743002
"143","2015-07-11",52.3,52.3,13,17,1,2015,2,12,1,"OwnerOccupier","Solncevo",16.95715522
"144","2015-07-11",54.3,32,17,17,1,2005,2,9.3,3,"Investment","Severnoe Tushino",17.09367521
"145","2015-07-11",32.3,17.9,3,6,2,1961,1,6,3,"Investment","Severnoe Izmajlovo",13.08314238
"146","2015-07-11",37.7,52.3,10,17,1,2016,1,10,1,"OwnerOccupier","Tverskoe",0.072896553
"147","2015-07-11",51.7,51.7,3,3,4,2016,2,10,1,"OwnerOccupier","Poselenie Novofedorovskoe",51.34968656
"148","2015-07-13",51,29.2,8,9,1,1967,2,6.7,2,"Investment","Ajeroport",6.793666872
"149","2015-07-13",44.3,28.9,4,5,2,1963,2,5.8,3,"Investment","Presnenskoe",3.859759009
"150","2015-07-13",45.6,28.5,4,9,1,1967,2,6.2,2,"Investment","Gol'janovo",10.58142649
"151","2015-07-13",73.6,73.6,6,17,1,2015,2,10,1,"OwnerOccupier","Poselenie Sosenskoe",20.52526418
"152","2015-07-13",68.47,57.7,7,17,1,2016,2,10,1,"OwnerOccupier","Poselenie Moskovskij",16.00085262
"153","2015-07-13",41.2,25.9,5,5,2,1961,2,5.4,3,"Investment","Timirjazevskoe",7.376466674
"154","2015-07-13",59.8,43.5,4,9,1,1967,3,5.9,2,"Investment","Izmajlovo",12.72463969
"155","2015-07-13",37.23,20,9,24,6,2017,1,8,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"156","2015-07-13",34.7,18.9,10,12,1,1972,1,10.2,2,"Investment","Veshnjaki",13.20201115
"157","2015-07-13",41.9,36.13,15,17,1,2016,1,9.8,1,"OwnerOccupier","Tverskoe",0.072896553
"158","2015-07-13",51.7,62.1,2,17,1,2016,2,9.2,1,"OwnerOccupier","Poselenie Vnukovskoe",21.90579236
"159","2015-07-13",40.4,18.6,4,10,1,2015,1,10,1,"OwnerOccupier","Poselenie Voskresenskoe",26.96046256
"160","2015-07-13",40.9,21,2,14,1,2005,1,8.3,3,"Investment","Bogorodskoe",9.792632884
"161","2015-07-13",74.9,45.3,17,17,1,1999,3,10.2,3,"Investment","Rjazanskij",8.309579368
"162","2015-07-13",57.42,35,13,24,6,2017,2,10,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"163","2015-07-13",38.8,19.1,11,12,1,2000,1,8.5,2,"Investment","Juzhnoe Butovo",23.21212967
"164","2015-07-13",57.48,28.5,10,12,4,2017,2,8,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"165","2015-07-13",36.1,20,12,12,5,1971,1,10,2,"Investment","Butyrskoe",8.528770255
"166","2015-07-13",45.6,28.1,4,5,1,1960,2,5.4,2,"Investment","Lomonosovskoe",9.809247089
"167","2015-07-14",49.4,41.9,9,17,1,2016,1,8.4,1,"OwnerOccupier","Poselenie Sosenskoe",20.36597232
"168","2015-07-14",84.6,84.6,11,17,1,2016,3,10,1,"OwnerOccupier","Solncevo",16.95715522
"169","2015-07-14",37.7,19,11,17,1,2002,1,7,2,"Investment","Severnoe Butovo",19.96550143
"170","2015-07-14",62.8,39,5,9,1,1978,3,8.2,2,"Investment","Perovo",9.980795638
"171","2015-07-14",58.1,35,9,24,6,2017,2,10,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"172","2015-07-14",57.8,6,3,12,1,2000,2,9.2,2,"Investment","Juzhnoe Butovo",23.21212967
"173","2015-07-14",40.3,21,3,9,1,1972,1,7.2,3,"Investment","Gol'janovo",14.57834636
"174","2015-07-14",47.81,47.81,7,12,4,2016,1,10,1,"OwnerOccupier","Poselenie Voskresenskoe",25.73525569
"175","2015-07-14",120.4,72,27,30,6,2015,3,12,1,"OwnerOccupier","Horoshevo-Mnevniki",8.804660762
"176","2015-07-14",51.2,51.2,1,3,2,2015,2,7.5,1,"OwnerOccupier","Poselenie Novofedorovskoe",51.34968656
"177","2015-07-14",32.7,18.9,4,9,1,1969,1,6.6,2,"Investment","Pechatniki",9.33908408
"178","2015-07-14",54.66,52.33,3,3,1,2016,2,10,1,"OwnerOccupier","Poselenie Novofedorovskoe",51.34968656
"179","2015-07-14",48.9,17.25,11,14,1,2017,1,14.9,1,"OwnerOccupier","Poselenie Sosenskoe",20.36597232
"180","2015-07-14",49.85,35.16,14,17,1,2015,1,8.7,1,"OwnerOccupier","Krylatskoe",15.0846942
"181","2015-07-14",51,61.9,2,17,1,2016,2,10,1,"OwnerOccupier","Poselenie Desjonovskoe",29.13376481
"182","2015-07-14",52.45,50.18,2,25,4,2017,1,10,1,"OwnerOccupier","Presnenskoe",4.265688359
"183","2015-07-14",37.7,62.1,11,15,1,2016,1,8.7,1,"OwnerOccupier","Poselenie Sosenskoe",20.19708984
"184","2015-07-14",45.5,30,2,12,1,1976,2,6.7,2,"Investment","Bibirevo",15.98447076
"185","2015-07-14",64.9,44.03,11,17,1,2016,1,10,1,"OwnerOccupier","Jasenevo",16.26974103
"186","2015-07-14",42.16,40,1,17,1,2016,1,10,1,"OwnerOccupier","Poselenie Vnukovskoe",22.32714056
"187","2015-07-15",54.5,32.3,10,17,1,2000,2,9.2,3,"Investment","Mar'ino",12.66895425
"188","2015-07-15",35.77,34.33,6,12,1,2016,1,10,1,"OwnerOccupier","Nagatinskij Zaton",8.998980625
"189","2015-07-15",56.8,40.1,10,25,1,2015,1,11,1,"OwnerOccupier","Mitino",18.7528432
"190","2015-07-15",123.9,62.3,16,22,4,2003,3,12.7,3,"Investment","Ivanovskoe",13.11538004
"191","2015-07-15",56.3,29,10,14,1,1986,2,8.4,3,"Investment","Zamoskvorech'e",2.456931638
"192","2015-07-15",69.3,64,15,15,1,2016,2,11.4,1,"OwnerOccupier","Poselenie Sosenskoe",20.09291717
"193","2015-07-15",51.1,46.8,3,17,4,2016,1,10,1,"OwnerOccupier","Poselenie Novofedorovskoe",51.34968656
"194","2015-07-15",42.99,39.49,8,17,1,2016,1,10,1,"OwnerOccupier","Poselenie Vnukovskoe",25.53803968
"195","2015-07-15",61.7,51.76,6,16,1,2017,2,10,1,"OwnerOccupier","Sviblovo",11.01364798
"196","2015-07-15",51.7,57.97,6,17,1,2015,2,10,1,"OwnerOccupier","Vnukovo",26.53959652
"197","2015-07-15",34.7,19.1,1,12,1,1990,1,10,1,"Investment","Poselenie Filimonkovskoe",27.00081593
"198","2015-07-15",57.3,40.6,2,5,2,1964,2,5.8,2,"Investment","Marfino",10.10174668
"199","2015-07-15",54.54,54.54,20,24,4,2015,1,10,1,"OwnerOccupier","Presnenskoe",4.265688359
"200","2015-07-15",72.6,43.3,4,17,1,1995,3,10.3,1,"Investment","Caricyno",12.64980024
"201","2015-07-15",64.6,46.2,9,16,1,1974,3,7.9,3,"Investment","Lefortovo",3.739786334
"202","2015-07-15",34.8,34.8,3,3,1,2016,1,9.2,1,"OwnerOccupier","Poselenie Novofedorovskoe",51.34968656
"203","2015-07-15",59.4,43.6,5,9,1,1974,3,6.1,2,"Investment","Pechatniki",9.783570437
"204","2015-07-15",31.5,18.7,3,4,2,1961,1,5.5,2,"Investment","Gol'janovo",10.19903779
"205","2015-07-15",107.4,59.38,8,17,4,2015,3,11,1,"OwnerOccupier","Rostokino",9.145442096
"206","2015-07-15",46.2,30.9,3,5,5,1961,2,5.5,2,"Investment","Severnoe Izmajlovo",12.48701404
"207","2015-07-15",60.2,58.7,3,3,2,2015,2,8.6,1,"OwnerOccupier","Zapadnoe Degunino",15.86904434
"208","2015-07-16",27.79,44.03,11,17,1,2017,1,8.4,1,"OwnerOccupier","Poselenie Filimonkovskoe",28.75536526
"209","2015-07-16",52.5,30.6,17,17,1,2002,2,10,2,"Investment","Severnoe Butovo",19.96550143
"210","2015-07-16",61.09,40,15,24,6,2017,2,10,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"211","2015-07-16",31.4,21.6,1,9,1,1964,1,4.8,2,"Investment","Presnenskoe",6.029865098
"212","2015-07-16",54.4,28.3,2,15,1,1979,2,11.2,2,"Investment","Golovinskoe",11.66932521
"213","2015-07-16",54.8,46.3,15,17,1,2016,2,10,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"214","2015-07-16",39,39,8,17,1,2017,1,10,1,"OwnerOccupier","Poselenie Vnukovskoe",21.90579236
"215","2015-07-16",37.58,17.96,3,9,6,2016,1,10.13,1,"OwnerOccupier","Poselenie Vnukovskoe",21.72262007
"216","2015-07-16",55.9,32.4,9,14,2,1969,2,8.9,2,"Investment","Tverskoe",2.644881093
"217","2015-07-16",124.8,74,27,30,6,2016,3,12,1,"OwnerOccupier","Horoshevo-Mnevniki",8.804660762
"218","2015-07-16",31.6,19.7,4,5,5,1961,1,5.5,2,"Investment","Koptevo",10.85031098
"219","2015-07-16",42.9,29.4,5,5,2,1968,2,5.3,2,"Investment","Fili Davydkovo",10.09587662
"220","2015-07-16",71.7,35.3,1,9,6,2003,2,13,3,"Investment","Kurkino",21.76025934
"221","2015-07-16",31.5,19.6,1,5,1,1960,1,5.4,2,"Investment","Lomonosovskoe",8.892724561
"222","2015-07-16",41.4,41.4,20,24,1,2015,1,10,1,"OwnerOccupier","Golovinskoe",12.27286654
"223","2015-07-16",39.8,24.8,3,5,2,1964,2,5.9,2,"Investment","Savelovskoe",5.149495892
"224","2015-07-16",54.2,32.1,6,16,1,1980,2,9.2,2,"Investment","Mar'ina Roshha",3.596352935
"225","2015-07-16",54.4,32.6,14,16,1,1975,2,9.3,2,"Investment","Otradnoe",11.81941224
"226","2015-07-16",34.5,19.2,9,22,5,1984,1,9.4,2,"Investment","Chertanovo Severnoe",12.83693772
"227","2015-07-16",38.5,62.1,8,17,1,2016,1,10,1,"OwnerOccupier","Poselenie Vnukovskoe",22.2224338
"228","2015-07-16",58.14,35,8,24,6,2017,2,10,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"229","2015-07-16",44.5,28.1,8,9,1,1978,2,6.1,2,"Investment","Otradnoe",10.9372019
"230","2015-07-16",38.48,38.48,13,17,4,2016,1,8,1,"OwnerOccupier","Poselenie Desjonovskoe",29.13376481
"231","2015-07-17",59.1,59.1,6,14,1,2015,2,10.3,1,"OwnerOccupier","Nagornoe",8.626075639
"232","2015-07-17",49.5,30.3,4,7,2,1962,2,6.8,2,"Investment","Alekseevskoe",6.198729385
"233","2015-07-17",109.4,109.4,25,25,1,2015,3,10.6,1,"OwnerOccupier","Horoshevo-Mnevniki",8.804660762
"234","2015-07-17",69.42,67.12,1,3,1,2015,3,7.5,1,"OwnerOccupier","Poselenie Novofedorovskoe",51.34968656
"235","2015-07-17",78.8,47.5,10,17,1,1998,3,10.1,3,"Investment","Vojkovskoe",9.56585293
"236","2015-07-17",34.44,50.18,2,17,4,2017,1,10,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"237","2015-07-17",54.1,32.1,8,14,1,2001,2,9.1,3,"Investment","Juzhnoe Butovo",22.98540157
"238","2015-07-17",51.6,50,15,18,1,2016,2,10,1,"OwnerOccupier","Poselenie Desjonovskoe",29.13376481
"239","2015-07-17",41.9,11.3,11,15,6,2017,1,11.3,1,"OwnerOccupier","Poselenie Sosenskoe",19.92881447
"240","2015-07-17",28.9,12.6,3,5,2,1928,1,6.1,2,"Investment","Danilovskoe",3.724839043
"241","2015-07-17",41.6,20.9,8,12,1,1983,1,8.4,3,"Investment","Strogino",14.99867287
